阿爸	aaba
攻守同盟	gutm
古铜	guts
鬼使神差	guuc
孤身	guuf
鼓声	guug
孤山	guuj
固守	guuz
故宅	guvd
古筝	guvg
孤身只影	guvy
孤舟	guvz
固网	guwh
古玩	guwj
格杀勿论	guwl
拱手相让	guxr
骨血	guxt
古训	guxy
古雅	guya
古音	guyb
姑爷	guye
更上一层楼	guyl
根深叶茂	guym
鼓乐	guyt
古语	guyu
高山仰止	guyv
古韵	guyy
鼓噪	guzc
谷子	guzi
故作	guzo
鼓足	guzu
跪拜	gvbd
刚正不阿	gvbe
龟鳖	gvbp
广种薄收	gvbu
鬼才	gvc
鬼才	gvcd
跪地	gvdi
国之栋梁	gvdl
归队	gvdv
闺房	gvfh
归附	gvfu
贵妃	gvfw
归根	gvgf
贵庚	gvgg
鬼怪	gvgk
鬼鬼	gvgv
各种各样	gvgy
归航	gvhh
鬼火	gvho
鬼魂	gvhy
归巢	gvic
鬼扯	gvie
鬼城	gvig
鬼船	gvir
柜橱	gviu
固执己见	gvjj
各执己见	gvjj
鬼精	gvjk
贵贱	gvjm
硅胶	gvjn
归咎	gvjq
诡谲	gvjt
归家	gvjx
鬼哭	gvku
鬼佬	gvlc
贵了	gvle
瑰丽	gvli
归零	gvlk
归拢	gvls
归路	gvlu
柜门	gvmf
柜面	gvmm
鬼魅	gvmw
归你	gvni
孤掌难鸣	gvnm
归鸟	gvnn
桂皮	gvpi
硅片	gvpm
规劝	gvq
归期	gvqi
归侨	gvqn
跪求	gvqq
规劝	gvqr
归去	gvqu
贵人	gvrf
狗仗人势	gvru
甘之如饴	gvry
龟缩	gvso
硅酸	gvsr
鬼祟	gvsv
龟孙	gvsy
归天	gvtm
龟兔	gvtu
龟头	gvtz
归顺	gvuy
诡诈	gvva
跪着	gvve
归真	gvvf
规整	gvvg
贵重	gvvs
股掌之上	gvvu
龟纹	gvwf
归我	gvwo
公正无私	gvws
鬼屋	gvwu
归位	gvww
高枕无忧	gvwy
跪下	gvx
归心	gvxb
归西	gvxi
贵姓	gvxk
归降	gvxl
贵校	gvxn
闺秀	gvxq
鬼雄	gvxs
跪下	gvxx
归隐	gvyb
各执一词	gvyc
诡异	gvyi
归雁	gvyj
鬼影	gvyk
桂圆	gvyr
规约	gvyt
桂鱼	gvyu
孤注一掷	gvyv
柜子	gvzi
跪坐	gvzo
归总	gvzs
归罪	gvzv
个中滋味	gvzw
公文包	gwb
攻无不克	gwbk
给分	gwff
过五关斩六将	gwgj
给回	gwh
给回	gwhv
高屋建瓴	gwjl
古往今来	gwjl
古为今用	gwjy
给了	gwl
给了	gwle
国无宁日	gwnr
锅碗瓢盆	gwpp
给钱	gwq
给钱	gwqm
各为其主	gwqv
姑妄听之	gwtv
给谁	gwu
歌舞升平	gwup
给谁	gwuw
给以	gwyi
姑妄言之	gwyv
给足	gwzu
挂碍	gxai
挂包	gxbc
挂彩	gxc
挂彩	gxcd
卦辞	gxci
呱嗒	gxda
挂到	gxdc
挂挡	gxdh
勾心斗角	gxdj
挂断	gxdr
恭喜发财	gxfc
刮风	gxfg
瓜果	gxgo
刮宫	gxgs
刮骨	gxgu
改邪归正	gxgv
呱呱	gxgx
个性化	gxh
更新换代	gxhd
刮痕	gxhf
挂怀	gxhk
挂花	gxhx
挂出	gxi
挂出	gxiu
挂机	gxj
挂机	gxji
挂件	gxjm
挂角	gxjn
挂接	gxjp
挂价	gxjx
刮开	gxkd
挂了	gxl
挂了	gxle
刮脸	gxlm
狗血淋头	gxlt
挂码	gxma
挂满	gxmj
挂名	gxmk
挂面	gxmm
寡母	gxmu
寡女	gxnv
瓜皮	gxpi
刮破	gxpo
狗血喷头	gxpt
寡情	gxqk
甘心情愿	gxqy
寡人	gxr
寡人	gxrf
归心似箭	gxsj
隔靴搔痒	gxsy
寡头	gxtz
挂上	gxu
刮痧	gxua
挂上	gxuh
挂失	gxui
挂帅	gxuk
各显神通	gxut
挂着	gxv
挂着	gxve
挂账	gxvh
挂职	gxvi
广西壮族自治区	gxvq
广西壮族	gxvz
挂网	gxw
挂网	gxwh
攻心为上	gxwu
寡味	gxww
挂心	gxx
挂心	gxxb
卦象	gxxl
姑息养奸	gxyj
改弦易辙	gxyv
刮油	gxyz
瓜子	gxzi
棍棒	gyb
棍棒	gybh
滚存	gyc
苟延残喘	gyci
滚存	gycy
滚到	gydc
告一段落	gydl
棍法	gyf
棍法	gyfa
滚翻	gyfj
滚沸	gyfw
鬼蜮伎俩	gyjl
滚开	gyk
滚开	gykd
狗眼看人	gykr
狗咬吕洞宾	gylb
滚落	gylo
挂一漏万	gylw
滚轮	gyly
顾影弄姿	gynz
公元前	gyq
各有千秋	gyqq
滚热	gyr
滚热	gyre
光阴荏苒	gyrr
滚入	gyru
各有所好	gysh
各有所长	gysi
光阴似箭	gysj
滚烫	gyt
滚烫	gyth
挂羊头卖狗肉	gytr
滚筒	gyts
工欲善其事	gyuu
更有甚者	gyuv
寡言少语	gyuy
膏腴之地	gyvd
滚珠	gyvu
滚轴	gyvz
官样文章	gywv
高压线	gyx
滚圆	gyyr
棍子	gyz
棍子	gyzi
赶鸭子上架	gyzj
顾影自怜	gyzl
够本	gzbf
诟病	gzbk
裹足不前	gzbq
沟槽	gzcc
构词	gzci
够大	gzda
够胆	gzdj
够多	gzdo
勾兑	gzdv
狗吠	gzfw
够高	gzgc
敢作敢当	gzgd
故作高深	gzgu
敢作敢为	gzgw
狗狗	gzgz
够好	gzh
够好	gzhc
沟壑	gzhe
够狠	gzhf
篝火	gzho
狗獾	gzhr
购回	gzhv
勾魂	gzhy
购车	gzie
够长	gzih
够吃	gzii
勾出	gziu
钩稽	gzji
狗叫	gzjn
够快	gzkk
骨子里	gzl
够懒	gzlj
狗嘴里吐不出象牙	gzly
佝偻	gzlz
诟骂	gzma
够忙	gzmh
勾描	gzmn
狗屁	gzp
狗爬	gzpa
狗屁	gzpi
够呛	gzql
勾芡	gzqm
苟且	gzqp
苟全	gzqr
沟渠	gzqu
狗肉	gzrz
狗腿	gztv
狗头	gztz
狗屎	gzui
勾手	gzuz
攻子之盾	gzvd
钩针	gzvf
钩状	gzvl
狗窝	gzwo
公子王孙	gzws
各自为战	gzwv
够味	gzww
勾选	gzx
构陷	gzxm
勾选	gzxr
狗熊	gzxs
狗血	gzxt
勾引	gzyb
狗眼	gzyj
够用	gzys
顾左右而言他	gzyt
光宗耀祖	gzyz
钩子	gzzi
哈勃	hab
哈巴	haba
哈勃	habo
哈达	had
哈达	hada
哈韩	hahj
哈喇	hala
哈罗	halo
哈雷	halw
哈密	hami
哈尼	hani
哈欠	haq
哈气	haqi
哈欠	haqm
哈日	hari
哈腰	hayc
恨不得	hbd
黑白颠倒	hbdd
含苞待放	hbdf
悔不当初	hbdi
祸不单行	hbdx
黑白分明	hbfm
魂不附体	hbft
还本付息	hbfx
互不干扰	hbgr
毫不讳言	hbhy
画饼充饥	hbij
毫不介意	hbjy
合不来	hbl
活蹦乱跳	hblt
很抱歉	hbq
还不清楚	hbqi
怀璧其罪	hbqz
好不容易	hbry
货比三家	hbsj
话不投机	hbtj
虎不食儿	hbue
魂不守舍	hbuu
含苞欲放	hbyf
慌不择路	hbzl
毫安	hcan
好报	hcbc
好棒	hcbh
好办	hcbj
好惨	hccj
好大	hcda
好到	hcdc
好歹	hcdd
好点	hcdm
好动	hcds
好赌	hcdu
好斗	hcdz
好恶	hcee
毫发	hcfa
好烦	hcfj
好高	hcgc
好乖	hcgk
好过	hcgo
好官	hcgr
好贵	hcgv
壕沟	hcgz
好喝	hche
好货	hcho
好黑	hchw
好茶	hcia
好车	hcie
好长	hcih
好丑	hciz
耗尽	hcjb
好极	hcji
好景	hcjk
号角	hcjn
好客	hcke
祸从口出	hcki
好快	hckk
好困	hcky
好啦	hcla
好冷	hclg
毫厘	hcli
好脸	hclm
好乱	hclr
好弄	hcls
好累	hclw
毫毛	hcmc
豪迈	hcmd
好么	hcme
好梦	hcmg
好忙	hcmh
好慢	hcmj
好美	hcmw
好难	hcn
耗能	hcng
好难	hcnj
好弄	hcns
好怕	hcpa
号牌	hcpd
好片	hcpm
好票	hcpn
豪情	hcqk
豪强	hcql
好球	hcqq
耗去	hcqu
好热	hcre
好让	hcrh
浩然	hcrj
好软	hcrr
好似	hcsi
耗损	hcsy
好疼	hctg
好烫	hcth
祸从天降	hctj
好帖	hctp
好痛	hcts
好少	hcuc
豪奢	hcue
豪绅	hcuf
好上	hcuh
豪爽	hcul
花草树木	hcum
好说	hcuo
好耍	hcux
好战	hcvj
号外	hcwd
好文	hcwf
好戏	hcxi
好险	hcxm
好悬	hcxr
好凶	hcxs
豪侠	hcxx
好呀	hcya
豪饮	hcyb
好样	hcyh
好意	hcyi
好远	hcyr
好做	hczo
好走	hczz
荒诞不经	hdbj
害病	hdbk
海波	hdbo
虎毒不食子	hdbz
喝倒彩	hdc
海草	hdcc
海胆	hddj
海风	hdf
海风	hdfg
骸骨	hdgu
海龟	hdgv
海沟	hdgz
海河	hdhe
海航	hdhh
海涵	hdhj
海货	hdho
忽东忽西	hdhx
还差	hdi
还差	hdia
海产	hdij
海床	hdil
海禁	hdjb
害己	hdji
海景	hdjk
海角	hdjn
黄道吉日	hdjr
海空	hdks
害苦	hdku
海葵	hdkv
合得来	hdl
害了	hdle
海里	hdli
海蓝	hdlj
海量	hdll
海流	hdlq
洪都拉斯	hdls
海路	hdlu
海底捞针	hdlv
海轮	hdly
海马	hdma
海鳗	hdmj
海面	hdmm
害你	hdni
海鸟	hdnn
海内	hdnw
氦气	hdqi
还请	hdqk
害人	hdr
害人	hdrf
害臊	hdsc
害死	hdsi
海豚	hdt
海獭	hdta
海涛	hdtc
海棠	hdth
孩提	hdti
孩童	hdts
海豚	hdty
还设	hdue
海参	hduf
还剩	hdug
海蜇	hdve
海战	hdvj
海中	hdvs
害我	hdwo
好大喜功	hdxg
黑灯瞎火	hdxh
害喜	hdxi
还行	hdxk
海蟹	hdxp
海选	hdxr
海牙	hdya
骇异	hdyi
海燕	hdyj
嗨哟	hdyo
海员	hdyr
还用	hdys
海藻	hdzc
海葬	hdzh
河岸	hean
河坝	heba
荷包	hebc
合办	hebj
河边	hebm
怙恶不悛	hebq
和而不同	hebt
华而不实	hebu
河槽	hecc
何曾	hecg
贺词	heci
何等	hedg
何地	hedi
核弹	hedj
喝点	hedm
合度	hedu
和风	hefg
何方	hefh
盒饭	hefj
河港	hegh
何干	hegj
河工	hegs
何故	hegu
合规	hegv
河沟	hegz
河汉	hehj
和缓	hehr
荷花	hehx
呵斥	heii
河床	heil
河川	heir
何愁	heiz
合建	hejm
合脚	hejn
和局	heju
阖家	hejx
贺客	heke
合刊	hekj
何苦	heku
河口	hekz
何来	held
喝令	helk
贺联	helm
合拢	hels
河马	hema
禾苗	hemn
合谋	hemz
核能	heng
河泥	heni
何年	henm
和暖	henr
河内	henw
核批	hepi
河畔	hepj
何求	heq
合情	heqk
呵欠	heqm
何求	heqq
何去	hequ
何人	herf
何日	heri
赫然	herj
贺岁	hesv
核桃	hetc
喝汤	heth
合体	heti
河豚	hety
合身	heuf
和善	heuj
和谁	heuw
和顺	heuy
合手	heuz
合闸	heva
合照	hevc
赫哲	heve
合掌	hevh
核战	hevj
合著	hevu
喝粥	hevz
喝问	hewf
何物	hewu
何谓	heww
合二为一	hewy
贺喜	hexi
鹤形	hexk
核销	hexn
喝下	hexx
和音	heyb
荷叶	heye
合演	heyj
河源	heyr
何用	heys
合于	heyu
河运	heyy
菏泽	heze
合葬	hezh
合租	hezu
喝醉	hezv
合奏	hezz
很暗	hfan
很薄	hfbc
很白	hfbd
很棒	hfbh
豪放不羁	hfbj
很惨	hfc
很菜	hfcd
很惨	hfcj
很粗	hfcu
很淡	hfdj
很短	hfdr
很懂	hfds
狠毒	hfdu
很对	hfdv
很烦	hff
很烦	hffj
很富	hffu
很费	hffw
很乖	hfgk
很广	hfgl
很贵	hfgv
很够	hfgz
很坏	hfhk
很火	hfho
很红	hfhs
很会	hfhv
很黑	hfhw
很花	hfhx
呼风唤雨	hfhy
很厚	hfhz
很潮	hfic
很扯	hfie
很沉	hfif
很迟	hfii
很丑	hfiz
很卡	hfka
很宽	hfkr
很酷	hfku
很困	hfky
狠辣	hfla
很老	hflc
很冷	hflg
很烂	hflj
很凉	hfll
很乱	hflr
很忙	hfm
很忙	hfmh
很慢	hfmj
狠命	hfmk
很妙	hfmn
很能	hfng
很牛	hfnq
很浓	hfns
很怕	hfp
很怕	hfpa
很胖	hfph
魂飞魄散	hfps
很浅	hfqm
很全	hfqr
很穷	hfqs
洪福齐天	hfqt
很热	hfr
很热	hfre
很让	hfrh
很弱	hfro
很软	hfrr
很色	hfse
恨死	hfsi
很酸	hfsr
很松	hfss
很痛	hft
很甜	hftm
很痛	hfts
魂飞天外	hftw
恨透	hftz
很傻	hfua
很省	hfug
很是	hfui
很帅	hfuk
很爽	hful
很熟	hfuu
很顺	hfuy
很准	hfv
狠招	hfvc
很窄	hfvd
很直	hfvi
后发制人	hfvr
很重	hfvs
很准	hfvy
很晚	hfw
很晚	hfwj
狠心	hfxb
很细	hfxi
很咸	hfxm
很凶	hfxs
后发先至	hfxv
痕印	hfyb
恨意	hfyi
很严	hfyj
很硬	hfyk
灰飞烟灭	hfym
环肥燕瘦	hfyu
很早	hfz
很杂	hfza
很早	hfzc
很脏	hfzh
横滨	hgbb
横波	hgbo
横财	hgcd
横渡	hgd
横道	hgdc
恒定	hgdk
横断	hgdr
横渡	hgdu
横队	hgdv
横幅	hgf
横幅	hgfu
回光返照	hgfv
横飞	hgfw
横贯	hgg
哼歌	hgge
横杆	hggj
横过	hggo
横贯	hggr
哼哼	hgh
恒河	hghe
哼哼	hghg
横祸	hgho
横陈	hgif
哼唱	hgih
横穿	hgir
恒久	hgj
哼唧	hgji
恒久	hgjq
横跨	hgkx
黑咕隆咚	hgld
横蛮	hgmj
横眉	hgmw
横批	hgp
横排	hgpd
横批	hgpi
横盘	hgpj
横切	hgqp
回锅肉	hgr
横肉	hgrz
横扫	hgs
横扫	hgsc
横死	hgsi
亨通	hgt
宏观调控	hgtk
回过头来	hgtl
亨通	hgts
恒生	hgu
恒生	hgug
衡山	hguj
横竖	hguu
合格证	hgv
横着	hgve
横轴	hgvz
恒温	hgwf
横卧	hgwo
横线	hgxm
横下	hgxx
横溢	hgyi
祸国殃民	hgym
横越	hgyt
横在	hgz
横遭	hgzc
横在	hgzd
后果自负	hgzf
悔过自新	hgzx
好坏不分	hhbf
好汉不吃眼前亏	hhbk
航标	hhbn
惶惶不可终日	hhbr
花花草草	hhcc
黄花菜	hhcd
行次	hhci
航段	hhdr
航渡	hhdu
哈哈大笑	hhdx
行规	hhg
行规	hhgv
花花公子	hhgz
行货	hhh
画虎画皮难画骨	hhhg
行行	hhhh
行货	hhho
呼和浩特	hhht
行话	hhhx
航程	hhig
昏昏沉沉	hhii
航船	hhir
行行出状元	hhiy
行距	hhju
后悔莫及	hhmj
航模	hhmo
行内	hhn
行内	hhnw
航拍	hhp
航拍	hhpd
含糊其辞	hhqc
航速	hhsu
行数	hhu
夯实	hhui
行数	hhuu
赫赫之功	hhvg
航展	hhvj
慌慌张张	hhvv
挥霍无度	hhwd
行伍	hhwu
航向	hhxl
好好学习	hhxx
赫赫有名	hhym
后会有期	hhyq
昏昏欲睡	hhyu
花好月圆	hhyy
怀恨在心	hhzx
何出此言	hicy
回肠荡气	hidq
缓冲行	hih
好吃懒做	hilz
豁出去	hiq
横冲直撞	hivv
回嗔作喜	hizx
汉堡	hjbc
厚积薄发	hjbf
好景不长	hjbi
汗斑	hjbj
寒冰	hjbk
函大	hjda
喊道	hjdc
寒带	hjdd
旱地	hjdi
函电	hjdm
后继乏人	hjfr
函复	hjfu
函告	hjgc
寒光	hjgl
焊工	hjgs
函购	hjgz
瀚海	hjhd
含恨	hjhf
换句话说	hjhu
含混	hjhy
憨厚	hjhz
寒潮	hjic
酣畅	hjih
憨痴	hjii
寒蝉	hjij
寒窗	hjil
喊出	hjiu
汗臭	hjiz
寒噤	hjjb
旱季	hjji
汉江	hjjl
喊叫	hjjn
韩剧	hjju
讳疾忌医	hjjy
寒苦	hjku
汉口	hjkz
翰林	hjlb
旱涝	hjlc
虎踞龙盘	hjlp
寒露	hjlu
含泪	hjlw
花街柳巷	hjlx
悍马	hjma
汗毛	hjmc
胡搅蛮缠	hjmi
酣眠	hjmm
寒梅	hjmw
寒气	hjqi
汗青	hjqk
焊枪	hjql
旱区	hjqu
汉人	hjrf
韩日	hjri
悍然	hjrj
好几天	hjt
旱獭	hjta
憨态	hjtd
焊条	hjtn
海角天涯	hjty
寒舍	hjue
喊声	hjug
憾事	hjui
汗衫	hjuj
寒霜	hjul
含着	hjve
憨直	hjvi
寒战	hjvj
花甲之年	hjvn
汉中	hjvs
汗珠	hjvu
横加指责	hjvz
韩文	hjwf
后继无人	hjwr
寒心	hjxb
焊锡	hjxi
喊醒	hjxk
汗腺	hjxm
憨笑	hjxn
汉学	hjxt
含蓄	hjxu
寒鸦	hjya
寒窑	hjyc
汗液	hjye
荒郊野岭	hjyl
喊冤	hjyr
欢聚一堂	hjyt
荒郊野外	hjyw
旱灾	hjzd
酣醉	hjzv
惶恐不安	hkba
怀表	hkbn
淮北	hkbw
虎口拔牙	hkby
坏话	hkh
怀恨	hkhf
坏坏	hkhk
坏话	hkhx
怀揣	hkik
坏处	hkiu
怀春	hkiy
怀里	hkli
航空母舰	hkmj
怀柔	hkrz
怀胎	hktd
虎口逃生	hktu
槐树	hkuu
淮水	hkuv
怀中	hkv
坏账	hkvh
怀中	hkvs
昏聩无能	hkwn
黄口小儿	hkxe
怀想	hkxl
虎口余生	hkyu
怀有	hkyz
谎报	hlbc
皇榜	hlbh
忽略不计	hlbj
胡萝卜	hlbo
旱涝保收	hlbu
何乐不为	hlbw
荒草	hlcc
荒村	hlcy
荒岛	hldc
红绿灯	hldg
晃荡	hldh
黄碟	hldp
晃动	hlds
黄豆	hldz
皇恩	hlen
何乐而不为	hlew
荒废	hlf
黄蜂	hlfg
荒废	hlfw
皇宫	hlgs
荒谷	hlgu
晃晃	hlhl
惶惑	hlho
晃来晃去	hlhq
忽冷忽热	hlhr
糊里糊涂	hlht
花里胡哨	hlhu
黄黑	hlhw
谎话	hlhx
皇朝	hlic
谎称	hlig
蝗虫	hlis
好了疮疤忘了痛	hlit
皇储	hliu
汗流浃背	hljb
惶急	hlji
狐狸精	hljk
荒郊	hljn
后来居上	hlju
惶恐	hlk
惶恐	hlks
灰溜溜	hll
黄蜡	hlla
黄磷	hllb
慌了	hlle
黄鹂	hlli
获利了结	hllj
黄陵	hllk
黄连	hllm
荒落	hllo
黄龙	hlls
黄绿	hllv
遑论	hlly
红楼梦	hlm
黄麻	hlma
黄毛	hlmc
荒蛮	hlmj
黄粱美梦	hlmm
荒漠	hlmo
荒谬	hlmq
黄梅	hlmw
黄牛	hln
荒年	hlnm
黄牛	hlnq
黄脸婆	hlp
黄袍	hlpc
黄牌	hlpd
荒僻	hlpi
黄浦	hlpu
黄芩	hlqb
黄芪	hlqi
荒丘	hlqq
黄雀	hlqt
恍然	hlrj
恍若	hlro
黄蓉	hlrs
恍如	hlru
荒滩	hltj
后浪推前浪	hltl
皇天	hltm
黄铜	hlts
黄土	hltu
黄沙	hlua
慌神	hluf
皇上	hluh
皇室	hlui
荒疏	hluu
寒来暑往	hluw
慌张	hlvh
荒置	hlvi
黄种	hlvs
虎狼之师	hlvu
荒芜	hlwu
皇位	hlww
黄线	hlxm
荒淫	hlyb
荒野	hlye
话里有话	hlyh
黄莺	hlyk
黄粱一梦	hlym
荒原	hlyr
黄玉	hlyu
黄油	hlyz
幌子	hlzi
皇族	hlzu
好马不吃回头草	hmbc
花名册	hmc
黑名单	hmd
哈密瓜	hmg
荒谬绝伦	hmjl
横眉怒目	hmnm
讳莫如深	hmru
侯门似海	hmsh
火冒三丈	hmsv
横眉竖眼	hmuy
横蛮无理	hmwl
鸿门宴	hmy
黄毛丫头	hmyt
回眸一笑	hmyx
海纳百川	hnbi
海内存知己	hncj
海南岛	hnd
患难夫妻	hnfq
何年何月	hnhy
红男绿女	hnln
猴年马月	hnmy
患难之交	hnvj
患难与共	hnyg
火把	hoba
火并	hobk
货舱	hoch
豁达	hoda
活到	hodc
货单	hodj
火电	hodm
火堆	hodv
活分	hoff
伙房	hofh
活佛	hofo
祸福	hofu
活该	hogd
祸根	hogf
火光	hogl
火罐	hogr
火攻	hogs
货柜	hogv
活活	hoho
祸患	hohr
火红	hohs
火候	hohz
或称	hoig
火场	hoih
货船	hoir
豁出	hoiu
火警	hojk
活结	hojp
获救	hojq
火烤	hokc
火坑	hokg
活口	hokz
火辣	hola
活了	hole
活络	holo
霍乱	holr
火龙	hols
火炉	holu
货轮	holy
活埋	homd
活命	homk
火苗	homn
火鸟	hon
和泥	honi
火鸟	honn
火炮	hopc
火盆	hopf
货票	hopn
火气	hoqi
火情	hoqk
火枪	hoql
火球	hoqq
活人	horf
豁然	horj
货色	hose
祸祟	hosv
祸胎	hot
祸胎	hotd
货梯	hoti
货摊	hotj
活脱	hoto
伙同	hots
火腿	hotv
火头	hotz
火舌	houe
火神	houf
火上	houh
祸水	houv
祸首	houz
获知	hovi
货站	hovj
货主	hovu
火旺	howh
货位	howw
藿香	hoxl
火线	hoxm
获选	hoxr
活血	hoxt
火药	hoyc
活页	hoye
货样	hoyh
活用	hoys
或有	hoyz
活在	hoz
活在	hozd
获赠	hozg
火葬	hozh
活字	hozi
获罪	hozv
狐朋狗友	hpgy
黄袍加身	hpju
鸿篇巨制	hpjv
和盘托出	hpti
何其多	hqd
何其毒也	hqdy
合情合理	hqhl
浩气长存	hqic
含情脉脉	hqmm
魂牵梦绕	hqmr
魂牵梦萦	hqmy
黑黢黢	hqq
横七竖八	hqub
荷枪实弹	hqud
害群之马	hqvm
豪情壮志	hqvv
好奇心	hqx
祸起萧墙	hqxq
花前月下	hqyx
黄雀在后	hqzh
还本	hrbf
诲人不倦	hrbj
害人不浅	hrbq
缓步	hrbu
环岛	hrdc
换代	hrdd
换挡	hrdh
换掉	hrdn
欢度	hrdu
换肤	hrfu
欢歌	hrge
换岗	hrgh
缓过	hrgo
宦官	hrgr
恨入骨髓	hrgs
豁然贯通	hrgt
环顾	hrgu
恍如隔世	hrgu
换购	hrgz
换好	hrhc
宦海	hrhd
换行	hrhh
害人害己	hrhj
幻化	hrhx
还魂	hrhy
换车	hrie
换成	hrig
欢畅	hrih
后人乘凉	hril
患处	hriu
还击	hrji
欢叫	hrjn
幻觉	hrjt
欢聚	hrju
还价	hrjx
豁然开朗	hrkl
还款	hrkr
还口	hrkz
换了	hrl
还礼	hrli
环流	hrlq
幻灭	hrmp
欢闹	hrnc
还你	hrni
患难	hrnj
换票	hrp
换票	hrpn
缓坡	hrpo
欢庆	hrqk
还钱	hrqm
欢洽	hrqx
换人	hrrf
焕然	hrrj
恍然若失	hrru
环伺	hrsi
还俗	hrsu
还他	hrta
幻听	hrtk
欢跳	hrtn
换帖	hrtp
换上	hru
欢声	hrug
换上	hruh
环视	hrui
环山	hruj
还书	hruu
换手	hruz
还债	hrv
还债	hrvd
还账	hrvh
环状	hrvl
浩然之气	hrvq
还我	hrwo
浑然无知	hrwv
换位	hrww
欢心	hrx
欢心	hrxb
浣熊	hrxs
换血	hrxt
换下	hrxx
换牙	hrya
换页	hrye
换衣	hryi
欢颜	hryj
花容月貌	hrym
虎入羊群	hryq
浑然一体	hryt
欢愉	hryu
环子	hrzi
唤作	hrzo
还嘴	hrzv
红包	hsbc
红笔	hsbi
红斑	hsbj
红遍	hsbm
烘焙	hsbw
红灯	hsdg
红底	hsdi
红蛋	hsdj
红豆	hsdz
红粉	hsf
红粉	hsff
洪峰	hsfg
洪福	hsfu
烘干	hsgj
红光	hsgl
红果	hsgo
红海	hshd
红红	hshs
洪湖	hshu
红花	hshx
哄传	hsir
鸿基	hsji
红椒	hsjn
红酒	hsjq
烘烤	hskc
虹口	hskz
洪涝	hslc
洪亮	hsll
红脸	hslm
洪流	hslq
红绿	hslv
宏论	hsly
红楼	hslz
鸿毛	hsmc
洪门	hsmf
轰鸣	hsmk
虹膜	hsmo
红木	hsmu
红梅	hsmw
哄闹	hsnc
红泥	hsni
红娘	hsnl
红牌	hspd
红盘	hspj
哄骗	hspm
横扫千军	hsqj
哄抢	hsql
虹桥	hsqn
哄劝	hsqr
红人	hsr
红人	hsrf
红日	hsri
轰然	hsrj
鸿儒	hsru
红润	hsry
哄抬	hstd
红糖	hsth
烘托	hsto
红彤	hsts
红透	hstz
红烧	hsuc
红参	hsuf
红杉	hsuj
红薯	hsuu
红着	hsve
红妆	hsvl
红肿	hsvs
好色之徒	hsvt
红烛	hsvu
红心	hsxb
虹吸	hsxi
红杏	hsxk
烘箱	hsxl
红线	hsxm
哄笑	hsxn
红学	hsxt
红霞	hsxx
红叶	hsye
红衣	hsyi
红颜	hsyj
宏愿	hsyr
鸿运	hsyy
红枣	hsz
红枣	hszc
洪泽	hsze
红字	hszi
恨铁不成钢	htbg
换汤不换药	htby
宏图大志	htdv
哄堂大笑	htdx
黄土高原	htgy
虎头虎脑	hthn
皇天后土	htht
花天酒地	htjd
呼天抢地	htqd
红彤彤	htt
灰头土脸	httl
回头是岸	htua
欢天喜地	htxd
滑天下之大稽	htxj
互通有无	htyw
互爱	huai
湖滨	hubb
虎豹	hubc
湖边	hubm
互搏	hubo
互道	hudc
虎视眈眈	hudd
互递	hudi
虎胆	hudj
弧度	hudu
忽而	huer
护法	hufa
互访	hufh
胡搞	hugc
壶盖	hugd
互感	hugj
湖广	hugl
虎骨	hugu
呼号	huhc
湖海	huhd
呼喝	huhe
护航	huhh
火烧火燎	huhl
好声好气	huhq
胡话	huhx
绘声绘影	huhy
胡扯	huie
呼哧	huii
胡缠	huij
呼出	huiu
胡吹	huiv
狐臭	huiz
互敬	hujk
虎将	hujl
呼救	hujq
护驾	hujx
火上浇油	hujy
后生可畏	hukw
呼啦	hula
虎狼	hulh
华山论剑	hulj
胡乱	hulr
狐媚	humw
混水摸鱼	humy
胡闹	hunc
糊弄	huns
互派	hupd
虎皮	hupi
横竖撇点折	hupv
呼气	huqi
护墙	huql
虎钳	huqm
虎丘	huqq
唬人	hurf
互让	hurh
鼾声如雷	hurl
呼入	huru
护送	hus
狐臊	husc
湖色	huse
护送	huss
互诉	husu
胡桃	hutc
护腿	hutv
虎鲨	huua
浑身是胆	huud
互设	huue
护身	huuf
忽闪	huuj
户数	huuu
湖水	huuv
浑身上下	huux
护手	huuz
护着	huve
横生枝节	huvj
糊状	huvl
互转	huvr
好事之徒	huvt
胡诌	huvz
忽闻	huwf
回首往事	huwu
互信	huxb
弧线	huxm
护胸	huxs
胡须	huxu
欢声笑语	huxy
虎牙	huya
狐疑	huyi
胡言	huyj
互用	huys
忽悠	huyz
活受罪	huz
互赠	huzg
灰暗	hvan
灰白	hvbd
回本	hvbf
毁谤	hvbh
悔之不及	hvbj
回禀	hvbk
横征暴敛	hvbl
徽标	hvbn
回波	hvbo
挥别	hvbp
挥之不去	hvbq
回补	hvbu
惠赐	hvci
会餐	hvcj
惠存	hvcy
回荡	hvdh
回单	hvdj
回电	hvdm
毁掉	hvdn
挥动	hvds
灰度	hvdu
汇兑	hvdv
挥发	hvfa
灰分	hvff
汇丰	hvfg
回返	hvfj
会费	hvfw
会否	hvfz
悔改	hvgd
会馆	hvgr
挥毫	hvhc
悔恨	hvhf
回航	hvhh
回函	hvhj
回环	hvhr
恢宏	hvhs
回护	hvhu
会徽	hvhv
悔婚	hvhy
回潮	hvic
回车	hvie
挥斥	hvii
蛔虫	hvis
汇出	hviu
回春	hviy
回抽	hviz
回敬	hvjk
回教	hvjn
挥之即去	hvjq
