嗷嗷待哺	aadb
极强	jiql
几千	jiqm
技巧	jiqn
急切	jiqp
汲取	jiqu
继任	jirf
即日	jiri
既然	jirj
肌肉	jirz
祭祀	jisi
计算	jisr
激素	jisu
吉他	jita
集体	jiti
几天	jitm
寄托	jito
金蝉脱壳	jitq
集团	jitr
跻身	jiuf
寄生	jiug
即使	jiui
及时	jiui
技术	jiuu
棘手	jiuz
记者	jive
急诊	jivf
几张	jivh
机制	jivi
激战	jivj
集中	jivs
记住	jivu
基准	jivy
极为	jiww
即席	jixi
畸形	jixk
迹象	jixl
极限	jixm
绩效	jixn
机械	jixp
积雪	jixt
继续	jixu
记下	jixx
集训	jixy
积压	jiya
基因	jiyb
既要	jiyc
记忆	jiyi
机遇	jiyu
急躁	jizc
记载	jizd
激增	jizg
机组	jizu
斤斤计较	jjjj
戒骄戒躁	jjjz
津津乐道	jjld
近几年	jjn
经纪人	jjr
积极性	jjx
井井有条	jjyt
炯炯有神	jjyu
津津有味	jjyw
兢兢业业	jjyy
敬爱	jkai
警报	jkbc
经办	jkbj
精兵	jkbk
警备	jkbw
精彩	jkcd
经典	jkdm
惊动	jkds
精度	jkdu
警方	jkfh
经费	jkfw
警告	jkgc
竟敢	jkgj
经过	jkgo
景观	jkgr
警官	jkgr
竞购	jkgz
精华	jkh
惊骇	jkhd
惊慌	jkhl
精华	jkhx
惊魂	jkhy
警察	jkia
京城	jkig
经常	jkih
经济	jkji
静静	jkjk
精简	jkjm
境界	jkjp
京剧	jkju
竞价	jkjx
惊恐	jkk
惊恐	jkks
经历	jkli
精灵	jklk
精良	jkll
精炼	jklm
痉挛	jklr
劲旅	jklv
惊雷	jklw
经纶	jkly
经贸	jkmc
静脉	jkmd
精密	jkmi
精明	jkmk
精美	jkmw
境内	jknw
精品	jkp
精品	jkpb
竞拍	jkpd
井喷	jkpf
精辟	jkpi
敬佩	jkpw
惊奇	jkqi
敬请	jkqk
精巧	jkqn
警犬	jkqr
精确	jkqt
景区	jkqu
惊人	jkrf
竟然	jkrj
精锐	jkrv
竞赛	jksd
景色	jkse
精髓	jksv
静态	jktd
警惕	jkti
惊叹	jktj
精通	jkts
净土	jktu
镜头	jktz
精神	jkuf
经商	jkuh
竟是	jkui
景山	jkuj
经书	jkuu
经受	jkuz
竞争	jkvg
精致	jkvi
精湛	jkvj
精装	jkvl
警钟	jkvs
精准	jkvy
境外	jkwd
景物	jkwu
警卫	jkww
精心	jkxb
惊喜	jkxi
惊醒	jkxk
景象	jkxl
惊险	jkxm
经销	jkxn
精选	jkxr
竞选	jkxr
经验	jky
惊讶	jkya
敬业	jkye
敬仰	jkyh
敬意	jkyi
经验	jkyj
经营	jkyk
净增	jkzg
镜子	jkzi
俱乐部	jlb
江郎才尽	jlcj
降到	jldc
降低	jldi
降幅	jlf
奖罚	jlfa
降幅	jlfu
讲稿	jlgc
江湖	jlh
江河	jlhe
江淮	jlhk
解铃还须系铃人	jlhr
江湖	jlhu
将会	jlhv
讲话	jlhx
奖惩	jli
奖惩	jlig
疆场	jlih
讲解	jlj
奖金	jljb
降级	jlji
讲解	jljp
讲究	jljq
僵局	jlju
降价	jljx
将军	jljy
讲课	jlke
降临	jllb
将来	jlld
奖励	jlli
将领	jllk
降落	jllo
据理力争	jllv
江门	jlmf
江南	jln
江南	jlnj
纪录片	jlp
奖品	jlpb
将其	jlq
讲求	jlqq
江苏	jlsu
讲台	jlt
讲台	jltd
讲坛	jltj
奖赏	jluh
将是	jlui
江山	jluj
将帅	jluk
讲述	jluu
降水	jluv
讲授	jluz
降至	jlv
奖章	jlvh
降至	jlvi
将为	jlw
降温	jlwf
江西	jlx
江西	jlxi
奖项	jlxl
降序	jlxu
江阴	jlyb
将要	jlyc
讲演	jlyj
急流勇退	jlyt
降雨	jlyu
酱油	jlyz
将在	jlz
将在	jlzd
讲座	jlzo
简报	jmbc
肩膀	jmbh
兼并	jmbk
简便	jmbm
鉴别	jmbp
兼备	jmbw
剪彩	jmcd
检测	jmce
建仓	jmch
见到	jmdc
建党	jmdh
减低	jmdi
简单	jmdj
鉴定	jmdk
间谍	jmdp
简短	jmdr
监督	jmdu
舰队	jmdv
简明扼要	jmey
减法	jmfa
建房	jmfh
肩负	jmfu
减肥	jmfw
鸡鸣狗盗	jmgd
间隔	jmge
见过	jmgo
监管	jmgr
坚固	jmgu
建行	jmhh
减缓	jmhr
监护	jmhu
简化	jmhx
坚持	jmi
检查	jmia
奸臣	jmif
简称	jmig
坚持	jmii
减产	jmij
渐进	jmjb
剪辑	jmji
渐渐	jmjm
尖叫	jmjn
间接	jmjp
简洁	jmjp
坚决	jmjt
艰巨	jmju
减价	jmjx
剑客	jmke
健康	jmkh
监控	jmks
艰苦	jmku
见了	jmle
建立	jmli
简略	jmlt
简陋	jmlz
减慢	jmmj
简明	jmmk
见面	jmmm
歼灭	jmmp
健美	jmmw
艰难	jmnj
键盘	jmpj
简朴	jmpu
坚强	jmqh
减轻	jmqk
坚强	jmql
剑桥	jmqn
健全	jmqr
兼任	jmrf
减弱	jmro
兼容	jmrs
尖锐	jmrv
检索	jmso
减速	jmsu
减损	jmsy
检讨	jmt
践踏	jmta
检讨	jmtc
简体	jmti
坚挺	jmtk
剪贴	jmtp
减退	jmtv
减少	jmuc
建设	jmue
健身	jmuf
鉴赏	jmuh
监视	jmui
坚守	jmuz
见证	jmvg
简直	jmvi
健壮	jmvl
建筑	jmvu
见闻	jmw
见闻	jmwf
健忘	jmwh
奸污	jmwu
坚信	jmxb
艰辛	jmxb
艰险	jmxm
减小	jmxn
检修	jmxq
简讯	jmxy
奸淫	jmyb
简要	jmyc
建议	jmyi
检验	jmyj
坚硬	jmyk
简约	jmyt
监狱	jmyu
鉴于	jmyu
兼有	jmyz
建造	jmzc
健在	jmzd
教案	jnan
骄傲	jnao
脚本	jnbf
搅拌	jnbj
脚步	jnbu
教材	jncd
交错	jnco
较大	jnda
教导	jndc
交代	jndd
较低	jndi
焦点	jndm
较多	jndo
角度	jndu
校对	jndv
九牛二虎之力	jnel
交锋	jnfg
交付	jnfu
缴费	jnfw
较高	jng
较高	jngc
交给	jngw
交换	jnh
较好	jnhc
叫喊	jnhj
交货	jnho
交换	jnhr
交互	jnhu
教会	jnhv
狡猾	jnhx
交叉	jnia
轿车	jnie
教程	jnig
较长	jnih
交出	jniu
焦急	jnji
交警	jnjk
交接	jnjp
交界	jnjp
焦距	jnju
教课	jnke
较快	jnkk
较量	jnll
教练	jnlm
角落	jnlo
交流	jnlq
焦虑	jnlv
缴纳	jnna
胶囊	jnnh
纪念品	jnp
较强	jnql
交钱	jnqm
郊区	jnqu
较弱	jnro
交融	jnrs
角色	jnse
教唆	jnso
交通	jnt
教堂	jnth
交替	jnti
交谈	jntj
叫停	jntk
教条	jntn
交通	jnts
较少	jnuc
交涉	jnue
教师	jnui
教书	jnuu
教授	jnuz
狡诈	jnva
矫正	jnvg
交织	jnvi
交战	jnvj
交往	jnwh
教务	jnwu
较为	jnww
侥幸	jnxk
交响	jnxl
较小	jnxn
教学	jnxt
脚下	jnxx
教训	jnxy
脚印	jnyb
教养	jnyh
交易	jnyi
九牛一毛	jnym
教员	jnyr
教育	jnyu
交友	jnyz
饺子	jnzi
结案	jpan
结巴	jpba
捷报	jpbc
洁白	jpbd
接班	jpbj
阶层	jpcg
解答	jpda
接到	jpdc
接待	jpdd
姐弟	jpdi
界定	jpdk
节点	jpdm
阶段	jpdr
解冻	jpds
解读	jpdu
揭发	jpfa
解放	jpfh
姐夫	jpfu
结果	jpgo
接管	jpgr
解雇	jpgu
接轨	jpgv
结构	jpgz
结合	jphe
结婚	jphy
节后	jphz
竭诚	jpig
揭穿	jpir
接触	jpiu
捷径	jpj
接近	jpjb
阶级	jpji
结晶	jpjk
借鉴	jpjm
结交	jpjn
姐姐	jpjp
解救	jpjq
解决	jpjt
结局	jpju
节假	jpjx
揭开	jpkd
借款	jpkr
接口	jpkz
借口	jpkz
借了	jple
竭力	jpli
接连	jplm
揭露	jplu
结论	jply
解码	jpma
结盟	jpmg
解密	jpmi
界面	jpmm
节目	jpmu
姐妹	jpmw
接纳	jpna
节能	jpng
解剖	jppc
节拍	jppd
解剖	jppz
接洽	jpqx
接任	jprf
节日	jpri
截然	jprj
介入	jpru
解散	jpsj
结算	jpsr
接替	jpti
接听	jptk
借条	jptn
解脱	jpto
接通	jpts
截图	jptu
街头	jptz
介绍	jpuc
节省	jpug
街上	jpuh
解释	jpui
解说	jpuo
结束	jpuu
接收	jpuz
接受	jpuz
接着	jpve
结账	jpvh
截至	jpvi
戒指	jpvi
借助	jpvu
接吻	jpwf
结尾	jpww
解析	jpxi
界限	jpxm
揭晓	jpxn
解压	jpya
结业	jpye
介意	jpyi
戒烟	jpyj
借用	jpys
节约	jpyt
节奏	jpz
杰作	jpzo
节奏	jpzz
酒吧	jqba
举棋不定	jqbd
鸡犬不宁	jqbn
坚强不屈	jqbq
就不	jqbu
酒杯	jqbw
就此	jqc
就此	jqci
就餐	jqcj
纠错	jqco
旧的	jqde
就地	jqdi
酒店	jqdm
就读	jqdu
纠纷	jqff
舅父	jqfu
纠葛	jqge
救国	jqgo
就会	jqh
就好	jqhc
救护	jqhu
就会	jqhv
酒后	jqhz
纠缠	jqij
就近	jqjb
救济	jqji
究竟	jqjk
九江	jqjl
酒家	jqjx
九龙	jqls
酒楼	jqlz
救命	jqmk
就能	jqng
就算	jqsr
九天	jqtm
就是	jqu
就是	jqui
纠正	jqv
就诊	jqvf
纠正	jqvg
救治	jqvi
救助	jqvu
九州	jqvz
就像	jqxl
就绪	jqxu
就业	jqy
就要	jqyc
就业	jqye
就医	jqyi
救援	jqyr
九月	jqyt
救灾	jqz
救灾	jqzd
就座	jqzo
戛然而止	jrev
见仁见智	jrjv
捐款	jrkr
寄人篱下	jrlx
坚如磐石	jrpu
卷曲	jrqu
卷入	jrru
尽如人意	jrry
捐助	jrv
捐助	jrvu
捐献	jrxm
娟秀	jrxq
卷烟	jryj
捐赠	jrz
捐赠	jrzg
捐资	jrzi
窘促	jscu
集思广益	jsgy
计算机	jsj
窘境	jsjk
计算器	jsq
九死一生	jsyu
绝不	jtbu
决策	jtce
惊天动地	jtdd
觉得	jtde
决定	jtdk
决断	jtdr
绝对	jtdv
决斗	jtdz
绝非	jtfw
觉察	jtia
卷土重来	jtil
倔强	jtjl
决口	jtkz
决裂	jtl
焦头烂额	jtle
决裂	jtlp
绝密	jtmi
绝妙	jtmn
崛起	jtqi
诀窍	jtqn
攫取	jtqu
决赛	jtsd
角色	jtse
决算	jtsr
决胜	jtu
脚踏实地	jtud
决胜	jtug
爵士	jtui
绝招	jtv
绝招	jtvc
决战	jtvj
角逐	jtvu
进退维谷	jtwg
绝望	jtwh
觉悟	jtwu
决心	jtxb
觉醒	jtxk
决议	jtyi
绝缘	jtyr
抉择	jtze
举报	jubc
剧本	jubf
举办	jubj
局部	jubu
具备	jubw
兼收并蓄	jubx
据此	juci
举措	juco
局促	jucu
巨大	juda
居多	judo
举动	juds
巨额	juee
飓风	jufg
鞠躬	jugs
句号	juhc
聚合	juhe
聚会	juhv
菊花	juhx
积少成多	juid
据称	juig
剧场	juih
拘谨	jujb
聚集	juji
聚焦	jujn
拒绝	jujt
居家	jujx
距离	juli
剧烈	julp
拘留	julq
居民	jumb
局面	jumm
拘泥	juni
惧怕	jupa
举起	juqi
剧情	juqk
巨人	jurf
江山如画	jurh
居然	jurj
沮丧	jus
沮丧	jush
锦上添花	juth
具体	juti
局势	juui
据说	juuo
拘束	juuu
剧照	juvc
矩阵	juvf
局长	juvh
举止	juvi
举世瞩目	juvm
居住	juvu
居心	juxb
据悉	juxi
举行	juxk
局限	juxm
剧院	juyr
局域	juyu
骄奢淫逸	juyy
具有	juyz
剧增	juzg
句子	juzi
剧组	juzu
精忠报国	jvbg
九寨沟	jvg
急中生智	jvuv
急转直下	jvvx
建筑物	jvw
既往不咎	jwbj
矫枉过正	jwgv
绝无仅有	jwjy
精卫填海	jwth
嘉宾	jxbb
加班	jxbj
加倍	jxbw
驾车	jxce
加大	jxda
假的	jxde
家底	jxdi
假定	jxdk
家电	jxdm
惊心动魄	jxdp
价格	jxg
加盖	jxgd
价格	jxge
加工	jxgs
加固	jxgu
嫁给	jxgw
架构	jxgz
家伙	jxho
锦绣河山	jxhu
驾车	jxie
家产	jxij
加紧	jxjb
加急	jxji
嘉奖	jxjl
家教	jxjn
嫁接	jxjp
家具	jxju
加快	jxk
夹克	jxke
加快	jxkk
家里	jxli
假劣	jxlp
假冒	jxmc
家门	jxmf
加盟	jxmg
加密	jxmi
假名	jxmk
价目	jxmu
加纳	jxna
佳能	jxng
居心叵测	jxpc
家谱	jxpu
加强	jxq
家禽	jxqb
假期	jxqi
加强	jxql
价钱	jxqm
加热	jxre
家人	jxrf
假日	jxri
假若	jxro
加入	jxru
加速	jxs
枷锁	jxso
加速	jxsu
家庭	jxt
家庭	jxtk
假设	jxue
加深	jxuf
加上	jxuh
驾驶	jxui
假说	jxuo
家属	jxuu
家政	jxvg
家长	jxvh
价值	jxvi
假装	jxvl
加重	jxvs
加温	jxwf
家务	jxwu
价位	jxww
家乡	jxxl
加压	jxya
家园	jxyr
家用	jxys
驾驭	jxyu
九霄云外	jxyw
加油	jxyz
夹杂	jxza
加载	jxzd
架子	jxzi
佳作	jxzo
家族	jxzu
金银财宝	jycb
均等	jydg
军队	jydv
军阀	jyfa
军方	jyfh
举一反三	jyfs
军费	jyfw
军官	jygr
竣工	jygs
均衡	jyh
均衡	jyhg
军火	jyho
家喻户晓	jyhx
集腋成裘	jyiq
军舰	jyjm
均价	jyjx
均可	jyk
均可	jyke
军令	jylk
军旅	jylv
金玉良言	jyly
军民	jymb
金玉满堂	jymt
军区	jyq
急于求成	jyqi
精益求精	jyqj
军区	jyqu
军人	jyrf
交易所	jys
见异思迁	jysq
军团	jytr
军事	jyui
君主	jyvu
均未	jyww
军医	jyyi
军营	jyyk
军用	jyys
见义勇为	jyyw
均匀	jyyy
均由	jyyz
君子	jyz
君子	jyzi
举足轻重	jzqv
捷足先登	jzxd
就在于	jzy
咖啡	kaf
咖啡	kafw
卡号	kah
卡号	kahc
卡车	kai
卡车	kaie
卡拉	kal
卡拉	kala
卡片	kap
卡片	kapm
卡通	kat
卡通	kats
看不见	kbj
刻不容缓	kbrh
可不是	kbu
拷贝	kcb
拷贝	kcbw
考古	kcg
考古	kcgu
考核	kche
考察	kci
考察	kcia
考场	kcih
靠近	kcjb
犒劳	kclc
考虑	kclv
考评	kcp
考评	kcpk
考勤	kcq
考勤	kcqb
考取	kcqu
考生	kcug
考上	kcuh
考试	kcui
靠山	kcuj
考证	kcv
考证	kcvg
考验	kcy
考验	kcyj
开办	kdb
开本	kdbf
开办	kdbj
开采	kdcd
开店	kddm
开端	kddr
开发	kdfa
开封	kdfg
开放	kdfh
凯歌	kdge
开关	kdgr
开工	kdgs
开会	kdh
开荒	kdhl
开火	kdho
开户	kdhu
开会	kdhv
开花	kdhx
开车	kdie
开场	kdih
开创	kdil
开除	kdiu
开机	kdji
开奖	kdjl
开局	kdju
开口	kdk
开课	kdke
开垦	kdkf
开阔	kdko
开口	kdkz
开了	kdl
开来	kdld
开了	kdle
开朗	kdlh
开罗	kdlo
开门	kdmf
开明	kdmk
楷模	kdmo
开幕	kdmu
开盘	kdp
开辟	kdpi
开盘	kdpj
开启	kdqi
开枪	kdql
开赛	kds
开赛	kdsd
楷体	kdti
开庭	kdtk
开拓	kdto
开通	kdts
开头	kdtz
开始	kdu
开设	kdue
开始	kdui
开水	kduv
开着	kdve
开张	kdvh
开支	kdvi
开展	kdvj
开往	kdw
开往	kdwh
开心	kdxb
开销	kdxn
凯旋	kdxr
开学	kdxt
开业	kdye
开源	kdyr
可爱	kea
可爱	keai
课本	kebf
可比	kebi
可变	kebm
柯达	keda
蝌蚪	kedz
可否	kef
客房	kefh
克服	kefu
可否	kefz
客观	kegr
可供	kegs
可贵	kegv
可恨	kehf
可汗	kehj
科幻	kehr
客户	kehu
刻画	kehx
客车	keie
课程	keig
客场	keih
可耻	keii
客串	keir
科技	keji
可将	kejl
可见	kejm
科教	kejn
客家	kejx
可靠	kekc
苛刻	keke
刻苦	keku
可口	kekz
可怜	kel
可乐	kele
颗粒	keli
可怜	kelm
客流	kelq
克隆	kels
刻录	kelu
科目	kemu
可能	ken
可能	keng
可怕	kep
可怕	kepa
科普	kepu
客气	keqi
渴求	keqq
可取	kequ
客人	ker
客人	kerf
咳嗽	kesz
客套	ketc
课堂	keth
课题	keti
客厅	ketk
可调	ketn
磕头	ketz
客商	keuh
可是	keui
瞌睡	keuv
恪守	keuz
克制	kev
科长	kevh
克制	kevi
客栈	kevj
课外	kewd
课文	kewf
渴望	kewh
可恶	kewu
可谓	keww
可信	kexb
可惜	kexi
可行	kexk
可笑	kexn
可选	kexr
科学	kext
可以	keyi
科研	keyj
可用	keys
客运	keyy
狂风暴雨	kfby
肯定	kfd
肯定	kfdk
恳求	kfq
恳请	kfqk
恳切	kfqp
恳求	kfqq
开发商	kfu
可歌可泣	kgkq
铿锵	kgql
抗癌	khai
抗病	khbk
康复	khfu
抗衡	khhg
抗旱	khhj
抗洪	khhs
抗击	khji
抗拒	khju
康佳	khjx
抗菌	khjy
慷慨	khk
慷慨	khkd
抗日	khri
抗体	kht
抗体	khti
抗战	khv
抗争	khvg
抗战	khvj
抗议	khyi
抗灾	khz
抗灾	khzd
口出不逊	kibx
看病	kjbk
勘测	kjce
看到	kjd
看到	kjdc
看待	kjdd
刊登	kjdg
看点	kjdm
看法	kjf
看法	kjfa
克己奉公	kjfg
看过	kjgo
看管	kjgr
看好	kjhc
看出	kji
勘察	kjia
勘查	kjia
看成	kjig
看出	kjiu
看见	kjj
看见	kjjm
看看	kjk
坎坷	kjke
看看	kjkj
看来	kjl
看来	kjld
看了	kjle
看你	kjn
看你	kjni
看齐	kjqi
看清	kjqk
看似	kjs
看似	kjsi
看他	kjta
看台	kjtd
勘探	kjtj
看书	kjuu
看着	kjv
看着	kjve
看中	kjvs
看我	kjw
看望	kjwh
看完	kjwj
看我	kjwo
刊物	kjwu
开卷有益	kjyy
看作	kjzo
快报	kkb
快报	kkbc
快餐	kkcj
快递	kkdi
快点	kkdm
侃侃而谈	kket
快感	kkg
快感	kkgj
快活	kkh
快活	kkho
快车	kkie
快捷	kkj
会计	kkji
快捷	kkjp
快乐	kkl
快来	kkld
快乐	kkle
快慢	kkm
快慢	kkmj
苦口婆心	kkpx
夸夸其谈	kkqt
空空如也	kkry
快速	kks
快速	kksu
快艇	kktk
口口声声	kkuu
可靠性	kkx
快讯	kkxy
快要	kky
快要	kkyc
快意	kkyi
筷子	kkzi
狂风	klf
狂风	klfg
狂欢	klh
狂欢	klhr
矿产	klij
刻录机	klj
框架	kljx
框框	klkl
哐啷	kllh
况且	klqp
狂热	klr
狂热	klre
矿山	kluj
狂妄	klw
狂妄	klwh
矿物	klwu
狂野	klye
口蜜腹剑	kmfj
开幕式	kmu
可能性	knx
阔步	kobu
扩大	kod
扩大	koda
括号	koh
括号	kohc
括弧	kohu
扩充	kois
扩建	koj
扩建	kojm
阔气	koq
阔气	koqi
扩容	kor
扩容	kors
扩散	kos
扩散	kosj
扩展	kov
扩张	kovh
扩展	kovj
看破红尘	kphi
空前绝后	kqjh
看起来	kql
宽带	krd
宽大	krda
宽带	krdd
宽度	krdu
宽泛	krfj
宽广	krgl
宽敞	kri
宽敞	krih
旷日持久	krij
喟然长叹	krit
宽阔	krk
宽阔	krko
宽频	krp
宽频	krpb
宽容	krr
宽容	krrs
宽松	krs
宽松	krss
款式	krui
宽恕	kruu
宽慰	krw
宽慰	krww
款项	krx
口若悬河	krxh
款项	krxl
宽限	krxm
空白	ksb
空白	ksbd
恐怖	ksbu
空洞	ksd
空洞	ksds
空泛	ksfj
控告	ksgc
空格	ksge
控股	ksgu
恐慌	ksh
恐吓	kshe
恐慌	kshl
空话	kshx
箜篌	kshz
空间	ksj
空降	ksjl
控件	ksjm
恐惧	ksju
空军	ksjy
空旷	kskl
恐龙	ksls
苦思冥想	ksmx
空难	ksn
空难	ksnj
恐怕	ksp
恐怕	kspa
空气	ksq
空气	ksqi
空前	ksqm
空缺	ksqt
控诉	kssu
空调	kstn
倥侗	ksts
控制	ksvi
空中	ksvs
空心	ksxb
空隙	ksxi
空想	ksxl
空闲	ksxm
空虚	ksxu
空运	ksy
空运	ksyy
孔子	kszi
开天辟地	ktpd
酷爱	kuai
库存	kucy
库房	kuf
库房	kufh
枯槁	kugc
枯竭	kuj
枯竭	kujp
苦苦	kuku
窟窿	kuls
骷髅	kulz
苦闷	kumf
苦恼	kun
苦恼	kunc
苦难	kunj
看上去	kuq
哭泣	kuqi
酷热	kur
酷热	kure
口是心非	kuxf
苦笑	kuxn
枯燥	kuz
枯燥	kuzc
裤子	kuzi
匮乏	kvfa
愧疚	kvjq
盔甲	kvjx
亏空	kvks
傀儡	kvlw
刻舟求剑	kvqj
脍炙人口	kvrk
亏损	kvs
亏损	kvsy
魁梧	kvw
魁梧	kvwu
魁伟	kvww
溃疡	kvy
溃疡	kvyh
馈赠	kvzg
开玩笑	kwx
开心	kxb
夸大	kxda
跨度	kxdu
科学家	kxj
夸奖	kxjl
跨入	kxru
垮台	kxtd
跨省	kxu
跨省	kxug
夸张	kxv
夸张	kxvh
可行性	kxx
跨越	kxy
夸耀	kxyc
跨越	kxyt
夸赞	kxzj
捆绑	kyb
捆绑	kybh
困乏	kyfa
困惑	kyho
昆虫	kyis
困境	kyjk
困倦	kyjr
困局	kyju
困苦	kyku
困了	kyl
困了	kyle
昆仑	kyly
昆明	kymk
困难	kyn
困难	kynj
困扰	kyr
困扰	kyrc
口岸	kza
口岸	kzan
口碑	kzbw
口才	kzcd
口袋	kzd
口袋	kzdd
口服	kzfu
口号	kzh
口号	kzhc
扣除	kzi
扣除	kziu
口径	kzj
口径	kzjk
口角	kzjn
口诀	kzjt
口令	kzl
口令	kzlk
扣留	kzlq
抠门	kzm
抠门	kzmf
口气	kzq
口气	kzqi
口腔	kzql
口头	kzt
口头	kztz
口水	kzu
口试	kzui
口述	kzuu
口水	kzuv
口罩	kzvc
口中	kzvs
口味	kzw
口吻	kzwf
口味	kzww
口语	kzy
扣押	kzya
口音	kzyb
口语	kzyu
喇叭	laba
拉丁	ladk
拉动	lads
柳暗花明	lahm
垃圾	laj
垃圾	laji
辣椒	lajn
拉链	lalm
拉拢	lals
喇嘛	lam
喇嘛	lama
拉萨	las
拉萨	lasa
邋遢	lata
蜡烛	lavu
落下	lax
力不从心	lbcx
临汾	lbff
邻国	lbgo
临床	lbil
来不及	lbj
临近	lbjb
临界	lbjp
邻居	lbju
琳琅	lblh
凛冽	lblp
林木	lbmu
老板娘	lbn
吝啬	lbs
吝啬	lbse
磷酸	lbsr
乐不思蜀	lbsu
临时	lbui
临终	lbvs
狼狈为奸	lbwj
老百姓	lbx
林业	lbye
劳保	lcbc
老板	lcbj
老大	lcda
唠叨	lcdc
老弟	lcdi
劳动	lcds
老公	lcg
老公	lcgs
牢固	lcgu
老虎	lchu
老化	lchx
牢记	lcji
老将	lcjl
劳驾	lcjx
劳力	lcli
老龄	lclk
牢笼	lcls
劳累	lclw
老年	lcnm
老婆	lcp
老牌	lcpd
老婆	lcpo
老人	lcrf
牢骚	lcsc
老头	lct
老头	lctz
老实	lcu
老师	lcui
老鼠	lcuu
老外	lcwd
老挝	lcwo
劳务	lcwu
老兄	lcx
老乡	lcxl
老兄	lcxs
烙印	lcyb
老子	lczi
劳作	lczo
老总	lczs
来吧	ldba
来宾	ldbb
来到	lddc
来得	ldde
来电	lddm
来访	ldfh
来稿	ldgc
来回	ldh
来函	ldhj
来回	ldhv
来看	ldkj
来了	ldl
来临	ldlb
来了	ldle
来历	ldli
灵丹妙药	ldmy
来年	ldn
来年	ldnm
领导人	ldr
来人	ldrf
来说	lduo
来往	ldw
来往	ldwh
来信	ldxb
来源	ldy
赖以	ldyi
来源	ldyr
老当益壮	ldyv
来自	ldz
来自	ldzi
乐观	legr
乐趣	leq
乐趣	lequ
勒索	les
勒索	leso
乐天	let
乐天	letm
乐园	ley
乐意	leyi
乐园	leyr
乐于	leyu
龙飞凤舞	lffw
绿肥红瘦	lfhu
冷藏	lgc
冷藏	lgch
冷淡	lgdj
冷冻	lgds
冷风	lgfg
冷静	lgj
冷静	lgjk
立竿见影	lgjy
冷落	lglo
冷门	lgmf
冷漠	lgmo
冷暖	lgn
冷暖	lgnr
冷清	lgq
冷清	lgqk
冷却	lgqt
冷热	lgre
冷水	lgu
冷水	lguv
冷战	lgvj
冷笑	lgxn
冷饮	lgyb
冷遇	lgyu
狼狈	lhb
狼狈	lhbw
朗读	lhdu
浪费	lhf
廊坊	lhfh
浪费	lhfw
浪花	lhhx
浪潮	lhic
浪漫	lhmj
朗诵	lhs
朗诵	lhss
灵活性	lhx
浪子	lhz
浪子	lhzi
篱笆	liba
礼拜	libd
利弊	libi
离别	libp
理财	licd
历次	lici
历代	lidd
力度	lidu
立法	lif
立法	lifa
立方	lifh
理光	ligl
立国	ligo
立功	ligs
利好	lihc
厉害	lihd
理会	lihv
离婚	lihy
历程	liig
立场	liih
立即	liji
历经	lijk
丽江	lijl
理解	lijp
离家	lijx
离开	likd
立刻	like
历来	lild
力量	lill
利率	lilv
理论	lily
利民	limb
礼貌	limc
厘米	limi
黎明	limk
里面	limm
理念	linm
礼品	lipb
离谱	lipu
力气	liqi
力求	liqq
离去	liqu
离任	lirf
冷嘲热讽	lirf
例如	liru
利润	liry
利索	liso
礼堂	lith
立体	liti
力图	litu
历史	liui
隶属	liuu
利税	liuv
理顺	liuy
力争	livg
理智	livi
例外	liwd
礼物	liwu
离心	lixb
利息	lixi
理性	lixk
理想	lixl
离线	lixm
离休	lixq
力学	lixt
利益	liyi
理应	liyk
利用	liys
利于	liyu
理由	liyz
例子	lizi
立足	lizu
蓝本	ljbf
屡见不鲜	ljbx
懒惰	ljdo
栏杆	ljg
栏杆	ljgj
老奸巨猾	ljjh
拦截	ljjp
褴褛	ljlv
栏目	ljmu
篮球	ljqq
蓝色	ljse
蓝天	ljtm
蓝图	ljtu
乐极生悲	ljub
阑珊	ljuj
拦住	ljvu
兰州	ljvz
篮协	ljxp
蓝牙	ljya
滥用	ljys
领导	lkdc
领地	lkdi
伶仃	lkdk
零点	lkdm
零度	lkdu
领队	lkdv
灵感	lkg
灵感	lkgj
灵活	lkh
灵活	lkho
领会	lkhv
灵魂	lkhy
凌晨	lkif
零件	lkjm
凌驾	lkjx
另类	lkl
玲珑	lkls
领略	lklt
另类	lklw
灵敏	lkmb
岭南	lknj
伶俜	lkpk
灵巧	lkqn
领取	lkqu
令人	lkrf
零碎	lksv
聆听	lkt
聆听	lktk
灵通	lkts
领土	lktu
铃声	lku
铃声	lkug
零食	lkui
零售	lkuz
另外	lkwd
领悟	lkwu
领先	lkx
零星	lkxk
领先	lkxm
领袖	lkxq
领域	lkyu
另有	lkyz
两岸	llan
两边	llb
两侧	llce
两次	llci
两大	llda
落落大方	lldf
两地	lldi
亮点	lldm
两端	lldr
亮度	lldu
凉风	llfg
雷厉风行	llfx
两个	llge
两国	llgo
良好	llhc
量化	llhx
量产	llij
两句	llj
良机	llji
谅解	lljp
两句	llju
淋漓尽致	lljv
两家	lljx
靓丽	llli
两面	llmm
琳琅满目	llmm
两年	lln
两年	llnm
靓女	llnv
两旁	llp
两旁	llph
浏览器	llq
踉跄	llql
两千	llqm
来龙去脉	llqm
两三	llsj
两天	lltm
两条	lltn
玲珑剔透	lltt
两头	lltz
理论上	llu
量身	lluf
粮食	llui
凉爽	llul
两手	lluz
两种	llv
靓照	llvc
两者	llve
利令智昏	llvh
两种	llvs
