阿	$ddcmd(阿,阿[aa])	aaek#序5000
芦	$ddcmd(芦,芦[luc])	luch#序3229
潞	$ddcmd(潞,潞[lud])	ludk#序3228
陆	$ddcmd(陆,陆[lqe])	luek#序3227
掳	$ddcmd(掳,掳[luf])	lufl#序3226
鹿	$ddcmd(鹿,鹿[lug])	lugv#序3225
炉	$ddcmd(炉,炉[luh])	luhh#序3224
辘	$ddcmd(辘,辘[lui])	luil#序3223
録	$ddcmd(録,録[luj])	lujd#序3222
嚕	$ddcmd(嚕,嚕[luk])	luko#序3221
麓	$ddcmd(麓,麓[lul])	lulm#序3220
櫓	$ddcmd(櫓,櫓[lum])	lumo#序3219
鷺	$ddcmd(鷺,鷺[lun])	lunz#序3218
臚	$ddcmd(臚,臚[luo])	luom#序3217
禄	$ddcmd(禄,禄[lup])	lupd#序3216
绿	$ddcmd(绿,绿[lus])	lusd#序3215
碌	$ddcmd(碌,碌[luu])	luud#序3214
录	$ddcmd(录,录[luv])	luvd#序3213
六	$ddcmd(六,六[lqw])	luwb#序3212
露	$ddcmd(露,露[luy])	luyk#序3211
路	$ddcmd(路,路[lu])	luzk#序3210
沪	$ddcmd(沪,沪[hudh])	lvdh#序3209
旅	$ddcmd(旅,旅[lvf])	lvfn#序3208
虑	$ddcmd(虑,虑[lvh])	lvhx#序3207
铝	$ddcmd(铝,铝[lvj])	lvjk#序3206
吕	$ddcmd(吕,吕[lvk])	lvkk#序3205
驴	$ddcmd(驴,驴[lvm])	lvmh#序3204
褸	$ddcmd(褸,褸[lvp])	lvpn#序3203
氯	$ddcmd(氯,氯[lvq])	lvqd#序3202
律	$ddcmd(律,律[lvr])	lvra#序3201
绿	$ddcmd(绿,绿[lus])	lvsd#序3200
履	$ddcmd(履,履[lvu])	lvuw#序3199
率	$ddcmd(率,率[lv])	lvwu#序3198
蕾	$ddcmd(蕾,蕾[lwc])	lwct#序3197
泪	$ddcmd(泪,泪[lwd])	lwdo#序3196
擂	$ddcmd(擂,擂[lwf])	lwft#序3195
勒	$ddcmd(勒,勒[leg])	lwgl#序3194
戻	$ddcmd(戻,戻[lihd])	lwhd#序3193
镭	$ddcmd(镭,镭[lwj])	lwjt#序3192
嘞	$ddcmd(嘞,嘞[lek])	lwkl#序3191
类	$ddcmd(类,类[lwm])	lwmd#序3190
肋	$ddcmd(肋,肋[leo])	lwol#序3189
儡	$ddcmd(儡,儡[lwr])	lwrt#序3188
縲	$ddcmd(縲,縲[lws])	lwss#序3187
累	$ddcmd(累,累[lwt])	lwts#序3186
磊	$ddcmd(磊,磊[lwu])	lwuu#序3185
雷	$ddcmd(雷,雷[lw])	lwyt#序3184
沦	$ddcmd(沦,沦[lyd])	lydv#序3183
抡	$ddcmd(抡,抡[lyf])	lyfv#序3182
轮	$ddcmd(轮,轮[lyi])	lyiv#序3181
伦	$ddcmd(伦,伦[lyr])	lyrv#序3180
纶	$ddcmd(纶,纶[grs])	lysv#序3179
論	$ddcmd(論,論[lyy])	lyya#序3178
论	$ddcmd(论,论[ly])	lyyv#序3177
漏	$ddcmd(漏,漏[lzd])	lzdd#序3176
陋	$ddcmd(陋,陋[lze])	lzev#序3175
搂	$ddcmd(搂,搂[lzf])	lzfn#序3174
髏	$ddcmd(髏,髏[lzg])	lzgn#序3173
螻	$ddcmd(螻,螻[lzi])	lzin#序3172
鏤	$ddcmd(鏤,鏤[lzj])	lzjn#序3171
嘍	$ddcmd(嘍,嘍[lzk])	lzkn#序3170
楼	$ddcmd(楼,楼[lzm])	lzmn#序3169
篓	$ddcmd(篓,篓[lzv])	lzvn#序3168
露	$ddcmd(露,露[luy])	lzyk#序3167
馬	$ddcmd(馬,馬[maa])	maah#序3166
抹	$ddcmd(抹,抹[maf])	mafn#序3165
麻	$ddcmd(麻,麻[mag])	magm#序3164
蚂	$ddcmd(蚂,蚂[mai])	maim#序3163
吗	$ddcmd(吗,吗[mak])	makm#序3162
骂	$ddcmd(骂,骂[mam])	mamk#序3161
妈	$ddcmd(妈,妈[man])	manm#序3160
码	$ddcmd(码,码[mau])	maum#序3159
马	$ddcmd(马,马[ma])	mava#序3158
玛	$ddcmd(玛,玛[maw])	mawm#序3157
孖	$ddcmd(孖,孖[maz])	mazz#序3156
抿	$ddcmd(抿,抿[mbf])	mbfq#序3155
皿	$ddcmd(皿,皿[mbk])	mbka#序3154
闽	$ddcmd(闽,闽[mbm])	mbmi#序3153
民	$ddcmd(民,民[mb])	mbvq#序3152
敏	$ddcmd(敏,敏[mbw])	mbwr#序3151
悯	$ddcmd(悯,悯[mbx])	mbxw#序3150
犛	$ddcmd(犛,犛[lian])	mcan#序3149
贸	$ddcmd(贸,贸[mcb])	mcbp#序3148
茅	$ddcmd(茅,茅[mcc])	mccp#序3147
卯	$ddcmd(卯,卯[mce])	mcep#序3146
帽	$ddcmd(帽,帽[mcj])	mcjo#序3145
冒	$ddcmd(冒,冒[mco])	mcoo#序3144
毛	$ddcmd(毛,毛[mc])	mcpv#序3143
猫	$ddcmd(猫,猫[mcq])	mcqt#序3142
矛	$ddcmd(矛,矛[mcs])	mcsp#序3141
冇	$ddcmd(冇,冇[mcu])	mcuk#序3140
貌	$ddcmd(貌,貌[mcv])	mcve#序3139
買	$ddcmd(買,買[mdb])	mdbs#序3138
麦	$ddcmd(麦,麦[mdf])	mdfw#序3137
脉	$ddcmd(脉,脉[mdo])	mdon#序3136
埋	$ddcmd(埋,埋[mdt])	mdta#序3135
卖	$ddcmd(卖,卖[mdu])	mdud#序3134
买	$ddcmd(买,买[md])	mdvd#序3133
迈	$ddcmd(迈,迈[mdz])	mdza#序3132
么	$ddcmd(么,么[me])	meps#序3131
門	$ddcmd(門,門[mfa])	mfaa#序3130
门	$ddcmd(门,门[mfd])	mfdg#序3129
捫	$ddcmd(捫,捫[mff])	mffm#序3128
燜	$ddcmd(燜,燜[mfh])	mfhx#序3127
闷	$ddcmd(闷,闷[mfm])	mfmx#序3126
们	$ddcmd(们,们[mf])	mfrm#序3125
懣	$ddcmd(懣,懣[mfx])	mfxd#序3124
蒙	$ddcmd(蒙,蒙[mgc])	mgcn#序3123
掹	$ddcmd(掹,掹[mgf])	mgfm#序3122
锰	$ddcmd(锰,锰[mgj])	mgjm#序3121
梦	$ddcmd(梦,梦[mg])	mgmd#序3120
盟	$ddcmd(盟,盟[mgm])	mgmo#序3119
猛	$ddcmd(猛,猛[mgq])	mgqm#序3118
氓	$ddcmd(氓,氓[mgw])	mgwq#序3117
芒	$ddcmd(芒,芒[mhc])	mhcv#序3116
杧	$ddcmd(杧,杧[mhm])	mhmw#序3115
盲	$ddcmd(盲,盲[mhw])	mhwo#序3114
忙	$ddcmd(忙,忙[mh])	mhxv#序3113
糸	$ddcmd(糸,糸[mia])	miav#序3112
密	$ddcmd(密,密[mi])	mibe#序3111
米	$ddcmd(米,米[mib])	mibm#序3110
泌	$ddcmd(泌,泌[bidp])	midp#序3109
搣	$ddcmd(搣,搣[mif])	mifa#序3108
弥	$ddcmd(弥,弥[mig])	migx#序3107
秘	$ddcmd(秘,秘[bih])	mihp#序3106
咪	$ddcmd(咪,咪[mik])	mikm#序3105
眯	$ddcmd(眯,眯[mio])	miom#序3104
祢	$ddcmd(祢,祢[mip])	mipx#序3103
屘	$ddcmd(屘,屘[miu])	miuz#序3102
觅	$ddcmd(觅,觅[miv])	mivj#序3101
谜	$ddcmd(谜,谜[miy])	miyz#序3100
迷	$ddcmd(迷,迷[miz])	mizm#序3099
鰻	$ddcmd(鰻,鰻[mja])	mjay#序3098
蔓	$ddcmd(蔓,蔓[mjc])	mjcy#序3097
满	$ddcmd(满,满[mj])	mjdd#序3096
漫	$ddcmd(漫,漫[mjd])	mjdy#序3095
鏝	$ddcmd(鏝,鏝[mjj])	mjjy#序3094
曼	$ddcmd(曼,曼[mjo])	mjoy#序3093
縵	$ddcmd(縵,縵[mjs])	mjsy#序3092
埋	$ddcmd(埋,埋[mdt])	mjta#序3091
馒	$ddcmd(馒,馒[mju])	mjuy#序3090
蛮	$ddcmd(蛮,蛮[mjw])	mjwi#序3089
慢	$ddcmd(慢,慢[mjx])	mjxy#序3088
谩	$ddcmd(谩,谩[mjy])	mjyy#序3087
冥	$ddcmd(冥,冥[mkb])	mkbb#序3086
螟	$ddcmd(螟,螟[mki])	mkib#序3085
铭	$ddcmd(铭,铭[mkj])	mkjk#序3084
唔	$ddcmd(唔,唔[mkk])	mkk#序3083
鸣	$ddcmd(鸣,鸣[mkn])	mknk#序3082
明	$ddcmd(明,明[mk])	mkoo#序3081
名	$ddcmd(名,名[mkp])	mkpk#序3080
命	$ddcmd(命,命[mkr])	mkre#序3079
面	$ddcmd(面,面[mm])	mmaa#序3078
靦	$ddcmd(靦,靦[mma])	mmaj#序3077
免	$ddcmd(免,免[mmd])	mmdv#序3076
麺	$ddcmd(麺,麺[mmf])	mmfa#序3075
棉	$ddcmd(棉,棉[mmm])	mmmj#序3074
娩	$ddcmd(娩,娩[mmn])	mmnv#序3073
眠	$ddcmd(眠,眠[mmo])	mmoq#序3072
绵	$ddcmd(绵,绵[mms])	mmsj#序3071
苗	$ddcmd(苗,苗[mnc])	mnct#序3070
渺	$ddcmd(渺,渺[mnd])	mndp#序3069
描	$ddcmd(描,描[mnf])	mnft#序3068
庙	$ddcmd(庙,庙[mng])	mnga#序3067
秒	$ddcmd(秒,秒[mnh])	mnhp#序3066
妙	$ddcmd(妙,妙[mn])	mnnp#序3065
瞄	$ddcmd(瞄,瞄[mno])	mnot#序3064
緲	$ddcmd(緲,緲[mns])	mnsp#序3063
无	$ddcmd(无,无[moa])	moav#序3062
寞	$ddcmd(寞,寞[mob])	mobd#序3061
莫	$ddcmd(莫,莫[moc])	mocd#序3060
漠	$ddcmd(漠,漠[mod])	modd#序3059
没	$ddcmd(没,没[m])	mody#序3058
陌	$ddcmd(陌,陌[moe])	moeb#序3057
摸	$ddcmd(摸,摸[mof])	mofd#序3056
魔	$ddcmd(魔,魔[mog])	mogg#序3055
默	$ddcmd(默,默[moh])	mohq#序3054
模	$ddcmd(模,模[mom])	momd#序3053
嬤	$ddcmd(嬤,嬤[mand])	mond#序3052
脉	$ddcmd(脉,脉[mdo])	moon#序3051
么	$ddcmd(么,么[me])	mops#序3050
無	$ddcmd(無,無[mor])	morh#序3049
墨	$ddcmd(墨,墨[mot])	moth#序3048
貉	$ddcmd(貉,貉[hcv])	movk#序3047
謨	$ddcmd(謨,謨[moy])	moyd#序3046
灭	$ddcmd(灭,灭[mp])	mpah#序3045
蔑	$ddcmd(蔑,蔑[mpc])	mpcd#序3044
滅	$ddcmd(滅,滅[mpd])	mpda#序3043
搣	$ddcmd(搣,搣[mif])	mpfa#序3042
乜	$ddcmd(乜,乜[mpg])	mpgv#序3041
咩	$ddcmd(咩,咩[mpk])	mpky#序3040
繆	$ddcmd(繆,繆[mnsp])	mqsp#序3039
谬	$ddcmd(谬,谬[mq])	mqyp#序3038
木	$ddcmd(木,木[mua])	muan#序3037
慕	$ddcmd(慕,慕[muc])	mucx#序3036
拇	$ddcmd(拇,拇[muf])	mufd#序3035
穆	$ddcmd(穆,穆[muh])	muhp#序3034
目	$ddcmd(目,目[mu])	muka#序3033
模	$ddcmd(模,模[mom])	mumd#序3032
姆	$ddcmd(姆,姆[mun])	mund#序3031
睦	$ddcmd(睦,睦[muo])	muot#序3030
牟	$ddcmd(牟,牟[mus])	musn#序3029
母	$ddcmd(母,母[muv])	muvd#序3028
牧	$ddcmd(牧,牧[muw])	muwn#序3027
寐	$ddcmd(寐,寐[mwb])	mwbn#序3026
沬	$ddcmd(沬,沬[mwd])	mwdn#序3025
没	$ddcmd(没,没[m])	mwdy#序3024
魅	$ddcmd(魅,魅[mwg])	mwgn#序3023
煤	$ddcmd(煤,煤[mwh])	mwhm#序3022
镁	$ddcmd(镁,镁[mwj])	mwjd#序3021
梅	$ddcmd(梅,梅[mwm])	mwmd#序3020
妹	$ddcmd(妹,妹[mwn])	mwnn#序3019
昧	$ddcmd(昧,昧[mwo])	mwon#序3018
每	$ddcmd(每,每[mwr])	mwrd#序3017
眉	$ddcmd(眉,眉[mwv])	mwvo#序3016
枚	$ddcmd(枚,枚[mww])	mwwm#序3015
美	$ddcmd(美,美[mw])	mwyd#序3014
霉	$ddcmd(霉,霉[mwy])	mwyd#序3013
某	$ddcmd(某,某[mz])	mzcm#序3012
眸	$ddcmd(眸,眸[mzo])	mzon#序3011
牟	$ddcmd(牟,牟[mus])	mzsn#序3010
谋	$ddcmd(谋,谋[mzy])	mzym#序3009
那	$ddcmd(那,那[na])	naev#序3008
捺	$ddcmd(捺,捺[naf])	nafx#序3007
钠	$ddcmd(钠,钠[naj])	najd#序3006
哪	$ddcmd(哪,哪[nak])	nake#序3005
娜	$ddcmd(娜,娜[nan])	nane#序3004
拿	$ddcmd(拿,拿[nar])	naru#序3003
纳	$ddcmd(纳,纳[nas])	nasd#序3002
乸	$ddcmd(乸,乸[nax])	naxd#序3001
雫	$ddcmd(雫,雫[nay])	nayd#序3000
您	$ddcmd(您,您[nb])	nbxr#序2999
淖	$ddcmd(淖,淖[iod])	ncdu#序2998
挠	$ddcmd(挠,挠[ncf])	ncfe#序2997
蟯	$ddcmd(蟯,蟯[nci])	ncie#序2996
鐃	$ddcmd(鐃,鐃[ncj])	ncje#序2995
闹	$ddcmd(闹,闹[ncm])	ncmj#序2994
嫐	$ddcmd(嫐,嫐[ncn])	ncnn#序2993
臑	$ddcmd(臑,臑[nco])	ncoa#序2992
脑	$ddcmd(脑,脑[nc])	ncok#序2991
恼	$ddcmd(恼,恼[ncx])	ncxk#序2990
耐	$ddcmd(耐,耐[nda])	ndac#序2989
奈	$ddcmd(奈,奈[nd])	nddx#序2988
乃	$ddcmd(乃,乃[ndg])	ndgp#序2987
奶	$ddcmd(奶,奶[ndn])	ndnp#序2986
氖	$ddcmd(氖,氖[ndq])	ndqp#序2985
呐	$ddcmd(呐,呐[nakd])	nekd#序2984
呢	$ddcmd(呢,呢[ne])	nekv#序2983
訥	$ddcmd(訥,訥[ney])	neyd#序2982
奀	$ddcmd(奀,奀[ena])	nfad#序2981
嫩	$ddcmd(嫩,嫩[nf])	nfnw#序2980
啱	$ddcmd(啱,啱[ngk])	ngku#序2979
能	$ddcmd(能,能[ng])	ngsv#序2978
囊	$ddcmd(囊,囊[nh])	nhay#序2977
泥	$ddcmd(泥,泥[nid])	nidv#序2976
拟	$ddcmd(拟,拟[nif])	nifr#序2975
匿	$ddcmd(匿,匿[nik])	nikk#序2974
呢	$ddcmd(呢,呢[ne])	nikv#序2973
妮	$ddcmd(妮,妮[nin])	ninv#序2972
腻	$ddcmd(腻,腻[nio])	niod#序2971
倪	$ddcmd(倪,倪[nir])	nire#序2970
你	$ddcmd(你,你[n])	nirx#序2969
尼	$ddcmd(尼,尼[niu])	niuv#序2968
霓	$ddcmd(霓,霓[niy])	niye#序2967
逆	$ddcmd(逆,逆[niz])	nizq#序2966
難	$ddcmd(難,難[njc])	njcf#序2965
楠	$ddcmd(楠,楠[njm])	njmu#序2964
男	$ddcmd(男,男[njt])	njtl#序2963
南	$ddcmd(南,南[nju])	njuu#序2962
难	$ddcmd(难,难[nj])	njyf#序2961
宁	$ddcmd(宁,宁[nk])	nkbd#序2960
寧	$ddcmd(寧,寧[nkb])	nkbd#序2959
凝	$ddcmd(凝,凝[nkd])	nkdr#序2958
拧	$ddcmd(拧,拧[nkf])	nkfd#序2957
嚀	$ddcmd(嚀,嚀[nkk])	nkkd#序2956
柠	$ddcmd(柠,柠[nkm])	nkmd#序2955
狞	$ddcmd(狞,狞[nkq])	nkqd#序2954
娘	$ddcmd(娘,娘[nl])	nlnn#序2953
嬢	$ddcmd(嬢,嬢[nln])	nlny#序2952
酿	$ddcmd(酿,酿[nly])	nlyn#序2951
廿	$ddcmd(廿,廿[nma])	nmaa#序2950
蔫	$ddcmd(蔫,蔫[nmc])	nmch#序2949
拈	$ddcmd(拈,拈[nmf])	nmfk#序2948
辗	$ddcmd(辗,辗[nmi])	nmin#序2947
粘	$ddcmd(粘,粘[nmm])	nmmk#序2946
年	$ddcmd(年,年[nm])	nmra#序2945
碾	$ddcmd(碾,碾[nmu])	nmun#序2944
念	$ddcmd(念,念[nmx])	nmxr#序2943
蔦	$ddcmd(蔦,蔦[nnc])	nncn#序2942
溺	$ddcmd(溺,溺[nidd])	nndd#序2941
鸟	$ddcmd(鸟,鸟[dnn])	nnna#序2940
嬲	$ddcmd(嬲,嬲[nnn])	nnnl#序2939
尿	$ddcmd(尿,尿[nnu])	nnud#序2938
挪	$ddcmd(挪,挪[nof])	nofe#序2937
糯	$ddcmd(糯,糯[nom])	noma#序2936
娜	$ddcmd(娜,娜[nan])	none#序2935
懦	$ddcmd(懦,懦[nox])	noxa#序2934
诺	$ddcmd(诺,诺[noy])	noyk#序2933
孽	$ddcmd(孽,孽[npc])	npcz#序2932
涅	$ddcmd(涅,涅[npd])	npdt#序2931
聂	$ddcmd(聂,聂[npe])	npey#序2930
捏	$ddcmd(捏,捏[npf])	npft#序2929
摄	$ddcmd(摄,摄[np])	npfy#序2928
乜	$ddcmd(乜,乜[mpg])	npgv#序2927
镊	$ddcmd(镊,镊[npj])	npjy#序2926
啮	$ddcmd(啮,啮[npk])	npkk#序2925
惗	$ddcmd(惗,惗[npx])	npxx#序2924
躡	$ddcmd(躡,躡[npz])	npze#序2923
扭	$ddcmd(扭,扭[nqf])	nqfa#序2922
钮	$ddcmd(钮,钮[nqj])	nqja#序2921
牛	$ddcmd(牛,牛[nq])	nqpa#序2920
纽	$ddcmd(纽,纽[nqs])	nqsa#序2919
暖	$ddcmd(暖,暖[nr])	nroy#序2918
農	$ddcmd(農,農[nsa])	nsan#序2917
农	$ddcmd(农,农[nsd])	nsdn#序2916
穠	$ddcmd(穠,穠[nsh])	nshn#序2915
噥	$ddcmd(噥,噥[nsk])	nskn#序2914
脓	$ddcmd(脓,脓[nso])	nson#序2913
儂	$ddcmd(儂,儂[nsr])	nsrn#序2912
弄	$ddcmd(弄,弄[ns])	nswc#序2911
疟	$ddcmd(疟,疟[ntb])	ntba#序2910
虐	$ddcmd(虐,虐[nt])	ntha#序2909
努	$ddcmd(努,努[nul])	nuln#序2908
駑	$ddcmd(駑,駑[num])	numn#序2907
奴	$ddcmd(奴,奴[nun])	nuny#序2906
怒	$ddcmd(怒,怒[nu])	nuxn#序2905
女	$ddcmd(女,女[nv])	nvva#序2904
内	$ddcmd(内,内[nw])	nwad#序2903
馁	$ddcmd(馁,馁[nwu])	nwun#序2902
癪	$ddcmd(癪,癪[oo])	oobb#序2901
顚	$ddcmd(顚,顚[oob])	oobb#序2900
菫	$ddcmd(菫,菫[ooc])	ooca#序2899
哦	$ddcmd(哦,哦[o])	ookd#序2898
嚄	$ddcmd(嚄,嚄[hok])	ooky#序2897
籾	$ddcmd(籾,籾[oom])	oomd#序2896
皐	$ddcmd(皐,皐[oop])	oopi#序2895
笹	$ddcmd(笹,笹[oov])	oovv#序2894
藕	$ddcmd(藕,藕[ouc])	oucd#序2893
沤	$ddcmd(沤,沤[oud])	oudx#序2892
欧	$ddcmd(欧,欧[ouk])	oukq#序2891
区	$ddcmd(区,区[ou])	oukx#序2890
鸥	$ddcmd(鸥,鸥[oun])	ounk#序2889
偶	$ddcmd(偶,偶[our])	ourd#序2888
扒	$ddcmd(扒,扒[bafb])	pafb#序2887
帕	$ddcmd(帕,帕[paj])	pajb#序2886
啪	$ddcmd(啪,啪[pak])	pakb#序2885
耙	$ddcmd(耙,耙[bal])	palv#序2884
杷	$ddcmd(杷,杷[pam])	pamv#序2883
爬	$ddcmd(爬,爬[pav])	pavv#序2882
琶	$ddcmd(琶,琶[paw])	pawv#序2881
怕	$ddcmd(怕,怕[pa])	paxb#序2880
趴	$ddcmd(趴,趴[paz])	pazb#序2879
贫	$ddcmd(贫,贫[pbb])	pbbb#序2878
聘	$ddcmd(聘,聘[pbe])	pbeg#序2877
拼	$ddcmd(拼,拼[pbf])	pbfc#序2876
品	$ddcmd(品,品[pb])	pbkk#序2875
嬪	$ddcmd(嬪,嬪[pbn])	pbnb#序2874
塀	$ddcmd(塀,塀[pbt])	pbtc#序2873
频	$ddcmd(频,频[pbv])	pbva#序2872
泡	$ddcmd(泡,泡[pcd])	pcdv#序2871
抛	$ddcmd(抛,抛[pcf])	pcfl#序2870
炮	$ddcmd(炮,炮[bchv])	pchv#序2869
砲	$ddcmd(砲,砲[pci])	pciv#序2868
鉋	$ddcmd(鉋,鉋[bcj])	pcjv#序2867
咆	$ddcmd(咆,咆[pck])	pckv#序2866
袍	$ddcmd(袍,袍[pcp])	pcpv#序2865
跑	$ddcmd(跑,跑[pc])	pczv#序2864
湃	$ddcmd(湃,湃[pdd])	pddf#序2863
派	$ddcmd(派,派[pd])	pddn#序2862
排	$ddcmd(排,排[pdf])	pdfa#序2861
牌	$ddcmd(牌,牌[pdp])	pdpu#序2860
徘	$ddcmd(徘,徘[pdr])	pdra#序2859
迫	$ddcmd(迫,迫[pdz])	pdzb#序2858
喷	$ddcmd(喷,喷[pf])	pfkb#序2857
噴	$ddcmd(噴,噴[pfk])	pfkb#序2856
盆	$ddcmd(盆,盆[pfm])	pfmb#序2855
蓬	$ddcmd(蓬,蓬[pgc])	pgcz#序2854
澎	$ddcmd(澎,澎[pgd])	pgdp#序2853
捧	$ddcmd(捧,捧[pgf])	pgfa#序2852
烹	$ddcmd(烹,烹[pgh])	pghw#序2851
棚	$ddcmd(棚,棚[pgm])	pgmo#序2850
鹏	$ddcmd(鹏,鹏[pgo])	pgon#序2849
朋	$ddcmd(朋,朋[pg])	pgoo#序2848
碰	$ddcmd(碰,碰[pgu])	pgua#序2847
篷	$ddcmd(篷,篷[pgv])	pgvz#序2846
庞	$ddcmd(庞,庞[phg])	phgl#序2845
旁	$ddcmd(旁,旁[ph])	phlf#序2844
耪	$ddcmd(耪,耪[phl])	phlf#序2843
胖	$ddcmd(胖,胖[pho])	phoa#序2842
乓	$ddcmd(乓,乓[php])	phpd#序2841
徬	$ddcmd(徬,徬[phr])	phrf#序2840
磅	$ddcmd(磅,磅[bhuf])	phuf#序2839
疲	$ddcmd(疲,疲[pib])	pibp#序2838
芘	$ddcmd(芘,芘[bicv])	picv#序2837
劈	$ddcmd(劈,劈[pid])	pidu#序2836
批	$ddcmd(批,批[pif])	pifv#序2835
鈹	$ddcmd(鈹,鈹[pij])	pijp#序2834
匹	$ddcmd(匹,匹[pik])	pike#序2833
枇	$ddcmd(枇,枇[pim])	pimv#序2832
脾	$ddcmd(脾,脾[pio])	piou#序2831
被	$ddcmd(被,被[bw])	pipp#序2830
僻	$ddcmd(僻,僻[pir])	piru#序2829
罢	$ddcmd(罢,罢[bas])	piss#序2828
毗	$ddcmd(毗,毗[pit])	pitv#序2827
屁	$ddcmd(屁,屁[piu])	piuv#序2826
皮	$ddcmd(皮,皮[piv])	pivy#序2825
琵	$ddcmd(琵,琵[piw])	piwv#序2824
霹	$ddcmd(霹,霹[piy])	piyu#序2823
叛	$ddcmd(叛,叛[pjb])	pjby#序2822
判	$ddcmd(判,判[pjd])	pjdb#序2821
拌	$ddcmd(拌,拌[bjfa])	pjfa#序2820
攀	$ddcmd(攀,攀[pjm])	pjmu#序2819
盘	$ddcmd(盘,盘[pj])	pjmv#序2818
胖	$ddcmd(胖,胖[pho])	pjoa#序2817
番	$ddcmd(番,番[fjpt])	pjpt#序2816
畔	$ddcmd(畔,畔[pjt])	pjta#序2815
磐	$ddcmd(磐,磐[pju])	pjuv#序2814
蹣	$ddcmd(蹣,蹣[pjz])	pjzr#序2813
平	$ddcmd(平,平[p])	pkau#序2812
萍	$ddcmd(萍,萍[pkc])	pkcu#序2811
冯	$ddcmd(冯,冯[fgd])	pkdm#序2810
凭	$ddcmd(凭,凭[pk])	pkjr#序2809
乒	$ddcmd(乒,乒[pkp])	pkpp#序2808
瓶	$ddcmd(瓶,瓶[pkq])	pkqw#序2807
坪	$ddcmd(坪,坪[pkt])	pktu#序2806
屏	$ddcmd(屏,屏[pku])	pkuc#序2805
评	$ddcmd(评,评[pky])	pkyu#序2804
扁	$ddcmd(扁,扁[bmh])	pmhc#序2803
骗	$ddcmd(骗,骗[pmm])	pmmc#序2802
片	$ddcmd(片,片[pmp])	pmpv#序2801
偏	$ddcmd(偏,偏[pmr])	pmrc#序2800
便	$ddcmd(便,便[bm])	pmrn#序2799
篇	$ddcmd(篇,篇[pmv])	pmvc#序2798
漂	$ddcmd(漂,漂[pnd])	pndx#序2797
朴	$ddcmd(朴,朴[pnm])	pnmd#序2796
縹	$ddcmd(縹,縹[pns])	pnsx#序2795
飘	$ddcmd(飘,飘[pn])	pnxf#序2794
票	$ddcmd(票,票[pnx])	pnxx#序2793
魄	$ddcmd(魄,魄[pob])	pobg#序2792
泼	$ddcmd(泼,泼[pod])	podd#序2791
釙	$ddcmd(釙,釙[poj])	pojd#序2790
朴	$ddcmd(朴,朴[pnm])	pomd#序2789
婆	$ddcmd(婆,婆[pon])	pond#序2788
颇	$ddcmd(颇,颇[pop])	popa#序2787
坡	$ddcmd(坡,坡[pot])	potp#序2786
破	$ddcmd(破,破[po])	poup#序2785
珀	$ddcmd(珀,珀[pow])	powb#序2784
迫	$ddcmd(迫,迫[pdz])	pozb#序2783
撇	$ddcmd(撇,撇[ppf])	ppfw#序2782
瞥	$ddcmd(瞥,瞥[pp])	ppox#序2781
菩	$ddcmd(菩,菩[puc])	puck#序2780
浦	$ddcmd(浦,浦[pud])	pudd#序2779
扑	$ddcmd(扑,扑[puf])	pufd#序2778
铺	$ddcmd(铺,铺[puj])	pujd#序2777
圃	$ddcmd(圃,圃[puk])	pukd#序2776
朴	$ddcmd(朴,朴[pnm])	pumd#序2775
脯	$ddcmd(脯,脯[fuod])	puod#序2774
普	$ddcmd(普,普[pu])	puqo#序2773
仆	$ddcmd(仆,仆[pur])	purd#序2772
埔	$ddcmd(埔,埔[but])	putd#序2771
谱	$ddcmd(谱,谱[puy])	puyo#序2770
赔	$ddcmd(赔,赔[pwb])	pwbk#序2769
沛	$ddcmd(沛,沛[pwd])	pwdj#序2768
陪	$ddcmd(陪,陪[pwe])	pwek#序2767
呸	$ddcmd(呸,呸[pwk])	pwka#序2766
胚	$ddcmd(胚,胚[pwo])	pwoa#序2765
佩	$ddcmd(佩,佩[pwr])	pwrj#序2764
培	$ddcmd(培,培[pwt])	pwtk#序2763
珮	$ddcmd(珮,珮[pww])	pwwj#序2762
裴	$ddcmd(裴,裴[pwy])	pwya#序2761
配	$ddcmd(配,配[pw])	pwyv#序2760
剖	$ddcmd(剖,剖[pz])	pzdl#序2759
哣	$ddcmd(哣,哣[dzk])	pzka#序2758
寝	$ddcmd(寝,寝[qbb])	qbby#序2757
勤	$ddcmd(勤,勤[qbc])	qbcl#序2756
沁	$ddcmd(沁,沁[qbd])	qbdx#序2755
嶔	$ddcmd(嶔,嶔[qbe])	qbeq#序2754
秦	$ddcmd(秦,秦[qbf])	qbfh#序2753
钦	$ddcmd(钦,钦[qbj])	qbjq#序2752
親	$ddcmd(親,親[qbl])	qblj#序2751
亲	$ddcmd(亲,亲[qb])	qblm#序2750
檎	$ddcmd(檎,檎[qbm])	qbmd#序2749
侵	$ddcmd(侵,侵[qbr])	qbry#序2748
琴	$ddcmd(琴,琴[qbw])	qbwv#序2747
七	$ddcmd(七,七[qia])	qiav#序2746
葺	$ddcmd(葺,葺[qic])	qice#序2745
奇	$ddcmd(奇,奇[jid])	qidk#序2744
岂	$ddcmd(岂,岂[qie])	qiev#序2743
旗	$ddcmd(旗,旗[qif])	qifb#序2742
戚	$ddcmd(戚,戚[qig])	qigx#序2741
启	$ddcmd(启,启[qih])	qihk#序2740
器	$ddcmd(器,器[qik])	qikk#序2739
