醃	aay#序49993
连声	lmug
本年度	bndu
阴茎	ybjk
本世纪	buji
阴间	ybjm
本性难移	bxny
无根	wugf
本职工作	bvgg
苯环	bfhr
碎了	svl
碎了	svle
绷脸	bglm
精读	jkdu
独坐	duzo
辨析	bmxi
比例中项	blvv
繁盛	fjug
薪资	xbzi
跃居	ytju
比上不足	bubz
比下有余	bxyy
口里	kzli
笔墨官司	bmgg
今昔	jbxi
夫婿	fuxu
古方	gufh
必不可少	bbku
只盼	vipj
申购	ufgz
必然性	brxk
必修课	bxke
血气	xpqi
必需品	bxp
夹击	jxji
依其	yiqi
必要条件	bytt
必要性	byx
定息	dkxi
必由之路	byvl
毕业班	bybj
毕业证书	byvv
闭关锁国	bgsg
后巷	hzxl
闭路电视	bldd
染发	rjf
染发	rjfa
闭幕词	bmci
闭幕式	bmui
风化	fghx
壁立千仞	blqr
避而不谈	bebt
消灾	xnzd
避风港	bfgh
避难就易	bnjj
败给	bdgw
避难所	bnso
异体	yiti
最最	zvzv
避孕药	byyc
结社	jpue
边界线	bjxm
边缘科学	bykk
较近	jnjb
编余	bmyu
编者按	bvan
熟络	uzlo
贬职	bmvi
整夜	vgye
遗孀	yiul
变电所	bdso
应属	ykuu
变废为宝	bfwb
变化无穷	bhwq
骗了	pmle
变色镜	bsjk
护眼	huyj
变速器	bsqi
铁工	tpgs
辩护律师	bhll
辩护人	bhrf
反扑	fjpu
太紧	tdjb
辩证唯物主义	bvwv
水边	uvbm
标点符号	bdff
标语牌	bypd
同房	tsfh
标准件	bvjm
名媛	mkyr
表达式	bdui
表决权	bjqr
表面化	bmhx
表面积	bmji
表面张力	bmvv
伯仲	bovs
助攻	vugs
表意文字	byww
表彰会	bvhv
别无出路	bwii
别无所求	bwsq
表皮	bnpi
别无他法	bwtf
别无选择	bwxz
怨气	yrqi
派送	pds
派送	pdss
傧相	bbxl
界说	jpuo
美意	mwyi
冰棒	bkbh
冰醋酸	bcsr
香浓	xlns
冰灯	bkdg
悔意	hvyi
冰棍儿	bger
气绝	qijt
冰消瓦解	bxwj
冰鞋	bkxp
草场	ccih
兵工厂	bgih
强在	qlzd
兵连祸结	blhh
挂心	gxx
挂心	gxxb
兵临城下	blix
凉快	llk
凉快	llkk
兵马俑	bmy
兵戎相见	brxj
并非如此	bfrr
汇出	hviu
并肩作战	bjzz
并网发电	bwff
病残	bkcj
满月	mjyt
病虫害	bihd
病原菌	byjy
病原体	byti
玻璃钢	blgh
灯塔	dgta
玻璃瓶	blpk
骇人	hdrf
玻璃体	blti
戏水	xiuv
玻璃纤维	blxx
归化	gvhx
剥削者	bxve
翻车	fjie
播音员	byyr
播种期	bvqi
勃勃生机	bbuu
上锁	uhso
博采众长	bcvi
博采众长	bcvv
才回	cdhv
博施济众	bujv
博闻强识	bwqu
博物院	bwyr
可图	ketu
博学多才	bxdc
渤海湾	bhwj
薄利多销	bldx
冰封	bkfg
补偿费	bifw
补偏救弊	bpjj
吹气	ivqi
补助费	bvfw
哺乳动物	brdw
哺乳期	brq
捕获量	bhll
防震	fhvf
不白之冤	bbvy
不败之地	bbvd
奇招	qivc
昌明	ihmk
不避艰险	bbjj
不出所料	bisl
不辞而别	bceb
不大可能	bdkn
待业	ddye
不道德	bdde
相争	xlvg
不得人心	bdrx
背向	bwxl
不动产	bdi
不动产	bdij
娓娓	wwww
不二法门	befm
不乏其人	bfqr
不法分子	bfff
草草	cccc
不法行为	bfxw
追思	vvsi
不法之徒	bfvt
混音	hyyb
不费吹灰之力	bfil
不费吹灰之力	bfiv
统领	tslk
不分青红皂白	bfqb
就范	jqfj
不负众望	bfvw
不复存在	bfcz
号角	hcjn
不干不净	bgbj
不甘寂寞	bgjm
蒙面	mgmm
不甘落后	bglh
不甘心	bgxb
不敢当	bgd
不攻自破	bgzp
不苟言笑	bgyx
不顾一切	bgyq
不关痛痒	bgty
不规则	bgze
不过尔尔	bgee
不好过	bhgo
关了	grle
丽音	liyb
不怀好意	bhhy
九种	jqvs
不惑之年	bhvn
不及格	bjg
口鼻	kzbi
不间断	bjdr
天皇	tmhl
不减当年	bjdn
不简单	bjdj
叫座	jnzo
不结盟	bjmg
再大	zdda
不尽人意	bjry
不经一事	bjyu
安和	anhe
不景气	bjq
衣衫	yiuj
不拘小节	bjxj
不绝于耳	bjyy
不堪回首	bkhu
不堪入目	bkrm
花多	hxdo
不堪一击	bkyj
长女	vhnv
不可避免	bkbb
俊彦	jyyj
不可不	bkbu
不可估量	bkgl
不可抗力	bkkl
某部	mzb
某部	mzbu
不可名状	bkmv
不可逆转	bknn
不可偏废	bkpf
唱机	ihji
不可想象	bkxx
不可言状	bkyv
推说	tvuo
不可逾越	bkyy
不可终日	bkvv
不可捉摸	bkvm
无味	wuww
越远	ytyr
跌入	dpr
跌入	dpru
进位	jbww
不名一文	bmyy
会徽	hvhv
杨家	yhjx
不难想象	bnxx
试了	uile
撇下	ppx
撇下	ppxx
不怕牺牲	bpxx
荣辱	rsru
尽失	jbui
不平衡	bph
不平则鸣	bpzz
不破不立	bpbb
不期而然	bqer
不欺暗室	bqau
不容忽视	brhh
不入虎穴	brhx
不三不四	bsbs
不胜其烦	buqf
不省人事	bxru
不失时机	buuu
切开	qpk
切开	qpkd
不识好歹	buhd
不识抬举	butj
止息	vixi
外露	wdlu
吃药	iiyc
不同寻常	btxx
地极	diji
多收	douz
不畏强暴	bwqb
利以	liyi
不无道理	bwdd
那座	nazo
不无关系	bwgx
不惜工本	bxgb
拉斯	lasi
不相称	bxi
拉面	lamm
不祥之兆	bxvv
林家	lbjx
炒饭	icfj
不修边幅	bxbf
初为	iuww
初夏	iuxx
不徇私情	bxsq
不言自明	byzm
思辨	sibm
不厌其详	byqq
倒影	dcyk
不亦乐乎	bylh
原在	yrzd
不在少数	bzuu
不早不晚	bzbw
不正之风	bvvf
深藏	ufch
绊倒	bjdc
不知好歹	bvhd
不知进退	bvjt
换过	hrgo
不知去向	bvqx
登高	dggc
不值得	bvde
邮戳	yzio
不值一提	bvyt
搞搞	gcgc
不足为据	bzwj
僧侣	sglv
不足为训	bzww
写完	xpwj
乐一	leyi
布店	budm
贱卖	jmmd
布尔什维克	beuk
布尔什维克	beuw
步调一致	bdyv
静候	jkhz
步履艰难	bljj
步履维艰	blwj
步入正轨	brvg
部长级	bvji
部机关	bjgr
擦网	cawh
擦脂抹粉	cvmm
才高八斗	cgbd
才疏学浅	cuxq
上座	uhzo
材料费	clfw
财大气粗	cdqc
财迷心窍	cmxq
财神爷	cuye
财务科	cwke
巴以	bayi
手肘	uzvz
财政局	cvju
出尽	iujb
财政年度	cvnn
财政厅	cvtk
幼师	yzui
裁判员	cpyr
采购员	cgyr
采矿业	ckye
采种	cdvs
老迈	lcmd
彩色电视	csdd
菜篮子	clzi
扶起	fuqi
更紧	ggjb
参加者	cjve
参考书	ckuu
岩土	yjtu
参考消息	ckxx
东门	dsmf
参量	cjll
参谋长	cmih
参谋长	cmvh
法度	fadu
参赛者	csve
参议院	cyyr
参与者	cyve
参照物	cvwu
餐风宿露	cfsl
残花败柳	chbl
很会	hfhv
相学	xlxt
残篇断简	cpdd
残品	cjpb
师说	uiuo
残缺不全	cqbq
残渣余孽	cvyn
起首	qiuz
迷思	misi
惨毒	cjdu
惨境	cjjk
沧海遗珠	chyv
扫平	scp
扫平	scpk
苍松翠柏	cscb
推门	tvmf
藏头露尾	ctlw
操纵杆	czgj
讶异	yayi
操作台	cztd
草菅人命	cjrm
侧重点	cvdm
扬名	yhmk
侧重于	cvy
策略性	clxk
层见叠出	cjdd
层峦叠嶂	cldv
银器	ybqi
查号台	ihtd
刘文	lqwf
查铺	iapu
查哨	iauc
瞎子	xxzi
膝部	xibu
茶话会	ihhv
谁不	uwb
谁不	uwbu
茶余饭后	iyfh
躺下	thxx
差一点儿	iydd
柴油机	iyji
选录	xrlu
醒悟	xkwu
产床	ijil
总支	zsvi
产供销	igxn
产品税	ipuv
产销量	ixll
产业革命	iygg
产业工人	iygg
上机	uhji
乞儿	qier
小刀	xndc
产业界	iyjp
小火	xnho
产油国	iygo
长白山	ibuj
长春市	iiui
长方体	ifti
长方形	ifxk
长歌当哭	igdk
吃下	iixx
长距离	ijli
长命百岁	imbs
长篇小说	ipxx
死掉	sidn
长期性	iqxk
何需	hexu
长期以来	iqyl
坐镇	zovf
长途跋涉	itbu
忌讳	jihv
长途电话	itdd
长途汽车	itqq
长袖善舞	ixuw
每辆	mwll
些微	xpww
夜深	yeuf
常见病	ijbk
金边	jbbm
常胜将军	iujj
红股	hsgu
常务委员	iwww
食神	uiuf
纸条	vitn
常用字	iyz
常抓不懈	ivbx
张在	vhzd
敞车	ihie
畅所欲言	isyy
混浊	hyvo
移往	yiwh
畅销书	ixuu
惠而	hver
畅行无阻	ixww
倡导者	idve
税基	uvji
倡议书	iyuu
唱对台戏	idtx
电船	dmir
唱反调	ifdn
唱高调	igdn
乐民	lemb
超大规模	idgg
谁要	uwyc
超大型	idxk
轮班	lybj
超导体	idti
超短波	idbo
超凡脱俗	iftt
超负荷	ifhe
超高压	igya
超级大国	ijdg
超群绝伦	iqjj
超然物外	irww
超声波	iubo
超水平	iupk
月夜	ytye
凹凸	aotu
超新星	ixxk
失传	uiir
巨蟹	juxp
朝不谋夕	vbmm
朝过夕改	vgxg
车载斗量	izdl
老弱	lcro
扯后腿	ihtv
佛殿	fodm
沉积物	ijwu
沉浸于	ijyu
快步	kkbu
沉默寡言	imgy
沉溺于	inyu
陈规陋习	iglx
晨钟暮鼓	ivmm
闯劲	iljb
哀号	aihc
称得上	iduh
称孤道寡	igdg
洗脸	xilm
称兄道弟	ixdd
迫人	porf
迫令	polk
撑杆跳	igtn
重刑	vsxk
成百上千	ibuq
成败利钝	ibll
逃逸	tcyi
成反比	ifbi
高架	gcjx
高挂	gcgx
成功率	iglv
成果奖	igjl
国贸	gomc
成绩单	ijdj
基期	jiqi
成交额	ijee
眷恋	jrl
眷恋	jrlm
通透	tstz
成品率	iplv
残缺	cjq
残缺	cjqt
成千成万	iqii
测谎	cehl
成仁取义	irqy
画板	hxbj
成正比	ivbi
善变	ujbm
意趣	yiqu
承包制	ibvi
惹火	reho
跳起	tnqi
跪下	gvx
跪下	gvxx
承上启下	iuqx
承运人	iyrf
诚惶诚恐	ihik
写诗	xpui
瘟疫	wfyi
护养	huyh
变差	bmia
乘人之危	irvw
乘务员	iwyr
之策	vice
程序设计	ixuu
吃饱喝足	ibhz
吃不开	ibk
巨龙	juls
吃大锅饭	idgg
末后	mohz
吃得开	idkd
吃喝风	ihfg
白布	bdbu
吃尽苦头	ijkt
吃劲	iijb
吃苦耐劳	iknl
合体	heti
吃老本	ilbf
好远	hcyr
吃一堑	iyqm
嗤之以鼻	ivyb
痴人说梦	irum
车顶	iedk
卓见	vojm
魑魅魍魉	imwl
驰名中外	imvw
持久战	ijv
指尖	vijm
持续性	ixxk
红馆	hsgr
尺短寸长	idcc
梳洗	uuxi
涉猎	uelp
赤裸裸	ill
财金	cdjb
赤身露体	iult
配药	pwyc
冲昏头脑	ihtn
健雄	jmxs
问鼎	wfdk
虫灾	iszd
国名	gomk
崇洋媚外	iymw
带病	ddbk
抽穗	izsv
愁云惨雾	iycw
筹备会	ibhv
脱水	touv
筹委会	iwhv
臭不可闻	ibkw
臭名远扬	imyy
湖人	hurf
臭气熏天	iqxx
臭氧层	iycg
出版界	ibjp
想通	xlts
想开	xlkd
出国访问	igff
出将入相	ijrx
落山	louj
出口额	ikee
出口国	ikgo
过电	godm
出口量	ikll
出口商	ikuh
渐变	jmbm
祸患	hohr
出毛病	imbk
端子	drzi
出没无常	imwi
出谋献策	imxc
领回	lkhv
出勤率	iqlv
盘中	pjvs
出人意外	iryw
缉捕	jibu
出入境	irjk
出入证	irvg
据传	juir
出生地	iudi
筑起	vuqi
出手不凡	iubf
听筒	tkts
出水管	iugr
体表	tibn
出土文物	itww
出污泥而不染	iwnr
一碟	yidp
下沉	xxif
出言不逊	iybx
小盘	xnpj
内参	nwcj
出租汽车	izqq
分野	ffye
初级中学	ijvv
初见成效	ijii
各市	geui
初具规模	ijgm
名句	mkju
初露头角	iltt
名伶	mklk
初生牛犊不怕虎	iunh
初中生	ivug
除暴安良	ibal
伯爵	bojt
除草剂	icji
除此而外	icee
取码	quma
奇才	qicd
除恶务尽	iewj
除旧布新	ijbx
滁县	iuxm
锄强扶弱	iqfr
储备粮	ibll
南市	njui
储备量	ibll
很棒	hfbh
储电量	idll
储蓄额	ixee
储蓄所	ixso
储蓄银行	ixyy
储油罐	iygr
处理机	ilji
处理品	ilp
旅舍	lvue
处女地	indi
触发器	ifqi
神探	uftj
追债	vvvd
高踞	gcju
穿云破雾	iypp
国风	gofg
传达室	idui
康城	khig
传动比	idbi
掉落	dnlo
传动轴	idvz
欲求	yuqq
传教士	ijui
脱俗	tos
脱俗	tosu
传染性	irxk
传为佳话	iwjh
黄蜂	hlfg
传为美谈	iwmm
荣登	rsdg
串并联	iblm
串通一气	ityq
创办人	ibrf
舞池	wuii
创汇额	ihee
遨游	aoyz
创纪录	ijlu
横生	hgug
创业史	iyui
转租	vrzu
大面	damm
吹风机	ifji
吹鼓手	iguz
吹冷风	ilfg
炊事员	iuyr
垂手而得	iuee
水渠	uvqu
垂涎三尺	ixsi
垂涎欲滴	ixyd
春灌	iygr
企及	qiji
春回大地	ihdd
肚痛	duts
春秋战国	iqvg
春色满园	ismm
春夏秋冬	ixqd
宜于	yiyu
春蚓秋蛇	iyqu
拉高	lag
拉高	lagc
炒楼	iclz
纯利润	ilry
纯收入	iuru
劲升	jkug
唇齿相依	iixy
很冷	hflg
唇枪舌剑	iquj
辞旧迎新	cjyx
磁带机	cdji
能听	ngtk
磁力线	clxm
国足	gozu
磁疗	ciln
磁通量	ctll
掠影	ltyk
磁效应	cxyk
雌雄同株	cxtt
望远	whyr
此伏彼起	cfbb
沦陷	lyx
沦陷	lyxm
此起彼落	cqbb
异己	yiji
此时此刻	cuck
次级线圈	cjxx
连败	lmbd
次氯酸	clsr
刺激性	cjxk
焚化	ffhx
从此以后	ccyh
搞鬼	gcgv
烦扰	fjrc
隔天	getm
电光	dmgl
从古到今	cgdj
紧闭	jbbi
从谏如流	cjrl
御寒	yuhj
选材	xrcd
从今以后	cjyh
绳结	ugjp
从难从严	cncc
从上到下	cudx
从未有过	cwyg
文意	wfyi
从无到有	cwdy
从现在起	cxzq
从早到晚	czdw
打乱	dalr
用去	ysqu
匆匆忙忙	ccmm
冰凉	bkll
聪明伶俐	cmll
粗茶淡饭	cidf
粗沙	cuua
粗线条	cxtn
百搭	bdda
自转	zivr
促进派	cjpd
醋栗	culi
攻防	gsfh
催人奋进	crff
沉船	ifir
摧枯拉朽	cklx
村干部	cgbu
那群	naqy
存亡绝续	cwjx
呼救	hujq
厝火积薪	chjj
往南	whnj
错失良机	culj
拖垮	tokx
杯酒	bwjq
达官贵人	dggr
打保票	dbpn
打官司	dgs
按日	anri
打哈哈	dhha
打火机	dhji
指路	vilu
打基础	djiu
打家劫舍	djju
茄子	qpz
茄子	qpzi
原属	yruu
唇舌	iyue
打扑克	dpke
捐给	jrgw
打情骂俏	dqmq
打头阵	dtv
商工	uhgs
打砸抢	dzq
打招呼	dvhu
打折扣	dvkz
打主意	dvyi
祭台	jitd
打字机	dzji
大包大揽	dbdl
大包干	dbgj
大辩论	dbly
造物	zcwu
大步流星	dblx
创制	ilv
创制	ilvi
大草原	dcyr
大彻大悟	didw
大吃大喝	didh
大处落墨	dill
大吹大擂	didl
大慈大悲	dcdb
大道理	ddli
醉心	zvxb
大动脉	ddmd
应还	ykhr
薯条	uutn
大发雷霆	dflt
顾忌	guji
大放厥词	dfjc
灵芝	lkvi
大放异彩	dfyc
大飞跃	dfyt
大分子	dfzi
大革命	dgmk
大公报	dgbc
小传	xnvr
不犯	bufj
大锅饭	dgf
文翰	wfhj
加盐	jxyj
大轰大嗡	dhdw
字义	ziyi
大惑不解	dhbj
求解	qqjp
两道	lldc
大家风范	djff
大家庭	djtk
大江东去	djdq
大惊小怪	djxg
省了	ugle
大开绿灯	dkld
大开眼界	dkyj
面带	mmdd
大可不必	dkbb
迷倒	midc
国标	gobn
大谬不然	dmbb
大脑皮层	dnpp
大批量	dpll
大气磅礴	dqpb
教过	jngo
大气候	dqhz
大气压	dqy
大前提	dqti
大巧若拙	dqrv
割伤	geuh
大煞风景	dufj
几度	jido
几度	jidu
大少爷	duye
等下	dgx
等下	dgxx
大师傅	dufu
须一	xuyi
大屠杀	dtua
大团结	dtjp
溺毙	nibi
大西北	dxbw
大西洋	dxy
当道	dhdc
大喜过望	dxgw
解人	jprf
大兴安岭	dxal
调子	dnzi
大循环	dxhr
大有裨益	dypy
猫仔	mczd
办到	bjdc
大有文章	dywv
大有益处	dyyy
大政方针	dvfv
献技	xmji
大中城市	dvii
大略	dalt
大专生	dvug
大专院校	dvyx
代办处	dbiu
代表处	dbiu
代表大会	dbdd
火并	hobk
代表队	dbdv
出师	iuui
代表会	dbhv
可追	kevv
代培	ddpw
代数方程	duff
代数式	duui
甲虫	jxis
代用品	dypb
白话	bdhx
带分数	dfuu
待价而沽	djeg
待业青年	dyqq
单方面	dfm
单晶硅	djgv
单克隆	dkls
血糖	xtth
佛性	foxk
单显	djxm
担风险	dfxm
殚精竭虑	djjl
胆识过人	dugg
胆小鬼	dxg
胆小怕事	dxpu
弹冠相庆	tgxx
弹簧秤	thig
弹簧钢	thgh
当地人	ddrf
放生	fhug
当局者迷	djvm
昂然	agrj
当权派	dqpd
当权者	dqve
当头棒喝	dtbh
挡箭牌	djpd
党代会	ddhv
孙儿	sye
孙儿	syer
配给	pwgw
配给	pwji
参事	cjui
党纪国法	djgf
党课	dhke
椅背	yibw
湖边	hubm
党群关系	dqgg
策励	celi
党团员	dtyr
著书	veuu
著书	vuuu
虚惊	xujk
党外人士	dwrr
党委会	dwhv
烦请	fjqk
党委书记	dwuu
碗碟	wjdp
遁形	dyxk
党小组	dxzu
党证	dhvg
帮帮	bhbh
丽华	lihx
党政机关	dvjj
飘香	pnxl
党政军	dvjy
变阵	bmvf
党支部	dvbu
代劳	ddlc
导磁率	dclv
倒班	dcbj
倒打一耙	ddyp
倒果为因	dgww
倒买倒卖	dmdd
倒爷	dcye
蹈常袭故	dixx
壮士	vlui
到达站	ddvj
孝敬	xnjk
希奇	xiqi
到群众中去	dqvv
更动	ggds
求告	qqgc
盗名欺世	dmqq
盗窃犯	dqfj
金利	jbli
得陇望蜀	dlwu
德智体	dvti
却让	qtrh
灯火辉煌	dhhh
哀哉	aizd
登记表	djbn
登记册	djce
登记处	djiu
登门拜访	dmbb
风势	fgui
等比数列	dbuu
病重	bkvs
窄幅	vdfu
停建	tkjm
带笑	ddxn
等价交换	djjj
接单	jpdj
等价物	djwu
晨星	ifxk
等距离	djli
等离子体	dlzt
劳心	lcxb
惬意	qpy
惬意	qpyi
绝情	jtqk
低产田	ditm
华明	hxmk
低工资	dgzi
业外	yewd
低级趣味	djqw
温水	wfuv
低年级	dnji
低人一等	dryd
低水平	dupk
精液	jkye
低碳钢	dtgh
厉声	liug
低消耗	dxhc
盘查	pjia
低效率	dxlv
转作	vrzo
关西	grxi
敌忾同仇	dktt
敌我矛盾	dwmd
抵押权	dyqr
地地道道	dddd
地对地	dddi
地对空	ddks
入海	ruhd
地方病	dfbk
才为	cdww
方根	fhgf
地方时	dfui
地方戏	dfxi
地方性	dfx
地矿部	dkbu
永强	ysql
地矿局	dkju
生抽	ugiz
地拉那	dlna
地老天荒	dlth
地灵人杰	dlrr
肉搏	rzbo
地面水	dmuv
地面站	dmvj
地球化学	dqhh
地区差价	dqii
地区性	dqxk
松山	ssuj
地下茎	dxjk
油性	yzxk
地下室	dxui
初起	iuqi
地下水位	dxuu
地下铁道	dxtt
地心引力	dxyy
地形图	dxtu
垂危	ivw
垂危	ivww
地震学	dvxt
飞身	fwuf
地质图	dvtu
帝国主义	dgvy
套路	tclu
容让	rsrh
第二国际	degg
时好	uihc
消瘦	xnuz
第三产业	dsii
第三世界	dsuu
阵风	vffg
干了	gjle
国学	goxt
第一把手	dybu
常犯	ihfj
船坞	irwu
途程	tuig
缔造者	dzve
报以	bcyi
点电荷	ddhe
点面结合	dmjj
点石成金	duij
碘钨灯	dwdg
晕眩	yyxr
电报挂号	dbgg
电冰箱	dbx
毁誉	hvyu
电磁场	dcih
电磁辐射	dcff
惨烈	cjlp
电磁感应	dcgg
电磁振荡	dcvv
渗出	ufiu
电灯泡	ddpc
电动机	ddji
电风扇	dfuj
远走	yrzz
电工学	dgxt
电光石火	dguh
齐唱	qiih
电函	dmhj
电弧焊接	dhhh
醉倒	zvdc
电化教育	dhjj
独身	duuf
电化学	dhxt
戏弄	xins
湿疹	uivf
电话会议	dhhh
台面	tdmm
电话局	dhju
电话网	dhwh
电离层	dlcg
电离能	dlng
大调	dadn
大调	datn
电力局	dlju
电力网	dlwh
电流计	dlji
电路图	dltu
幻象	hrxl
电容器	drqi
手推	uztv
末年	monm
仰卧	yhwo
光灯	gldg
再放	zdfh
电视片	dupm
电视塔	duta
电位差	dwia
电位器	dwqi
所签	soqm
电信号	dxhc
电信局	dxju
电影界	dyjp
却都	qtdz
电子电路	dzdd
玷污	dmwu
电子管	dzgr
电子计算机	dzjs
恩平	enpk
电子琴	dzqb
电子云	dzyy
寄宿	jisu
淀粉酶	dfmw
奠基人	djrf
奠基石	djui
雕虫小技	dixj
吊钩	dngz
钓鱼台	dytd
悠游	yzyz
调查小组	dixx
泪光	lwgl
调查组	dizu
理出	liiu
调度室	ddui
调节器	tjqi
调节税	tjuv
调味品	twp
调制解调器	tvjt
叠床架屋	dijj
象牙	xlya
蝶恋花	dlhx
顶呱呱	dgg
顶梁柱	dlv
乱伦	lrly
顶视图	dutu
敬奉	jkfg
鼎鼎大名	dddd
定滑轮	dhly
定计划	djhx
定量分析	dlff
横山	hguj
定心丸	dxw
定性分析	dxff
丢面子	dmzi
东半球	dbqq
东北部	dbbu
东北角	dbjn
东城区	diqu
东窗事发	diuf
大清	daqk
东道国	ddgo
五香	wuxl
东方红	dfhs
公诸	gsvu
东南方	dnfh
东南风	dnfg
东南西北	dnxb
火光	hogl
东拼西凑	dpxc
东西南北	dxnb
东张西望	dvxw
冬麦	dsmd
冬闲	dsxm
冬小麦	dxmd
冬训	dsxy
动荡不安	ddbb
灰暗	hvan
动脉弓	dmgs
免了	mmle
吞下	tyxx
动脉硬化	dmyy
把门	bamf
动平衡	dphg
动手动脚	dudj
动态平衡	dtpp
夜夜	yeye
奇人	qirf
动员令	dylk
动之以情	dvyq
承袭	igxi
栋梁之材	dlvc
洞若观火	drgh
洞庭湖	dth
兜儿	dzer
尸首	uiuz
兜揽	dzlj
豆腐皮	dfpi
豆腐乳	dfru
红绿	hslv
豆制品	dvpb
读后感	dhgj
害人	hdr
害人	hdrf
时区	uiqu
独裁者	dcve
独创性	dixk
独夫民贼	dfmm
国军	gojy
强打	qlda
独具一格	djyg
推拿	tvn
推拿	tvna
独立性	dlx
独联体	dlti
丝网	siwh
独领风骚	dlfs
黄牛	hln
黄牛	hlnq
独木难支	dmnv
慈航	cihh
独生女	dunv
独生子	duzi
独生子女	duzn
独体字	dtzi
撒种	sav
撒种	savs
堵口	dukz
卖弄	mdn
卖弄	mdns
端端正正	ddvv
怀胎	hktd
聋人	lsrf
短斤少两	djuu
短篇小说	dpxx
子时	ziui
才艺	cdyi
之财	vicd
之论	vily
可嘉	kejx
短线产品	dxii
短训班	dxbj
民谣	mbyc
断壁残垣	dbcy
断简残编	djcc
再送	zdss
安养	anyh
堆焊	dvhj
成性	igxk
对比度	dbdu
对不对	dbd
对角线	djxm
沙湾	uawj
对抗性	dkxk
对立统一	dltt
肚腩	dunj
良品	llpb
对内搞活	dngg
空手	ksu
空手	ksuz
金像	jbxl
对外开放	dwkf
眉毛	mwmc
对外贸易	dwmm
致信	vixb
面霜	mmul
浩劫	hcjp
干枯	gjku
干涸	gjhe
多边形	dbxk
商银	uhyb
望望	whwh
多方位	dfww
透光	tzgl
喊叫	hjjn
多管闲事	dgxu
多快好省	dkhu
多劳多得	dldd
紫红	zihs
多面手	dmuz
多民族	dmzu
黑黑	hwhw
多年生	dnug
多渠道	dqdc
多项式	dxui
多学科	dxke
游船	yzir
多样性	dyxk
梦醒	mgxk
多种多样	dvdd
多种多样	dvdy
夺眶而出	dkee
广末	glmo
躲躲闪闪	dduu
弹珠	djvu
憎恶	zgee
憎恶	zgwu
驶离	uili
恶贯满盈	egmy
恶声恶气	eueq
瞬即	uyji
触怒	iunu
恶性循环	exxh
恶性肿瘤	exvv
恶语中伤	eyvu
鄂温克	ewke
恩格斯	egsi
儿童节	etj
大碗	dawj
而不是	ebu
尔诈我虞	evww
耳鬓厮磨	ebsm
耳听八方	etbf
火险	hoxm
耳听为虚	etww
火龙	hols
二把刀	ebdc
王位	whww
仙子	xmzi
二传手	eiu
可写	kexp
平路	pklu
二次方程	ecff
正教	vgjn
老死	lcsi
二话没说	ehmu
二季度	ejdu
二进制	ejv
忠贞	vsvf
二面角	emjn
二十一世纪	euyj
活埋	homd
二项式	exui
秋月	qqyt
二氧化氮	eyhh
二元论	eyly
风风	fgfg
发报机	fbji
俱佳	jujx
真佛	vffo
斗法	dzfa
偷了	tzle
发出通知	fitt
发达国家	fdgj
发电厂	fdih
清谈	qktj
发电量	fdll
眼红	yjhs
发电站	fdvj
逗得	dzde
发放贷款	ffdd
无多	wudo
发刊词	fkci
发令枪	flql
闲来	xmld
发明家	fmjx
发明者	fmve
发起人	fqrf
发热量	frll
发烧友	fuyz
发射机	fuji
瘦削	uzxt
发生器	fuqi
频谱	pbpu
应合	ykhe
发祥地	fxd
还差	hdi
还差	hdia
发芽率	fylv
观战	grvj
发言稿	fygc
发言权	fyqr
二两	erll
三变	sjbm
下部	xxbu
发源地	fyd
小马	xnma
天分	tmff
水牛	uvnq
火海	hohd
白虎	bdhu
发展史	fvui
向善	xluj
发展中国家	fvvg
江水	jluv
老爸	lcba
法国法郎	fgff
作祟	zos
作祟	zosv
法律界	fljp
那能	nang
店面	dmm
店面	dmmm
拍手	pduz
法制化	fvhx
毒蛇	duue
消沉	xnif
翻建	fjjm
纸盒	vihe
胸膛	xst
胸膛	xsth
翻两番	flfj
翻箱倒柜	fxdg
凡此种种	fcvv
凡夫俗子	ffsz
习一	xiyi
繁荣富强	frfq
船东	irds
莫尔	moer
喜获	xiho
换人	hrrf
繁体字	ftz
繁殖力	fvli
绝代	jtdd
反比例	fbli
反潮流	filq
顺境	uyjk
反动派	fdpd
涂层	tucg
反对党	fddh
反腐倡廉	ffil
解围	jpw
解围	jpww
较劲	jnjb
反革命	fgmk
遇事	yuui
满溢	mjyi
反攻倒算	fgdd
祸福	hofu
反躬自问	fgzw
维新	wwxb
反过来	fgld
翠竹	cvvu
反过来说	fglu
反函数	fhuu
反客为主	fkwv
范式	fjui
反面教材	fmjj
缓步	hrbu
反面人物	fmrr
办成	bjig
反其道而行之	fqdv
举债	juvd
反射层	fucg
钟爱	vsa
钟爱	vsai
反射定律	fudd
铁定	tpdk
反射弧	fuhu
反贪污	ftwu
入眼	ruyj
反义词	fyc
反证法	fvfa
反政府	fvfu
反之亦然	fvyr
代用	ddys
反转片	fvpm
凹陷	aoxm
反作用力	fzyy
犯错误	fcwu
合情	heqk
犯上作乱	fuzl
犯罪分子	fzff
好受	hcuz
犯罪率	fzlv
血脉	xtmd
泛泛而谈	ffet
泛滥成灾	fliz
范围内	fwnw
良缘	llyr
贩毒案	fdan
两对	lldv
贩私	fjsi
方便面	fbmm
方程式	fiui
方程组	fizu
方法论	ffly
方方面面	ffmm
方方正正	ffvv
昭和	vche
方框图	fktu
方向盘	fxp
方向性	fxxk
做做	zozo
