阿爸	ooba
反恐	fjks
费尽口舌	fjku
反馈	fjkv
犯困	fjky
烦了	fjl
烦劳	fjlc
反了	fjle
范例	fjli
泛滥	fjlj
翻领	fjlk
饭量	fjll
翻脸	fjlm
烦乱	fjlr
樊笼	fjls
翻录	fjlu
泛绿	fjlv
繁茂	fjmc
贩卖	fjmd
烦闷	fjmf
繁忙	fjmh
繁密	fjmi
反面	fjmm
反目	fjmu
反美	fjmw
烦恼	fjn
烦恼	fjnc
饭囊	fjnh
犯难	fjnj
翻弄	fjns
反扒	fjpa
反聘	fjpb
翻拍	fjpd
反叛	fjpj
饭票	fjpn
反扑	fjpu
泛起	fjqi
烦请	fjqk
翻墙	fjql
饭前	fjqm
番茄	fjqp
负荆请罪	fjqz
烦人	fjr
烦扰	fjrc
犯人	fjrf
反日	fjri
幡然	fjrj
繁荣	fjrs
繁缛	fjru
烦死	fjs
反色	fjse
反思	fjsi
繁琐	fjso
反诉	fjsu
翻腾	fjtg
饭堂	fjth
繁体	fjti
反弹	fjtj
饭厅	fjtk
翻天	fjtm
反跳	fjtn
饭团	fjtr
饭桶	fjts
矾土	fjtu
犯傻	fjxa
翻晒	fjxd
反射	fjxe
翻身	fjxf
繁盛	fjxg
犯上	fjxh
凡事	fjox
番薯	fjos
反水	fjxv
反手	fjxz
反正	fjj
烦着	fjje
发家致富	fjvf
反正	fjjg
繁殖	fjov
反间之计	fjvj
缚鸡之力	fjvl
饭桌	fjjo
反转	fjjr
繁重	fjjs
抚今追昔	fjvx
泛舟	fjjz
反问	fjwf
藩王	fjwh
饭碗	fjwj
反诬	fjwu
范围	fjww
分界线	fjx
翻新	fjxb
费尽心机	fjxj
反省	fjxk
反向	fjxl
返校	fjxn
翻修	fjxq
凡需	fjxu
犯下	fjxx
翻寻	fjxy
反应	fjy
翻印	fjyb
反咬	fjyc
翻页	fjye
翻译	fjyi
繁衍	fjyj
反映	fjyk
翻涌	fjys
翻阅	fjyt
贩运	fjyy
犯有	fjyz
繁杂	fjza
烦躁	fjzc
凡在	fjzd
贩子	fjzi
返祖	fjzu
犯罪	fjzv
富可敌国	fkdg
风口浪尖	fklj
放空炮	fkp
反客为主	fkwv
方块字	fkz
菲律宾	flb
风流才子	flcz
焚林而猎	flel
非驴非马	flfm
翻来覆去	flfq
风凉话	flh
飞来横祸	flhh
返老还童	flht
法轮常转	fliv
泛滥成灾	fliz
法兰克福	flkf
风流快活	flkh
飞利浦	flp
纷乱如麻	flrm
风流人物	flrw
风流儒雅	flry
富丽堂皇	flth
风流倜傥	fltt
福禄双全	fluq
饭来张口	flvk
法力无边	flwb
法兰西	flx
父老兄弟	flxd
放浪形骸	flxh
父老乡亲	flxq
风流潇洒	flxs
扶老携幼	flxy
弗洛伊德	flyd
风流韵事	flyu
锋芒毕露	fmbl
锋芒逼人	fmbr
分秒必争	fmbv
粉墨登场	fmdi
父母官	fmg
反目成仇	fmii
凤毛麟角	fmlj
风马牛不相及	fmnj
父母亲	fmq
锋芒所向	fmsx
伐毛洗髓	fmxs
风靡一时	fmyu
分内之事	fnvu
佛殿	fodm
佛法	fofa
佛光	fogl
佛国	fogo
佛骨	fogu
佛号	fohc
佛经	fojk
佛教	fojn
佛家	fojx
佛龛	fokj
佛门	fomf
佛寺	fosi
佛堂	fot
佛塔	fota
佛堂	foth
佛陀	foto
佛头	fotz
佛山	fox
佛事	foox
佛山	foxj
佛手	foxz
佛珠	foot
佛性	foxk
佛像	foxl
佛学	foxt
佛牙	foya
佛爷	foye
佛语	foyu
佛祖	fozu
返璞归真	fpgv
风平浪静	fplj
反其道而行之	fqdv
非亲非故	fqfg
放弃了	fql
焚琴煮鹤	fqvh
奋起直追	fqvv
废寝忘食	fqwu
风起云涌	fqyy
封妻荫子	fqyz
飞禽走兽	fqzu
怫然不悦	frby
福如东海	frdh
繁荣富强	frfq
繁荣昌盛	friu
妇孺皆知	frjv
夫荣妻贵	frqg
奉若神明	frum
发人深思	frus
发人深省	frux
妇人之仁	frvr
放任自流	frzl
怫然作色	frzs
烦死了	fsl
烦死人	fsr
粪土不如	ftbr
肥头大耳	ftde
赴汤蹈火	ftdh
非同儿戏	ftex
翻天覆地	ftfd
非同凡响	ftfx
奉天承运	ftiy
分庭抗礼	ftkl
风土人情	ftrq
非同寻常	ftxi
非同小可	ftxk
非同一般	ftyb
风调雨顺	ftyu
繁体字	ftz
父爱	fuod
伏案	fuoj
福报	fubc
腐败	fubd
副本	fubf
伏笔	fubi
伏兵	fubk
附表	fubn
腹部	fubu
父辈	fubw
副词	fuci
服从	fucs
辅导	fudc
附带	fudd
妇德	fude
福地	fudi
负担	fudj
浮点	fudm
浮雕	fudn
浮动	fuds
幅度	fudu
复发	fufa
复方	fufh
复返	fufj
夫妇	fufu
腹稿	fugc
覆盖	fugd
俯首甘为孺子牛	fugn
富国	fugo
复工	fugs
复古	fugu
富贵	fugv
付给	fugw
符号	fuhc
符合	fuhe
富含	fuhj
腐坏	fuhk
风声鹤唳	fuhl
复活	fuho
伏虎	fuhu
赴会	fuhv
孵化	fuhx
复婚	fuhy
附后	fuhz
扶持	fuoq
俯冲	fuqs
付出	fuoi
复仇	fuqz
附近	fujb
伏击	fuji
赴京	fujk
副将	fujl
福建	fujm
负疚	fujq
愤世嫉俗	fujs
俯拾皆是	fuju
附加	fujx
夫君	fujy
妇科	fuke
乏善可陈	fuki
副刊	fukj
付款	fukr
浮夸	fukx
父老	fulc
付了	fule
福利	fuli
腐烂	fulj
涪陵	fulk
妇联	fulm
辅料	fuln
俘虏	fulu
负累	fulw
驸马	fuma
富民	fumb
负面	fumm
抚摸	fumo
覆灭	fump
父母	fumu
拂逆	funi
富农	funs
覆水难收	funu
妇女	funv
扶贫	fupb
复牌	fupd
麸皮	fupi
抚平	fupk
浮漂	fupn
富婆	fupo
父亲	fuqb
夫妻	fuqi
付清	fuqk
富强	fuql
肤浅	fuqm
浮桥	fuqn
父权	fuqr
福寿齐天	fuqt
夫人	furf
怫然	furj
浮生若梦	furm
服软	furr
芙蓉	furs
妇孺	furu
肤色	fuse
粉身碎骨	fusg
扶桑	fush
附送	fuss
复苏	fusu
附随	fusv
富态	futd
俯首帖耳	fute
扶梯	futi
福田	futm
服帖	futp
腹痛	futs
附图	futu
斧头	futz
辐射	fuxe
复生	fuxg
负伤	fuxh
服饰	fuox
釜山	fuxj
风生水起	fuuq
附属	fuos
赋税	fuxv
抚顺	fuxy
扶手	fuxz
负债	fujd
覆辙	fuje
复诊	fujf
扶正	fujg
腹胀	fujh
复制	fuov
赋值	fuov
服装	fujl
附着	fujo
浮肿	fujs
辅助	fuot
福州	fujz
服务	fuw
讣文	fuwf
富翁	fuwg
父王	fuwh
福寿无疆	fuwj
俯卧	fuwo
服务	fuwu
复位	fuww
翻手为云	fuwy
负心	fuxb
复习	fuxi
复兴	fuxk
浮想	fuxl
浮现	fuxm
拂晓	fuxn
腹泻	fuxp
腐朽	fuxq
复选	fuxr
父兄	fuxs
抚恤	fuxu
服下	fuxx
复印	fuyb
服药	fuyc
副业	fuye
抚养	fuyh
服役	fuyi
敷衍	fuyj
妇婴	fuyk
翻山越岭	fuyl
复原	fuyr
服用	fuys
赴约	fuyt
赋予	fuyu
富裕	fuyu
浮云	fuyy
富有	fuyz
复杂	fuza
浮躁	fuzc
负载	fuzd
负责	fuze
附赠	fuzg
腑脏	fuzh
父子	fuzi
犯上作乱	fuzl
辅佐	fuzo
副总	fuzs
富足	fuzu
负罪	fuzv
风烛残年	fvcn
付诸东流	fvdl
辅助码	fvm
反治其身	fvqu
放之四海而皆准	fvsv
纷至沓来	fvtl
福至心灵	fvxl
分之一	fvy
付之一炬	fvyj
粉妆玉琢	fvyv
付之一笑	fvyx
飞针走线	fvzx
肺癌	fwod
飞报	fwbc
飞奔	fwbf
诽谤	fwbh
非比	fwbi
肺病	fwbk
飞镖	fwbn
飞播	fwbo
分文不取	fwbq
肺部	fwbu
分文不值	fwbv
悱恻	fwce
废词	fwci
翡翠	fwcv
肥大	fwda
飞到	fwdc
飞抵	fwdi
非但	fwdj
防微杜渐	fwdj
沸点	fwdm
废掉	fwdn
飞碟	fwdp
飞渡	fwdu
非得	fwdw
飞蛾	fwo
飞蛾	fwoe
非法	fwfa
非分	fwff
非凡	fwfj
肺腑	fwfu
飞鸽	fwge
飞过	fwgo
飞蝗	fwhl
匪患	fwhr
绯红	fwhs
飞回	fwhv
废话	fwhx
肥厚	fwhz
俯卧撑	fwi
匪巢	fwqc
肥差	fwqd
飞车	fwqe
费城	fwqg
非常	fwqh
飞驰	fwoq
飞船	fwqr
飞虫	fwqs
废除	fwoi
费劲	fwjb
飞机	fwji
非经	fwjk
飞溅	fwjm
费解	fwjp
废旧	fwjq
飞快	fwkk
肺痨	fwlc
飞来	fwld
飞了	fwle
费力	fwli
肥料	fwln
飞落	fwlo
飞流	fwlq
飞龙	fwls
费率	fwlv
肥美	fwmw
肥嫩	fwnf
肥腻	fwni
非难	fwnj
飞鸟	fwnn
肥牛	fwnq
肥胖	fwp
废品	fwpb
飞跑	fwpc
肥胖	fwph
飞盘	fwpj
废票	fwpn
肥婆	fwpo
飞瀑	fwpu
飞禽	fwqb
废弃	fwqi
费钱	fwqm
飞球	fwqq
肥缺	fwqt
飞去	fwqu
废人	fwr
飞人	fwrf
繁文缛节	fwrj
肥肉	fwrz
飞洒	fwsa
飞散	fwsj
飞速	fwsu
沸腾	fwt
沸腾	fwtg
飞艇	fwtk
飞天	fwtm
废铁	fwtp
非同	fwts
匪徒	fwtu
飞腿	fwtv
肥臀	fwty
费神	fwx
费神	fwxf
飞升	fwxg
飞上	fwxh
费时	fwox
飞霜	fwxl
肥硕	fwxo
废水	fwxv
肥瘦	fwxz
废渣	fwja
飞着	fwje
飞涨	fwjh
废纸	fwov
肥壮	fwjl
肥猪	fwot
非洲	fwjz
废物	fww
绯闻	fwwf
飞往	fwwh
肥沃	fwwo
废物	fwwu
费心	fwxb
飞行	fwxk
飞翔	fwxl
飞泻	fwxp
飞旋	fwxr
飞雪	fwxt
废墟	fwxu
非因	fwyb
非要	fwyc
扉页	fwye
飞扬	fwyh
非议	fwyi
肺炎	fwyj
费用	fwys
飞跃	fwyt
飞鱼	fwyu
费油	fwyz
肥皂	fwz
肥皂	fwzc
肺脏	fwzh
妃子	fwzi
非我族类	fwzl
飞贼	fwzw
飞走	fwzz
放心不下	fxbx
发祥地	fxd
翻箱倒柜	fxdg
拂袖而去	fxeq
福兮祸所伏	fxhf
逢凶化吉	fxhj
负薪救火	fxjh
发现了	fxl
焚香礼拜	fxlb
浮想联翩	fxlp
方向盘	fxp
法西斯	fxs
放下屠刀	fxtd
放下屠刀立地成佛	fxtf
方兴未艾	fxwa
飞行员	fxy
风行一时	fxyu
抚心自问	fxzw
分一杯羹	fybg
飞扬跋扈	fybh
浮云蔽日	fybr
反义词	fyc
发源地	fyd
浮一大白	fydb
奋勇当先	fydx
蜂拥而来	fyel
翻一番	fyf
附庸风雅	fyfy
风言风语	fyfy
发扬光大	fygd
复印件	fyj
风云际会	fyjh
风雨兼程	fyji
风雨交加	fyjj
幅员辽阔	fylk
敷衍了事	fylu
风雨飘摇	fypy
发言人	fyr
非一日之寒	fyrh
匪夷所思	fyss
风雨同舟	fytv
扶摇直上	fyvu
风月无边	fywb
负隅顽抗	fywk
扶摇万里	fywl
风雨无阻	fywz
浮语虚辞	fyxc
飞檐走壁	fyzb
丰衣足食	fyzu
否定	fzd
否定	fzdk
风姿绰约	fziy
否决	fzj
否决	fzjt
负责人	fzr
否认	fzrf
否则	fzz
否则	fzze
嘎巴	gaba
嘎嘎	gaga
隔岸观火	gagh
咖喱	gal
旮旯	gala
咖喱	gali
伽马	gama
嘎然	garj
港澳台	gat
嘎吱	gaov
苟安一隅	gayy
高傲自大	gazd
干巴巴	gbb
怪不得	gbd
寡不敌众	gbdv
搞不好	gbh
敢把皇帝拉下马	gbhm
功败垂成	gbii
高不成低不就	gbij
功不可没	gbkm
高不可攀	gbkp
管不了	gbl
官逼民反	gbmf
过不去	gbq
果不其然	gbqr
公报私仇	gbsi
戈壁滩	gbt
跟不上	gbu
管不着	gbv
官卑职小	gbvx
鬼把戏	gbx
甘拜下风	gbxf
各不相让	gbxr
供不应求	gbyq
故步自封	gbzf
刚愎自用	gbzy
高昂	gcoh
高矮	gcod
高傲	gcoc
告白	gcbd
稿本	gcbf
糕饼	gcbk
告别	gcbp
高倍	gcbw
高层	gccg
告辞	gcci
高参	gccj
搞错	gcco
高度	gcd
高大	gcda
搞到	gcdc
搞的	gcde
高等	gcdg
高档	gcdh
高低	gcdi
搞定	gcdk
糕点	gcdm
高调	gcdn
搞丢	gcdq
高端	gcdr
搞懂	gcds
高度	gcdu
高额	gcoe
告发	gcfa
高分	gcff
高峰	gcfg
告负	gcfu
稿费	gcfw
高高	gcg
高高	gcgc
高歌	gcge
高跟	gcgf
高干	gcgj
搞怪	gcgk
高过	gcgo
高官	gcgr
高工	gcgs
高估	gcgu
高贵	gcgv
高挂	gcgx
搞好	gchc
高喊	gchj
搞坏	gchk
膏肓	gchl
搞活	gcho
高呼	gchu
搞混	gchy
高潮	gcq
高潮	gcqc
搞成	gcqg
高唱	gcqh
高产	gcqj
高处	gcoi
告吹	gcqv
稿酬	gcqz
高级	gcji
稿件	gcjm
高叫	gcjn
告诫	gcjp
高就	gcjq
高居	gcju
高价	gcjx
高考	gck
高考	gckc
高开	gckd
高亢	gckh
高看	gckj
高空	gcks
搞垮	gckx
高亮	gcl
高了	gcle
高丽	gcli
高龄	gclk
高粱	gcll
搞乱	gclr
高论	gcly
高楼	gclz
高帽	gcmc
告密	gcmi
高明	gcmk
高妙	gcmn
高能	gcng
高难	gcnj
高频	gcpb
高炮	gcpc
高攀	gcpj
告破	gcpo
搞清	gcq
搞清	gcqk
高强	gcql
高跷	gcqn
高人	gcr
告饶	gcrc
高人	gcrf
高僧	gcsg
高耸	gcss
告诉	gcsu
告退	gct
高台	gctd
高汤	gcth
高谈	gctj
高挑	gctn
搞通	gcts
高徒	gctu
告退	gctv
搞头	gctz
高手	gcx
顾此失彼	gcub
高烧	gcxc
高射	gcxe
高深	gcxf
高声	gcxg
高尚	gcxh
告示	gcox
高山	gcxj
高爽	gcxl
高手	gcxz
高招	gcjc
高枕	gcjf
高涨	gcjh
告知	gcov
告状	gcjl
光彩照人	gcvr
高中	gcjs
高筑	gcot
高温	gcwf
睾丸	gcwj
高位	gcww
搞笑	gcx
高薪	gcxb
高息	gcxi
高兴	gcxk
高香	gcxl
高效	gcxn
高些	gcxp
高悬	gcxr
高雄	gcxs
高下	gcxx
高雅	gcya
高音	gcyb
膏药	gcyc
羔羊	gcyh
高原	gcyr
稿约	gcyt
高于	gcyu
膏油	gcyz
稿子	gcz
搞砸	gcza
膏泽	gcze
搞脏	gczh
稿子	gczi
告罪	gczv
高奏	gczz
高蛋白	gdb
丐帮	gdbh
改版	gdbj
改变	gdbm
盖茨	gdci
改错	gdco
改道	gddc
该当	gddh
该地	gddi
改掉	gddn
改动	gdds
该队	gddv
盖房	gdfh
改革	gdg
改稿	gdgc
改改	gdgd
改革	gdge
改过	gdgo
改观	gdgr
改换	gdh
改行	gdhh
改换	gdhr
更待何时	gdhu
钙化	gdhx
该当何罪	gdhz
改成	gdq
改成	gdqg
割地称臣	gdii
故地重游	gdiy
改进	gdjb
改建	gdjm
改嫁	gdjx
概况	gdkl
概括	gdko
改口	gdkz
改了	gdl
改了	gdle
概览	gdlj
改良	gdll
概略	gdlt
概率	gdlv
概论	gdly
盖楼	gdlz
盖帽	gdmc
盖满	gdmj
改名	gdmk
该你	gdni
概念	gdnm
刮地皮	gdp
改判	gdpj
钙片	gdpm
过得去	gdq
改期	gdqi
各得其所	gdqs
改日	gdr
改日	gdri
该死	gds
改色	gdse
该死	gdsi
概算	gdsr
该他	gdta
改天	gdtm
盖头	gdtz
改善	gdx
盖上	gdxh
盖世	gdox
改善	gdxj
该说	gdxo
概述	gdos
改正	gdj
改正	gdjg
盖章	gdjh
改制	gdov
改装	gdjl
盖住	gdot
改锥	gdjv
改为	gdw
功德无量	gdwl
该我	gdwo
改为	gdww
改写	gdx
改姓	gdxk
改写	gdxp
肝胆相照	gdxv
概要	gdyc
功德圆满	gdym
供大于求	gdyq
改用	gdys
高等院校	gdyx
改造	gdz
改造	gdzc
盖子	gdzi
功到自然成	gdzi
改组	gdzu
割爱	geod
个案	geoj
个把	geba
歌本	gebf
隔壁	gebi
各半	gebj
胳膊	gebo
个别	gebp
各部	gebu
割草	gecc
歌词	geci
疙瘩	geda
各道	gedc
隔代	gedd
感恩戴德	gedd
各得	gede
咯噔	gedg
各地	gedi
格调	gedn
歌碟	gedp
隔断	gedr
格斗	gedz
各方	gefh
高尔夫	gofu
哥哥	gege
孤儿寡妇	gegf
各国	gego
个股	gegu
广而告之	gegv
隔阂	geh
隔阂	gehe
各行	gehh
歌会	gehv
歌喉	gehz
隔成	geqg
歌唱	geqh
各处	geoi
各尽	gejb
各级	geji
各界	gejp
个旧	gejq
隔绝	gejt
格局	geju
各家	gejx
隔开	gekd
隔离	geli
割裂	gelp
各路	gelu
各类	gelw
哥俩	gelx
阁楼	gelz
割脉	gemd
哥们	gemf
歌迷	gemi
革命	gemk
隔膜	gemo
过而能改	geng
歌女	genv
各派	gepd
歌谱	gepu
歌曲	geq
各期	geqi
隔墙	geql
搁浅	geqm
歌曲	gequ
隔热	gere
各人	gerf
割让	gerh
隔日	geri
割肉	gerz
哥嫂	gesc
各色	gese
歌颂	gess
感恩图报	getb
个体	geti
歌坛	getj
歌厅	getk
隔天	getm
各条	getn
个头	getz
割舍	gexe
歌声	gexg
格式	geox
个数	geos
个税	gexv
歌手	gexz
隔着	geje
搁置	geov
各占	gejj
各种	gejs
各位	gew
格外	gewd
歌王	gewh
公而忘私	gews
歌舞	gewu
各位	geww
各项	gex
革新	gexb
各系	gexi
个性	gexk
各项	gexl
各显	gexm
各校	gexn
改恶向善	gexu
阁下	gexx
隔音	geyb
歌谣	geyc
隔夜	geye
各样	geyh
歌艺	geyi
格言	geyj
恭而有礼	geyl
阁员	geyr
歌咏	geys
各有	geyz
各自	gez
各自	gezi
各族	gezu
根本	gfb
根本	gfbf
跟班	gfbj
功夫不负有心人	gfbr
根部	gfbu
跟从	gfcs
跟打	gfd
跟打	gfda
根底	gfdi
跟单	gfdj
根雕	gfdn
跟斗	gfdz
跟风	gff
跟风	gffg
亘古	gfgu
规范化	gfh
根号	gfhc
根除	gfq
根除	gfoi
根据	gfj
跟进	gfjb
根基	gfji
根茎	gfjk
跟腱	gfjm
根绝	gfjt
根据	gfju
跟了	gfl
跟了	gfle
高风亮节	gflj
根苗	gfmn
跟你	gfn
跟你	gfni
跟前	gfq
跟前	gfqm
跟随	gfs
跟随	gfsv
跟他	gft
跟他	gfta
跟帖	gftp
跟上	gfx
鬼斧神工	gfug
跟上	gfxh
根式	gfox
跟着	gfje
根治	gfov
跟庄	gfjl
跟我	gfw
跟我	gfwo
根系	gfxi
根须	gfxu
根源	gfy
根源	gfyr
官复原职	gfyv
根由	gfyz
根子	gfzi
跟踪	gfzs
孤芳自赏	gfzu
亘古不灭	ggbm
格格不入	ggbr
更不	ggbu
更惨	ggc
更惨	ggcj
更多	ggd
更大	ggda
归根到底	ggdd
更低	ggdi
更多	ggdo
更迭	ggdp
更短	ggdr
耕读	ggdu
更烦	ggf
更烦	ggfj
更高	gggc
更改	gggd
耿耿	gggg
更广	gggl
高高挂起	gggq
功高盖世	gggu
更好	ggh
更好	gghc
高官厚禄	gghl
更换	gghr
更差	ggq
更差	ggqa
更长	ggqh
更加	ggj
更近	ggjb
归根结底	ggjd
干干净净	ggjj
恭恭敬敬	ggjj
更将	ggjl
各个击破	ggjp
更久	ggjq
更具	ggju
更加	ggjx
更快	ggkk
光怪陆离	ggll
滚瓜烂熟	gglu
更慢	ggmj
更名	ggmk
更美	ggmw
更能	ggng
更年	ggnm
更强	ggq
更强	ggql
更趋	ggqu
更热	ggr
更热	ggre
更让	ggrh
歌功颂德	ggsd
梗塞	ggse
梗死	ggsi
鬼鬼祟祟	ggss
羹汤	ggth
更替	ggti
耕田	ggtm
庚帖	ggtp
更少	ggx
更少	ggxc
更深	ggxf
更是	ggox
耕者	ggje
更正	ggjg
更张	ggjh
耿直	ggov
过关斩将	ggvj
更重	ggjs
功高震主	ggvv
更为	ggw
更无	ggwu
更为	ggww
亘古未有	ggwy
更新	ggx
更新	ggxb
官官相护	ggxh
高官显爵	ggxj
更想	ggxl
更显	ggxm
更小	ggxn
高高兴兴	ggxx
更要	ggyc
哽咽	ggye
耿耿于怀	ggyh
更衣	ggyi
更应	ggyk
供过于求	ggyq
更远	ggyr
耿耿于心	ggyx
耕耘	ggyy
更有	ggyz
更早	ggz
更早	ggzc
骨鲠在喉	ggzh
耕作	ggzo
高高在上	ggzu
改过自新	ggzx
港澳	ghoc
港币	ghb
港币	ghbi
钢板	ghbj
刚被	ghbw
刚才	ghc
刚才	ghcd
刚从	ghcs
刚到	ghdc
钢锭	ghdk
港督	ghdu
港府	ghfu
共和国	ghg
刚刚	ghgh
杠杆	ghgj
刚果	ghgo
钢管	ghgr
港股	ghgu
钢轨	ghgv
各行各业	ghgy
刚够	ghgz
刚好	ghh
刚好	ghhc
刚会	ghhv
钢化	ghhx
刚出	ghq
钢叉	ghqa
纲常	ghqh
钢窗	ghql
过河拆桥	ghiq
刚出	ghoi
钢筋	ghjb
纲纪	ghji
刚劲	ghjk
刚健	ghjm
肛交	ghjn
港姐	ghjp
港九	ghjq
钢锯	ghju
钢架	ghjx
钢盔	ghkv
港口	ghkz
刚来	ghld
钢缆	ghlj
纲领	ghlk
钢梁	ghll
刚烈	ghlp
钢轮	ghly
岗楼	ghlz
肛门	ghmf
刚猛	ghmg
刚满	ghmj
纲目	ghmu
港片	ghp
钢坯	ghpi
港片	ghpm
钢琴	ghq
钢琴	ghqb
刚强	ghql
钢钎	ghqm
刚巧	ghqn
钢圈	ghqr
刚柔	ghr
港人	ghrf
隔行如隔山	ghru
蛊惑人心	ghrx
刚柔	ghrz
钢丝	ghsi
钢索	ghso
港台	ght
港台	ghtd
岗亭	ghtk
钢条	ghtn
钢铁	ghtp
港式	ghx
岗哨	ghxc
钢绳	ghxg
港商	ghxh
港式	ghox
勾魂摄魄	ghup
钢水	ghxv
钢爪	ghjc
钢针	ghjf
刚正	ghjg
刚直	ghov
钢珠	ghot
岗位	ghw
港湾	ghwj
港务	ghwu
岗位	ghww
刚性	ghxk
刚学	ghxt
恭贺新禧	ghxx
纲要	ghy
钢牙	ghya
钢印	ghyb
纲要	ghyc
孤魂野鬼	ghyg
刚毅	ghyi
刚硬	ghyk
港元	ghyr
刚勇	ghys
刚玉	ghyu
刚走	ghz
港资	ghzi
刚走	ghzz
高处不胜寒	gibh
肝肠寸断	gicd
共产党	gid
高潮迭起	gidq
共产党员	gidy
改朝换代	gihd
歌唱家	gij
觥筹交错	gijc
国仇家恨	gijh
各持己见	gijj
攻城略地	gild
干柴烈火	gilh
功成名就	gimj
鼓唇弄舌	ginu
工程师	giu
功成身退	giut
贯彻执行	givx
共产主义	givy
高出一筹	giyi
肝癌	gjod
赶奔	gjbf
感激不尽	gjbj
肝病	gjbk
恭敬不如从命	gjbm
干瘪	gjbp
干部	gjbu
干杯	gjbw
甘草	gjcc
干菜	gjcd
干脆	gjcv
敢打	gjda
感到	gjdc
诡计多端	gjdd
甘当	gjdh
甘地	gjdi
肝胆	gjdj
干掉	gjdn
干爹	gjdp
感动	gjds
感恩	gjo
感恩	gjof
干粉	gjff
干饭	gjfj
赶赴	gjfu
孤军奋战	gjfv
国际歌	gjg
尴尬	gjga
诡谲怪诞	gjgd
干戈	gjge
各家各户	gjgh
敢干	gjgj
感光	gjgl
干过	gjgo
孤家寡人	gjgr
赶工	gjgs
干股	gjgu
各就各位	gjgw
干好	gjhc
赶海	gjhd
干涸	gjhe
干旱	gjhj
感怀	gjhk
干活	gjho
赶回	gjhv
感化	gjhx
干吼	gjhz
感触	gjq
赶超	gjqc
干柴	gjqd
赶车	gjqe
杆秤	gjqg
赶场	gjqh
感触	gjoi
故伎重演	gjiy
感觉	gjj
赶紧	gjjb
感激	gjji
干净	gjjk
赣江	gjjl
感觉	gjjt
柑橘	gjju
赶快	gjk
赶考	gjkc
感慨	gjkd
干咳	gjke
赶快	gjkk
干枯	gjku
感喟	gjkv
甘霖	gjlb
赶来	gjld
干了	gjle
干冷	gjlg
橄榄	gjlj
干粮	gjll
干练	gjlm
干流	gjlq
甘露	gjlu
干嘛	gjma
感冒	gjmc
赶忙	gjmh
国计民生	gjmu
纲举目张	gjmv
干娘	gjnl
感念	gjnm
干呕	gjoz
赶跑	gjp
赶跑	gjpc
干啤	gjpi
感佩	gjpw
感情	gjq
干亲	gjqb
感情	gjqk
赶巧	gjqn
甘泉	gjqr
赶去	gjqu
干扰	gjr
干扰	gjrc
感人	gjrf
甘居人后	gjrh
感染	gjrj
拱肩缩背	gjsb
干涩	gjse
各尽所能	gjsn
甘肃	gjsu
赶趟	gjth
感叹	gjtj
感激涕零	gjtl
甘甜	gjtm
狗急跳墙	gjtq
干啥	gjxa
干涉	gjxe
肝肾	gjxf
赶上	gjxh
干事	gjox
赶尽杀绝	gjuj
干爽	gjxl
敢说	gjxo
孤军深入	gjur
甘薯	gjos
感受	gjxz
感召	gjjc
甘蔗	gjje
感知	gjov
古今中外	gjvw
赣州	gjjz
敢问	gjwf
赶往	gjwh
干完	gjwj
感悟	gjwu
甘为	gjww
甘心	gjxb
干洗	gjxi
感性	gjxk
感想	gjxl
干线	gjxm
干校	gjxn
感谢	gjxp
甘休	gjxq
赶下	gjxx
更进一步	gjyb
肝炎	gjyj
感应	gjyk
甘愿	gjyr
敢用	gjys
敢于	gjyu
官架子	gjz
干燥	gjzc
赶在	gjzd
肝脏	gjzh
甘孜	gjzi
敢做	gjzo
孤军作战	gjzv
赶走	gjzz
怪病	gkb
怪病	gkbk
怪才	gkc
怪才	gkcd
怪诞	gkd
拐带	gkdd
怪诞	gkdj
拐点	gkdm
乖乖	gkg
乖乖	gkgk
拐棍	gkgy
怪话	gkh
怪话	gkhx
拐角	gkj
拐进	gkjb
拐角	gkjn
光可鉴人	gkjr
怪了	gkl
孤苦伶仃	gkld
怪了	gkle
鬼哭狼嚎	gklh
乖戾	gkli
怪脸	gklm
怪论	gkly
拐卖	gkm
拐卖	gkmd
乖谬	gkmq
怪你	gkn
怪你	gkni
怪癖	gkp
拐跑	gkpc
怪癖	gkpi
拐骗	gkpm
乖巧	gkqn
怪圈	gkqr
怪人	gkr
怪人	gkrf
怪他	gkt
怪他	gkta
怪胎	gktd
怪谈	gktj
怪事	gkx
怪声	gkxg
怪事	gkox
怪谁	gkxv
怪谁	gkxw
怪兽	gkxz
拐杖	gkj
怪招	gkjc
拐杖	gkjh
怪我	gkw
拐弯	gkwj
怪我	gkwo
感慨万千	gkwq
怪物	gkwu
怪味	gkww
怪异	gky
甘苦与共	gkyg
怪样	gkyh
怪异	gkyi
功亏一篑	gkyk
广开言路	gkyl
怪罪	gkz
怪哉	gkzd
怪罪	gkzv
光标	glb
广本	glbf
光斑	glbj
光标	glbn
广播	glbo
哥伦比亚	glby
光彩	glc
光彩	glcd
广大	glda
广岛	gldc
咣当	gldh
光电	gldm
光碟	gldp
广东	glds
广度	gldu
广泛	glf
广发	glfa
广泛	glfj
光复	glfu
广告	glg
广告	glgc
逛逛	glgl
光顾	glgu
孤陋寡闻	glgw
光棍	glgy
光滑	glh
光火	glho
光环	glhr
光辉	glhv
光滑	glhx
告老还乡	glhx
广场	glq
广场	glqh
顾虑重重	glii
逛街	glj
光景	gljk
广角	gljn
逛街	gljp
光靠	glkc
