的	dik
執籌	zap cau
執紼	zap fat
執茶	zap caa
執著	zap zoek
執藥	zap joek
執行	zap hang
執行主席	zap hang zyu zik
執行人	zap hang jan
執行指揮官	zap hang zi fai gun
執行李	zap hang lei
執行長	zap hang zoeng
執豆噉執	zap dau gam zap
執贏	zap jeng
執起	zap hei
執輸	zap syu
執輸行頭慘過敗家	zap syu hong tau caam gwo baai gaa
執迷	zap mai
執迷不悟	zap mai bat ng
執金吾	zap gam ng
執雞	zap gai
執頭執尾	zap tau zap mei
執齊	zap cai
培亞	pui aa
培修	pui sau
培勒茲	pui lak zi
培土	pui tou
培果	pui gwo
培根	pui gan
培植	pui zik
培育	pui juk
培訓	pui fan
培訓班	pui fan baan
培里克利斯	pui lei hak lei si
培養	pui joeng
培養基	pui joeng gei
培養液	pui joeng jik
培養皿	pui joeng ming
基佬	gei lou
基加利	gei gaa lei
基友	gei jau
基因	gei jan
基因修改	gei jan sau goi
基因圖譜	gei jan tou pou
基因型	gei jan jing
基因學	gei jan hok
基因工程	gei jan gung cing
基因庫	gei jan fu
基因技術	gei jan gei seot
基因擴大	gei jan kwok daai
基因改造	gei jan goi zou
基因染色體異常	gei jan jim sik tai ji soeng
基因治療	gei jan zi liu
基因碼	gei jan maa
基因突變	gei jan dat bin
基因組	gei jan zou
基因變異	gei jan bin ji
基圍蝦	gei wai haa
基團	gei tyun
基地	gei dei
基地恐怖組織	gei dei hung bou zou zik
基地組織	gei dei zou zik
基址	gei zi
基坑	gei haang
基多	gei do
基奈	gei noi
基孔肯雅熱	gei hung hang ngaa jit
基尼係數	gei nei hai sou
基層	gei cang
基岩	gei ngaam
基布茲	gei bou zi
基希訥烏	gei hei nat wu
基床	gei cong
基底	gei dai
基底動脈	gei dai dung mak
基底神經節孫損傷	gei dai san ging zit syun syun soeng
基底細胞癌	gei dai sai baau ngaam
基座	gei zo
基建	gei gin
基情	gei cing
基拉韋厄	gei laai wai aak
基改	gei goi
基數	gei sou
基數詞	gei sou ci
基於	gei jyu
基本	gei bun
基本上	gei bun soeng
基本利率	gei bun lei leot
基本功	gei bun gung
基本原則	gei bun jyun zak
基本原理	gei bun jyun lei
基本單位	gei bun daan wai
基本國策	gei bun gwok caak
基本多文種平面	gei bun do man zung ping min
基本完成	gei bun jyun sing
基本定理	gei bun ding lei
基本建設	gei bun gin cit
基本概念	gei bun koi nim
基本法	gei bun faat
基本粒子	gei bun lap zi
基本詞彙	gei bun ci wui
基本轉錄因子	gei bun zyun luk jan zi
基本需要	gei bun seoi jiu
基本點	gei bun dim
基板	gei baan
基桑加尼	gei song gaa nei
基業	gei jip
基極	gei gik
基樁	gei zong
基民黨	gei man dong
基波	gei bo
基測	gei caak
基準	gei zeon
基爾	gei ji
基爾特	gei ji dak
基牙	gei ngaa
基甸	gei din
基督	gei duk
基督城	gei duk sing
基督徒	gei duk tou
基督教	gei duk gaau
基督教徒	gei duk gaau tou
基督教民主聯盟	gei duk gaau man zyu lyun mang
基督教派	gei duk gaau paai
基督教科學派	gei duk gaau fo hok paai
基督新教	gei duk san gaau
基督聖體節	gei duk sing tai zit
基石	gei sek
基礎	gei co
基礎代謝	gei co doi ze
基礎問題	gei co man tai
基礎教育	gei co gaau juk
基礎結構	gei co git kau
基礎設施	gei co cit si
基礎課	gei co fo
基礎速率	gei co cuk leot
基站	gei zaam
基網	gei mong
基線	gei sin
基肥	gei fei
基腳	gei goek
基臺	gei toi
基調	gei diu
基諧波	gei haai bo
基諾族	gei nok zuk
基質	gei zat
基質膜	gei zat mok
基輔	gei fu
基輔羅斯	gei fu lo si
基辛格	gei san gaak
基里巴斯	gei lei baa si
基里巴斯共和國	gei lei baa si gung wo gwok
基金	gei gam
基金會	gei gam wui
基隆	gei lung
基隆市	gei lung si
基面	gei min
基音	gei jam
基頻	gei pan
基體	gei tai
基點	gei dim
埼玉	kei juk
埼玉縣	kei juk jyun
堂倌	tong gun
堂兄	tong hing
堂兄弟	tong hing dai
堂口	tong hau
堂吉訶德	tong gat ho dak
堂哥	tong go
堂喫	tong jaak
堂堂	tong tong
堂堂正正	tong tong zing zing
堂妹	tong mui
堂姊妹	tong zi mui
堂姐	tong ze
堂姪	tong zat
堂客	tong haak
堂家姐	tong gaa ze
堂屋	tong uk
堂廡	tong mou
堂弟	tong dai
堂房	tong fong
堂皇	tong wong
堂而皇之	tong ji wong zi
堂課	tong fo
堂費	tong fai
堅不可摧	gin bat ho ceoi
堅信	gin seon
堅信禮	gin seon lai
堅冰	gin bing
堅嘢	gin je
堅固	gin gu
堅固性	gin gu sing
堅執	gin zap
堅壁	gin bik
堅壁清野	gin bik cing je
堅如磐石	gin jyu pun sek
堅守	gin sau
堅定	gin ding
堅定不移	gin ding bat ji
堅定性	gin ding sing
堅實	gin sat
堅尼係數	gin nei hai sou
堅尼地城	gin nei dei sing
堅強	gin koeng
堅強不屈	gin koeng bat wat
堅忍	gin jan
堅忍不拔	gin jan bat bat
堅戈	gin gwo
堅持	gin ci
堅持下去	gin ci haa heoi
堅持不懈	gin ci bat haai
堅持不渝	gin ci bat jyu
堅振	gin zan
堅振禮	gin zan lai
堅挺	gin ting
堅料	gin liu
堅明	gin ming
堅果	gin gwo
堅毅	gin ngai
堅決	gin kyut
堅決否認	gin kyut fau jing
堅牢	gin lou
堅硬	gin ngaang
堅稱	gin cing
堅緻	gin zi
堅苦卓絕	gin fu coek zyut
堅貞	gin zing
堅貞不屈	gin zing bat wat
堅貞不渝	gin zing bat jyu
堅過石堅	gin gwo sek gin
堅道	gin dou
堅韌	gin ngan
堅韌不拔	gin ngan bat bat
堆填	deoi tin
堆填區	deoi tin keoi
堆壘	deoi leoi
堆壘數論	deoi leoi sou leon
堆放	deoi fong
堆案盈几	deoi on jing gei
堆棧	deoi zaan
堆滿	deoi mun
堆疊	deoi dip
堆砌	deoi cai
堆積	deoi zik
堆積如山	deoi zik jyu saan
堆積木	deoi zik muk
堆肥	deoi fei
堆芯	deoi sam
堆金積玉	deoi gam zik juk
堆高機	deoi gou gei
堆高車	deoi gou ce
堆龍德慶	deoi lung dak hing
堆龍德慶縣	deoi lung dak hing jyun
堇色	gan sik
堇菜	gan coi
堡壘	bou leoi
堡寨	bou zaai
堡礁	bou ziu
堤壩	tai baa
堤岸	tai ngon
堤拉米蘇	tai laai mai sou
堤防	tai fong
堤頂大路	tai ding daai lou
堪培拉	ham pui laai
堪察加	ham caat gaa
堪察加半島	ham caat gaa bun dou
堪察加柳鶯	ham caat gaa lau ang
堪憂	ham jau
堪稱	ham cing
堪薩斯	ham saat si
堪薩斯州	ham saat si zau
堪虞	ham jyu
堪輿	ham jyu
堯舜	jiu seon
堯都	jiu dou
堯都區	jiu dou keoi
堰塞湖	jin sak wu
堰蜓座	jin ting zo
報上	bou soeng
報串	bou cyun
報亭	bou ting
報人	bou jan
報仇	bou sau
報仇雪恥	bou sau syut ci
報仇雪恨	bou sau syut han
報以	bou ji
報佳音	bou gaai jam
報信	bou seon
報價	bou gaa
報價單	bou gaa daan
報償	bou soeng
報分	bou fan
報刊	bou hon
報刊攤	bou hon taan
報到	bou dou
報功	bou gung
報務員	bou mou jyun
報名	bou meng
報名表	bou meng biu
報名費	bou meng fai
報告	bou gou
報告員	bou gou jyun
報告文學	bou gou man hok
報告書	bou gou syu
報告會	bou gou wui
報喜	bou hei
報喜不報憂	bou hei bat bou jau
報喪	bou song
報單	bou daan
報國	bou gwok
報大數	bou daai sou
報失	bou sat
報子	bou zi
報官	bou gun
報審	bou sam
報寸	bou cyun
報導	bou dou
報帖	bou tip
報帳	bou zoeng
報幕	bou mok
報廢	bou fai
報復	bou fuk
報德	bou dak
報怨	bou jyun
報恩	bou jan
報憂	bou jau
報應	bou jing
報應不爽	bou jing bat song
報戶口	bou wu hau
報批	bou pai
報捷	bou zit
報摘	bou zaak
報攤	bou taan
報收	bou sau
報效	bou haau
報數	bou sou
報料	bou liu
報春花	bou ceon faa
報時	bou si
報曉	bou hiu
報本反始	bou bun faan ci
報案	bou on
報條	bou tiu
報檢	bou gim
報界	bou gaai
報盤	bou pun
報社	bou se
報禁	bou gam
報稅	bou seoi
報稅單	bou seoi daan
報稅表	bou seoi biu
報窩	bou wo
報章	bou zoeng
報童	bou tung
報端	bou dyun
報答	bou daap
報系	bou hai
報紙	bou zi
報紙佬	bou zi lou
報紙報導	bou zi bou dou
報紙檔	bou zi dong
報考	bou haau
報表	bou biu
報話機	bou waa gei
報請	bou cing
報謙	bou him
報警	bou ging
報警器	bou ging hei
報讀	bou duk
報販	bou faan
報賬	bou zoeng
報載	bou zoi
報道	bou dou
報道攝影師	bou dou sip jing si
報酬	bou cau
報銷	bou siu
報錄	bou luk
報錄人	bou luk jan
報關	bou gwaan
報頭	bou tau
報館	bou gun
場兒	coeng ji
場區應急	coeng keoi jing gap
場合	coeng hap
場地	coeng dei
場地自行車	coeng dei zi hang ce
場外應急	coeng ngoi jing gap
場子	coeng zi
場所	coeng so
場景	coeng ging
場次	coeng ci
場記板	coeng gei baan
場論	coeng leon
場院	coeng jyun
場面	coeng min
場館	coeng gun
堵住	dou zyu
堵塞	dou sak
堵塞費	dou sak fai
堵床上	dou cong soeng
堵截	dou zit
堵擊	dou gik
堵死	dou sei
堵車	dou ce
塊兒八毛	faai ji baat mou
塊嘢	faai je
塊壘	faai leoi
塊根	faai gan
塊煤	faai mui
塊狀	faai zong
塊莖	faai ging
塊菌	faai kwan
塊規	faai kwai
塊頭	faai tau
塊體	faai tai
塌下	taap haa
塌地	taap dei
塌實	taap sat
塌方	taap fong
塌架	taap gaa
塌棵菜	taap fo coi
塌臺	taap toi
塌陷	taap haam
塑像	sou zoeng
塑化劑	sou faa zai
塑封	sou fung
塑性	sou sing
塑料	sou liu
塑料袋	sou liu doi
塑膜	sou mok
塑膠	sou gaau
塑膠爆炸	sou gaau baau zaa
塑膠袋	sou gaau doi
塑膠跑道	sou gaau paau dou
塑膠車	sou gaau ce
塑身	sou san
塑造	sou zou
塑造成	sou zou sing
塑鋼	sou gong
塔什干	taap sap gon
塔什庫爾干塔吉克自治縣	taap sap fu ji gon taap gat hak zi zi jyun
塔什庫爾干自治縣	taap sap fu ji gon zi zi jyun
塔什庫爾干鄉	taap sap fu ji gon hoeng
塔克拉瑪干沙漠	taap hak laai maa gon saa mok
塔克拉馬干	taap hak laai maa gon
塔公	taap gung
塔公寺	taap gung zi
塔列朗	taap lit long
塔利班	taap lei baan
塔剎	taap saat
塔加路族語	taap gaa lou zuk jyu
塔台	taap toi
塔吉克	taap gat hak
塔吉克人	taap gat hak jan
塔吉克斯坦	taap gat hak si taan
塔吉克族	taap gat hak zuk
塔吊	taap diu
塔城	taap sing
塔城地區	taap sing dei keoi
塔城市	taap sing si
塔塔兒	taap taap ji
塔塔兒人	taap taap ji jan
塔塔爾	taap taap ji
塔塔爾族	taap taap ji zuk
塔塔粉	taap taap fan
塔夫綢	taap fu cau
塔尖	taap zim
塔尾樹鵲	taap mei syu zoek
塔崩	taap bang
塔希提	taap hei tai
塔扎	taap zaat
塔拉哈西	taap laai haa sai
塔拉瓦	taap laai ngaa
塔斯曼尼亞	taap si maan nei aa
塔斯曼尼亞島	taap si maan nei aa dou
塔斯社	taap si se
塔斯科拉	taap si fo laai
塔斯馬尼亞	taap si maa nei aa
塔木德經	taap muk dak ging
塔林	taap lam
塔樓	taap lau
塔河	taap ho
塔河縣	taap ho jyun
塔爾寺	taap ji zi
塔瑪爾	taap maa ji
塔瓦斯科	taap ngaa si fo
塔羅	taap lo
塔羅卡	taap lo kaat
塔羅牌	taap lo paai
塔迪奇	taap dik kei
塔那那利佛	taap naa naa lei fat
塔里木	taap lei muk
塔里木河	taap lei muk ho
塔里木盆地	taap lei muk pun dei
塔門	taap mun
塕埲	jung pung
塗乙	tou jyut
塗家	tou gaa
塗寫	tou se
塗層	tou cang
塗徑	tou ging
塗抹	tou mut
塗抹醬	tou mut zoeng
塗改	tou goi
塗改帶	tou goi daai
塗改液	tou goi jik
塗敷	tou fu
塗料	tou liu
塗污	tou wu
塗油	tou jau
塗油於	tou jau jyu
塗漿檯	tou zoeng toi
塗潭	tou taam
塗炭	tou taan
塗片	tou pin
塗脂抹粉	tou zi mut fan
塗蓋	tou koi
塗裝	tou zong
塗飾	tou sik
塗飾劑	tou sik zai
塗鴉	tou aa
塗鴨	tou ngaap
塘基	tong gei
塘堰	tong jin
塘尾	tong mei
塘底泥	tong dai nai
塘底特	tong dai dak
塘水滾塘魚	tong seoi gwan tong jyu
塘沽	tong gu
塘沽區	tong gu keoi
塘蒿	tong hou
塘虱	tong sat
塘蝨	tong sat
塘蝨魚	tong sat jyu
塘邊鶴	tong bin hok
塘魚	tong jyu
塘鵝	tong ngo
塘𧋦	tong mei
塚中枯骨	cung zung fu gwat
塞內加爾	coi noi gaa ji
塞勒姆	sak lak mou
塞古盟憎	sak gu mang zang
塞哥維亞	coi go wai aa
塞外	coi ngoi
塞子	sak zi
塞尺	coi cek
塞巴斯蒂安	coi baa si dai on
塞席爾	sak zik ji
塞拉利昂	coi laai lei ngong
塞拉耶佛	sak laai je fat
塞族	coi zuk
塞浦路斯	coi pou lou si
塞淵	coi jyun
塞滿	sak mun
塞爾南	coi ji naam
塞爾特	coi ji dak
塞爾特語	coi ji dak jyu
塞爾維亞	coi ji wai aa
塞爾維亞克羅地亞語	coi ji wai aa hak lo dei aa jyu
塞爾維亞和黑山	coi ji wai aa wo hak saan
塞爾維亞民主黨	coi ji wai aa man zyu dong
塞爾維亞語	coi ji wai aa jyu
塞牙	sak ngaa
塞瓦斯托波爾	coi ngaa si tok bo ji
塞竇窿	sak dau lung
塞納河	coi naap ho
塞給	sak kap
塞維利亞	coi wai lei aa
塞繆爾	coi mau ji
塞翁失馬	coi jung sat maa
塞翁失馬安知非福	coi jung sat maa on zi fei fuk
塞翁失馬焉知非福	coi jung sat maa jin zi fei fuk
塞耳	sak ji
塞舌爾	coi sit ji
塞舌爾群島	coi sit ji kwan dou
塞萬提斯	sak maan tai si
塞語	coi jyu
塞豆窿	sak dau lung
塞責	coi zaak
塞車	sak ce
塞韋里諾	coi wai lei nok
塞音	sak jam
塢站	wu zaam
填充	tin cung
填充劑	tin cung zai
填命	tin meng
填地	tin dei
填堵	tin dou
填塞	tin sak
填塞物	tin sak mat
填密	tin mat
填寫	tin se
填平	tin ping
填房	tin fong
填料	tin liu
填海	tin hoi
填滿	tin mun
填空	tin hung
填表	tin biu
填補	tin bou
填詞	tin ci
填飽	tin baau
填鴨	tin aap
填鴨式	tin aap sik
填鴨式教育	tin aap sik gaau juk
塬地	jyun dei
塵世	can sai
塵俗	can zuk
塵囂	can hiu
塵土	can tou
塵土飛揚	can tou fei joeng
塵垢	can gau
塵埃	can oi
塵埃落定	can oi lok ding
塵封	can fung
塵暴	can bou
塵氣	can hei
塵灰	can fui
塵蟎	can mun
塵雲	can wan
塵霧	can mou
塹壕	cim hou
境內	ging noi
境內外	ging noi ngoi
境地	ging dei
境域	ging wik
境外	ging ngoi
境況	ging fong
境界	ging gaai
境遇	ging jyu
墉垣	jung wun
墊上	din soeng
墊付	din fu
墊圈	zin gyun
墊子	zin zi
墊平	zin ping
墊底	zin dai
墊底兒	din dai ji
墊支	din zi
墊料	zin liu
墊檔	zin dong
墊款	din fun
墊江	dip gong
墊江縣	dip gong jyun
墊片	zin pin
墊肩	zin gin
墊背	zin bui
墊腳	zin goek
墊腳石	din goek sek
墊被	zin pei
墊補	din bou
墊褥	zin juk
墊高	zin gou
墒土	soeng tou
墒情	soeng cing
墓主	mou zyu
墓園	mou jyun
墓地	mou dei
墓坑	mou haang
墓坑夯土層	mou haang haang tou cang
墓場	mou coeng
墓塔	mou taap
墓石	mou sek
墓碑	mou bei
墓穴	mou jyut
墓葬	mou zong
墓葬區	mou zong keoi
墓葬群	mou zong kwan
墓誌	mou zi
墓誌銘	mou zi ming
墓道	mou dou
墜入	zeoi jap
墜地	zeoi dei
墜子	zeoi zi
墜樓	zeoi lau
墜機	zeoi gei
墜毀	zeoi wai
墜海	zeoi hoi
墜火	zeoi fo
墜琴	zeoi kam
墜胡	zeoi wu
墜落	zeoi lok
墜馬	zeoi maa
增三和弦	zang saam wo jin
增值	zang zik
增值稅	zang zik seoi
增光	zang gwong
增兵	zang bing
增刊	zang hon
增刪	zang saan
增加	zang gaa
增加值	zang gaa zik
增城	zang sing
增城市	zang sing si
增塑劑	zang sou zai
增壓	zang aat
增多	zang do
增大	zang daai
增幅	zang fuk
增年	zang nin
增廣	zang gwong
增強	zang koeng
增援	zang wun
增殖	zang zik
增殖反應堆	zang zik faan jing deoi
增添	zang tim
增減	zang gaam
增溫層	zang wan cang
增生	zang sang
增產	zang caan
增白劑	zang baak zai
增益	zang jik
增稠	zang cau
增稠劑	zang cau zai
增至	zang zi
增色	zang sik
增補	zang bou
增訂	zang ding
增訂本	zang ding bun
增設	zang cit
增資	zang zi
增速	zang cuk
增進	zang zeon
增量	zang loeng
增量參數	zang loeng caam sou
增長	zang zoeng
增長天	zang zoeng tin
增長率	zang zoeng leot
增長速度	zang zoeng cuk dou
增防	zang fong
增高	zang gou
墟冚	heoi ham
墟場	heoi coeng
墟墟冚冚	heoi heoi ham ham
墟巴嘈閉	heoi baa cou bai
墟日	heoi jat
墟里	heoi lei
墨七	mak cat
墨丘利	mak jau lei
墨刑	mak jing
墨匣	mak haap
墨子	mak zi
墨守成規	mak sau sing kwai
墨客	mak haak
墨家	mak gaa
墨巴本	mak baa bun
墨斗	mak dau
墨條	mak tiu
墨水	mak seoi
墨水兒	mak seoi ji
墨水瓶架	mak seoi ping gaa
墨水筆	mak seoi bat
墨汁	mak zap
墨江哈尼族自治縣	mak gong haa nei zuk zi zi jyun
墨江縣	mak gong jyun
墨漬	mak zi
墨灣	mak waan
墨爾本	mak ji bun
墨爾砵	mak ji but
墨爾缽	mak ji but
墨玉	mak juk
墨玉縣	mak juk jyun
墨盒	mak hap
墨硯	mak jin
墨竹工卡	mak zuk gung kaa
墨竹工卡縣	mak zuk gung kaa jyun
墨筆	mak bat
墨紙	mak zi
墨索里尼	mak sok lei nei
墨累	mak leoi
墨累達令流域	mak leoi daat ling lau wik
墨綠	mak luk
墨綠色	mak luk sik
墨線	mak sin
墨翟	mak dik
墨者	mak ze
墨脫	mak tyut
墨脫縣	mak tyut jyun
墨西哥	mak sai go
墨西哥人	mak sai go jan
墨西哥包	mak sai go baau
墨西哥城	mak sai go sing
墨西哥灣	mak sai go waan
墨西哥薄餅	mak sai go bok beng
墨西哥辣椒	mak sai go laat ziu
墨西拿	mak sai naa
墨西拿海峽	mak sai naa hoi haap
墨角蘭	mak gok laan
墨超	mak ciu
墨跡	mak zik
墨鏡	mak geng
墨魚	mak jyu
墨魚丸	mak jyu jyun
墨魚站	mak jyu zaam
墨魚頭	mak jyu tau
墨黑	mak hak
墩布	dan bou
墮入	do jap
墮樓	do lau
墮胎	do toi
墮落	do lok
墮落雞	do lok gai
墮角	do goek
墮雲霧中	do wan mou zung
墳丘	fan jau
墳地	fan dei
墳場	fan coeng
墳塋	fan jing
墳墓	fan mou
墳山	fan saan
墳穴	fan jyut
墾丁	han ding
墾丁國家公園	han ding gwok gaa gung jyun
墾丁市	han ding si
墾利	han lei
墾利縣	han lei jyun
墾殖	han zik
墾荒	han fong
壁助	bik zo
壁報	bik bou
壁塞	bik sak
壁壘	bik leoi
壁壘一新	bik leoi jat san
壁壘森嚴	bik leoi sam jim
壁廂	bik soeng
壁掛	bik gwaa
壁效應	bik haau jing
壁架	bik gaa
壁櫃	bik gwai
壁櫥	bik cyu
壁毯	bik taan
壁燈	bik dang
壁爐	bik lou
壁球	bik kau
壁畫	bik waa
壁癌	bik ngaam
壁立	bik laap
壁紙	bik zi
壁虎	bik fu
壁虱	bik sat
壁蝨	bik sat
壁龕	bik ham
壅蔽	jung bai
壑溝	kok kau
壑谷	kok guk
壓不碎	aat bat seoi
壓伏	aat fuk
壓低	aat dai
壓住	aat zyu
壓倒	aat dou
壓倒性	aat dou sing
壓價	aat gaa
壓克力	aat hak lik
壓制	aat zai
壓力	aat lik
壓力容器	aat lik jung hei
壓力強度	aat lik koeng dou
壓力表	aat lik biu
壓力計	aat lik gai
壓力鍋	aat lik wo
壓垮	aat kwaa
壓埋	aat maai
壓壓腳	aat aat goek
壓壓腳兒	aat aat goek ji
壓壞	aat waai
壓寶	aat bou
壓延機	aat jin gei
壓強	aat koeng
壓扁	aat bin
壓抑	aat jik
壓擠	aat zai
壓服	aat fuk
壓板	aat baan
壓根	aat gan
壓根兒	aat gan ji
壓榨	aat zaa
壓歲錢	aat seoi cin
壓氣	aat hei
壓碎	aat seoi
壓緊	aat gan
壓線	aat sin
壓線鉗	aat sin kim
壓縮	aat suk
壓縮器	aat suk hei
