一個	yrt go
十有八九	srp yru bat gru
少壯	siu zoj
暢飲	c;j yrm
電話網	din wa moj
初選	co svn
私生活	si srj wud
闖禍	coj wo
決口	kvt hru
寬宏	fun wrj
代筆	doi brd
駝色	to sik
且慢	ce man
四濺	sei zin
解禁	gai grm
舞伴	mou bun
追根	z;i grn
佳木斯	gai muk si
母系	mou hri
大猩猩	dai sij sij
大搖大擺	dai yiu dai bai
不苟	brt gru
一溜煙	yrt lru yin
法度	fat dou
影劇	yij kek
驚擾	gij yiu
揚聲器	y;j sij hei
相對誤差	s;j d;i j ca
西點	sri dim
對唱	d;i c;j
頭飾	tru sik
停課	tij fo
功過	guj xo
一鼓作氣	yrt gu zok hei
夾擊	gap gik
力主	lik zv
火堆	fo d;i
農忙	nuj moj
含羞	hrm sru
雷劈	l;i pek
困窘	qrn qrn
熔爐	yuj lou
迎娶	yij c;i
街燈	gai drj
自流	zi lru
半信半疑	bun s;n bun yi
真身	zrn srn
毒舌	duk sid
法新社	fat srn se
蛇毒	se duk
羅拉	lo lai
駐馬店	zv ma dim
遺精	wri zij
國聯	xok lvn
心驚肉跳	srm gij yuk tiu
希臘神話	hei lap srn wa
金庫	grm fu
札記	zat gei
稿紙	gou zi
磁卡	ci kad
十二分	srp yi frn
求見	kru gin
赤身	cek srn
無涯	mou jai
輕舉妄動	hij g;i moj duj
同義詞	tuj yi ci
米老鼠	mri lou sv
家常菜	ga s;j coi
貨船	fo svn
言簡意賅	yin gan yi goi
乳牙	yv ja
來潮	loi ciu
水城	s;i sij
完美無缺	yvn mei mou kvd
眾目睽睽	zuj muk qri qri
副手	fu sru
活蹦亂跳	wut brj lvn tiu
漲潮	z;j ciu
精進	zij z;n
安順	on s;n
解壓	gai ad
前無古人	cin mou gu yrn
纜車	lam ce
詩壇	si tan
萬世	man sri
暴風雪	bou fuj svd
車把	ce ba
定性分析	dij sij frn sik
鐵打	tit da
得寸進尺	drk cvn z;n cek
鼻祖	bei zou
癱軟	tan yvn
傳喚	cvn wun
作詞	zok ci
睡眠	s;i min
敢當	grm doj
眉開眼笑	mei hoi jan siu
撕掉	si diu
狀語	zoj yv
緣何	yvn ho
謠傳	yiu cvn
工頭	guj tru
豐功偉績	fuj guj wri zik
輕重緩急	hij cuj wun grp
標點符號	biu dim fu hou
拿捏	na nip
苦口婆心	fu hru po srm
咸寧	ham nij
風風火火	fuj fuj fo fo
處女作	cv n;i zok
賺得	zan drk
牛雜	jru zap
搖錢樹	yiu cin sv
北魏	brk jri
自殘	zi can
信以為真	s;n yi wri zrn
薄紗	bok sa
巡撫	c;n fu
壞賬	wai z;j
治軍	zi xrn
米奇	mri kei
冠冕堂皇	gun min toj woj
複線	fuk sin
交相輝映	gau s;j fri yij
益發	yik fad
同姓	tuj sij
生氣勃勃	srj hei but bud
自生自滅	zi srj zi mid
衝鋒槍	cuj fuj c;j
奶爸	nai ba
偶而	jru yi
高壓電	gou at din
沐浴露	muk yuk lou
吧唧	ba zik
架橋	ga kiu
代課	doi fo
勤勤懇懇	krn krn hrn hrn
陽曆	y;j lik
聖徒	sij tou
鄰邦	l;n boj
助興	zo hij
兩不誤	l;j brt j
一覽表	yrt lam biu
平手	pij sru
醉心	z;i srm
縮成	suk sij
落座	lok zo
光影	xoj yij
宗師	zuj si
宇航局	yv hoj guk
殷紅	yin huj
第一次世界大戰	dri yrt ci sri gai dai zin
長途跋涉	c;j tou brt sip
癖好	pik hou
險峻	him z;n
違抗	wri koj
歧途	kei tou
早生貴子	zou saj xri zi
打成一片	da sij yrt pin
拔河	brt ho
擔綱	dam goj
黃羊	woj y;j
蒼白無力	coj bak mou lik
難行	nan hrj
大考	dai hau
瀟瀟	siu siu
盡力而為	z;n lik yi wri
鏡像	gej z;j
棉紡	min foj
千里馬	cin lei ma
問津	mrn z;n
詞曲	ci kuk
嚴嚴實實	yim yim srt srd
船體	svn tri
武威	mou wri
一塵不染	yrt crn brt yim
車次	ce ci
扳手	pan sru
棍棒	xrn paj
復生	fuk srj
進取心	z;n c;i srm
林志玲	lrm zi lij
分毫	frn hou
華燈	wa drj
這麼樣	ze mo y;j
臣服	srn fuk
原由	yvn yru
蛀蟲	zv cuj
寶山區	bou san k;i
搖手	yiu sru
重地	zuj dei
女媧	n;i wo
引述	yrn s;d
縱隊	zuj d;i
載歌載舞	zoi go zoi mou
尺碼	cek ma
女色	n;i sik
仿造	foj zou
公證處	guj zij cv
死路一條	sei lou yrt tiu
波峰	bo fuj
毛里求斯	mou lei kru si
鼠標墊	sv biu zin
亞美尼亞	a mei nei a
演奏家	yin zru ga
標底	biu dri
生龍活虎	srj luj wut fu
仙居	sin g;i
翻拍	fan pak
食物鏈	sik mrt lin
通化	tuj fa
建業	gin yip
出家人	c;t ga yrn
專攻	zvn guj
制導	zri dou
枉然	woj yin
徇私舞弊	s;n si mou bri
永磁	wij ci
鞋跟	hai grn
理性認識	lei sij yij sik
點睛	dim zij
安利	on lei
腮腺炎	soi sin yim
戰局	zin guk
福祉	fuk zi
兵部	bij bou
臘梅	lap mui
遠見卓識	yvn gin c;k sik
索然	sok yin
青苔	cej toi
踢開	tek hoi
輪值	l;n zik
急診室	grp crn srd
剖腹產	fru fuk can
譯名	yik mej
論處	l;n cv
培土	pui tou
球拍	kru pak
不舉	brt g;i
殊死	sv sei
尖酸	zim svn
剛體	goj tri
家庭教師	ga tij gau si
欠揍	him zru
枉費	woj fri
辭書	ci sv
眾志成城	zuj zi sij sij
世情	sri cij
洗滌劑	sri dik zri
漏電	lru din
哼唧	hrj zik
癲狂	din qoj
張牙舞爪	z;j ja mou zau
結餘	git yv
啟東	kri duj
蓓蕾	pui l;i
夫婿	fu sri
加元	ga yvn
安民	on mrn
前茅	cin mau
詳解	c;j gai
苯胺	bun on
畫眉	wa mei
堂弟	toj dri
硝化	siu fa
肌理	gei lei
袁紹	yvn siu
逃之夭夭	tou zi yiu yiu
名不見經傳	mij brt gin gij cvn
凹凸不平	nrp drt brt pij
神志不清	srn zi brt cij
牢籠	lou luj
瘋瘋癲癲	fuj fuj din din
刀柄	dou bej
耶和華	ye wo wa
叉子	ca zi
壓碎	at s;i
浴場	yuk c;j
類書	l;i sv
失魂落魄	srt wrn lok pak
抽打	cru da
氫氧化鈉	hij y;j fa nap
告發	gou fad
站穩腳跟	zam wrn g;k grn
幼教	yru gau
店小二	dim siu yi
不備	brt bei
郵政局	yru zij guk
就座	zru zo
牙根	ja grn
臘腸	lap c;j
地地道道	dei dei dou dou
星子	sij zi
扎堆	zat d;i
生藥	saj y;k
偽君子	jri xrn zi
摩挲	mo so
唐突	toj drd
腳氣	g;k hei
坑害	haj hoi
還鄉	wan h;j
監聽	gam tij
連鎖反應	lin so fan yij
數以千計	sou yi cin gri
家信	ga s;n
客官	hak gun
失而復得	srt yi fuk drk
終老	zuj lou
豺狼	cai loj
且說	ce svd
協力	hip lik
加侖	ga l;n
氣勢磅礴	hei sri boj bok
傳令	cvn lij
語素	yv sou
碩果累累	sek xo l;i l;i
愛子	oi zi
發祥地	fat c;j dei
複印機	fuk yrn gei
巴拉圭	ba lai xri
胸針	huj zrm
收心	sru srm
紅粉	huj frn
進退兩難	z;n t;i l;j nan
違約金	wri y;k grm
詭譎	xri kvd
東帝汶	duj dri mrn
左右為難	zo yru wri nan
嘟噥	dou nuj
打坐	da zo
痛心疾首	tuj srm zrt sru
做鬼	zou xri
死生	sei srj
眼窩	jan wo
波導	bo dou
明末	mij mud
炒蛋	cau dan
禮拜天	lri bai tin
樂子	lok zi
歌劇院	go kek yvn
板牙	ban ja
婉拒	yvn k;i
弗洛伊德	frt lok yi drk
誦讀	zuj duk
承前啟後	sij cin kri hru
熊市	huj si
月度	yvt dou
湯包	toj bau
溫文爾雅	wrn mrn yi ja
日頭	yrt tru
朱雀	zv z;k
矮胖	ri bun
自作聰明	zi zok cuj mij
紅地毯	huj dei tan
月子	yvt zi
當街	doj gai
兄臺	hij toi
銘文	mij mrn
反芻	fan co
匣子	hap zi
蟈蟈	xok xok
回購	wui gru
見笑	gin siu
拜佛	bai frd
掃把	sou ba
查房	ca foj
入座	yrp zo
其樂融融	kei lok yuj yuj
奮發圖強	frn fat tou k;j
歸去	xri h;i
路虎	lou fu
田雞	tin gri
糖原	toj yvn
爬牆	pa c;j
拖後腿	to hru t;i
總教練	zuj gau lin
不相容	brt s;j yuj
舉人	g;i yrn
轉爐	zvn lou
慰勞	wri lou
心慌意亂	srm foj yi lvn
援手	wun sru
攪和	gau wo
特刊	drk hon
勸慰	hvn wri
須要	s;i yiu
膽結石	dam git sek
無度	mou dou
眼福	jan fuk
渥太華	rk tai wa
撞傷	zoj s;j
批文	pri mrn
停職	tij zik
放任自流	foj yrm zi lru
出神入化	c;t srn yrp fa
零用錢	lij yuj cin
河豚	ho tvn
蝌蚪	fo dru
吐魯番	tou lou fan
心事重重	srm si cuj cuj
精工	zij guj
撬開	giu hoi
自得其樂	zi drk kei lok
門廊	mun loj
純利	s;n lei
耳膜	yi mok
瞭望	liu moj
有型	yru yij
雲母	wrn mou
吉安	grt on
炭疽	tan z;i
打鐵	da tid
瘸子	ke zi
哀號	oi hou
言下之意	yin ha zi yi
泳裝	wij zoj
哪門子	na mun zi
危在旦夕	jri zoi dan zik
生子	saj zi
蘭亭	lan tij
立春	lap c;n
領獎臺	lij z;j toi
斯洛文尼亞	si lok mrn nei a
降落傘	goj lok san
老大娘	lou dai n;j
過獎	xo z;j
渾圓	wrn yvn
思科	si fo
寒戰	hon zin
定數	dij sou
打鼓	da gu
籮筐	lo hoj
領結	lej gid
主因	zv yrn
府邸	fu dri
獲釋	wok sik
天資	tin zi
現身說法	yin srn svt fad
川貝	cvn bui
攪亂	gau lvn
相國	s;j xok
天衣無縫	tin yi mou fuj
品類	brn l;i
可卡因	ho ka yrn
樂事	lok si
自變量	zi bin l;j
交辦	gau ban
諂媚	cim mei
接連不斷	zip lin brt dvn
白果	bak xo
板車	ban ce
療養院	liu y;j yvn
露點	lou dim
青絲	cej si
平仄	pij zrk
軟管	yvn gun
憤憤不平	frn frn brt pij
害處	hoi cv
逆反心理	yik fan srm lei
保健操	bou gin cou
瑪莉	ma lei
平遙	pij yiu
師範學校	si fan hok hau
屈從	wrt cuj
火眼	fo jan
站不住腳	zam brt zv g;k
獸性	sru sij
成吉思汗	sij grt si hon
大喊大叫	dai ham dai giu
正則	zij zrk
睡袍	s;i pou
晚禮服	man lri fuk
恨不能	hrn brt nrj
線材	sin coi
細語	sri yv
高院	gou yvn
阻擊	zo gik
陪審員	pui srm yvn
巴山	ba san
月臺	yvt toi
開平	hoi pij
逗樂	dru lok
裂變	lit bin
浪人	loj yrn
定式	dij sik
容光煥發	yuj xoj wun fad
企及	kei krp
保本	bou bun
州立	zru lap
干支	gon zi
理當	lei doj
灌籃	gun lam
連珠	lin zv
推演	t;i yin
味蕾	mei l;i
心驚膽戰	srm gij dam zin
狂想	qoj s;j
搏殺	bok sad
假名	ga mej
大限	dai han
五光十色	j xoj srp sik
一枝獨秀	yrt zi duk sru
自燃	zi yin
丫環	a wan
美利堅	mei lei gin
上家	s;j ga
山崗	san goj
銷售點	siu sru dim
丘吉爾	yru grt yi
得克薩斯	drk hrk sat si
旗杆	kei gon
蘇共	sou guj
面熟	min suk
野狗	ye gru
屁話	pei wa
鐵軍	tit xrn
白沫	bak mud
試辦	si ban
臺地	toi dei
厄爾尼諾	ak yi nei nok
網路	moj lou
禮花	lri fa
白飯	bak fan
拾遺	srp wri
瓢蟲	piu cuj
航標	hoj biu
荊門	gij mun
孟買	maj mai
此道	ci dou
骨粉	xrt frn
心路歷程	srm lou lik cij
彈射	dan se
汗毛	hon mou
居里	g;i lei
魚龍	yv luj
梟雄	hiu huj
蒞臨	lei lrm
陰間	yrm gan
雞毛蒜皮	gri mou svn pei
再則	zoi zrk
惡鬼	ok xri
洗劫	sri gip
書面語	sv min yv
凝滯	yij zri
合流	hrp lru
忘恩負義	moj yrn fu yi
刻錄	hrk luk
一斑	yrt ban
下蛋	ha dan
盧比	lou bei
溝槽	kru cou
盡收眼底	z;n sru jan dri
福星	fuk sij
援藏	wun zoj
分內	frn noi
套子	tou zi
逼視	bik si
平局	pij guk
瞑目	mij muk
塗改	tou goi
迷亂	mri lvn
看相	hon s;j
失策	srt cak
自誇	zi qa
怒火中燒	nou fo zuj siu
大坑	dai haj
無政府主義	mou zij fu zv yi
玩火	wan fo
跳蚤	tiu zou
白熾	bak ci
機關槍	gei xan c;j
積存	zik cvn
追隨者	z;i c;i ze
弗吉尼亞	frt grt nei a
放射線	foj se sin
攻陷	guj ham
奇聞	kei mrn
里斯本	lei si bun
轉軸	zvn zuk
默許	mrk h;i
短程	dvn cij
門牙	mun ja
分期付款	frn kei fu fun
武當山	mou doj san
清朗	cij loj
火星人	fo sij yrn
精疲力盡	zij pei lik z;n
金碧輝煌	grm bik fri woj
鵝卵石	jo l;n sek
普羅旺斯	pou lo woj si
好球	hou kru
麵筋	min grn
毒瘤	duk lru
省吃儉用	saj hek gim yuj
賢人	yin yrn
神思	srn si
外逃	joi tou
妙齡	miu lij
甚而	srm yi
蒼南	coj nam
除名	c;i mij
肺臟	fri zoj
野味	ye mei
宅院	zak yvn
安徒生	on tou srj
雜費	zap fri
絆腳石	bun g;k sek
肢解	zi gai
考量	hau l;j
表面張力	biu min z;j lik
蟾蜍	sim c;i
賀年	ho nin
燎原	liu yvn
寓於	yv yv
松露	cuj lou
禿子	tuk zi
雙關	s;j xan
水車	s;i ce
昌盛	c;j sij
粗話	cou wa
入會	yrp wui
倉鼠	coj sv
偵察員	zij cat yvn
太公	tai guj
事不關己	si brt xan gei
星月	sij yvd
叨叨	tou tou
擯棄	brn hei
手筆	sru brd
但丁	dan dij
對角線	d;i gok sin
縣級市	yvn krp si
擊掌	gik z;j
賞花	s;j fa
演算	yin svn
渾然一體	wrn yin yrt tri
外語系	joi yv hri
搭救	dap gru
偏振	pin zrn
薄霧	bok mou
迂腐	yv fu
打樁	da zoj
門道	mun dou
戶口本	wu hru bun
砍斷	hrm dvn
騰達	trj dad
過數	xo sou
開鎖	hoi so
五嶽	j jok
少之又少	siu zi yru siu
衡水	hrj s;i
尊老	zvn lou
假釋	ga sik
黃斑	woj ban
雙流	s;j lru
梁祝	l;j zuk
緊逼	grn bik
角球	gok kru
投案自首	tru on zi sru
柳眉	lru mei
機組人員	gei zou yrn yvn
閨房	xri foj
餘力	yv lik
茅臺酒	mau toi zru
刑期	yij kei
潦倒	liu dou
敗露	bai lou
摸黑	mo hrk
長途汽車	c;j tou hei ce
縱座標	zuj zo biu
說好	svt hou
膠州	gau zru
浮想	fru s;j
野雞	ye gri
視窗	si c;j
熱狗	yit gru
稀奇古怪	hei kei gu xai
門當戶對	mun doj wu d;i
侍奉	si fuj
承繼	sij gri
月季	yvt xri
腳手架	g;k sru ga
汪精衛	woj zij wri
活埋	wut mai
星羅棋佈	sij lo kei bou
神采飛揚	srn coi fei y;j
社工	se guj
李小龍	lei siu luj
羊膜	y;j mok
冰點	bij dim
批轉	pri zvn
如上所述	yv s;j so s;d
茶鹼	ca gan
盛怒	sij nou
霞光	ha xoj
毒殺	duk sad
釣魚島	diu yv dou
掛圖	xa tou
熱天	yit tin
硬撐	jaj caj
漸次	zim ci
毛衫	mou sam
門第	mun dri
岔路	ca lou
傾慕	kij mou
主考	zv hau
耐看	noi hon
清唱	cij c;j
洗胃	sri wri
飛機票	fei gei piu
祝壽	zuk sru
反過來說	fan xo loi svd
掉轉	diu zvn
交通線	gau tuj sin
率直	s;t zik
腮幫	soi boj
漆皮	crt pei
炮灰	pau fui
空格	huj gak
住校	zv hau
阿莫西林	a mok sri lrm
能屈能伸	nrj wrt nrj srn
無措	mou cou
瓦礫	ja lik
時態	si tai
情緣	cij yvn
精練	zij lin
竊賊	sit cak
負離子	fu lei zi
後怕	hru pa
新港	srn goj
妙手	miu sru
偉岸	wri jon
佛光	frt xoj
幽谷	yru guk
丈量	z;j l;j
殃及	y;j krp
輪作	l;n zok
魚鱗	yv l;n
犯傻	fan so
攀談	pan tam
每夜	mui ye
道白	dou bak
嬌美	giu mei
放熱	foj yid
天荒地老	tin foj dei lou
瑟縮	srt suk
水溶液	s;i yuj yik
留影	lru yij
楊瀾	y;j lan
血肉模糊	hvt yuk mou wu
新野	srn ye
取之不盡	c;i zi brt z;n
耶魯大學	ye lou dai hok
不著邊際	brt z;k bin zri
失竊	srt sid
柳宗元	lru zuj yvn
計策	gri cak
義勇	yi yuj
墮入	do yrp
小視	siu si
吟誦	yrm zuj
割據	got g;i
危言聳聽	jri yin suj tij
臭屁	cru pei
警惕性	gij tik sij
出醜	c;t cru
珠三角	zv sam gok
異乎尋常	yi fu crm s;j
銘刻	mij hrk
拆解	cak gai
鬥毆	dru ru
新貴	srn xri
引人注意	yrn yrn zv yi
大發雷霆	dai fat l;i tij
勝敗	sij bai
不知所云	brt zi so wrn
卡門	ka mun
小白臉	siu bak lim
己見	gei gin
護身符	wu srn fu
墊付	din fu
孳生	zi srj
承襲	sij zap
驗光	yim xoj
見外	gin joi
特指	drk zi
比翼	bei yik
時局	si guk
民選	mrn svn
撒野	sat ye
擁戴	yuj dai
執行主席	zrp hrj zv zik
非營利	fei yij lei
雷厲風行	l;i lri fuj hrj
堪培拉	hrm pui lai
不明不白	brt mij brt bak
海神	hoi srn
斷章取義	dvn z;j c;i yi
近前	grn cin
好景	hou gij
節哀	zit oi
耷拉	drp lai
奉送	fuj suj
電學	din hok
發人深省	fat yrn srm sij
肩並肩	gin bij gin
成心	sij srm
洪湖	huj wu
燈罩	drj zau
揚眉吐氣	y;j mei tou hei
搖身一變	yiu srn yrt bin
射殺	se sad
意中人	yi zuj yrn
高湯	gou toj
隱沒	yrn mud
砍死	hrm sei
一呼百應	yrt fu bak yij
油光	yru xoj
跪拜	xri bai
咬合	jau hrp
躺倒	toj dou
退票	t;i piu
雜貨店	zap fo dim
牙縫	ja fuj
五臺山	j toi san
激越	gik yvd
懷化	wai fa
窗框	c;j qaj
瓜葛	xa god
批駁	pri bok
選舉權	svn g;i kvn
獨木橋	duk muk kiu
著筆	z;k brd
傾家蕩產	kij ga doj can
墓穴	mou yvd
興亡	hij moj
噓噓	h;i h;i
宴會廳	yin wui tej
急用	grp yuj
廢人	fri yrn
破敗	po bai
不大不小	brt dai brt siu
不無道理	brt mou dou lei
乙方	yvt foj
竊笑	sit siu
指法	zi fad
木筏	muk frd
私有財產	si yru coi can
提親	tri crn
船廠	svn coj
伏案	fuk on
萊蕪	loi mou
無成	mou sij
拐彎抹角	xai wan mut gok
私藏	si coj
自薦	zi zin
借記	ze gei
謝罪	ze z;i
雲雨	wrn yv
帶刺	dai ci
鬼鬼祟祟	xri xri s;i s;i
歌喉	go hru
奧特曼	ou drk man
凍土	duj tou
涼氣	l;j hei
念舊	nim gru
茶色	ca sik
易拉罐	yi lai gun
架次	ga ci
擴音	koj yrm
身板	srn ban
秋遊	cru yru
萌動	mrj duj
共軛	guj ak
壓扁	at bin
面市	min si
小攤	siu tan
定單	dij dan
拔高	brt gou
林沖	lrm cuj
竹筒	zuk tuj
低聲下氣	dri sej ha hei
就勢	zru sri
羅格	lo gak
保溫杯	bou wrn bui
點將	dim z;j
紫羅蘭	zi lo lan
舉世聞名	g;i sri mrn mij
昂然	joj yin
華佗	wa to
盛譽	sij yv
賢達	yin dad
安於現狀	on yv yin zoj
樂譜	jok pou
打工仔	da guj zri
接客	zip hak
筆挺	brt tij
人云亦云	yrn wrn yik wrn
戰無不勝	zin mou brt sij
激憤	gik frn
丹鳳	dan fuj
燈紅酒綠	drj huj zru luk
家母	ga mou
站牌	zam pai
證詞	zij ci
土庫曼	tou fu man
呼之欲出	fu zi yuk c;d
快手	fai sru
杆子	gon zi
茶道	ca dou
石景山	sek gij san
夾道	gap dou
田埂	tin grj
異教	yi gau
慷慨激昂	hoj koi gik joj
屬相	suk s;j
狂潮	qoj ciu
等於零	drj yv lij
魔法師	mo fat si
醫務室	yi mou srd
出位	c;t wri
躍然	y;k yin
長工	c;j guj
惡俗	ok zuk
少男少女	siu nam siu n;i
小資產階級	siu zi can gai krp
性騷擾	sij sou yiu
尊者	zvn ze
綁帶	boj dai
絲網	si moj
晶狀體	zij zoj tri
禮部	lri bou
勢均力敵	sri xrn lik dik
皇權	woj kvn
生母	srj mou
秩序井然	dit z;i zej yin
女廁	n;i ci
把子	ba zi
抽象思維	cru z;j si wri
哥斯達黎加	go si dat lri ga
代勞	doi lou
人工呼吸	yrn guj fu krp
縱慾	zuj yuk
誣告	mou gou
摩天大樓	mo tin dai lru
高潔	gou gid
專管	zvn gun
元神	yvn srn
一睹	yrt dou
一團糟	yrt tvn zou
網羅	moj lo
恆河	hrj ho
擴大化	qoj dai fa
白手起家	bak sru hei ga
頂撞	dij zoj
橋牌	kiu pai
廣域網	xoj wik moj
文化宮	mrn fa guj
兩漢	l;j hon
遺落	wri lok
叫板	giu ban
典籍	din zik
豈有此理	hei yru ci lei
銀川市	jrn cvn si
飽餐	bau can
特來	drk loi
絲竹	si zuk
受精卵	sru zij l;n
老大哥	lou dai go
檔案館	doj on gun
值日	zik yrd
京廣	gij xoj
某日	mru yrd
雞丁	gri dij
青翠	cij c;i
一見如故	yrt gin yv gu
鄙人	pei yrn
根莖	grn gij
單幹	dan gon
佛寺	frt zi
營建	yij gin
苟且	gru ce
沉不住氣	crm brt zv hei
搓揉	co yru
幣值	bri zik
焦頭爛額	ziu tru lan jak
摩納哥	mo nap go
曠課	qoj fo
迅疾	s;n zrd
定西	dij sri
反撲	fan pok
橫座標	waj zo biu
難測	nan cak
獻花	hin fa
暴跳如雷	bou tiu yv l;i
慣常	xan s;j
神經痛	srn gij tuj
犯不著	fan brt z;k
樓面	lru min
旁若無人	poj y;k mou yrn
織女	zik n;i
說三道四	svt sam dou sei
不吝	brt l;n
混血兒	wrn hvt yi
髮髻	fat gri
受僱	sru gu
五音	j yrm
海市蜃樓	hoi si srn lru
蹦蹦跳跳	brj brj tiu tiu
心狠手辣	srm hrn sru lad
煉丹	lin dan
鐵騎	tit ke
撩撥	liu bud
娘娘腔	n;j n;j hoj
集團軍	zap tvn xrn
目視	muk si
行雲流水	hrj wrn lru s;i
生離死別	srj lei sei bid
奴隸制	nou dri zri
高幹	gou gon
盲區	maj k;i
時過境遷	si xo gij cin
宣紙	svn zi
初秋	co cru
安平	on pij
年富力強	nin fu lik k;j
誤讀	j duk
出格	c;t gak
艱難險阻	gan nan him zo
俱佳	k;i gai
追索	z;i sok
大略	dai l;k
驚濤駭浪	gij tou hai loj
發明家	fat mij ga
紅顏知己	huj jan zi gei
議席	yi zik
熊掌	huj z;j
面不改色	min brt goi sik
破財	po coi
海明威	hoi mij wri
魚片	yv pin
捕殺	bou sad
千瘡百孔	cin coj bak huj
著墨	z;k mrk
無機鹽	mou gei yim
蠟像	lap z;j
停辦	tij ban
英氣	yij hei
礦藏	qoj coj
消去	siu h;i
心神不寧	srm srn brt nij
揮毫	fri hou
生殖器官	srj zik hei gun
冰片	bij pin
合股	hrp gu
出風頭	c;t fuj tru
套筒	tou tuj
氣韻	hei wrn
閉路電視	bri lou din si
遼陽	liu y;j
觀後感	gun hru grm
臘八粥	lap bat zuk
下院	ha yvn
不才	brt coi
財寶	coi bou
剛巧	goj hau
負數	fu sou
獵犬	lip hvn
拋磚引玉	pau zvn yrn yuk
缺貨	kvt fo
打鼾	da hon
攔阻	lan zo
徒勞無功	tou lou mou guj
生事	srj si
晴天霹靂	cij tin pik lik
賦詩	fu si
豈料	hei liu
改道	goi dou
午時	j si
聞名於世	mrn mij yv sri
傾覆	kij fuk
熒光燈	yij xoj drj
萬全	man cvn
運程	wrn cij
一場空	yrt c;j huj
湯劑	toj zri
景仰	gij y;j
同僚	tuj liu
擂臺賽	l;i toi coi
陰柔	yrm yru
一走了之	yrt zru liu zi
曝曬	buk sai
銀針	jrn zrm
立正	lap zij
會客室	wui hak srd
警備區	gij bei k;i
春夢	c;n muj
上個星期	s;j go sij kei
電視轉播	din si zvn bo
吃穿	hek cvn
回潮	wui ciu
見多識廣	gin do sik xoj
持久戰	ci gru zin
病假	bej ga
奚落	hri lok
知了	zi liu
御醫	yv yi
太學	tai hok
填平	tin pij
