一个	yrt go
饭团	fan tvn
通经	tuj gij
泰晤士	tai j si
海口市	hoi hru si
反方	fan foj
事业有成	si yip yru sij
瑰丽	xri lri
碧玉	bik yuk
烘焙	huj bui
狼藉	loj zik
谨防	grn foj
散打	san da
正方形	zij foj yij
归案	xri on
粗野	cou ye
植物人	zik mrt yrn
笑语	siu yv
读报	duk bou
不了了之	brt liu liu zi
凸显	drt hin
照办	ziu ban
书斋	sv zai
定能	dij nrj
家常便饭	ga s;j bin fan
抽泣	cru yrp
做活	zou wut
弃权	hei kvn
蠢货	c;n fo
雨果	yv xo
吞吞吐吐	trn trn tou tou
本源	bun yvn
咽炎	yin yim
逻辑性	lo crp sij
第一产业	dri yrt can yip
缔约国	dri y;k xok
宝岛	bou dou
撩人	liu yrn
贪吃	tam hek
雅安	ja on
艰险	gan him
万有	man yru
违心	wri srm
梅兰芳	mui lan foj
篆刻	svn hrk
广袤	xoj mru
破译	po yik
撼动	hrm duj
语无伦次	yv mou l;n ci
三教	sam gau
尖尖	zim zim
噱头	c;k tru
军服	xrn fuk
独裁者	duk coi ze
箴言	zrm yin
闷闷不乐	mun mun brt lok
市集	si zap
脉象	mrk z;j
臂弯	bei wan
炊事员	c;i si yvn
妻儿	cri yi
冒火	mou fo
千亿	cin yik
绝活	zvt wut
终了	zuj liu
工龄	guj lij
尸骨	si xrt
名分	mij frn
靠得住	kau drk zv
贪欲	tam yuk
春秋战国	c;n cru zin xok
一日三餐	yrt yrt sam can
加害	ga hoi
会费	wui fri
红卫兵	huj wri bij
工场	guj c;j
夹带	gap dai
当机立断	doj gei lap dvn
咳痰	krt tam
四库全书	sei fu cvn sv
心潮	srm ciu
祖传	zou cvn
掩映	yim y;j
伽利略	ga lei l;k
广播电台	xoj bo din toi
一氧化碳	yrt y;j fa tan
松柏	cuj pak
美联储	mei lvn cv
莫文蔚	mok mrn wri
赫本	hak bun
心旷神怡	srm qoj srn yi
定购	dij gru
错爱	co oi
铜板	tuj ban
知心朋友	zi srm prj yru
秋色	cru sik
自给自足	zi krp zi zuk
幽雅	yru ja
记仇	gei sru
露珠	lou zv
平实	pij srt
吹气	c;i hei
铸成	zv sij
剪断	zin tvn
食肉	sik yuk
取走	c;i zru
受益匪浅	sru yik fei cin
旧日	gru yrt
提拉米苏	tri lai mri sou
吞食	trn sik
不拘一格	brt k;i yrt gak
嗤之以鼻	ci zi yi bei
搭桥	dap kiu
门框	mun qaj
人民民主专政	yrn mrn mrn zv zvn zij
零度	lij dou
下落不明	ha lok brt mij
拆穿	cak cvn
倒贴	dou tip
难易	nan yi
柴米油盐	cai mri yru yim
明察	mij cat
钻探	zvn tam
生源	srj yvn
冰天雪地	bij tin svt dei
调高	tiu gou
曼哈顿	man ha d;n
金融界	grm yuj gai
饭厅	fan tej
吉尼斯	grt nei si
推波助澜	t;i bo zo lan
横穿	waj cvn
林则徐	lrm zrk c;i
新民主主义革命	srn mrn zv zv yi gak mij
意气风发	yi hei fuj fat
鼠疫	sv yik
祭祖	zri zou
出勤	c;t krn
一月份	yrt yvt frn
蹊跷	kri hiu
中国通	zuj xok tuj
发奖	fat z;j
保险箱	bou him s;j
追悼会	z;i dou wui
无奇不有	mou kei brt yru
未雨绸缪	mei yv cru mru
溃烂	kui lan
突显	drt hin
乌干达	wu gon dat
免遭	min zou
作罢	zok ba
沙河	sa ho
辉映	fri yij
洋娃娃	y;j wa wa
灵验	lij yim
保单	bou dan
作伴	zok bun
天壤	tin y;j
水手	s;i sru
虫草	cuj cou
中国农业银行	zuj xok nuj yip jrn hoj
怅然	c;j yin
直系	zik hri
电饭煲	din fan bou
屠夫	tou fu
炙热	zek yit
白茫茫	bak moj moj
势能	sri nrj
长距离	c;j k;i lei
俄军	jo xrn
绝版	zvt ban
应接	yij zip
蓬蓬	puj puj
骄人	giu yrn
一席话	yrt zik wa
类推	l;i t;i
孤儿院	gu yi yvn
精神抖擞	zij srn dru sru
排灌	pai gun
横滨	waj brn
脱产	tvt can
云朵	wrn do
点击	dim gik
海燕	hoi yin
审结	srm git
造孽	zou yip
送死	suj sei
闪躲	sim do
苦力	fu lik
汇票	wui piu
嗜血	si hvt
距今	k;i grm
生火	srj fo
北边	brk bin
赘述	z;i s;t
掩藏	yim coj
植物园	zik mrt yvn
著书	zv sv
难以解决	nan yi gai kvt
因循	yrn c;n
撩起	liu hei
插话	cap wa
候鸟	hru niu
恭贺	guj ho
帮凶	boj huj
私情	si cij
租界	zou gai
双边贸易	s;j bin mru yik
胶合板	gau hrp ban
浮生	fru srj
白净	bak zej
录像机	luk z;j gei
跳入	tiu yrp
交通枢纽	gau tuj sv nru
食品工业	sik brn guj yip
一气呵成	yrt hei ho sij
咋舌	za sit
红脸	huj lim
大同小异	dai tuj siu yi
枣庄	zou zoj
更衣室	grj yi srt
洒满	sa mun
口齿	hru ci
收藏家	sru coj ga
恰如其分	hrp yv kei frn
装订	zoj dij
座落	zo lok
感激不尽	grm gik brt z;n
河马	ho ma
坚韧不拔	gin jrn brt brt
晶格	zij gak
全称	cvn cij
家庭暴力	ga tij bou lik
押韵	at wrn
门厅	mun tej
舅父	kru fu
放走	foj zru
水深火热	s;i srm fo yit
风帆	fuj fan
保护伞	bou wu san
磨蹭	mo srj
小聪明	siu cuj mij
尽到	z;n dou
稳压	wrn at
谷地	guk dei
花岗石	fa goj sek
老公公	lou guj guj
不敢当	brt grm doj
珠峰	zv fuj
黑点	hrk dim
富商	fu s;j
名正言顺	mij zij yin s;n
押金	at grm
效法	hau fat
始终不渝	ci zuj brt yv
勤务	krn mou
走俏	zru ciu
朝日	ziu yrt
老成	lou sij
喷头	prn tru
攀枝花	pan zi fa
熙熙攘攘	hei hei y;j y;j
降雪	goj svt
磁悬浮	ci yvn fru
赴约	fu y;k
不可一世	brt ho yrt sri
涡流	xo lru
架式	ga sik
折衷	zit cuj
乍得	za drk
血块	hvt fai
公开信	guj hoi s;n
丝绒	si yuj
恋恋不舍	lvn lvn brt se
取钱	c;i cin
用武之地	yuj mou zi dei
震耳欲聋	zrn yi yuk luj
专横	zvn waj
教唆	gau so
武断	mou dvn
不可估量	brt ho gu l;j
影后	yij hru
处所	cv so
揹带	bui dai
侧重点	zrk zuj dim
难缠	nan cin
五四运动	j sei wrn duj
派头	pai tru
铁饭碗	tit fan wun
翘首	kiu sru
东方红	duj foj huj
马刺	ma ci
密云	mrt wrn
手舞足蹈	sru mou zuk dou
行宫	hrj guj
头晕目眩	tru wrn muk yvn
妨害	foj hoi
辽东	liu duj
截获	zit wok
琼瑶	kij yiu
常言	s;j yin
渡船	dou svn
幅员	fuk yvn
怒斥	nou cik
营长	yij z;j
灰姑娘	fui gu n;j
烦心事	fan srm si
牛黄	jru woj
白发苍苍	bak fat coj coj
从轻	cuj hij
雍容	yuj yuj
直通车	zik tuj ce
形同虚设	yij tuj h;i cit
归途	xri tou
呕心沥血	ru srm lik hvt
墨绿	mrk luk
国资委	xok zi wri
合营	hrp yij
坐立不安	co lap brt on
颤声	zin sij
邮购	yru kru
动产	duj can
南端	nam dvn
制式	zri sik
赞不绝口	zan brt zvt hru
媚眼	mei jan
优厚	yru hru
传呼	cvn fu
刻苦学习	hrk fu hok zap
暖色	nvn sik
提单	tri dan
和睦相处	wo muk s;j cv
代之以	doi zi yi
有气无力	yru hei mou lik
万众一心	man zuj yrt srm
受聘	sru pij
游牧	yru muk
贻误	yi j
抬举	toi g;i
撒哈拉	sat ha lai
击退	gik t;i
星系	sij hri
贺龙	ho luj
委曲	wri kuk
伊犁	yi lri
肇事者	siu si ze
连败	lin bai
怪癖	xai pik
通讯录	tuj s;n luk
大内	dai noi
古往今来	gu woj grm loi
过渡时期	xo dou si kei
南充	nam cuj
乌鸡	wu gri
先见	sin gin
马祖	ma zou
大校	dai gau
驾驶证	ga sri zij
摘录	zak luk
达摩	dat mo
咔嚓	ka cat
吸尘器	krp crn hei
风月	fuj yvt
民乐	mrn jok
改换	goi wun
炽烈	ci lit
铜钱	tuj cin
奉贤	fuj yin
干笑	gon siu
斑斓	ban lan
浮沉	fru crm
炎黄子孙	yim woj zi svn
阿迪达斯	a dik dat si
原动力	yvn duj lik
过意不去	xo yi brt h;i
玩物	wun mrt
断气	tvn hei
名曲	mij kuk
抚育	fu yuk
鬼魅	xri mei
妃子	fei zi
布鞋	bou hai
一步到位	yrt bou dou wri
容不得	yuj brt drk
迫不得已	bik brt drk yi
繁荣昌盛	fan wij c;j sij
剥削阶级	mok s;k gai krp
陡坡	dru bo
巴尔干	ba yi gon
青楼	cij lru
归咎于	xri gru yv
临街	lrm gai
山南	san nam
包产	bau can
猜忌	cai gei
多方位	do foj wri
便衣	bin yi
蒙古族	muj gu zuk
麦迪	mrk dik
榨菜	za coi
扁担	bin dam
无法无天	mou fat mou tin
霍金	fok grm
青铜器	cij tuj hei
平移	pij yi
瞎说	hrt svt
水柱	s;i cv
加热器	ga yit hei
贴合	tip hrp
生生不息	srj srj brt sik
笔法	brt fat
命中率	mij zuj l;t
华沙	wa sa
增刊	zrj hon
遣返	hin fan
独居	duk g;i
掩耳	yim yi
托儿所	tok yi so
引线	yrn sin
义父	yi fu
带坏	dai wai
乱动	lvn duj
音讯	yrm s;n
参天	cam tin
古铜	gu tuj
擦身而过	cat srn yi xo
超群	ciu qrn
泄密	sit mrt
懒腰	lan yiu
兜售	dru sru
行署	hrj cv
微乎其微	mei fu kei mei
始发	ci fat
零距离	lij k;i lei
一望无际	yrt moj mou zri
长颈鹿	c;j gej luk
急于求成	grp yv kru sij
铁锤	tit c;i
微利	mei lei
种族歧视	zuj zuk kei si
头骨	tru xrt
娱乐性	yv lok sij
舍利	se lei
孙燕姿	svn yin zi
真言	zrn yin
开满	hoi mun
鸟人	niu yrn
检视	gim si
脚掌	g;k z;j
元朝	yvn ciu
危险品	jri him brn
猝然	cvt yin
拆线	cak sin
檀香	tan h;j
痛痛快快	tuj tuj fai fai
王朔	woj sok
拉开序幕	lai hoi z;i mok
领空	lij huj
论战	l;n zin
上虞	s;j yv
烧制	siu zri
相向	s;j h;j
繁复	fan fuk
亭亭	tij tij
不等式	brt drj sik
默不作声	mrk fru zok sij
糊里糊涂	wu lei wu tou
台子	toi zi
不可开交	brt ho hoi gau
浑浑噩噩	wrn wrn jok jok
邮政编码	yru zij pin ma
铅球	yvn kru
要义	yiu yi
商学院	s;j hok yvn
乳制品	yv zri brn
沿路	yvn lou
穷苦	kuj fu
铁匠	tit z;j
挖空	wat huj
抛锚	pau nau
石器	sek hei
歪斜	wai ce
加法	ga fat
解惑	gai wak
制动器	zri duj hei
代管	doi gun
值勤	zik krn
夜场	ye c;j
副厂长	fu coj z;j
潜行	cim hrj
堂堂正正	toj toj zij zij
办报	ban bou
栀子	zi zi
讨债	tou zai
高楼大厦	gou lru dai ha
劳斯莱斯	lou si loi si
芭蕉	ba ziu
起航	hei hoj
海河	hoi ho
同归于尽	tuj xri yv z;n
塞给	srk krp
窥探	qri tam
反战	fan zin
绯红	fei huj
细毛	sri mou
毕业证书	brt yip zij sv
卖相	mai s;j
复述	fuk s;t
大千世界	dai cin sri gai
洲际	zru zri
车程	ce cij
快车道	fai ce dou
拱桥	guj kiu
月报	yvt bou
速成	cuk sij
责骂	zak ma
无限期	mou han kei
开化	hoi fa
残破	can po
泯灭	mrn mit
野火	ye fo
矫健	giu gin
骡子	l;i zi
南美洲	nam mei zru
一技之长	yrt gei zi c;j
加进	ga z;n
鲜果	sin xo
拉紧	lai grn
株式会社	zv sik wui se
侵略军	crm l;k xrn
傻乎乎	so fu fu
纸盒	zi hrp
庭园	tij yvn
加勒比海	ga lrk bei hoi
书画家	sv wa ga
发难	fat nan
儒雅	yv ja
幽香	yru h;j
俱全	k;i cvn
经书	gij sv
英名	yij mij
太仓	tai coj
过手	xo sru
回击	wui gik
银两	jrn l;j
推卸责任	t;i se zak yrm
经济衰退	gij zri s;i t;i
当道	doj dou
累坏	l;i wai
负值	fu zik
抛物线	pau mrt sin
歌儿	go yi
燕京	yin gij
平直	pij zik
开门见山	hoi mun gin san
上海滩	s;j hoi tan
橘色	xrt sik
武官	mou gun
游刃有余	yru yrn yru yv
千岛湖	cin dou wu
交管	gau gun
女流	n;i lru
听信	tij s;n
居所	g;i so
锈蚀	sru sik
散失	san srt
无业	mou yip
浅显	cin hin
心花怒放	srm fa nou foj
撰稿	zan gou
微观经济	mei gun gij zri
生产总值	srj can zuj zik
阴气	yrm hei
光天化日	xoj tin fa yrt
临阵	lrm zrn
喷发	prn fat
黑河	hrk ho
分水岭	frn s;i lej
旅社	l;i se
划船	wa svn
送交	suj gau
立竿见影	lap gon gin yij
公用电话	guj yuj din wa
谦和	him wo
出人头地	c;t yrn tru dei
大学本科	dai hok bun fo
车顶	ce dej
灯火通明	drj fo tuj mij
炉膛	lou toj
相生	s;j srj
躲闪	do sim
兑付	d;i fu
首推	sru t;i
遗言	wri yin
他方	ta foj
获知	wok zi
夏利	ha lei
满族	mun zuk
峨眉山	jo mei san
票选	piu svn
分项	frn hoj
归队	xri d;i
千载难逢	cin zoi nan fuj
邪门	ce mun
奉劝	fuj hvn
畸胎	kei toi
倒头	dou tru
茶话会	ca wa wui
逐日	zuk yrt
王老吉	woj lou grt
瞎眼	hrt jan
排他	pai ta
担架	dam ga
捣碎	dou s;i
剃须	tri sou
药费	y;k fri
阿波罗	a bo lo
左转	zo zvn
成反比	sij fan bei
画师	wa si
贞操	zij cou
小觑	siu c;i
白热	bak yit
备件	bei gin
兰蔻	lan kru
纸浆	zi z;j
阵风	zrn fuj
助人为乐	zo yrn wri lok
哑铃	a lij
山茶	san ca
扫射	sou se
升幅	sij fuk
婉约	yvn y;k
蚊帐	mrn z;j
怪胎	xai toi
操守	cou sru
所以然	so yi yin
拍案	pak on
标牌	biu pai
血水	hvt s;i
医大	yi dai
考题	hau tri
哗然	wa yin
罗斯福	lo si fuk
死鬼	sei xri
法老	fat lou
别出心裁	bit c;t srm coi
尿急	niu grp
赞助商	zan zo s;j
绊倒	bun dou
浸渍	zrm zi
黑市	hrk si
狗熊	gru huj
复员	fuk yvn
防弹	foj dan
酒厂	zru coj
热诚	yit sij
辣子	lat zi
双刃剑	s;j yrn gim
救世主	gru sri zv
跳伞	tiu san
力挺	lik tij
惊惧	gij g;i
兜风	dru fuj
舞者	mou ze
说书	svt sv
雄辩	huj bin
五体投地	j tri tru dei
常客	s;j hak
宁夏回族自治区	nij ha wui zuk zi zi k;i
本末	bun mut
怒放	nou foj
大气层	dai hei crj
脱色	tvt sik
国手	xok sru
错案	co on
色斑	sik ban
谷底	guk dri
幻象	wan z;j
契丹	kri dan
兵役	bij yik
麻油	ma yru
耐寒	noi hon
磷肥	l;n fei
朝圣	ciu sij
飞鹰	fei yij
铁轨	tit xri
颧骨	kvn xrt
取法	c;i fat
大单	dai dan
小曲	siu kuk
添麻烦	tim ma fan
局级	guk krp
惟独	wri duk
卵磷脂	l;n l;n zi
务农	mou nuj
养性	y;j sij
歉疚	hip gru
肃然起敬	suk yin hei gij
助威	zo wri
折回	zit wui
物美价廉	mrt mei ga lim
答疑	dap yi
冲走	cuj zru
绿茵	luk yrn
屈指可数	wrt zi ho sou
客运量	hak wrn l;j
退房	t;i foj
访客	foj hak
安乐死	on lok sei
攫取	fok c;i
楚辞	co ci
美称	mei cij
二度	yi dou
短波	dvn bo
顽症	wan zij
动手术	duj sru s;t
上下文	s;j ha mrn
发家	fat ga
读研	duk yin
果胶	xo gau
慨叹	koi tan
总称	zuj cij
公映	guj yij
从容不迫	suj yuj brt bik
试用期	si yuj kei
谢幕	ze mok
英法	yij fat
堕胎	do toi
靠边	kau bin
子民	zi mrn
百灵	bak lij
浏阳	lru y;j
忠义	zuj yi
惊疑	gij yi
不堪回首	brt hrm wui sru
玻利维亚	bo lei wri a
铜锣	tuj lo
木料	muk liu
变电站	bin din zam
大显身手	dai hin srn sru
过当	xo doj
宣传画	svn cvn wa
醇厚	s;n hru
橡木	z;j muk
隐私权	yrn si kvn
直呼	zik fu
玩伴	wun bun
不结盟	brt git mrj
拔尖	brt zim
公民权利	guj mrn kvn lei
政教	zij gau
一举两得	yrt g;i l;j drk
贤妻良母	yin cri l;j mou
借书	ze sv
倒立	dou lap
磁化	ci fa
国防工业	xok foj guj yip
轻者	hij ze
删减	san gam
料斗	liu dru
亲事	crn si
莞尔	wun yi
礁石	ziu sek
沟壑	kru kok
浩然	hou yin
居留	g;i lru
异曲同工	yi kuk tuj guj
外相	joi s;j
反共	fan guj
抄写	cau se
参选	cam svn
泵站	brm zam
声线	sej sin
天坛	tin tan
消费群	siu fri qrn
别开生面	bit hoi srj min
粮农	l;j nuj
齐家	cri ga
禀赋	brn fu
药性	y;k sij
无懈可击	mou hai ho gik
暗箱操作	rm s;j cou zok
炮轰	pau xrj
拦腰	lan yiu
热议	yit yi
入神	yrp srn
缄默	gam mrk
苯酚	bun frn
龙胆	luj dam
县令	yvn lij
中卫	zuj wri
惊涛	gij tou
灵机一动	lij gei yrt duj
红土	huj tou
龙腾虎跃	luj trj fu y;k
文莱	mrn loi
开立	hoi lap
旧观	gru gun
举一反三	g;i yrt fan sam
银灰	jrn fui
零碎	lij s;i
水落石出	s;i lok sek c;t
皇城	woj sij
气管炎	hei gun yim
张惠妹	z;j wri mui
取用	c;i yuj
剧变	kek bin
惦念	dim nim
经年	gij nin
方向性	foj h;j sij
勤俭节约	krn gim zit y;k
胜诉	sij sou
韩非	hon fei
堆砌	d;i cri
小睡	siu s;i
缕缕	l;i l;i
凯文	hoi mrn
家传	ga cvn
找平	zau pij
条码	tiu ma
辽河	liu ho
大湖	dai wu
直飞	zik fei
单色	dan sik
厚薄	hru bok
无边无际	mou bin mou zri
开春	hoi c;n
准绳	z;n sij
个人电脑	go yrn din nou
郎君	loj xrn
正电	zij din
暂定	zam dij
风平浪静	fuj pij loj zij
造句	zou g;i
斗嘴	dru z;i
右倾	yru kij
走弯路	zru wan lou
互相帮助	wu s;j boj zo
紫外光	zi joi xoj
够呛	gru c;j
手下留情	sru ha lru cij
长夜	c;j ye
散漫	san man
一言一行	yrt yin yrt hrj
玉溪	yuk kri
例假	lri ga
经世	gij sri
苦不堪言	fu brt hrm yin
法文	fat mrn
巍峨	jri jo
心急如焚	srm grp yv frn
铺平	pou pij
身长	srn c;j
忙乱	moj lvn
共谋	guj mru
镀金	dou grm
把守	ba sru
村姑	cvn gu
千姿百态	cin zi bak tai
卷心菜	gvn srm coi
列队	lit d;i
遇险	yv him
箭步	zin bou
春装	c;n zoj
小春	siu c;n
泥潭	nri tam
镌刻	zvn hrk
据传	g;i cvn
打骂	da ma
好半天	hou bun tin
身家	srn ga
传道	cvn dou
聚首	z;i sru
走火入魔	zru fo yrp mo
建筑学	gin zuk hok
女真	n;i zrn
专列	zvn lit
平易近人	pij yi grn yrn
更迭	grj dit
钢丝绳	goj si sij
分列	frn lit
不容置疑	brt yuj zi yi
港式	goj sik
吸进	krp z;n
断续	dvn zuk
拷问	hau mrn
松绑	suj boj
判决书	pun kvt sv
分贝	frn bui
黄冈	woj goj
丰功	fuj guj
喜马拉雅	hei ma lai ja
增援	zrj wun
与世隔绝	yv sri gak zvt
一败涂地	yrt bai tou dei
火线	fo sin
饥荒	gei foj
植根于	zik grn yv
乘势	sij sri
大别山	dai bit san
战功	zin guj
畅销书	c;j siu sv
富婆	fu po
杀敌	sat dik
撕碎	si s;i
主队	zv d;i
调频	tiu prn
划伤	wak s;j
渐近	zim grn
国际主义	xok zri zv yi
射精	se zij
科隆	fo luj
虚线	h;i sin
漫无目的	man mou muk dik
酒泉	zru cvn
幼时	yru si
高升	gou sij
学前教育	hok cin gau yuk
寒酸	hon svn
冥冥之中	mij mij zi zuj
零用	lij yuj
稠密	cru mrt
方格	foj gak
恭候	guj hru
预科	yv fo
雨露	yv lou
野猫	ye mau
行距	hoj k;i
住家	zv ga
组织生活	zou zik srj wut
落马	lok ma
夸耀	qa yiu
归档	xri doj
挨个	ai go
肺病	fri bej
开创性	hoi coj sij
冒牌	mou pai
快攻	fai guj
视图	si tou
学以致用	hok yi zi yuj
转产	zvn can
多边形	do bin yij
揭阳	kit y;j
插花	cap fa
拼装	pij zoj
麝香	se h;j
堵截	dou zit
无地自容	mou dei zi yuj
水系	s;i hri
拔腿	brt t;i
好记	hou gei
嫣然一笑	yin yin yrt siu
扁豆	bin dru
义卖	yi mai
清雅	cij ja
措辞	cou ci
重围	cuj wri
乘虚	sij h;i
伯乐	bak lok
出谋划策	c;t mru wak cak
再建	zoi gin
网址	moj zi
负心	fu srm
提督	tri duk
伏羲	fuk hei
阿片	a pin
一丝不挂	yrt si brt xa
沙眼	sa jan
题名	tri mij
风骨	fuj xrt
退伍军人	t;i j xrn yrn
局外人	guk joi yrn
凉茶	l;j ca
九三学社	gru sam hok se
雷德	l;i drk
车水马龙	ce s;i ma luj
头破血流	tru po hvt lru
前厅	cin tej
领导权	lij dou kvn
定力	dij lik
休整	yru zij
约翰内斯堡	y;k hon noi si bou
苦楚	fu co
过载	xo zoi
听命	tij mij
擦伤	cat s;j
自私自利	zi si zi lei
疯狗	fuj gru
老旧	lou gru
前兆	cin siu
门神	mun srn
阳江	y;j goj
示威游行	si wri yru hrj
才华横溢	coi wa waj yrt
温床	wrn coj
局促	guk cuk
宅子	zak zi
枉法	woj fat
装模作样	zoj mou zok y;j
对立统一	d;i lap tuj yrt
最惠国待遇	z;i wri xok doi yv
算式	svn sik
末班车	mut ban ce
神女	srn n;i
铁石	tit sek
自然风光	zi yin fuj xoj
匹夫	prt fu
电焊	din hon
绝症	zvt zij
文火	mrn fo
看轻	hon hij
提货	tri fo
运球	wrn kru
遛狗	lru gru
郊游	gau yru
磨床	mo coj
世外桃源	sri joi tou yvn
受凉	sru l;j
浮游	fru yru
周庄	zru zoj
心志	srm zi
捣毁	dou wri
血本	hvt bun
立法机关	lap fat gei xan
花店	fa dim
大圣	dai sij
流连忘返	lru lin moj fan
暂缓	zam wun
合法化	hrp fat fa
幽深	yru srm
苦思	fu si
恐怖组织	huj bou zou zik
森严	srm yim
香浓	h;j nuj
辩驳	bin bok
如出一辙	yv c;t yrt cit
何日	ho yrt
荨麻	crm ma
一蹴而就	yrt cuk yi zru
嘹亮	liu l;j
多民族	do mrn zuk
适逢	sik fuj
诱饵	yru nei
达观	dat gun
布宜诺斯艾利斯	bou yi nok si jai lei si
逃窜	tou cvn
坚忍	gin yrn
写书	se sv
错开	co hoi
冒失	mou srt
笑吟吟	siu yrm yrm
婉言	yvn yin
纯金	s;n grm
到访	dou foj
不胜枚举	brt sij mui g;i
演播	yin bo
宝地	bou dei
帘子	lim zi
神力	srn lik
成批	sij pri
不同凡响	brt tuj fan h;j
名不虚传	mij brt h;i cvn
单击	dan gik
原籍	yvn zik
汉化	hon fa
轮渡	l;n dou
风花雪月	fuj fa svt yvt
数以万计	sou yi man gri
李大钊	lei dai ciu
俯卧撑	fu jo caj
吕梁	l;i l;j
大屠杀	dai tou sat
胆小鬼	dam siu xri
喀什	hak srp
墨家	mrk ga
连环画	lin wan wa
欠身	him srn
核弹	hrt dan
韶山	siu san
浆糊	z;j wu
黄梅	woj mui
天府	tin fu
卵石	l;n sek
摇摇欲坠	yiu yiu yuk z;i
接球	zip kru
单恋	dan lvn
工整	guj zij
难闻	nan mrn
原貌	yvn mau
油墨	yru mrk
临别	lrm bit
向心力	h;j srm lik
