---config@码表分类=辅码码表
---config@码表别名=笔画
---config@允许编辑=是
# d w s z p
#点横竖折撇

的	pszwwpzd
厹	pzzd
厺	wpdzd
厼	zdspd
厽	zdzdzd
叀	wszwswzd
參	zdzdzdpdppp
叄	zdzdzdpdwww
叅	zdzdzdpdsddd
叆	wwzdpddpdzwpzd
叇	wwzdzwwsdwpddzd
収	zszd
叏	zwszd
叐	pwpzd
叒	zdzdzd
叓	wszwszd
叕	zdzdzdzd
叚	zwswwzwzd
叜	ddzdppdzd
叝	wswzdzszd
叞	zwpwwspdzd
叡	swdzwpdpdszwwwzd
叢	ssdpwdpwwswsswwwzd
叧	szwzp
叴	pzszw
叺	szwpd
叾	zsszw
叿	szwwsw
吀	szwpws
吂	dwzszw
吅	szwszw
吇	szwzsw
吘	szwpwws
吙	szwdppd
吚	szwzwwp
吜	szwzsww
吢	dzddszw
吤	szwpdps
吥	szwwpsd
吪	szwpspz
吰	szwwpzd
吳	szwzwpd
吶	szwszpd
吷	szwzwpd
吺	szwpzzd
吿	pwwsszw
呁	szwpzdw
呂	szwpszw
呄	zpwsszw
呅	szwdwpd
呇	szpdszw
呉	szwzwpd
呋	szwwwpd
呌	szwddws
呍	szwwwzd
呏	szwpwps
呑	pwpdszw
呚	szwpwpd
呝	szwdzwpz
呞	szwzwszw
呟	szwdwzzd
呠	szwwspdw
呡	szwzwzwz
呥	szwszsww
呧	szwpzwzd
呩	szwwwspd
呫	szwswszw
呬	szwszpzw
呭	szwwsswz
呮	szwszwpd
呰	swswpzszw
呴	szwpzszw
呹	szwpwwpd
呺	szwszwwz
呾	szwszwww
呿	szwwswzd
咃	szwpszsz
咅	dwdpwszw
咉	szwszwpd
咊	szwpwspd
咍	szwzdszw
咓	szwwzzd
咘	szwwpszs
咜	szwddzpz
咞	szwwwps
咟	szwwpszww
咠	szwwsswww
咡	szwwsswww
咢	szwszwwwz
咮	szwpwwspd
咰	szwpzszww
咲	szwdpwwpd
咴	szwwpdppd
咵	szwwpdwwz
咶	szwpwsszw
咷	szwpdwzpd
咺	szwwszwww
咼	szzszszw
咾	szwwswppz
哃	szwszwszw
哅	szwpzpdzs
哊	szwwpszww
哌	szwpppzpd
哐	szwwwwswz
哖	szwpwwsws
哘	szwppswws
哛	szwpzpdzp
哠	szwpwswszw
員	szwszwwwpd
哤	szwwpzpppd
哫	szwszwswpd
哬	szwpswszws
哯	szwszwwwpz
哰	szwddzpwws
哱	szwwsdzzsw
哴	szwdzwwzpd
哵	szwszwzpss
哶	szwswswwws
哸	szwpddpzpw
哹	szwpddpzsw
哻	szwszwwwws
哾	szwdpszwpz
唀	szwpwspdzp
唂	szwpdpdszw
唃	szwpzpzwws
唄	szwszwwwpd
唅	szwpddzszw
唈	szwszwzswz
唊	szwwpdpdpd
唋	szwpdwwspd
唌	szwpswzzd
唍	szwddzwwpz
唒	szwwszpzww
唕	szwpszwwws
唖	szwwszwssw
唗	szwwswswpd
唘	wpszwzdszw
唙	szwpzpdppd
唚	szwzwwdzzd
唜	wwspdszwpz
唝	szwwswszpd
唟	wswzdszwpz
唡	szwwszpdpd
唣	szwpszwwwz
唨	szwzsszwww
唩	szwpwspdzpw
唫	szwpdwwsdpw
唭	szwwsswwwpd
唲	szwpswzwwpz
唴	szwdpwwwpz
唶	szwwsswszww
唹	szwdwzppddd
唺	szwszwsswpd
唻	szwwspdpdpd
唽	szwwspdppws
啀	szwwpwswwsw
啂	szwpddpzswz
啅	szwswszwwws
啇	dwdpszwsszw
啈	szwwswdpwws
啌	szwddzpdwsw
啍	szwdwszwzsw
啎	pwwswszwszw
問	szwwszwwszw
啑	szwwzwwswpd
啒	szwzwpzsszs
啓	dzwppwpdszw
啔	dzwpwzpdszw
啗	szwpzpswzww
啘	szwddzpzdzz
啙	swswpzszwszw
啚	szwwsszszww
啛	szwwzwwszpw
啝	szwpwspdszw
啞	szwwswzzwsw
啟	dzwpszwpwpd
啠	ppwsppwsszw
啢	szwwszspdpd
啣	szwpwwswswzs
啨	szwwwswszww
啯	szwszwwswdw
啳	szwdpwwpdzz
啴	szwdpszwwws
啹	szwzwpwsszw
啺	szwszwwwpzpp
啽	szwpdwszwwps
啿	szwwsswwwpdz
喅	szwszwwdwdpw
喌	szwszwdpdsds
喍	szwswswpzwspd
喒	szwpzdsdszww
喓	szwwszsswzpw
喕	szwwpszsswww
喖	szwwspdwsszw
喗	szwdzwszwwws
喚	szwpzszpdwpd
喛	szwpddpwwpzd
喞	szwpszwwpzzs
喠	szwpwszwwsww
喡	szwzswszwwzs
喢	szwpwspswzww
喣	szwpzszwdddd
喤	szwpszwwwwsw
喥	szwdwpwsswzd
喦	szwszwszwszs
喨	szwdwszwdzpz
喩	szwpdwszwwzz
喪	wsszwszwwzpd
喬	pwpdszwszszw
喭	szwdwdpwpppp
單	szwszwszwwws
喯	szwwpdwswps
喰	szwpddzwwzpd
喲	szwzzddddpzd
喴	szwwpwzpwzpd
営	ddpdzszwszw
喸	wszwwsdszwpz
喹	szwwpdwswwsw
喼	szwpzzwwdzdd
喿	szwszwszwwspd
嗀	wswdzwszwpzzd
嗁	szwppswzpwzpz
嗂	szwpddppwwszs
嗃	szwdwszwszszw
嗆	szwpddzwwpszw
嗇	wspdpdwszszww
嗈	szwzzzszwzswz
嗊	szwwswszwwwpd
嗋	szwzpzpzpszww
嗎	szwwswwszdddd
嗏	szwwsspdwspd
嗐	szwddzwwwsszw
嗕	szwwpwwzpdwsd
嗗	szwszzdzszww
嗘	szwpddpzzdwpd
嗙	szwdwdpdzdwzp
嗚	szwpszwwzdddd
嗛	szwdpwzwwsspd
嗠	pddpzswpzdszw
嗢	szwszwwszssw
嗧	zpszwpdwszwss
嗩	szwsdpszwwwpd
嗪	szwwwwpdpwspd
嗭	wsszwwwwszwpz
嗴	szwdpwwwpzzd
嗶	szwszwwwsswws
嗸	wwswzppwpdszw
嗹	szwwszwwwsdzd
嗺	szwszspsdwwwsw
嗼	szwwssszwwwpd
嗿	szwpddzszwwwpd
嘂	szwszwzsszwszw
嘃	szwdwpzwwszwws
嘄	szwpszwwwzwspd
嘆	szwwsswszwwwpd
嘇	szwzdzdzdpdppp
嘊	szwszswpwswwsw
嘋	szwwswpzswpwpd
嘍	szwszwwszwszpw
嘐	szwzdwzdwpdppp
嘑	szwswzpwzpdpws
嘒	szwwwwswwwszww
嘓	szwszwszwwzpdw
嘔	szwwszwszwszwz
嘕	szwwswswwzdddd
嘖	szwwwswszwwwpd
嘗	sdpdzszwpzszww
嘙	szwddwzpszdzpw
嘜	szwwspdpdpdpzd
嘝	szwpzpzwwsddws
嘠	szwwpszwwdzwzpd
嘦	szwpdwszsswzpw
嘨	szwzwwspsdpwpd
嘩	szwwsswwsswws
嘪	szwszsswszwwwpd
嘫	szwpzddwpdddddd
嘮	szwdppddppddzzp
嘯	szwzwwspsswzwzws
嘰	szwzzdzzdwpdzpd
嘳	szwszwswszwwwpd
嘵	szwwswwswwswwpz
嘷	szwpszwwwdwpdws
嘸	szwpwwsssswdddd
嘺	szwpwpdszwszszw
嘼	szwszwszwswwszw
嘽	szwszwszwszwwws
嘾	szwwszsswszwwws
噀	szwzwzzwzwsswpd
噁	szwwswzzwswdzdd
噂	szwdpwszpzwwwsd
噄	szwwwwszpzzdspd
噅	szwpddppzzzdddd
噆	szwwzpzwzpzszww
噇	szwdwdpwszwwsww
噈	szwdwszwspdwpzd
噊	szwzdzspszpdszw
噋	szwdwszwzswpwpd
噐	szwszwwswszwszw
噑	szwpszwwdwpdws
噒	szwdpwspdpzdwzs
噓	szwswzpwzsszsww
噕	pddppzzzddddszw
噖	szwwwswwwswpddz
噚	szwzwwwswszwwsd
噛	szwswswdpwspdzs
噝	szwzzddddzzdspd
噞	szwpdwszwszwpdpd
噟	dwppspsdwwwswszw
噠	szwwswdpwwwsdzd
噡	szwpzwppddwwwszw
噣	szwszsswpzszwswd
噥	szwszwsswwpwwzpd
噦	szwswswwpwsppzpd
噧	szwwssszwwszswd
噭	szwpszwwdwzppwpd
噮	szwszsswwszwpzpd
噯	szwpddpdzdzddpzd
噰	szwdwzzppsdwwwsw
噲	szwpdwszsdpwszww
噳	szwswzpwzszwwwpd
噴	szwwswssszwwwpd
噵	dpwpszwwwdzdszw
噷	szwdwdpwszwwpzpd
噸	szwwzszwpszwwwpd
噹	szwsdpdzszwszwsw
噺	szwdwdpwwspdppws
噽	wswszwdpwszwwpsdw
噾	szwddzpddwdpwszww
噿	szwzdwzdwdwpdpdws
嚀	szwddzdzddszsswws
嚁	szwzdwzdwpsdwwwsw
嚂	szwwszwszpwdszssw
嚃	szwszsswsppdddzd
嚈	szwwpszwwszwwwpdd
嚉	szwssdpwdpwwswwsd
嚊	szwpszwwwszwswwps
嚋	szwwswzwswwszwwsd
嚌	szwdwdpszppzdpsww
嚍	szwzwwswddddszssw
嚐	szwsdpdzszwpzszww
嚑	szwpwszdpwswwdddd
嚒	szwdwpwspdwspdzzd
嚔	szwwsdzszwswzdswpd
嚕	szwpzszwswddddszww
嚖	szwwwwswwwszwwdzdd
嚗	szwszwwwsswpdsdwpd
嚘	szwwpszwwdzdzddpzd
嚙	szwswswpdpdwpdpdzs
嚚	szwszwwszwszszwszw
嚛	szwpszwwzzdzzdwspd
嚜	szwszdpwswwddddwsw
嚝	szwdwpwsswszwswpd
嚞	wswszwwswszwwswszw
嚠	szwpzdzppdwwsdpwss
嚡	szwwsswszwwswswwsw
嚢	wszwsdzpdwwsswpzpd
嚤	szwdwpwspdwspdpwws
嚥	szwwsswszwswwpzdddd
嚦	szwwppwspdpwspdswsw
嚧	szwswzpwzszwswszssw
嚨	szwdwdpwszwwwzwzwww
嚩	szwzzddddwszwwsdwsd
嚪	szwszwwszwwpzpswzww
嚫	szwdwdpwwspdszwwwpz
嚬	szwswswsppwpszwwwpd
嚭	wswszwdpwszwwpsdszw
嚮	zzpdzwwzdzspszszw
嚰	szwdwpwspdwspdwpszw
嚱	szwswzpwzwszwdpwwzpd
嚲	dwszwzswszwszwszwwws
嚳	pswwpdpdzwwdzpwswszw
嚴	szwszwwpzwsswwwpwpd
嚵	szwpzszwwzpzpzszwpzd
嚶	szwszwwwpdszwwwpdzpw
嚸	szwszdpwswwddddswszw
嚹	szwpwwszsswzpwzpdpws
嚺	szwszsswdpwpzpppddzd
嚻	szwszwwpszwwwpdszwszw
嚽	szwwwswzppwpdszwwwpd
嚾	szwwssszwszwpsdwwwsw
嚿	szwwsspsdwwwswpswzww
囀	szwwszwwwswszwwswdwsd
囁	szwwsswwwwsswwwwsswww
囂	szwszwwpszwwwpdszwszw
囃	szwdwpdpdwspdpsdwwwsw
囄	szwdwpdzsszzdpsdwwwsw
囅	szwszwszwwwszwpwsswzpd
囆	szwwssszwwszswdszwswd
囇	szwwszdwszddwpzsswwzpz
囈	szwwsswswpdwswpzdwwzd
囉	szwszsswzzddddpsdwwwsw
囋	szwpwswpzpwswpzszwwwpd
囌	szwwsspzszwswddddpwspd
囎	szwszwwwpddpszsdpwszww
囏	wsswszwwwpdwswszwdpwszw
囐	szwswzpwzwszwszdpwswpdd
囑	szwzwpsdwpdszsswpzszwswd
囒	szwwssszwwszwwwszdpwspd
囓	szwwwwszpswswpdpdwpdpdzs
囕	szwwszwszpwdszsswszwwwpz
囖	szwpwdpwdszsswzzddddpsdwwwsw
囘	szzwz
囙	szzww
囜	szzdw
団	szwsdw
囥	szdwpzw
囦	szszpdw
囨	szwpsdw
囩	szwwzdw
囪	pszppdw
囬	szsswww
囮	szpspzw
囯	szwwsww
囲	szwwpsw
図	szddpdw
囶	szpdwsww
囸	szwswsww
囻	szzwzwzw
囼	szzdszww
圀	szpddwzpw
圁	szdwwwszww
圂	szwpzpppdw
圅	zdszdpwwsw
圇	szpdwszwssw
國	szwszwwzpdw
圌	szszswpszssw
圍	szzswszwwzsw
圎	szzdszwwwpdw
圏	szdpwwpdzwzw
圐	szszsswdwzpw
圑	szwszwwsdwsdw
園	szwswszwpspdw
圓	szszwszwwwpdw
圔	szwswzdszssww
圕	szzwwwswszwww
圖	szszwwsszszwww
圗	szzdwsszsswwww
團	szwszwwswdwsdw
圙	szpdwpszsswwww
圚	szszwswszwwwpdw
圛	szszsswwswdpwwsw
圝	szdwwwszwzzddddzzddddw
圞	szdwwwszwzzddddzzddddwspdw
圠	wswz
圡	wswd
圢	wswws
圤	wswsd
圥	wswpz
圦	wswpd
圧	wpwsw
圫	wswpwz
圱	pwpwsw
圲	wswpws
圴	wswpzd
圵	wswsww
圶	wpdwsw
圷	wswwsd
圸	wswszs
圼	szwwwsw
圽	wswpzpp
圿	wswpdps
坁	wswpzwz
坃	wswwwpz
坄	wswpzzd
坅	wswpddz
坆	wswpwpd
坈	wswdzpz
坉	wswwzsz
坋	wswpdzp
坒	wzpzwsw
坓	wwpswsw
坔	szpdwsw
坕	ppsdwsw
坖	wwpzwsw
坘	wswwzzw
坙	wzzzwsw
坢	wswdpwws
坣	sdpdzwsw
坥	wswszwww
坧	wswwpszw
坬	wswppzdd
坮	wswzdszw
坰	wswszszw
坱	wswszwpd
坲	wswzwzps
坴	wswpdwsw
坵	wswpswsw
坸	wswpzszw
坹	wswddzpd
坺	wswwpzdd
坽	wswpddzd
坾	wswddzws
坿	wswpswsd
垀	wswpdpws
垁	wswpwwpd
垇	wswszszw
垈	pswzdwsw
垉	wswpzzwz
垊	wswzwzwz
垍	wswpszwww
垎	wswpzdszw
垏	wswzwwwws
垐	dwpzpdwsw
垑	wswpzdpzd
垔	wszsswwsw
垕	ppwszwwsw
垖	wswpszwzw
垗	wswpdwzpd
垘	wswpswpdd
垙	wswsdpwpz
垚	wswwswwsw
垜	wswzpwspd
垝	wswpzwpzz
垞	wswddzpwz
垟	wswdpwwws
垡	pswzpdwsw
垥	wswpdwszw
垨	wswddzwsd
垪	wswdpwwps
垬	wswwsswpd
垯	wswwpddzd
垰	wswswwwsd
垱	wswsdpzww
垳	wswppswws
垴	wswdwpdzs
垶	wswdwdpwws
垷	wswszwwwpz
垹	wswwwwpzs
垻	wswszwwwpd
垼	ppspzzdwsw
垽	ddwppwswsw
垾	wswszwwwws
垿	wswdwpzdzs
埀	pwsswwpzww
埁	wswszspddz
埄	wswpzdwwws
埅	zsdwzpwsw
埆	wswpzpzwws
埇	wswzdszwws
埈	wswzdpdpzd
埉	wswwpdpdpd
埊	szsszpdwsw
埌	wswdzwwzpd
埍	wswszwszww
埐	wswzwwdzzd
埑	wswppwswsw
埓	wswpddpwsd
埖	wswwsspspz
埗	wswswswspp
埛	wswszpdszw
埜	wspdwspdwsw
埡	wswwswzzwsw
埢	wswdpwwpdzz
埣	wswdwpdpdws
埥	wswwwswszww
埦	wswddzpzdzz
埧	wswszwwwwpd
埨	wswpdwszwss
埩	wswpzzwws
埪	wswddzpdwsw
埫	wswsdpszszw
埬	wswwszwwspd
埮	wswdppddppd
埰	wswpddpwspd
埱	wswswwspdzd
埲	wswwwwpdwws
埳	wswpzpswzww
埵	wswpwswssww
埶	wswpdwswpzd
執	wswdpwwspzd
埻	wswdwszwzsw
埼	wswwpdwszws
埾	wsswwwzdwsw
埿	ddwzwppzwsw
堁	wswszwwwspd
堄	wswpswzwwpz
堅	wszwszzdwsw
堈	wswszdpwszs
堉	wswdwzdszww
堊	wswzzwswwsw
堌	wswszwsszww
堎	wswwswpdpzd
堏	wspddwzpwsw
堐	wswwpwswwsw
堒	wswszwwwzpz
堓	wswszswpwws
堔	wswdzpdwspd
堖	wswzzzpszpdw
堗	wswddzpdwpdd
堘	wswdpwwpdwsw
堚	wswdzwszwwws
堛	wswwszwszwsw
堜	wswwszdpwspd
堝	wswszzszszw
堟	wswzzwpzpppd
堢	wswpsszwwspd
堣	wswszwwszswd
堥	zdzsppwpdwsw
堦	wswwzpzpszww
堧	wswwpszsswpd
堨	wswszwwpzpdz
堩	wswddswszwww
堫	wswpdzspdpzd
堬	wswpdwszwwss
堭	wswpszwwwwsw
堮	wswszwszwwwz
堯	wswwswwswwpz
報	wswdpwwszszd
堲	zwwzdzswsw
堳	wswzswpszwww
場	wswszwwwpzpp
堶	wswwpwswszww
堷	wswdwdpwszww
堸	wswpzpszwswd
堹	wswpwszwwsww
堺	wswszwswpdps
堻	ddwzwwwwswsw
堼	wswwswwsdwsw
堽	wswszsswwswsw
堾	wswwwwpdszww
堿	wswwpwszwzpd
塀	wswzwpdpwwps
塁	szwswdwpdwsw
塂	wswwsswpdzwz
塃	wswwssdwzpsz
塄	wswszsswdwzp
塅	wswpswwwpzzd
塆	wswdwsspdzwz
塇	wswddzwszwww
塈	zwwzdwzpzwsw
塉	wswdwpdpdszww
塊	wswpszwwpzzd
塋	dppddppddzwsw
塎	wswddzpdpdszw
塏	wswszswszwdpw
塐	wswwwswzzdspd
塒	wswszwwwswwsd
塓	wswdzszwwdwpd
塕	wswpdzdzdwzdw
塖	wswpwsswwpzpd
塗	ddwpdwwspdwsw
塙	wswdwszwszszw
塚	wswdzwpzppdpd
塛	wswwszsswwspd
塜	wswdzwwpzpppd
塝	wswdwdpdzdwzp
塟	wsswpzdpzwsw
塠	wswpszwzwdzd
塡	wswpzszwwwzpd
塢	wswpszwwzdddd
塣	ddwszwwwswwsw
塤	wswszwszwwwpd
塦	zswszwwwswsw
塧	wswdpwpdszssw
塨	wswwsswpdsddd
塩	wswpwszwszssw
塪	wswpddppswzww
塬	wswwppszwwspd
塭	wswszwwszssw
塮	wswpszwwwpwsd
塯	wswpzdzpszwsw
塰	ddwpwzzdwdwsw
塱	dzwwzdpzwwwsw
塲	wswpwszwwwpzpp
塳	wswpzdwwwsdzd
塴	wswszspzwwpzww
塵	dwpzsswwzpzwsw
塶	wswdwpzsswwzpz
塷	wswswszpdddddw
塸	wswwszwszwszwz
塹	wszwwwsppwswsw
塺	dwpwspdwspdwsw
塻	wswwssszwwwpd
塼	wswwszwwswdwsd
塽	wswwpdpdpdpdpd
塿	wswszwwszwszpw
墂	wswwszsswwwspd
墄	wswwpswwspdzpd
墆	wswwpsswzdzszs
墇	wswdwdpwszwwws
墈	wswwsswwwpdzzp
墊	wswdpwwspzdwsw
墋	wswzdzdzdpdppp
墌	wswdwpwsswdddd
墍	pszwwpzwzpzwsw
墎	wswdwszwzswzs
墏	zswppzddwsdwsw
墐	wswwsswszwwwsw
墔	wswszspsdwwwsw
墕	wswwswswwzdddd
墖	wswpdwszwszwsw
増	wswdpszwswszww
墘	wswwsszwwwspwz
墚	wswddwzpddwspd
墛	wswzwpwwspdwsd
墜	zsdpwpzpppdwsw
墝	wswwswwswwswwpz
墠	wswszwszwszwwws
墡	wswdpwwwsdpwszw
墢	wswzdppdzwzpzzd
墣	wswssdpwdpwwwpd
墤	wswszwswszwwwpd
墥	wswdwdpwszwwsww
墦	wswpdpwspdszwsw
墧	wswpwpdszwszszw
墪	dwszwzswpwpdwsw
墫	wswdpwszpzwwwsd
墬	zszzwpzpppdwsw
墭	wswwpzzpdszssw
墮	zswpwswszwwwsw
墯	ddswpwswszwwwsw
墰	wswwszsswszwwws
墱	wswzdppdwszwdpw
墲	wswpwwsssswdddd
墳	wswwswssszwwwpd
墴	wswwsswszwswpd
墵	wswwdzsddddwwzd
墶	wswwswdpwwwsdzd
墷	wswwsswwsswws
墸	wswwsswswpszww
墹	wswszwwszwwszww
墺	wswpszdpwspdwpd
墻	wswwspdpdwszszww
墽	wswpszwwdwzppwpd
墾	pddpzppzwwzpdwsw
墿	wswszsswwswdpwws
壀	wswzwpszwdwdpwws
壂	zwpwsswpdpzzdwsw
壃	wswwszwswwszwsww
壄	wspdzdzspwspdwsw
壆	pswwpdpdzwwdzwsw
壇	wswdwszszwwszwww
壈	wswdwszszwwpwspd
壉	wswswzpwzwpzpppd
壊	wswwsszsswdwpzpd
壋	wswsdpdzszwszwsw
壌	wswdwpdwwsswpzpd
壍	ddwwszwwwsppwswsw
壎	wswpwszdpwswwdddd
壏	wswwszwszpwdszssw
壐	wpdszspdpdpdpdwsw
壒	wswwsswswzdszssw
壓	wpszwwszwwwpddwsw
壔	wswwswzwswwszwwsd
壖	wswwdzsddddwpszss
壗	wswzwwswddddszssw
壘	szwswszwswszwswwsw
壙	wswdwpwsswszwswpd
壚	wswswzpwzszwswszssw
壛	wswszwwszwwpzpswzww
壜	wswszwwwdzsddddwwzd
壝	wswszwswszwwwpddzd
壞	wswdwszsswsdwpdpzpd
壟	dwdpwszwwwzwzwwwwsw
壠	wswdwdpwszwwwzwzwww
壡	swdzwpdpdszwwwzdwsw
壢	wswwppwspdpwspdswsw
壣	wswwsswwwzzdzzdzpssw
壥	wswwpszdpwswwddddwsw
壦	wswwssszwszwpsdwwwsw
壧	wswszwszwwpzwsswwwpwpd
壨	szwswszwswszwswszwswwsw
壩	wswwdzsddddwsswszwwspzww
壪	wswdwwwszwzzddddzzddddzwz
壭	wswzs
壯	zswpwsw
壱	wswdzpz
売	wswdzpz
壴	wswszwdpw
壵	wswwswwsw
壷	wswdzszwssw
壸	wswdzwssdpw
壺	wswdzswzzwsw
壻	wswzswpdszww
壼	wswdzwswzzwsw
壽	wswzwswwszwwsd
壾	wswszwdpwwzwz
壿	wswdpwszpzwwwsd
夀	wwzszwswszwwsd
夁	wswszsswszwsszww
夃	zpzd
夅	pzdwzs
夆	pzdwwws
夈	pzddpwspd
変	dwsspdpzd
夊	pzd
夋	zdpdpzd
夌	wswpdpzd
夎	pdpdwswpzd
夐	pzszpdszwwwpzd
夑	dwwwszwdppddppdpzd
夒	wpszwwwswswzwzpdpzd
夓	pswwwpszwwwzwwpdpzd
夗	pzdzz
夘	pzdzs
夛	zwwpzd
夝	pzdpwwsw
夞	pzdsdszwpz
夠	pzdpzdpzszw
夡	pzdpzdwswszw
夢	wssszsswdzpzd
夣	dwzdszsswdzpzd
夦	wsswwwpdzpzdpzd
夨	wzd
夬	zwpd
夰	wpdps
夲	wpdws
夳	wpdww
夵	wpdspd
夶	wpdwpd
夻	wpdszw
夽	wpdwwzd
夾	wpdpdpd
夿	wpdzswz
奃	wpdpzwzd
奆	wpdwzwz
奊	wswwswwzd
奌	swszwwpd
奍	dpwwpdps
奐	pzszpdwpd
奒	wpddwzppd
奙	zdwpdszwwz
奛	wpdszwwpzww
奜	swwwswwwwpd
奝	wpdpzwswszw
奞	wpdpsdwwwsw
奟	wpdpzwwpzww
奡	wpszwwwwpdps
奣	wwpdszwwpzww
奤	wpdwpszsswww
奦	zdzsppzdzpwpd
奧	pszpdpwspdwpd
奨	dwspddpwsdwpd
奩	wpdwszwszwszwz
奪	wpdpsdwwwswwsd
奫	wpdddwpsswzwzws
奬	zswppzddwsdwpd
奭	wwpszwwwpszwwpd
奮	wpdpsdwwwswszwsw
奯	wpdswswwpwsppzpd
奰	szsswszsswszsswwpd
奱	dwwwszwzzddddzzddddwpd
奲	wpdwswpszwwszwszwszwwws
奵	zpwws
奷	zpwpws
奺	zpwpzd
奻	zpwzpw
奼	zpwpwz
奾	zpwszs
奿	pzdzpw
妀	zwzzpw
妅	zpwwsw
妉	zpwdzpz
妋	zpwwwpd
妌	zpwwwps
妎	zpwpdps
妏	zpwdwpd
妐	zpwpdzd
妑	zpwzswz
妔	zpwdwpz
妕	zpwszws
妘	zpwwwzd
妚	zpwwpsd
妛	zsswzpw
妜	zpwzwpd
妝	zswpzpw
妟	szwwzpw
妡	zpwppws
妢	zpwpdzp
妦	zpwwwws
妧	zpwwwpz
妬	zpwwpszw
妭	zpwwpzdd
妰	zpwpwsww
妱	zpwzpszw
妴	pzdzzzpw
妵	zpwdwwsw
妶	zpwdwzzd
妷	zpwpwwpd
妸	zpwwszws
妺	zpwwwspd
妼	zpwdzdpd
妽	zpwszwws
妿	zpszwzpw
姀	zpwpwspd
姁	zpwpzszw
姂	zpwpdzd
姃	zpwwswsw
姄	zpwzwzwz
姅	zpwdpwws
姇	pswsdzpw
姈	zpwpddzd
姉	zpwwszs
姌	zpwszsww
姍	zpwszssw
姎	zpwszwpd
姏	zpwwssww
姕	swswpzzpw
姖	zpwwzwz
姙	zpwpspwsw
姛	zpwszwszw
姞	zpwwswszw
姟	zpwdwzppd
姠	zpwpszszw
姡	zpwpwsszw
姢	zpwzdszww
姤	zpwppwszw
姦	zpwzpwzpw
姧	zpwzpwwws
姩	zpwpwwsws
姪	zpwwzdwsw
姫	zpwwszwsz
姭	zpzpzpzpw
姯	zpwsdpwpz
姰	zpwpzszww
姱	zpwwpdwwz
姲	zpwddzzpw
姳	zpwpzdszw
姴	wpzdsszpw
姵	zpwpzwszs
姶	zpwpdwszw
姷	zpwwpszww
姸	zpwwwpwws
姺	zpwpwswpz
姼	zpwpzdpzd
姽	zpwpzwpzz
姾	zpwpdwwsw
娀	zpwwwpzpd
娂	zpwwsswpd
娊	zpwszwwwpz
娋	zpwsdpszww
娍	zpwwpzzpd
娎	wswppwszpw
娏	zpwwpzpppd
娐	zpwpddpzsw
娒	zpwpwzzdwd
娔	zpwwsszwpz
娕	zpwwszwspd
娖	zpwszwswpd
娗	zpwpwswzd
娙	zpwwzzzwsw
娚	zpwszwswzp
娛	zpwszwzwpd
娝	zpwwpsdszw
娞	zpwpddpzpw
娡	zpwwswdzdd
娢	zpwpddzszw
娤	zswpwswzpw
娦	zpwpswswpd
娧	zpwdpszwpz
娨	zpwszwwwws
娪	zpwwszwszw
娫	zpwpswzzd
娬	zpwwwswswzd
娭	zpwzdpwwpd
娮	zpwdwwwszw
娯	zpwszwzwpd
娰	zpwpszdpd
娳	zpwpwspdss
娵	zpwwsswwwzd
娷	zpwpwswssww
娸	zpwwsswwwpd
娹	zpwzwzdwzzd
娺	zpwzdzdzdzd
娻	zpwwszwwspd
娽	zpwzwwsdwpd
娾	zpwwpwswwsw
娿	zswszwszpw
婁	szwwszwszpw
婂	zpwpszwwszs
婃	zpwddzwwspd
婄	zpwdwdpwszw
婅	zpwpzdpwspd
婇	zpwpddpwspd
婈	zpwwswpdpzd
婋	zpwswzpwzpz
婌	zpwswwspdzd
婍	zpwwpdwszws
婎	zpwpsdwwwsw
婏	zpwpzszwpzd
婐	zpwszwwwspd
婑	zpwpwspdzpw
婒	zpwdppddppd
婓	swwwswwwzpw
婔	zpwswwwswww
婖	zpwwwpdsddd
婗	zpwpswzwwpz
婘	zpwdpwwpdzz
婙	zpwpzzwws
婛	zpwdwszwspd
婜	wszwszzdzpw
婝	zpwddzwswpd
婞	zpwwswdpwws
婟	zpwszwsszww
婡	zpwwspdpdpd
婣	zpwpsswzwzws
婤	zpwpzwswszw
婦	zpwzwwdzszs
婨	zpwpdwszwss
婩	zpwszswpwws
婫	zpwszwwwzpz
婬	zpwpddppwsw
婭	zpwwswzzwsw
婮	zpwzwpwsszw
婯	wszdwszdzpw
婰	zpwszwsswpd
婱	zwzdwzzdzpw
婲	zpwwsspspz
婳	zpwwszwswzs
婸	zpwszwwwpzpp
婹	zpwwszsswzpw
婻	zpwwsszdpwws
婽	zpwzwswwzwzd
婾	zpwpdwszwwzz
媀	zpwszwwszswd
媁	zpwzswszwwzs
媂	zpwdwdpdzszs
媃	zpwzdzspwspd
媄	zpwdpwwswwpd
媅	zpwwsswwwpdz
媆	zpwwpszsswpd
媇	zpwdwdpwwspd
媈	zpwdzwszwwws
媉	zpwzwpwzdwsw
媊	zpwdpwszwwss
媋	zpwwwwpdszww
媌	zpwwssszwsw
媍	zpwpzszwwwpd
媎	zpwwswpszww
媏	zpwszswpszss
媐	wsszwszzwzzpw
媑	zpwpwszwwsww
媓	zpwpszwwwwsw
媔	zpwwpszsswww
媕	zpwpdwszwwps
媖	zpwwssszwpd
媗	zpwddzwszwww
媘	zpwwzpzpszww
媙	zpwwpwzpwzpd
媜	zpwswszwwwpd
媝	pwspddppdzpw
媞	zpwszwwwswpd
媟	zpwwsswzwspd
