一下	yixx
孖铺	mapu
孖铺	zipu
字句	ziju
字号	zihc
字幕	zimu
字序	zixu
字形	zixk
字样	ziyh
字粒	zili
字花	zihx
字距	ziju
字迹	ziji
字集	ziji
字音	ziyb
存储器	ciqi
存栏	cylj
存货	cyho
孙中山	svuj
孙文	sywf
孙权	syqr
孙武	sywu
孙氏	syui
孙膑	sybb
孝子	xnzi
孝心	xnxb
孟加拉国	mjlg
孢子	bczi
季刊	jikj
季节性	jjxk
季风	jifg
孤云野鹤	gyyh
孤寂	guji
孤寡老人	gglr
孤拐	gugk
孤本	gubf
孤立	guli
孤身一人	guyr
学业	xtye
学习班	xxbj
学分制	xfvi
学制	xtvi
学力	xtli
学友	xtyz
学员	xtyr
学堂	xtth
学士	xtui
学好	xthc
学子	xtzi
学师仔	xuzd
学师仔	xuzi
学时	xtui
学有专长	xyvi
学有所成	xysi
学术性	xuxk
学术界	xujp
学杂费	xzfw
学生会	xuhv
学生哥	xuge
学生证	xuvg
学童	xtts
学籍	xtji
学而不倦	xebj
学贯中西	xgvx
学部	xtbu
孩子王	hzwh
孰不可忍	ubkr
孳生	ziug
宁为玉碎不为瓦全	nwyq
宁折不弯	nubw
宁折不弯	nvbw
宅基地	vjdi
宇宙观	yvgr
宇航员	yhyr
守军	uzjy
守势	uzui
守卫	uzww
守土有责	utyz
守备	uzbw
守宫	uzgs
守敌	uzdi
守正不阿	uvba
守正不阿	uvbe
守法	uzfa
守经达权	ujdq
守行为	uhww
守行为	uxww
守门员	umyr
安份守己	afuj
安保	anbc
安内攘外	anrw
安南	annj
安士	anui
安妮	anni
安徒生	atug
安老院	alyr
安腾	antg
安达	anda
宋庆龄	sqlk
宋明理学	smlx
宋楚瑜	siyu
完好无损	whws
完小	wjxn
完税	wjuv
宏亮	hsll
宏基	hsji
宗师	zsui
宗旨	zsvi
宗法	zsfa
官仔骨骨	gzgg
官吏	grli
官商	gruh
官气	grqi
官渡	grdu
官职	grvi
官衔	grxm
宙斯	vzsi
定单	dkdj
定单	dkij
定单	dkuj
定夺	dkdo
定局	dkju
定居点	djdm
定性	dkxk
定晒形	duxk
定理	dkli
定盘星	dpxk
定神	dkuf
定级	dkji
定西	dkxi
定货	dkho
定购	dkgz
定过抬油	dgty
宜于	yiyu
宜人	yirf
宜兴	yixk
宜得	yide
宜得	yidw
宜昌	yiih
宝刀	bcdc
宝剑	bcjm
宝安	bcan
宝岛	bcdc
宝洁	bcjp
宝玉	bcyu
宝珠	bcvu
实业	uiye
实习生	uxug
实事	uiui
实例	uili
实净	uijk
实名	uimk
实地	uidi
实处	uiiu
实心	uixb
实情	uiqk
实打实	udui
实招	uivc
实效	uixn
实时	uiui
实测	uice
实牙实齿	uyui
实物	uiwu
实用	uiys
实职	uivi
实证	uivg
实达	uida
实验室	uyui
审判员	upyr
审判庭	uptk
审察	ufia
审慎	ufuf
审时度势	uudu
审校	ufjn
审校	ufxn
审稿	ufgc
审美观	umgr
审视	ufui
客体	keti
客座	kezo
客服	kefu
客机	keji
客流量	klll
客船	keir
客观性	kgxk
客货	keho
客运站	kyvj
宣传员	xiyr
宣传品	xipb
宣传画	xihx
宣传部	xibu
宣传队	xidv
宣战	xrvj
宣纸	xrvi
宣统	xrts
室内乐	unyt
宪兵	xmbk
宪政	xmvg
宪章	xmvh
宫殿	gsdm
宴席	yjxi
宴请	yjqk
家丁	jxdk
家世	jxui
家中	jxvs
家乡话	jxhx
家书	jxuu
家事	jxui
家什	jxui
家信	jxxb
家俬	jxsi
家务活	jwho
家史	jxui
家婆	jxpo
家嫂	jxsc
家宴	jxyj
家家	jxjx
家小	jxxn
家居	jxju
家常便饭	jibf
家法	jxfa
家访	jxfh
家长制	jvvi
家风	jxfg
容光	rsgl
宽余	kryu
宽大为怀	kdwh
宽打窄用	kdvy
宾妹	bbmw
宿命论	smly
宿将	sujl
宿愿	suyr
宿敌	sudi
寂然无声	jrmu
寂然无声	jrwu
寄予	jiyu
寄信	jixb
寄宿	jisu
寄居	jiju
寄语	jiyu
寅吃卯粮	yiml
密不可分	mbkf
密件	mijm
密友	miyz
密密	mimi
密密匝匝	mmzz
密密麻麻	mmmm
密布	mibu
密底算盘	mdsp
密植	mivi
密歇根	mxgf
密电	midm
密笼	mils
密质质	mvvi
密闭	mibi
密集型	mjxk
富丽	fuli
富于	fuyu
富人	furf
富余	fuyu
富士	fuui
富士康	fukh
富士通	futs
富庶	fuuu
富矿	fukl
富豪	fuhc
富贵浮云	fgfy
富饶	furc
寒冬腊月	hdly
寒士	hjui
寒夜	hjye
寒底	hjdi
寒意	hjyi
寒暑	hjuu
寒暑假	hujx
寒背	hjbw
寒花晚节	hhwj
寒门	hjmf
寒风刺骨	hfcg
寓于	yuyu
寓意	yuyi
寓言	yuyj
察看	iakj
寡佬	gxlc
寡母婆	gmpo
寤寐	wumw
寥寥	lnln
寨子	vdzi
寰宇	hryu
寰球	hrqq
寸心	cyxb
寸步不让	cbbr
对仗	dvvh
对劲	dvjb
对华	dvhx
对唔住	dwvu
对唱	dvih
对外开放	dwkf
对打	dvda
对抗赛	dksd
对换	dvhr
对角	dvjn
对讲机	djji
寻医	xyyi
寻机	xyji
寻根	xygf
导出	dciu
导师	dcui
导报	dcbc
导火线	dhxm
导言	dcyj
寿光	uzgl
寿星公	uxgs
寿险	uzxm
封山	fguj
封山育林	fuyl
封建主义	fjvy
封建社会	fjuh
封豕长蛇	fuiu
封豕长蛇	fuvu
封闭式	fbui
射击	ueji
射程	ueig
射线	uexm
将于	jlyu
将伯之助	jbvv
将士	jlui
将官	jlgr
将就	jljq
将才	jlcd
将有	jlyz
将近	jljb
小两口	xlkz
小事	xnui
小人	xnrf
小人物	xrwu
小伙	xnho
小伙子	xhzi
小传	xnvr
小兄弟	xxdi
小册子	xczi
小刀	xndc
小分队	xfdv
小厣	xnyj
小号	xnhc
小合唱	xhih
小名	xnmk
小商品	xupb
小国	xngo
小圈子	xqzi
小夜曲	xyqu
小字	xnzi
小字辈	xzbw
小学生	xxug
小家庭	xjtk
小将	xnjl
小小	xnxn
小小说	xxuo
小市民	xumb
小康之家	xkvj
小弟弟	xddi
小径	xnjk
小心谨慎	xxju
小憩	xnqi
小户	xnhu
小数怕长计	xupj
小日子	xrzi
小时	xnui
小曲	xnqu
小朋友	xpyz
小溪	xnxi
小燕子	xyzi
小生	xnug
小生产	xuij
小百货	xbho
小组长	xzvh
小结	xnjp
小节	xnjp
小费	xnfw
小资	xnzi
小道	xndc
小金库	xjku
小钱	xnqm
小雨	xnyu
小雪	xnxt
小青年	xqnm
小鞋	xnxp
小题大作	xtdz
少不了	ubln
少不得	ubde
少先队	uxdv
少先队员	uxdy
少壮派	uvpd
少尉	ucww
少年宫	ungs
少年犯	unfj
少有	ucyz
尖兵	jmbk
尖刀	jmdc
尖刻	jmke
尖尖	jmjm
尖端	jmdr
尖笔甩	jbuk
尖顶	jmdk
尚书	uhuu
尚属	uhuu
尚属	uhvu
尚方宝剑	ufbj
尚无	uhmo
尚无	uhwu
尚武	uhwu
尨茸	lsrs
尨茸	mgrs
尨茸	mhrs
尨茸	phrs
就任	jqrf
就位	jqww
就势	jqui
就嚟	jqli
就嚟	jqlw
就学	jqxt
就已	jqyi
就职	jqvi
就脚	jqjn
就说	jquo
就说	jquv
就说	jqyt
尸体	uiti
尸骨	uigu
尺子	iizi
尺牍	iidu
尼克松	nkss
尼古丁	ngdk
尽人皆知	jrjv
尽可能	jkng
尽地一煲	jdyb
尽如	jbru
尽心尽力	jxjl
尽心竭力	jxjl
尽收眼底	juyd
尽职	jbvi
尾声	wwug
尾翼	wwyi
尾随	wwsv
尾龙骨	wlgu
尿毒症	ndvg
局外人	jwrf
局限性	jxxk
层层叠叠	ccdd
层峦叠嶂	cldv
居于	juyu
居功	jugs
居士	juui
居室	juui
居民点	jmdm
居留	julq
居留权	jlqr
居留证	jlvg
屈尾十	qwui
屈戌	quxu
屈节辱命	qjrm
屈蛇	quue
屈质	quvi
届时	jpui
屋契	wuqi
屋契	wuxp
屋子	wuzi
屋脊	wuji
屋角	wujn
屎坑关刀	ukgd
屎坑关刀文唔得武唔得	ukgd
屎片	uipm
屎计	uiji
屏息	bkxi
屏气	bkqi
屏气敛息	pqlx
展台	vjtd
展室	vjui
展览会	vlhv
展览馆	vlgr
展评	vjpk
展销会	vxhv
屘二	mier
屘二	mjer
属实	uuui
屠宰场	tzih
屠户	tuhu
屯兵	tybk
山东省	udug
山中宰相	uvzx
山乡	ujxl
山冈	ujgh
山势	ujui
山包	ujbc
山墙	ujql
山大斩埋有柴	udvi
山山水水	uuuu
山明水秀山穷水尽	umuj
山梁	ujll
山水画	uuhx
山泥倾泻	unqx
山洞	ujds
山海关	uhgr
山海经	uhjk
山涧	ujjm
山窿	ujls
山脊	ujji
山腰	ujyc
山芋	ujyu
山草药噏得就噏	ucyh
山草药噏得就噏	ucyx
山药蛋	uydj
山西省	uxug
山货	ujho
山重水复	uiuf
山重水复	uvuf
山野	ujye
山陵	ujlk
山高水长	ugui
山麓	ujlu
屹立	yili
岁寒松柏	shsb
岂止	qivi
岂非	qifw
岌岌贡	jjgs
岛国	dcgo
岛礁	dcjn
岩浆	yjjl
岩溶	yjrs
岩画	yjhx
岩石	yjui
岳家	ytjx
岳飞	ytfw
岳高头	ygtz
岸防	anfh
峥嵘	vgrs
峨嵋	eemw
峨嵋山	emuj
峰值	fgvi
峰峦雄伟	flxw
峻岭	jylk
峻峭	jyqn
崄巇	xmxi
崇敬	isjk
崇文	iswf
崔健	cvjm
崔嵬	cvww
崔巍	cvww
崖广	yagl
崚嶒	lgcg
崚嶒	lkcg
崦嵫	yjzi
崩沙	bgua
崴嵬	wwww
嵇康	jikh
嵚崟	qbyb
嵯峨	coee
嶙峋	lbxy
巉岩	ijyj
巉眼	ijyj
巍巍	wwww
巍然	wwrj
州立	vzli
巡抚	xyfu
巡洋舰	xyjm
巡游	xyyz
巡诊	xyvf
巡逻艇	xltk
巡逻队	xldv
工业化	gyhx
工业区	gyqu
工业品	gypb
工业国	gygo
工业界	gyjp
工业部	gybu
工事	gsui
工人阶级	grjj
工伤	gsuh
工余	gsyu
工作台	gztd
工作团	gztr
工作日	gzri
工作服	gzfu
工作站	gzvj
工作组	gzzu
工作者	gzve
工作证	gzvg
工作量	gzll
工作间	gzjm
工作队	gzdv
工作面	gzmm
工兵	gsbk
工具书	gjuu
工农业	gnye
工农兵	gnbk
工农联盟	gnlm
工分	gsff
工区	gsqu
工友	gsyz
工商业	guye
工商界	gujp
工商联	gulm
工头	gstz
工委	gsww
工学院	gxyr
工工整整	ggvv
工效	gsxn
工整	gsvg
工时	gsui
工潮	gsic
工种	gsvs
工科	gske
工笔画	gbhx
工联	gslm
工艺	gsyi
工资制	gzvi
左传	zoir
左传	zovr
左便	zobm
左便	zopm
左手便	zubm
左手便	zupm
左提右挈	zdyq
左提右挈	ztyq
左翼	zoyi
左軚车	ztie
左軚车	ztju
巧干	qngj
巧手	qnuz
巧立名目	qlmm
巨响	juxl
巨商	juuh
巨型	juxk
巨头	jutz
巨子	juzi
巨幅	jufu
巨星	juxk
巨细	juxi
巨著	juvu
巨资	juzi
巩俐	gsli
巫峡	wuxx
巫师	wuui
巫术	wuuu
差佬	cilc
差佬	ialc
差佬	idlc
差唔多	cwdo
差唔多	iwdo
差旅费	ilfw
差迟	ciii
差迟	iaii
差迟	idii
差错率	iclv
己丑	jiiz
己亥	jihd
己任	jirf
己卯	jimc
己巳	jisi
己方	jifh
己未	jiww
己酉	jiyz
已久	yijq
已知	yivi
已获	yiho
巴士	baui
巴格达	bgda
巴比伦	bbly
巴解组织	bjzv
巴金	bajb
巷子	xlzi
巷道	hhdc
币值	bivi
市价	uijx
市侩	uikk
市值	uivi
市内	uinw
市区	uiqu
市县	uixm
市委	uiww
市属	uiuu
市布	uibu
市府	uifu
市电	uidm
市盈率	uylv
市辖区	uxqu
市郊	uijn
市镇	uivf
市集	uiji
市面	uimm
布什	buui
布依族	byzu
布冧	bulf
布升	buug
布告	bugc
布帛蔬栗	bbul
布拉格	blge
布料	buln
布朗	bulh
布满	bumj
布网	buwh
布衣	buyi
布衣蔬食	byus
布衣蔬食	byuu
布衣蔬食	byuy
布设	buue
布谷鸟	bgnn
布达佩斯	bdps
布防	bufh
布隆迪	bldi
布雷	bulw
布鞋	buxp
帆板	fjbj
师友	uiyz
师团	uitr
师大	uida
师徒	uitu
师法	uifa
师父	uifu
师爷	uiye
师生员工	uuyg
师职	uivi
师范	uifj
师资	uizi
师部	uibu
希冀	xiji
希区柯克	xokk
希区柯克	xqkk
希特勒	xtle
帐户	vhhu
帐目	vhmu
帕森	pasf
帘子	lmzi
帝制	divi
帡幪	pkmg
带兵	ddbk
带头人	dtrf
带子	ddzi
带宽	ddkr
带状	ddvl
带电	dddm
带眼识人	dyur
带眼识人	dyvr
带鱼	ddyu
席子	xizi
帮下眼	bxyj
帮办	bhbj
帮教	bhjn
帷幄	wwwo
常事	ihui
常任	ihrf
常会	ihhv
常备不懈	ibbx
常委	ihww
常委会	iwhv
常州	ihvz
常抓不懈	ivbx
常数	ihuu
常理	ihli
幅员	fuyr
干休所	gxso
干劲	gjjb
干吗	gjma
干妈	gjma
干将	gjjl
干扰素	grsu
干支	gjvi
干果	gjgo
干渠	gjqu
干湿褛	gulv
干电池	gdii
干系	gjxi
干群	gjqy
干脆利落	gcll
干草	gjcc
干警	gjjk
干预	gjyu
干鲜果	gxgo
平价	pkjx
平信	pkxb
平分	pkff
平反	pkfj
平均主义	pjvy
平均值	pjvi
平均数	pjuu
平安米	pami
平定	pkdk
平实	pkui
平局	pkju
平平	pkpk
平平常常	ppii
平心静气	pxjq
平房	pkfh
平整	pkvg
平易	pkyi
平正	pkvg
平沽	pkgu
平炉	pklu
平视	pkui
平顶山	pduj
年下	nmxx
年事已高	nuyg
年产值	nivi
年产量	nill
年历	nmli
年头	nmtz
年岁	nmsv
年成	nmig
年景	nmjk
年率	nmlv
年画	nmhx
年货	nmho
年轻气盛	nqqu
年鉴	nmjm
年间	nmjm
年青	nmqk
年青人	nqrf
年饭	nmfj
并发	bkfa
并发症	bfvg
并立	bkli
并网	bkwh
并能	bkng
并行不悖	bxbb
并请	bkqk
幸事	xkui
幸存者	xcve
幻影	hryk
幻灯片	hdpm
幼子	yzzi
幼学壮行	yxvh
幼学壮行	yxvx
幼小	yzxn
幼师	yzui
幼教	yzjn
幼芽	yzya
幽会	yzhv
幽幽	yzyz
幽深	yzuf
幽门	yzmf
幽雅	yzya
幽香	yzxl
幽默感	ymgj
广东省	gdug
广交会	gjhv
广博	glbo
广州市	gvui
广播剧	gbju
广播员	gbyr
广电	gldm
广达	glda
庄园	vlyr
庄户人	vhrf
庄稼	vljx
庄稼人	vjrf
庄稼地	vjdi
庄稼汉	vjhj
庆典	qkdm
庆功	qkgs
庆幸	qkxk
床下底	ixdi
床笫	ilzi
序跋	xuba
库区	kuqu
库容	kurs
应从	ykcs
应允	ykyy
应力	ykli
应届	ykjp
应得	ykde
应战	ykvj
应有	ykyz
应试	ykui
应运	ykyy
底下	dixx
底子	dizi
底板	dibj
底气	diqi
底盘	dipj
底肥	difw
底衫	diuj
底衫裤	duku
底部	dibu
店员	dmyr
店堂	dmth
店家	dmjx
庙会	mnhv
庙宇	mnyu
庚午	ggwu
庚子	ggzi
庚寅	ggyb
庚戌	ggxu
庚申	gguf
庚辰	ggif
府上	fuuh
府第	fudi
府邸	fudi
废弃物	fqwu
废料	fwln
废止	fwvi
废气	fwqi
废油	fwyz
度假	dujx
度假屋	djwu
度数	duuu
度身订造	dudz
度量	dull
度量衡	dlhg
座右铭	zymk
座次	zoci
座谈会	zthv
庭园	tkyr
庭审	tkuf
庭院	tkyr
康健	khjm
康宁	khnk
康庄大道	kvdd
康有为	kyww
庸中佼佼	yvjj
庸人	ysrf
庸医	ysyi
庸庸碌碌	yyll
廉正	lmvg
廉洁	lmjp
廉记	lmji
延吉	yjji
延误	yjwu
建于	jmyu
建交	jmjn
建制	jmvi
建国	jmgo
建工	jmgs
建成	jmig
建材	jmcd
建树	jmuu
建站	jmvj
建筑业	jvye
建设性	juxk
建设者	juve
建起	jmqi
建都	jmdu
开便	kdbm
开便	kdpm
开出	kdiu
开刀	kddc
开列	kdlp
开化	kdhx
开发区	kfqu
开喉	kdhz
开国	kdgo
开市	kdui
开幕词	kmci
开征	kdvg
开心见诚	kxji
开战	kdvj
开方	kdfh
开曼	kdmj
开架	kdjx
开眼	kdyj
开矿	kdkl
开禁	kdjb
开脱	kdto
开航	kdhh
开讲	kdjl
开诚相见	kixj
开道	kddc
开镰	kdlm
开门红	kmhs
异乡	yixl
异化	yihx
异味	yiww
异域	yiyu
异己	yiji
异彩	yicd
异性	yixk
异族	yizu
异样	yiyh
异步	yibu
异物	yiwu
异端	yidr
异类	yilw
异议	yiyi
弃旧图新	qjtx
弃权	qiqr
弃置	qivi
弃若敝屐	qrbj
弄堂	lsth
式微	uiww
弓箭	gsjm
引人	ybrf
引人注意	yrvy
引人深思	yrus
引信	ybxb
引力	ybli
引向	ybxl
引咎自责	yjzz
引子	ybzi
引水	ybuv
引渡	ybdu
引申	ybuf
引种	ybvs
引线	ybxm
引航	ybhh
引资	ybzi
引路	yblu
引退	ybtv
引锥刺股	yvcg
弘毅	hsyi
弟媳	dixi
张大	vhda
张大	vhdd
张天师遇鬼迷	vtum
张家界	vjjp
弧形	huxk
弯弯	wjwj
弯弯曲曲	wwqq
弹琴	djqb
弹琴	tjqb
弹词	tjci
弹道	djdc
强人	qlrf
强健	qljm
强占	qlvj
强压	qlya
强手	qluz
强有力	qyli
强权政治	qqvv
强渡	qldu
强风	qlfg
归于	gvyu
归入	gvru
归公	gvgs
归根结蒂	ggjd
归程	gvig
归途	gvtu
当佢冇到	dkmd
当佢冇到	dqmd
当做	dhzo
当地人	ddrf
当家作主	djzv
当政	dhvg
当班	dhbj
当衰	dhuk
当道	dhdc
录像机	lxji
录像片	lxpm
录音带	lydd
录音棚	lypg
形势逼人	xubr
形容词	xrci
形式主义	xuvy
彤云密布九霄云外	tymw
彩云满天	cymt
彩卷	cdjr
彩数	cduu
彩旗	cdqi
彩灯	cddg
彩画	cdhx
彩礼	cdli
彩绘	cdhv
彩车	cdie
彩陶	cdtc
彪炳千秋	bbqq
彭德怀	pdhk
彰善瘅恶	vude
影业	ykye
影像	ykxl
影剧院	yjyr
影印	ykyb
影展	ykvj
影相机	yxji
影碟机	ydji
影评	ykpk
影集	ykji
彳亍	iiiu
彷佛	fhfo
彷佛	fhfu
彷佛	phfo
彷佛	phfu
彻里彻外	iliw
往后	whhz
往复	whfu
征召	vgvc
征文	vgwf
征服	vgfu
征购	vggz
径流	jklq
径直	jkvi
待客	ddke
徇众要求	xvyq
徇私	xysi
律师楼	lulz
律诗	lvui
徐悲鸿	xbhs
徒刑	tuxk
徒弟	tudi
徒费唇舌	tfiu
得个吉	dgji
得人惊	drjk
得以	deyi
得利	deli
得势	deui
得名	demk
得哥	dege
得哥	dwge
得啖笑	ddxn
得志	devi
得戚	deqi
得戚	dwqi
得把口	dbkz
得把声	dbug
得敕	deii
得敕	dwii
得益	deyi
得米	demi
得米	dwmi
得鱼忘筌	dywq
徙倚	xiyi
循环赛	xhsd
微型	wwxk
微处理器	wilq
微小	wwxn
微循环	wxhr
微微	wwww
微星	wwxk
微服私访	wfsf
微机	wwji
微机室	wjui
微波炉	wblu
微生物	wuwu
微电脑	wdnc
微米	wwmi
微粒	wwli
微细	wwxi
微薄	wwbo
微观	wwgr
微词	wwci
微辞	wwci
微风习习	wfxx
德厚流光	dhlg
德意志	dyvi
德政	devg
德智体	dvti
德治	devi
德育	deyu
德行	dexk
德黑兰	dhlj
徽剧	hvju
徽号	hvhc
徽州	hvvz
心上人	xurf
心事重重	xuii
心力	xbli
心劲	xbjb
心口翳	xkyi
心口针	xkvf
心喐喐	xyyu
心地	xbdi
心坚石穿	xjdi
心坚石穿	xjui
心多多	xddo
心大心细	xdxx
心如刀绞	xrdj
心室	xbui
心小志大	xxvd
心弦	xbxm
心怀	xbhk
心思思	xssi
心息	xbxi
心悸	xbji
心情靓	xqjk
心情靓	xqll
心想	xbxl
心意咭	xyji
心意咭	xyka
心慈面善	xcmu
心慌意乱	xhyl
心房	xbfh
心手相应	xuxy
心抱	xbbc
心挂挂	xggx
心曲	xbqu
心气	xbqi
心淡	xbdj
心潮	xbic
心潮起伏	xiqf
心熄	xbxi
心理	xbli
心理学	xlxt
心电图	xdtu
心窝子	xwzi
心细	xbxi
心绞痛	xjts
心绪	xbxu
心罨	xbyj
心肌	xbji
心肺	xbfw
心腹	xbfu
心虔志诚	xqvi
心血管	xxgr
心计	xbji
心迹	xbji
心郁郁	xyyu
心酸	xbsr
心里话	xlhx
心静	xbjk
心驰神往	xiuw
必修课	bxke
必有近忧	byjy
必然性	brxk
必需	bixu
忉忉	dcdc
忉怛	dcda
忌妒	jidu
忌讳	jihv
忍痛	rfts
忍辱含羞	rrhx
志向	vixl
志坚行苦	vjhk
志坚行苦	vjxk
志士	viui
志士仁人	vurr
志愿	viyr
志愿兵	vybk
志愿军	vyjy
志趣	viqu
忘年交	wnjn
忝列	tmlp
忠义	vsyi
忠于	vsyu
忠实	vsui
忠心	vsxb
忠良	vsll
忠贞	vsvf
忠骨	vsgu
忧心	yzxb
忧郁	yzyu
快劳	kklc
快板	kkbj
快脆	kkcv
快过打针	kgdv
忽地	hudi
忿恨	ffhf
怀仁	hkrf
怀化	hkhx
怀古	hkgu
怀远	hkyr
态势	tdui
怊怅	icih
怔营	vgyk
怜惜	lmxi
思乡	sixl
思思缩缩	ssss
思想家	sxjx
思想性	sxxk
思科	sike
怡然自得	yrzd
急不可耐	jbkn
急事	jiui
急于	jiyu
急件	jijm
急剧	jiju
急匆匆	jccs
急急忙忙	jjmm
急急脚	jjjn
急性	jixk
急性病	jxbk
急流	jilq
急电	jidm
急病	jibk
急行军	jxjy
急起直追	jqvv
急速	jisu
急难	jinj
急需	jixu
性命	xkmk
性生活	xuho
性药	xkyc
怨气	yrqi
怪唔知	gwvi
怯生生	quug
总书记	zuji
总产值	zivi
总产量	zill
总值	zsvi
总公司	zgsi
总动员	zdyr
总司令	zslk
总后	zshz
总工	zsgs
总工会	zghv
总指挥	zvhv
总揽	zslj
总攻	zsgs
总政	zsvg
总方针	zfvf
总机	zsji
总汇	zshv
总管	zsgr
总经理	zjli
总罢工	zbgs
总署	zsuu
总路线	zlxm
总长	zsvh
总队	zsdv
总领事	zlui
恃强凌弱	uqlr
恋歌	lmge
恐吓信	khxb
恒山	hguj
恢弘	hvhs
恤发	xufa
恩恩怨怨	eeyy
恪守不渝	kuby
恫赫	dshe
恬静	tmjk
恭听	gstk
息息相通	xxxt
恳谈会	kthv
恳谈会	ktkk
恶人	eerf
恶梦	eemg
恶死	eesi
恶死	wusi
恶死能登	esnd
恶死能登	wsnd
恶毒	eedu
恶狠狠	ehhf
恶衣恶食	eyes
恶衣恶食	eyeu
恶衣恶食	eyey
恶衣恶食	eyws
恶衣恶食	eywu
恶衣恶食	eywy
恶衣恶食	wyes
恶衣恶食	wyeu
恶衣恶食	wyey
恶衣恶食	wyws
恶衣恶食	wywu
恶衣恶食	wywy
恶语	eeyu
恹恹	yjyj
恺悌	kdti
悄悄话	qqhx
悉尼	xini
悉心	xixb
悉数	xiuu
悔之晚矣	hvwy
悔悟	hvwu
悔过	hvgo
悟性	wuxk
悠然自得	yrzd
悠长	yzih
悠闲	yzxm
悬崖勒马	xylm
悬崖峭壁	xyqb
悭皮	qmpi
悲凉	bwll
悲剧性	bjxk
悲喜剧	bxju
悲愤	bwff
悲欣交集	bxjj
悻悻	xkxk
悼怵	dciu
悼词	dcci
情义	qkyi
情势	qkui
情境	qkjk
情怨理遣	qylq
情意	qkyi
情报所	qbso
情理	qkli
情结	qkjp
情缘	qkyr
情话	qkhx
情谊	qkyi
情随事迁	qsuq
惊人之举	jrvj
惊住	jkvu
惊叹号	jthc
惊异	jkyi
惊惶失措	jhuc
惊蛇入草	jurc
惊诧	jkia
惊青	jkqk
惕厉	tili
惝恍	ihhl
惝恍	thhl
惟恐	wwks
惟我独尊	wwdz
惟有	wwyz
惟独	wwdu
惠灵顿	hldy
惠而浦	hepu
惦记	dmji
惨剧	cjju
惨淡经营	cdjy
惨白	cjbd
惩办	igbj
惩戒	igjp
惩教署	ijuu
惯例	grli
惯用	grys
想像	xlxl
想出	xliu
想必	xlbi
想想	xlxl
想来	xlld
想见	xljm
想话	xlhx
想起	xlqi
惶惶	hlhl
愁眉紧锁	imjs
愈加	yujx
愈发	yufa
愈来愈	ylyu
愈演愈烈	yyyl
愈益	yuyi
意向	yixl
意向书	yxuu
意味	yiww
意在	yizd
意境	yijk
意头	yitz
意志	yivi
意愿	yiyr
意旨	yivi
意气	yiqi
意淫	yiyb
意见书	yjuu
意见箱	yjxl
意见簿	yjbu
意识形态	yuxt
意译	yiyi
意象	yixl
意趣	yiqu
愚民	yumb
感伤	gjuh
感化官	ghgr
感官	gjgr
感慨万端	gkwd
感染力	grli
愤世疾俗	fujs
愤愤	ffff
愤愤不平	ffbp
愤慨	ffkd
愤青	ffqk
慌失失	huui
慌怕	hlpa
慎终追远	uvvy
慢性病	mxbk
慥慥	zczc
慧眼	hvyj
慭慭	ybyb
慰问信	wwxb
慰问品	wwpb
慰问团	wwtr
慰问电	wwdm
慷慨就义	kkjy
憬悟	jkwu
懂事	dsui
懈怠	xpdd
懒佬鞋	llxp
懵到上心口	mduk
懵盛盛	miig
懵盛盛	miug
懵盛盛	muig
懵盛盛	muug
懵闭闭	mbbi
戆居居	gjju
戆居居	vjju
戈壁	gebi
戊午	wuwu
戊子	wuzi
戊寅	wuyb
戊戌	wuxu
戊申	wuuf
戊辰	wuif
戋戋	jmjm
戎马一生	rmyu
戎马倥偬	rmkz
戎马生涯	rmuy
戏剧	xiju
戏剧家	xjjx
戏文	xiwf
戏曲	xiqu
戏曲界	xqjp
戏肉	xirz
戏言	xiyj
戏谑	xixt
戏迷	ximi
成事	igui
成人	igrf
成人电影	irdy
成像	igxl
成名作	imzo
成年人	inrf
成年累月	inly
成心	igxb
成方	igfh
成材	igcd
成村人	icrf
成法	igfa
成活率	ihlv
成灾	igzd
成盘	igpj
成绩单	ijdj
成色	igse
成药	igyc
成衣	igyi
成见	igjm
成风	igfg
成龙配套	ilpt
我一语	wyyu
我党	wodh
我军	wojy
