双星	aabj
生财	jlbx
压碎	jlcd
压轴	jlcd
不知轻重	jlcj
告破	jlcj
选矿	jlcj
选辑	jlco
选区	jlcx
不知就里	jldb
自以为是	jldb
自知之明	jldb
生产率	jldd
不以为然	jldd
不以为意	jldd
鼻青脸肿	jldd
压腿	jlde
疏朗	jlde
丢弃	jldg
压产	jldj
自以为	jldj
遥望	jldl
生变	jldm
痴恋	jldm
生就	jldo
压服	jldp
承上启下	jldt
丢脸	jldv
习以为常	jldw
不智之举	jldw
庄股	jldw
疏离	jldx
所以然	jldy
靠岸	jlej
告退	jlek
选录	jles
生灵	jlex
不知进退	jlfe
延揽	jlfn
延搁	jlfn
告捷	jlft
生擒	jlfv
疏远	jlfw
反复无常	jlfw
靠拢	jlfx
不起眼	jlge
蛋黄	jlhd
造孽	jlhj
生菜	jlhj
祸起萧墙	jlhl
先世	jlhl
物以稀为贵	jlhq
疏落	jlhs
造访	jlid
造谣	jlij
造词	jlij
生恐	jliw
选读	jlix
生计	jlix
压库	jljc
压痛	jljd
原封不动	jljf
生辰	jljf
生手	jljf
不堪入目	jljg
生息	jljg
造反	jljj
选段	jljk
不知所以	jljl
生疏	jljl
生造	jljl
生癌	jljo
不声不响	jljo
不堪入耳	jljp
造血	jljq
神志不清	jljs
靠不住	jljt
自上而下	jljt
鹞鹰	jljt
不上不下	jljt
席地而坐	jljv
不知不觉	jljw
不知所终	jljw
先知先觉	jljw
遥祝	jljy
生还	jljy
靠边	jljz
痴笑	jlkj
靠背	jlkt
延年	jllc
不知去向	jllj
疾走	jlll
蛋壳	jlln
延吉	jllo
告缺	jllx
先知	jlly
压根	jlme
遥想	jlmg
压榨	jlmn
唇齿相依	jlmt
百年树人	jlmv
选材	jlmx
先贤	jlna
座上客	jlna
延宕	jlnc
压宝	jlne
造船	jlns
庄家	jlnx
造字	jlnz
生字	jlnz
生路	jlol
告吹	jlor
压阵	jlpc
告慰	jlpf
延展	jlph
选民	jlpt
成年累月	jlqd
延髓	jlqd
不知其二	jlqf
告罪	jlqn
生母	jlqs
不堪回首	jlqv
疏解	jlrd
生色	jlrd
甥女	jlri
不知好歹	jlrt
加以解决	jlrv
选好	jlrz
生涩	jlsd
生活上	jlsl
蛋清	jlsl
生漆	jlsm
造句	jlso
疏漏	jlsp
不知深浅	jlss
先河	jlst
疾驰	jlst
疾驶	jlst
生活费	jlsz
千载一时	jltb
丢下	jltd
压住	jltd
谣传	jltf
不堪一击	jltf
选修	jlti
选集	jlti
压顶	jltj
造作	jltl
生疑	jltl
赞歌	jlto
疾速	jlto
告假	jltp
生僻	jltp
压倒	jltt
造化	jltt
赞佩	jltw
生来	jltx
痴醉	jlud
选配	jluz
生分	jlvd
生养	jlve
选美	jlve
延年益寿	jlvf
生锈	jlvh
生人	jlvi
生铁	jlvk
造次	jlvr
生冷	jlvv
先兆	jlvw
生父	jlvx
蛋卷	jlvy
选编	jlwd
延绵	jlwg
不知凡几	jlww
生丝	jlww
疾风	jlwx
生料	jlxd
生火	jlxi
疏狂	jlxj
物以类聚，人以群分	jlxv
不复存在	jlxx
延烧	jlxx
蛋类	jlxy
痴迷	jlxz
告发	jlya
百年大计	jlyi
疾步	jlyi
生性	jlyj
生情	jlyl
疏懒	jlyt
鹞子	jlzi
生子	jlzi
压强	jlzs
彩照	jmbd
采景	jmbd
采暖	jmbj
彩显	jmbw
采石	jmci
彩车	jmci
磨牙	jmci
磨砺	jmcj
奥林匹克	jmcx
彩头	jmdd
床头	jmdd
彩旗	jmdh
魔方	jmdh
磨刀	jmdi
厢房	jmdp
魔王	jmei
彩印	jmep
采录	jmes
追根寻源	jmes
否极泰来	jmet
彩球	jmex
采摘	jmfd
彩云	jmfg
不相干	jmfi
店小二	jmfi
彩扩	jmfj
采撷	jmfl
彩排	jmfn
血本无归	jmfn
采掘	jmfp
床垫	jmfx
手术台	jmgo
采莲	jmhc
麻黄	jmhd
彩带	jmhn
麻利	jmhn
采种	jmho
麻花	jmht
麻药	jmhw
采认	jmiv
彩页	jmjb
敢想敢干	jmjf
神枪手	jmjf
魔爪	jmji
不相适应	jmjj
采血	jmjq
麻木不仁	jmjt
唇枪舌剑	jmjv
采办	jmjv
唇枪舌战	jmjy
彩礼	jmjy
床边	jmjz
彩笔	jmkj
采制	jmkn
彩管	jmkn
磨坊	jmld
采收	jmli
彩超	jmll
不相上下	jmlt
床榻	jmmb
彩棚	jmmd
血小板	jmmj
成本核算	jmmk
生机盎然	jmnd
追根究底	jmnj
百川归海	jmns
采写	jmns
磨盘	jmns
手术室	jmnt
不相容	jmnv
返朴归真	jmnx
遥相呼应	jmoj
磨蹭	jmol
彩喷	jmox
彩陶	jmps
彩民	jmpt
床罩	jmqy
神机妙算	jmrk
摩尔	jmrm
采油	jmsd
麻油	jmsd
追根溯源	jmss
盛极一时	jmtb
床位	jmtd
还本付息	jmtj
彩画	jmtq
麻袋	jmtv
采伐	jmtx
自相残杀	jmtx
摩天	jmty
麾下	jmty
物极必反	jmuj
床单	jmvb
床前	jmvd
不省人事	jmvt
彩铃	jmvv
彩纸	jmwc
麻纺	jmwd
魔掌	jmwn
麻绳	jmwo
彩练	jmwt
采光	jmww
磨光	jmww
采煤	jmxh
麻布	jmxn
磨炼	jmxt
彩灯	jmxt
摩登	jmxt
彩迷	jmxz
加格达奇	jmyy
看样子	jmzi
麻子	jmzi
手榴弹	jmzs
入冬	jnad
受难	jnat
入账	jnbk
爱财	jnbx
入时	jnbx
向西	jnci
耐碱	jncj
而要	jncr
应用软件	jnct
歪门邪道	jncv
不实之处	jnda
爱意	jndb
先见之明	jndb
反客为主	jndd
受胎	jndg
视网膜	jndh
爱恋	jndm
成家立业	jndw
奥义	jndx
废寝忘餐	jndy
而外	jndy
耍弄	jneh
爱岗	jnen
受托	jnfj
加官进爵	jnfj
应用技术	jnfm
受控	jnfn
受挫	jnfv
耐热	jnfx
受热	jnfx
入眼	jnge
入眠	jngp
应用程序	jnhj
耐劳	jnhn
爱称	jnhr
应用科学	jnhw
受宠若惊	jnhy
受训	jnim
习非成是	jnjb
不寒而栗	jnjc
初见成效	jnjd
物归原主	jnjd
受辱	jnjf
殷鉴不远	jnjf
入夏	jnjg
不见不散	jnjh
耐力	jnji
而生	jnjl
入魔	jnjm
百闻不如一见	jnjn
不闻不问	jnjn
所见所闻	jnjn
痈疽	jnjq
入座	jnjv
爱神	jnjy
不紧不慢	jnjy
不宣而战	jnjy
入神	jnjy
爱面子	jnjz
爱将	jnkd
受奖	jnkd
爱笑	jnkj
百宝箱	jnkm
受制	jnkn
向北	jnkt
受气	jnkz
入赘	jnlh
入土	jnli
而起	jnll
入彀	jnln
受权	jnma
血肉相连	jnmc
耍横	jnmh
入梦	jnmm
不见棺材不落泪	jnms
看家本领	jnmv
血肉模糊	jnmx
耐寒	jnnf
受用	jnnf
受寒	jnnf
不安定因素	jnnl
入室	jnnt
受穷	jnnv
向内	jnnv
入内	jnnv
受宠	jnnx
入味	jnof
爱听	jnoj
爱吃	jnol
爱哭	jnoo
垂帘听政	jnot
受降	jnpa
向阳	jnpb
入耳	jnpi
入院	jnpn
爱民	jnpt
受屈	jnpu
入队	jnpv
入骨	jnqd
受罪	jnqe
受困	jnqm
受罪	jnqn
不容置喙	jnqo
不容置疑	jnqt
爱女	jnri
感同身受	jnrj
百家姓	jnrj
耐久	jnrn
百家争鸣	jnro
爱巢	jnsb
入流	jnsd
入微	jnse
入港	jnsh
牡丹江	jnsi
受洗	jnsj
不容忽视	jnsj
爱河	jnst
受潮	jnsx
重见天日	jntb
千家万户	jntd
爱妻	jnte
选贤任能	jntg
受戒	jnth
受刑	jnth
百密一疏	jntj
耍赖	jnto
爱侣	jnto
入画	jntq
物宝天华	jntt
币值	jntx
入伙	jntx
耐酸	jnug
向心	jnui
觅食	jnvd
受凉	jnvd
爱美	jnve
不容分说	jnvi
被害人	jnvi
耐冷	jnvv
入关	jnvy
视同儿戏	jnwa
受赏	jnwn
不同凡响	jnwo
不见经传	jnwt
耐火	jnxi
不间断	jnxl
买空卖空	jnxn
向右	jnxo
我见犹怜	jnxy
入迷	jnxz
升官发财	jnyb
耐性	jnyj
奥悔	jnyl
爱憎	jnyv
爱怜	jnyv
爱子	jnzi
受孕	jnzj
历史观	joan
驾照	jobd
贺电	jobl
加冕	jobr
重蹈覆辙	jocc
加码	jocs
不足之处	joda
历史意义	jodd
不足为训	jodi
重中之重	jodj
癌变	jodm
加高	jodo
百足之虫	jodq
历史文化	jodt
不足为外人道	jodv
架站	jody
手足之情	jody
贺岁	joed
加印	joep
不足挂齿	jofl
加进	jofn
加元	jofw
架势	jofx
百口莫辩	johd
加薪	johd
贺词	joij
加试	joit
加厚	jojb
重足而立	jojd
赞叹不已	joje
加息	jojg
加了	joji
加力	joji
初中生	jojl
不吐不快	jojy
贺礼	jojy
加长	joki
加装	jokl
贺年	jolc
不足以	jold
架起	joll
加封	joll
贺喜	jolo
加些	jolt
驾龄	jolw
加权	joma
驾校	jomd
臭味相投	jomf
架桥	jomj
加害	jonf
加赛	jonf
加宽	jonh
驾临	jonk
百叶窗	jonv
架空	jonv
历史唯物主义	jood
乱哄哄	jooh
加号	joot
血口喷人	joov
成员国	joqe
加派	josj
加法	josl
袈裟	josm
历史潮流	joss
痛哭流涕	joss
贺信	joti
千呼万唤	joto
加分	jovd
架次	jovr
加仑	jovt
悉听尊便	jovt
加锁	jovw
加料	joxd
加粗	joxq
加数	joxr
加餐	joyd
加点	joyo
加劲	jozi
书呆子	jozi
不避艰险	jpap
追星	jpbj
追赃	jpbj
敢是	jpbt
追赠	jpbv
敢斗	jpdd
追肥	jpdd
阜新	jpdm
不尽然	jpdy
采取措施	jpfd
敢干	jpfi
敢打	jpft
追击	jpfu
敢拼	jpfv
敢讲	jpif
追诉	jpij
敢说	jpiv
追认	jpiv
追记	jpiz
憨厚	jpjb
乘隙而入	jpjj
追补	jpjk
神农架	jpjo
百尺竿头	jpkd
憨笑	jpkj
敢管	jpkn
追述	jpmd
追根	jpme
敢想	jpmg
升降机	jpmw
追尾	jppj
自卫队	jppv
追思	jpqu
不尽如人意	jprd
癖好	jprz
历尽沧桑	jpsa
鄱阳湖	jpsx
自取灭亡	jptd
不屑一顾	jptj
追偿	jptw
敢做	jptx
不尽人意	jpvd
追逃	jpvw
敢当	jpwe
追缴	jpwg
自民党	jpwn
憨直	jpxq
追随者	jpyb
追怀	jpyj
敢情	jpyl
疖子	jpzi
重男轻女	jqcr
爱国主义	jqdd
不期然而然	jqdd
血脉	jqdd
面膜	jqdh
血衣	jqdk
血亲	jqdm
血迹	jqdm
面市	jqdn
面熟	jqdo
血肿	jqdo
痴男怨女	jqdr
血脂	jqdt
血崩	jqed
瘦骨嶙峋	jqee
血印	jqep
血球	jqex
初具规模	jqfm
粤菜	jqhj
面皮	jqja
血库	jqjc
不期而然	jqjd
血痕	jqje
不甚了了	jqjj
血书	jqjj
痼疾	jqjl
血癌	jqjo
百思不得其解	jqjr
后遗症	jqjt
面庞	jqjx
血浆	jqkd
血气	jqkz
感恩戴德	jqls
血块	jqlz
面相	jqmg
瓜田李下	jqmt
血本	jqmt
血样	jqmv
血栓	jqmv
病虫害	jqnf
所罗门	jqni
血案	jqnr
厮守	jqnx
面呈	jqoe
血路	jqol
血防	jqpd
面壁	jqpo
血尿	jqps
粤剧	jqpx
感恩图报	jqqf
癞蛤蟆	jqqh
爱斯基摩	jqqj
爱因斯坦	jqql
癞蛤蟆想吃天鹅肉	jqqn
面罩	jqqy
血色	jqrd
厮混	jqsb
血泪	jqsg
血泊	jqsg
血水	jqsi
血洗	jqsj
血沉	jqsn
爵位	jqtd
千恩万谢	jqti
血债	jqtl
祸国殃民	jqtp
面颊	jqtv
面值	jqtx
血仇	jqtx
面盆	jqvd
反其道而行之	jqvd
反其道而行	jqvs
边界线	jqwf
血红	jqwi
血缘	jqwl
睾丸	jqxd
血糖	jqxj
血粉	jqxv
自助餐	jqyd
毛骨悚然	jqyd
血性	jqyj
血战	jqyo
神思恍惚	jqyy
自身难保	jrat
不好意思	jrdq
不解之缘	jrdw
自娱自乐	jrjc
敢怒而不敢言	jrji
敢怒不敢言	jrji
反躬自省	jrjm
千娇百媚	jrjr
原始社会	jrjv
不急不燥	jrjx
面如土色	jrlr
不负责任	jrlt
不久以前	jrlv
妥帖	jrni
厄尔尼诺	jrpi
福尔马林	jrsm
不妨一试	jrti
福如东海	jrts
初始化	jrtt
自始至终	jrtw
不负众望	jrvd
广角镜	jrvd
边角料	jrxd
了解情况	jryv
历久弥新	jrzd
自负盈亏	jrzf
度德量力	jsbj
司马昭之心，路人皆知	jsbl
面包车	jsci
反法西斯	jscq
不得要领	jscv
不治之症	jsdj
不法之徒	jsds
生活方式	jsdt
成活率	jsdw
不得已而为之	jsed
不得已	jsei
垂涎三尺	jsep
廉洁奉公	jsev
厉行节约	jshw
不徇私情	jshy
承包工程	jsih
祝酒词	jsij
重温旧梦	jsim
驾驶证	jsit
感染力	jsji
不得了	jsji
不得而知	jsjl
不清不楚	jsjm
原汁原味	jsjo
血流成河	jsjs
不治而愈	jsjv
司马迁	jsjx
不得不发	jsjy
神清气爽	jsky
生活上	jsli
近水楼台先得月	jsmd
近水楼台	jsmg
驾驶室	jsnt
书法家	jsnx
特派员	jsob
自得其乐	jsqc
适得其反	jsqj
司法解释	jsrj
血流如注	jsrs
亟待解决	jsrv
血淋淋	jssm
生活水平	jsst
血海深仇	jsst
甜滋滋	jssv
靠得住	jstd
毛泽东思想	jstm
摩洛哥	jsto
特洛伊木马	jsts
垂涎欲滴	jsvs
不得人心	jsvu
生活资料	jsvx
承包经营	jswh
疏忽大意	jsyd
豹子	jszi
不得劲	jszi
生活费	jszs
重逢	jtaf
重则	jtbn
不平则鸣	jtbo
翻天覆地	jtcl
翻来覆去	jtcl
病区	jtcx
所到之处	jtda
礼仪之邦	jtdf
不可胜计	jtdi
百货商店	jtdj
不作为	jtdj
不可名状	jtdk
不惑之年	jtdl
重整旗鼓	jtdl
刁蛮	jtdm
百事通	jtdn
不速之客	jtdn
威名	jtdo
重名	jtdo
不正之风	jtdw
不可胜数	jtdx
自作多情	jtdy
自作主张	jtdz
廉政建设	jtei
病退	jtek
重奏	jtev
垂死挣扎	jtff
不可抗拒	jtff
咸丰	jtfi
不可抗力	jtfj
重托	jtfj
重击	jtfu
病夫	jtfv
刁顽	jtfw
威势	jtfx
物价指数	jtfx
病势	jtfx
补偿贸易	jtgb
重兵	jtgv
手下留情	jtgy
威迫	jtgz
遮天蔽日	jthb
咸菜	jthj
熏蒸	jthj
不到黄河心不死	jtht
厨艺	jthz
不像话	jtij
重话	jtij
鹿死谁手	jtij
不可言状	jtik
重修旧好	jtir
不可言传	jtit
重试	jtit
重工业	jtiw
司库	jtjc
垂手	jtjf
病原	jtjg
重力	jtji
鹰爪	jtji
威盛	jtjj
自作自受	jtjj
自下而上	jtjl
重生	jtjl
重彩	jtjm
病魔	jtjm
不修边幅	jtjn
习焉不察	jtjn
不一而足	jtjo
先天不足	jtjo
不依不饶	jtjr
应付自如	jtjr
不死不活	jtjs
重病	jtjt
爱来不来	jtjt
不偏不倚	jtjt
臭豆腐	jtjt
病重	jtjt
成事不足，败事有余	jtjv
不可告人	jtjv
不伦不类	jtjx
翻两番	jtjx
不可不	jtjy
先下手为强	jtjz
腐乳	jtjz
重奖	jtkd
腐竹	jtki
熏制	jtkn
府第	jtkz
重载	jtlc
重地	jtlc
不做声	jtld
不可收拾	jtlf
府上	jtli
不可缺少	jtlm
励志	jtlu
感知	jtly
威权	jtma
病榻	jtmb
病根	jtme
广东话	jtmi
质疑问难	jtna
重审	jtnb
反作用	jtnf
病害	jtnf
不可同日而语	jtni
反作用力	jtnj
感官	jtnp
不切实际	jtnp
病案	jtnr
司空	jtnv
皮开肉绽	jtnw
重唱	jtob
重听	jtoj
赝品	jtoo
病患	jtoo
感喟	jtoq
威吓	jtot
近代史	jtox
病史	jtox
不可限量	jtpb
重阳	jtpb
自作聪明	jtpb
雁阵	jtpc
物价局	jtpj
后来居上	jtpl
病院	jtpn
司职	jtpo
不可避免	jtpr
厨卫	jtpt
刁民	jtpt
敢死队	jtpv
重围	jtqf
不可思议	jtqi
重圆	jtqo
不假思索	jtqx
物伤其类	jtqx
感恩	jtqy
重负	jtrb
重婚	jtrc
厉色	jtrd
视死如归	jtrn
不可饶恕	jtrr
重油	jtsd
厉行	jtsf
不可忽视	jtsj
病源	jtsj
司徒	jtsl
重演	jtsn
重洋	jtsv
鹰洋	jtsv
后天下之乐而乐	jttc
垂死	jttd
不可开交	jttd
病死	jttd
不可一世	jtth
重修	jtti
症候	jtti
不可偏废	jttj
不可或缺	jttl
秉正	jttl
物华天宝	jttn
威逼	jtto
重整	jtto
乱作一团	jttq
感化	jttt
病倒	jttt
生死攸关	jttv
感佩	jttw
先天下之忧而忧	jtty
福至心灵	jtue
重出	jtue
成正比	jtui
自信心	jtui
原形毕露	jtuu
不可逆转	jtvc
重创	jtvc
司令部	jtvd
秉公	jtvg
辽东半岛	jtvg
重金	jtvi
不可企及	jtvj
不可逾越	jtvl
病况	jtvo
司令员	jtvo
重合	jtvt
重镇	jtvx
刁钻	jtvy
不可终日	jtwb
厅堂	jtwn
感光	jtww
病友	jtxa
司炉	jtxd
不可救药	jtxh
威猛	jtxj
病灶	jtxl
秉烛	jtxq
重炮	jtxs
鹰犬	jtyd
秉性	jtyj
感奋	jtyq
特殊情况	jtyv
重教	jtyz
重孙	jtzm
初露头角	judr
甜酸苦辣	juhd
初出茅庐	juhj
庇荫	juhp
向心力	juji
不出所料	jujx
庇佑	jutx
初露锋芒	juvh
妥善处理	jvae
社会各界	jvaq
不合时宜	jvbn
受益匪浅	jvcs
感人肺腑	jvdd
社会主义	jvdd
爱美之心人皆有之	jvdd
百分之百	jvdj
司令部	jvdo
不分胜负	jvdr
乘人之危	jvdr
后半夜	jvdt
爱美之心	jvdu
社会效益	jvdv
百分率	jvdw
千分之	jvdz
丢人现眼	jveg
耐人寻味	jveo
办报	jvfp
秉公执法	jvfs
摩拳擦掌	jvfw
不分皂白	jvgg
夏令营	jvhn
社会科学院	jvhp
座落	jvhs
百合花	jvht
社会科学	jvhw
厚今薄古	jvhx
办公设备	jvia
痴人说梦	jvim
办证	jvit
向钱看	jvjf
向前看	jvjf
庸人自扰	jvjf
不关痛痒	jvjj
不着边际	jvjp
加减乘除	jvjp
办妥	jvjr
办公自动化	jvjt
痒痒	jvjv
社会制度	jvkj
百分制	jvkn
办复	jvlb
仄声	jvld
自决权	jvma
物欲横流	jvms
座机	jvmw
办完	jvnf
座舱	jvns
盛况空前	jvnv
司令员	jvob
病从口入	jvoj
祸从口出	jvou
重金属	jvpj
物资局	jvpj
廉耻	jvpl
疗养院	jvpn
疯人院	jvpn
自食其果	jvqb
自食其言	jvqi
自食其力	jvqj
社会团体	jvqt
反贪污	jvsf
原单位	jvtd
办到	jvtg
不差什么	jvtj
物美价廉	jvtj
社会保障	jvtp
社会化	jvtt
剩余价值	jvtt
社会形态	jvty
百分比	jvui
自尊心	jvui
社会关系	jvvj
座钟	jvvo
不食人间烟火	jvvx
生命线	jvwf
不减当年	jvwl
生命在于运动	jvxf
后会有期	jvxq
百分数	jvxr
不含糊	jvxx
丑八怪	jvya
受益者	jvyb
成人教育	jvyd
顾全大局	jvyp
社会发展	jvyp
不结盟	jwbd
应景	jwbd
疾风暴雨	jwbu
应时	jwbx
乘风破浪	jwcs
疫区	jwcx
不经意	jwdb
应由	jwdi
应为	jwdj
血光之灾	jwdn
应召	jwdo
羽绒服	jwdp
生儿育女	jwdr
血细胞	jwds
癌细胞	jwds
神经衰弱	jwdz
手风琴	jwee
应运	jwfg
系于	jwfi
应援	jwfj
不绝于耳	jwfp
后继无人	jwfv
应允	jwgw
应募	jwhb
应和	jwho
奚落	jwhs
系统工程	jwih
应许	jwil
系谱	jwiv
应力	jwji
神经质	jwjj
自觉自愿	jwjj
不约而同	jwjn
乘兴而来，败兴而归	jwjn
自给自足	jwjo
神经病	jwjt
乘兴而来	jwjt
神经系统	jwjw
疯癫	jwjx
自学成才	jwjx
应敌	jwjx
物业管理	jwke
毛细管	jwkn
应声	jwld
唇红齿白	jwlg
疾风知劲草	jwlh
近几年来	jwlt
选举权	jwma
压缩机	jwmw
成绩斐然	jwnd
应门	jwni
神经中枢	jwom
面红耳赤	jwpl
入乡随俗	jwpt
选举法	jwsl
礼尚往来	jwst
应验	jwst
系统集成	jwtj
不经一事，不长一智	jwtl
摩纳哥	jwto
边缘化	jwtt
近几天	jwty
反光镜	jwvd
选举人	jwvi
威风八面	jwvj
系念	jwvj
神经过敏	jwxl
后继有人	jwxv
自觉性	jwyj
系统性	jwyj
应战	jwyo
疾风劲草	jwzh
疯子	jwzi
辞赋	jxbf
丑星	jxbj
函电	jxbl
函购	jxbs
翻转	jxcf
翻车	jxci
乱码	jxcs
翻覆	jxcs
敌意	jxdb
甜头	jxdd
乘方	jxdh
乘胜	jxdj
迁就	jxdo
成才之路	jxdo
翻脸	jxdv
释义	jxdx
释文	jxdx
释然	jxdy
生杀予夺	jxdy
翻建	jxef
翻印	jxep
翻录	jxes
乱搞	jxfd
不断提高	jxfd
翻动	jxfg
翻拍	jxfg
雁过拔毛	jxfj
垂挂	jxfl
痰盂	jxfq
乘势	jxfx
不断扩大	jxfy
雁过留声	jxgl
舌苔	jxhg
甜菜	jxhj
辞世	jxhl
自古英雄出少年	jxhl
敌营	jxhn
乘积	jxho
辞藻	jxhs
垂范	jxhs
垂落	jxhs
乘警	jxhs
瘠薄	jxhs
乱花	jxht
厚古薄今	jxhv
丑话	jxij
辞谢	jxir
乖巧	jxit
不在话下	jxit
乱说	jxiv
释读	jxix
反求诸己	jxiz
翻页	jxjb
垂手	jxjf
敌手	jxjf
敌我	jxjf
翻看	jxjf
甜瓜	jxjj
釉质	jxjj
千斤	jxjk
函告	jxjl
垂爱	jxjn
刮痧	jxjs
百炼成钢	jxjv
翻筋斗	jxkd
所有制	jxkn
敌境	jxld
垂青	jxld
不求上进	jxlf
翻起	jxll
翻越	jxll
千赫	jxlm
鼻烟壶	jxln
丢盔卸甲	jxlq
自古以来	jxlt
不在此列	jxlt
适龄	jxlw
垂柳	jxmc
舌根	jxme
丞相	jxmg
翻本	jxmt
翻检	jxmv
敌机	jxmw
不在少数	jxmx
垂问	jxno
神龙见首不见尾	jxnp
乘船	jxns
乱闯	jxns
翻船	jxns
翻阅	jxnv
甜味	jxof
适口	jxoi
番号	jxot
乘号	jxot
辞聘	jxpd
乘隙	jxpm
近在咫尺	jxpp
乘除	jxpv
丑剧	jxpx
迁居	jxpx
敌国	jxqe
励精图治	jxqs
福布斯	jxqv
迁怒	jxra
辞色	jxrd
丑角	jxri
剩饭	jxrl
不过尔尔	jxrr
迁往	jxsd
翻涌	jxsd
辞行	jxsf
丑行	jxsf
垂泪	jxsg
辞源	jxsj
辞海	jxsl
迁徙	jxsl
甜润	jxsn
甜酒	jxsu
垂死	jxtd
反戈一击	jxtf
翻到	jxtg
翻供	jxth
反过来说	jxti
翻修	jxti
函件	jxtk
千瓦	jxtl
垂体	jxtm
丑事	jxto
丑化	jxtt
翻倒	jxtt
反独促统	jxtw
反过来	jxtx
乱来	jxtx
翻出	jxue
甜酸	jxug
悉心	jxui
成龙配套	jxuy
乘凉	jxvd
座右铭	jxvd
适销	jxvw
翻卷	jxvy
豺狼当道	jxwv
乘兴	jxwv
乘风	jxwx
刮风	jxwx
千米	jxxi
癫狂	jxxj
千古	jxxo
乘数	jxxr
乱糟糟	jxxx
丑类	jxxy
丑态	jxyd
释怀	jxyj
舌战	jxyo
不断发展	jxyp
生米煮成熟饭	jxyr
垂怜	jxyv
不登大雅之堂	jxyw
乘虚	jxyw
乱子	jxzi
盛情难却	jyal
不备	jyaq
社戏	jyax
神明	jybd
不畅	jybi
福星	jybj
礼遇	jybn
神医	jycl
不要紧	jycn
不轨	jycx
神韵	jydb
神童	jydb
不端	jyde
店主	jyde
受教育	jydg
不由	jydi
不情之请	jydi
手忙脚乱	jydj
爱恨交加	jydj
不愧为	jydj
不啻	jydn
神勇	jydn
神通	jydn
百忙之中	jydo
不熟	jydo
店名	jydo
礼服	jydp
不齐	jydx
不吝	jydx
不义	jydx
不外	jydy
歪理	jyeb
禅理	jyeb
祥瑞	jyee
神异	jyeh
广大群众	jyev
神灵	jyex
不把	jyfd
还把	jyfd
不揣	jyfe
不干	jyfi
习惯势力	jyfj
不振	jyfj
神武	jyfl
不进	jyfn
不拘	jyfs
祝捷	jyft
还击	jyfu
特快专递	jyfv
祝寿	jyfx
祈盼	jygv
不甚	jyhe
后悔莫及	jyhj
追悔莫及	jyhj
厌世	jyhl
社稷	jyhq
不稳	jyhr
不苟	jyhs
礼花	jyht
重点项目	jyig
神功	jyij
祝词	jyij
礼让	jyil
不惜工本	jyim
不巧	jyit
社评	jyit
返老还童	jyjd
入情入理	jyje
还手	jyjf
初战告捷	jyjf
不战不和	jyjh
顾虑重重	jyjj
礼成	jyjj
祷告	jyjl
神采	jyjm
不大不小	jyjm
不加	jyjo
店面	jyjq
自愧不如	jyjr
生老病死	jyjt
百战不殆	jyjt
乔迁	jyjx
不慌不忙	jyjy
不祥	jyjy
不长	jyki
店长	jyki
乔装	jykl
后发制人	jykv
先发制人	jykv
福地	jylc
祖坟	jyld
神坛	jylf
襟怀坦白	jylg
祖上	jyli
不坏	jylj
不虚此行	jyls
愿者上钩	jylv
不齿	jylw
神权	jyma
祖述	jymd
祸根	jyme
福相	jymg
乔木	jymi
不顺	jymj
不朽	jymt
禅机	jymw
祖辈	jyne
还用	jynf
礼宾	jyng
礼帽	jyni
不周	jynl
不问	jyno
感情用事	jynt
不宁	jynt
祖师	jynt
视同	jynt
敌忾同仇	jynt
店家	jynx
社员	jyob
店员	jyob
不逞	jyoe
还口	jyoi
废品	jyoo
神聊	jypc
礼聘	jypd
社情民意	jypd
神农	jypk
祛除	jypv
生态农业	jypw
祖居	jypx
视图	jyqa
废黜	jyqh
不畏	jyqt
神思	jyqu
不累	jyqw
废置	jyqx
不因	jyqy
不怀好意	jyrd
不争	jyre
神女	jyri
不懈努力	jyrj
不妙	jyrm
神妙	jyrm
不象	jyro
不嫌	jyrv
神汉	jysa
不测	jysb
百老汇	jysc
神游	jysd
神往	jysd
废油	jysd
还很	jyse
礼包	jyse
不治	jysg
祸水	jysi
还须	jysj
神婆	jysj
礼法	jysl
废渣	jysm
痛快淋漓	jyss
神驰	jyst
祝酒	jysu
不消	jysw
神甫	jytd
神位	jytd
祖传	jytf
不大可能	jytg
感慨万千	jytj
还债	jytl
神似	jytl
神伤	jytl
不惑	jyto
不保	jyto
不假	jytp
祝您	jytr
神像	jytr
生态平衡	jyts
不怕一万，就怕万一	jytt
神化	jytt
还价	jytv
礼俗	jytv
不严	jytw
不前	jyvd
福分	jyvd
还钱	jyvf
追悼会	jyvf
社会的	jyvg
礼金	jyvi
视频会议	jyvi
废人	jyvi
祸首	jyvj
废铁	jyvk
歪斜	jyvt
神龛	jyvt
神父	jyvx
废纸	jywc
不肖	jywd
祠堂	jywn
店堂	jywn
祖业	jywt
不兴	jywv
不经	jywz
废料	jyxd
社火	jyxi
厌烦	jyxj
不才	jyxj
礼数	jyxr
礼炮	jyxs
神怪	jyya
广州话	jyyi
加快发展	jyyp
不惧	jyyq
不惯	jyyq
爱恨情仇	jyyt
不惟	jyyt
不悦	jyyv
礼教	jyyz
不逊	jyzm
祖孙	jyzm
废弛	jyzs
乳牙	jzci
边区	jzcx
乳胶	jzdd
乳头	jzdd
补己之短	jzdl
边旁	jzdn
乳名	jzdo
乳脂	jzdt
乳剂	jzdx
边岸	jzej
边远	jzfw
边贸	jzgd
乳白	jzgi
