双双	aaaa
山村	eimx
三军	einc
王冠	einf
山寨	einf
山门	eini
王宫	eino
山冈	einx
理论家	einx
山口	eioi
山路	eiol
三陪	eipd
山陵	eipl
山民	eipt
三国	eiqe
王国	eiqe
山国	eiqe
三围	eiqf
三思	eiqu
已婚	eirc
山色	eird
三角	eiri
三好	eirz
王妃	eirz
已往	eisd
山梁	eisd
山洪	eish
山水	eisi
肃清	eisl
王法	eisl
山洼	eisl
山洞	eisn
山涧	eisn
山沟	eiss
山河	eist
王位	eitd
三万	eith
三七	eiti
三言两语	eiti
王储	eiti
山顶	eitj
山东	eitm
山歌	eito
山货	eitt
山下	eity
王侯	eitz
山羊	eivf
王公	eivg
三个	eivi
王八	eivi
山道	eivj
三资	eivr
建设银行	eivs
山谷	eivv
王爷	eivx
三线	eiwf
三级	eiwj
山乡	eiwj
三维	eiwt
山风	eiwx
已经	eiwz
王朝	eixb
已有	eixd
三十	eixi
已在	eixi
已故	eixo
山炮	eixs
山脊	eixv
王者	eiyb
三餐	eiyd
已达	eiyz
王子	eizi
王孙	eizm
三弦	eizs
群星	ejbj
岂不是	ejbt
群殴	ejcx
君主	ejde
瑶族	ejdh
玻璃	ejed
峨嵋	ejed
君王	ejei
群山	ejei
颛顼	ejej
异乎寻常	ejew
环球	ejex
王府井	ejfn
环抱	ejfs
群岛	ejge
君臣	ejgi
春夏秋冬	ejha
群芳	ejhd
三顾茅庐	ejhj
群英	ejhn
环节	ejhp
群落	ejhs
环顾	ejjc
群魔乱舞	ejjl
环视	ejjy
岸边	ejjz
环境	ejld
岸上	ejli
环城	ejlj
群起	ejll
君权	ejma
瑶村	ejmx
环卫	ejpt
群居	ejpx
瑶池	ejsc
印度洋	ejsv
环形	ejth
三段式	ejti
群集	ejti
群体	ejtm
既成事实	ejtn
环保	ejto
印度人	ejvi
群众	ejvv
理所当然	ejwd
群组	ejwq
三番五次	ejwv
环绕	ejwx
群雄	ejxg
玩物丧志	ejxl
王顾左右而言他	ejxt
群发	ejya
三座大山	ejye
群情	ejyl
君子	ejzi
退赔	ekbd
退票	ekcf
垦区	ekcx
退股	ekdw
群策群力	ekej
退耕	ekem
琼浆玉液	ekes
退换	ekfr
灵长目	ekgi
垦荒	ekhd
退税	ekhv
建筑工程	ekih
恳请	ekil
退让	ekil
恳谈	ekix
建筑面积	ekjh
退席	ekjh
珠翠	ekjj
退后	ekjj
退庭	ekjj
退还	ekjy
珠算	ekkg
退款	eklf
退却	eklg
退走	ekll
退场	eklz
建筑材料	ekmx
珠宝	ekne
印第安	eknr
退守	eknx
退路	ekol
退职	ekpo
退避	ekpo
退隐	ekpr
退居	ekpx
退回	ekqo
退婚	ekrc
退色	ekrd
珠海市	eksd
珠江	eksi
珠海	eksl
退役	eksw
退潮	eksx
恳切	ektd
退位	ektd
退下	ektd
垦殖	ektd
三长两短	ektl
退休	ektm
退货	ektt
退化	ektt
退伍	ektw
退出	ekue
退钱	ekvf
退缩	ekwn
退学	ekwn
退火	ekxi
恳求	ekxx
退烧	ekxx
退步	ekyi
屹立	eldi
珐琅	eled
群起而攻之	eljd
灵敏度	eljh
环境卫生	elpj
环境污染	elss
环境保护	eltf
耗电	embl
耗时	embx
耗竭	emdb
肃立	emdi
肃然	emdy
耕耘	emem
耗损	emfo
耗能	emgd
肃穆	emhg
耕种	emho
肃反	emjj
琴棋书画	emjt
耕牛	emki
三极管	emkn
耕地	emlc
肃静	emld
秦楼楚馆	emmr
耗材	emmx
寻根究底	emnj
寻根问祖	emnj
玉树临风	emnw
耗尽	empn
耕田	emqi
肃清	emsl
灵机一动	emtf
耕作	emtl
异想天开	emtt
耗资	emvr
耦合	emvt
肃杀	emxm
耗子	emzi
耗费	emzs
悲观	enan
现时	enbx
现实意义	endd
悲哀	endo
崇高	endo
岗亭	endo
现房	endp
现已	enei
崆峒	enen
三门峡	enet
班门弄斧	enev
珲春	enev
珊瑚	enex
岁寒三友	enex
春宵苦短	enhl
现世	enhl
建军节	enhp
崇敬	enhs
悲痛	enjd
崇拜	enjf
现成	enjj
非礼	enjy
崇祯	enjy
现状	enky
现年	enlc
现款	enlf
现场	enlz
现实	ennd
异军突起	ennl
岗哨	enow
现阶段	enpj
现职	enpo
悲剧	enpx
灵丹妙药	enrh
现象	enro
现汇	ensc
现行	ensf
非法	ensl
山穷水尽疑无路，柳暗花明又一村	ensm
山穷水尽疑无路	enso
山穷水尽	ensp
崇洋	ensv
现役	ensw
非洲	ensy
岗位	entd
现形	enth
现任	entj
悲伤	entl
现代化	entt
现货	entt
现代	entv
春宵一刻值千金	entv
现出	enue
现钱	envf
现金	envi
现今	envj
现钞	envm
非金属	envp
非同儿戏	enwa
非凡	enwd
非常	enwn
崇尚	enwn
非同凡响	enwo
三字经	enwz
现有	enxd
春寒料峭	enxe
现在	enxi
现存	enxi
悲愤	enyx
噩耗	eoem
三足鼎立	eogd
噩梦	eomm
异口同声	eonl
山呼海啸	eoso
三中全会	eovv
印章	epdb
印迹	epdm
退避三舍	epev
印台	epgo
印花	epht
理屈词穷	epin
印证	epit
印谱	epiv
印记	epiz
印痕	epje
印度	epjh
现阶段	epjk
瑕疵	epjl
印度洋	epjs
印制	epkn
崛起	epll
印刷术	epmd
印本	epmt
印鉴	epnk
印刷	eppn
印尼	eppt
印刷体	eppt
珠联璧合	eppv
印色	eprd
印象	epro
印油	epsd
印行	epsf
岷江	epsi
印泥	epsp
印染	epsx
印信	epti
奉陪到底	eptj
印刷体	eptm
印出	epue
三联单	epvb
印铁	epvk
印次	epvr
印绶	epwj
印堂	epwn
印刷业	epwt
印数	epxr
印发	epya
珠圆玉润	eqes
碧螺春	eqev
春困秋乏	eqhj
三思而后行	eqjs
三国志	eqlu
峰回路转	eqoc
三国演义	eqsd
春回大地	eqyl
崽子	eqzi
峥嵘	ereh
秦始皇	erge
现身说法	eris
三角函数	erjx
三角板	ermj
春色满园	ersq
三角洲	ersy
三角形	erth
三角债	ertl
三好学生	erwj
玛雅	esci
录音	esdb
剥离	esdx
玛瑙	eses
逮捕	esff
逮捕	esft
剥落	eshs
既得利益	eshv
三句话不离本行	esis
剥皮	esja
既往不咎	esja
隶书	esjj
录入	esjn
录制	eskn
剥去	eslg
山水相连	esmc
录用	esnf
录取	espa
斑驳陆离	espd
隶属	espj
玩忽职守	espn
崇洋媚外	esrd
剥蚀	esrl
录象	esro
弄得好	esrz
山清水秀	essh
逮住	estd
剥开	esth
玛丽	estn
山水画	estq
录像	estr
玉洁冰清	esvs
山海关	esvy
剥削	eswd
山海经	eswz
剥夺	esyx
现代戏	etax
崔嵬	eteg
三天打鱼	etfr
春华秋实	ethn
录像带	ethn
寻死觅活	etjs
弄假成真	etjx
理事长	etki
录像片	etki
现代舞	etlh
岗位培训	etli
山东省	etmj
山东省	etmm
录像机	etmw
现代汉语	etsi
三天两头	ettd
三位一体	ettt
现代化	ettt
三更半夜	etvd
退休金	etvi
峡谷	etvv
退一步	etyi
退一步说	etyi
崭露头角	eudr
三心二意	eufd
异曲同工	euni
瑞雪兆丰年	euvl
山雨欲来风满楼	euvm
奉劝	evaj
春晖	evbn
奏乐	evcm
奉迎	evcp
春意	evdb
泰斗	evdd
秦腔	evdn
三分之一	evdt
奏效	evdv
泰然	evdy
珍玩	evef
泰山	evei
嵯峨	evej
珍珠	evek
春耕	evem
秦岭	evev
珍禽异兽	evev
玲珑	evex
三分球	evex
奏凯	evez
春运	evfg
奏折	evfj
春播	evfj
奏捷	evft
春兰秋菊	evhh
珍藏	evhk
春节	evhp
春蕾	evhu
春药	evhw
春秋	evhx
珍稀	evhx
春季	evhz
奉承	evje
春夏	evjg
奏疏	evjl
珍爱	evjn
珍重	evjt
珍视	evjy
奉还	evjy
春笋	evke
蠢笨	evkm
三合板	evmj
春梦	evmm
珍本	evmt
蠢材	evmx
珍宝	evne
春寒	evnf
岑寂	evnl
春宫	evno
珍闻	evnp
泰安	evnr
奉公守法	evns
春宵	evnw
珍品	evoo
群众路线	evow
奉陪	evpd
春联	evpv
珍贵	evqb
王公贵族	evqd
泰国	evqe
三从四德	evqs
春色	evrd
珍馐	evrl
春游	evsd
奉行	evsf
春潮	evsx
瑜伽	evtj
蠢事	evto
秦晋	evtw
春天	evty
奏出	evue
春雨	evui
春雷	evuq
春分	evvd
珍禽	evvd
奉公	evvg
奉命	evvt
三资企业	evvw
奉送	evvy
三令五申	evwb
三八红旗手	evwj
春光	evww
春风	evwx
秦朝	evxb
舂米	evxi
奉献	evxn
岭南	evxn
珍惜	evyh
春情	evyl
珍奇	evyt
春光明媚	ewbr
琐碎	ewcd
峭立	ewdi
峭拔	ewfx
三五成群	ewje
退堂鼓	ewlo
珠光宝气	ewnk
峭壁	ewpo
三缄其口	ewqo
理当如此	ewrl
春风得意	ewsd
春风满面	ewsj
山光水色	ewsr
琐事	ewto
琐细	ewwq
三纲五常	ewww
球星	exbj
导电	exbl
导购	exbs
灵车	exci
三十六计，走为上计	exdi
球市	exdn
灵通	exdn
巅峰	exea
灵异	exeh
嶙峋	exes
灵慧	exff
灵魂	exfg
导播	exfj
导刊	exfn
群龙无首	exfv
寻找	exfx
球技	exfx
导热	exfx
球台	exgo
灵芝	exhd
球鞋	exhp
球菌	exhq
灵药	exhw
球茎	exhz
球艺	exhz
灵秀	exhz
寻访	exid
导言	exii
灵巧	exit
导论	exiv
导读	exix
琢磨	exjm
玩火自焚	exjm
导向	exjn
导入	exjn
寻觅	exjn
炭疽	exjq
寻衅	exjq
灵感	exjt
理直气壮	exkk
导管	exkn
球状	exky
灵气	exkz
三十年河东，三十年河西	exlc
岂有此理	exle
灵敏度	exlj
寻址	exll
灵敏	exlq
球场	exlz
寻查	exmb
灵柩	exmc
寻机	exmw
灵机	exmw
灵丹	exnd
球赛	exnf
球门	exni
寻问	exno
导航	exns
导师	exnt
球员	exob
寻味	exof
寻呼	exoj
寻隙	expm
灵犀	exps
球队	expv
寻思	exqu
灵妙	exrm
导游	exsd
灵活	exsj
山南海北	exsk
导演	exsn
灵验	exst
寻死	extd
导致	extg
球体	extm
导体	extm
寻事	exto
炭化	extt
灵便	extt
导出	exue
导线	exwf
导火线	exwf
寻常	exwn
灵堂	exwn
灵光	exww
炭火	exxi
导火索	exxn
寻索	exxn
寻求	exxx
球类	exxy
球迷	exxz
灵性	exyj
暨南大学	exyw
导弹	exzs
导引	exzs
班里	eybl
班车	eyci
班房	eydp
崎岖	eyec
琥珀	eyeg
班底	eyjc
玷辱	eyjf
班禅	eyjy
班长	eyki
悲愤填膺	eylj
班机	eymw
理发师	eynt
班师	eynt
班期	eyqv
玷污	eysf
弄虚作假	eytt
班会	eyvf
班次	eyvr
班级	eywj
班组	eywq
三教九流	eyxs
班子	eyzi
岂是	ezbt
凯旋	ezdh
君子之交淡如水	ezds
岂能	ezgd
岂敢	ezjp
君子爱财，取之有道	ezjv
岂不	ezjy
岂止	ezli
岂知	ezly
岂非	ezne
岂但	eztb
凯歌	ezto
觊觎	ezvt
摊贩	fabj
择要	facr
摊商	fadn
热处理	faeb
择菜	fahj
无处藏身	fahr
搔痒	fajv
无处不在	fajx
摊牌	fakg
择吉	falo
指桑骂槐	faom
择期	faqv
找对象	faro
排难解纷	farw
摊派	fasj
择偶	fatb
摊位	fatd
无条件	fatk
择优	fatx
摊销	favw
择业	fawt
摊点	fayo
摊子	fazi
揭晓	fbbx
提早	fbbx
提要	fbcr
无冕之王	fbde
提亲	fbdm
提高	fbdo
提名	fbdo
提交	fbdv
提琴	fbee
提现	fben
无时无刻	fbfd
提示	fbfm
揭示	fbfm
无影无踪	fbfo
提携	fbft
揭批	fbfu
专题报道	fbfv
提拔	fbfx
提留	fbgd
揭幕	fbhb
提花	fbht
揭秘	fbhu
提议	fbid
打电话	fbij
提请	fbil
提讯	fbiz
提手	fbjf
提升	fbjh
热电厂	fbji
提成	fbjj
捏造	fbjl
担架	fbjo
提神	fbjy
提及	fbjz
揭牌	fbkg
提笔	fbkj
提箱	fbkm
提篮	fbkn
披星戴月	fbld
提款	fblf
提起	fbll
提督	fblm
揭短	fbly
揭榜	fbmd
摄影机	fbmw
提审	fbnb
按时完成	fbnj
提问	fbno
提案	fbnr
摄影师	fbnt
揭穿	fbnv
提取	fbpa
提防	fbpd
捍卫	fbpt
担负	fbrb
干电池	fbsc
提包	fbse
提溜	fbsg
提灌	fbsh
担待	fbsl
提法	fbsl
提倡	fbtb
拽住	fbtd
提到	fbtg
提供	fbth
揭开	fbth
担任	fbtj
担保	fbto
提速	fbto
指日可待	fbts
提货	fbtt
提价	fbtv
提醒	fbub
提出	fbue
担心	fbui
揭露	fbuo
提单	fbvb
提前	fbvd
捏着	fbvf
提着	fbvf
捏合	fbvt
撮合	fbvt
担当	fbwe
提纲	fbwn
提纯	fbwt
抗日救亡	fbxd
提存	fbxi
提炼	fbxt
揭发	fbya
抗日战争	fbyr
担忧	fbyx
担子	fbzi
抵账	fcbk
抵抗	fcfd
抵扣	fcfo
抵押	fcfq
打砸抢	fcfv
抵挡	fcfw
拓扑	fcfy
拓荒	fchd
接连不断	fcjx
抵制	fckn
抑制	fckn
抑止	fcli
拓本	fcmt
运输机	fcmw
拓宽	fcnh
抠门	fcni
投石问路	fcno
拓展	fcph
抵罪	fcqn
抵触	fcrq
动辄得咎	fcsa
打破沙锅问到底	fcsj
抵御	fcsl
抵消	fcsw
抵债	fctl
抑或	fcto
抵赖	fcto
抵偿	fctw
打破常规	fcwf
运输线	fcwf
抑郁	fcxd
扭转乾坤	fcxl
拈轻怕重	fcyj
抵达	fcyz
抛砖引玉	fcze
把戏	fdax
挤对	fdax
护照	fdbd
摇头晃脑	fdbd
抗旱	fdbf
抗暴	fdbh
抗日	fdbi
招贴	fdby
摔碎	fdcd
撞车	fdci
垫脚石	fdci
捅破	fdcj
摘要	fdcr
动脉硬化	fdct
接轨	fdcx
接连	fdcz
打主意	fddb
接头	fddd
把脉	fddd
按部就班	fdde
二郎腿	fdde
干巴巴	fddl
招亲	fddm
护膝	fddm
无妄之灾	fddn
接通	fddn
招商	fddn
搞通	fddn
护腕	fddn
撤市	fddn
无意之中	fddo
摔交	fddv
热腾腾	fddv
招股	fddw
抗辩	fddx
撤离	fddx
接站	fddy
打肿脸充胖子	fddz
护理	fdeb
把玩	fdef
挤眉弄眼	fdeg
护岸	fdej
撤退	fdek
摘录	fdes
接班	fdey
抬头挺胸	fdfd
抽搐	fdfd
摧眉折腰	fdfd
招抚	fdff
抗拒	fdfg
抽动	fdfg
拉动	fdfg
抖动	fdfg
热衷于	fdfi
挑肥拣瘦	fdfj
招摇	fdfj
搞掂	fdfj
把持	fdfl
拉扯	fdfl
护持	fdfl
摘抄	fdfm
招揽	fdfn
挤进	fdfn
把握	fdfp
摇头摆尾	fdfp
撤换	fdfr
无名指	fdft
抽打	fdft
摔打	fdft
撞击	fdfu
抗击	fdfu
接替	fdfv
揉搓	fdfv
拉拢	fdfx
把势	fdfx
抖擞	fdfx
撤掉	fdfy
招眼	fdge
抱头鼠窜	fdgn
撤兵	fdgv
招募	fdhb
拉萨市	fdhd
干脆利落	fdhh
拉秧	fdhn
接种	fdho
拉萨	fdhp
招租	fdhq
抽穗	fdht
契税	fdhv
抽税	fdhv
抗税	fdhv
招惹	fdhx
无名英雄	fdhx
拉稀	fdhx
提高警惕	fdhy
披头散发	fdhy
摘译	fdia
抗议	fdid
招工	fdii
撤诉	fdij
抽调	fdin
招认	fdiv
摘记	fdiz
搜肠刮肚	fdjd
把手	fdjf
接手	fdjf
拉手	fdjf
招手	fdjf
擅自	fdjg
摘自	fdjg
抗原	fdjg
接力	fdji
远交近攻	fdji
拉力	fdji
接近	fdjj
接近	fdjk
接生	fdjl
招生	fdjl
挤压	fdjl
接受	fdjn
接入	fdjn
拉架	fdjo
抱头痛哭	fdjo
招架	fdjo
抽血	fdjq
拉面	fdjq
报效祖国	fdjq
无商不奸	fdjr
无为而治	fdjs
抗病	fdjt
远亲不如近邻	fdjv
接应	fdjw
擦肩而过	fdjx
抽筋	fdkd
招牌	fdkg
擅长	fdki
拉长	fdki
规章制度	fdkj
搞笑	fdkj
接管	fdkn
抽签	fdkv
接地	fdlc
接壤	fdld
动之以情，晓之以理	fdle
护士	fdli
接收	fdli
招收	fdli
抽走	fdll
撤走	fdll
撞墙	fdlx
持之以恒	fdly
动之以情	fdly
搞垮	fdly
护短	fdly
擅权	fdma
抽查	fdmb
无名小卒	fdmd
招标	fdmf
拉杆	fdmf
撤标	fdmf
护林	fdmm
拔刀相助	fdmq
把柄	fdmt
抽检	fdmv
抽样	fdmv
护栏	fdmv
契机	fdmw
扩音机	fdmw
拉紧	fdna
接客	fdna
招贤	fdna
掮客	fdna
撤军	fdnc
契丹	fdnd
把门	fdni
拉闸	fdnq
招安	fdnr
撤案	fdnr
护航	fdns
抒写	fdns
搞定	fdnt
抽空	fdnv
接见	fdnw
抗灾	fdnx
把守	fdnx
接口	fdoi
招呼	fdoj
扬眉吐气	fdok
抽噎	fdol
摔跤	fdol
摇旗呐喊	fdoo
抽咽	fdoq
接吻	fdos
丰衣足食	fdov
抽取	fdpa
摘取	fdpa
招降	fdpa
打头阵	fdpc
招聘	fdpd
撤防	fdpd
抽屉	fdph
招展	fdph
擅离职守	fdpn
撤职	fdpo
护卫	fdpt
摘除	fdpv
撤除	fdpv
无产阶级	fdpw
示意图	fdqa
抽回	fdqo
撤回	fdqo
抗争	fdre
护身	fdri
抽象	fdro
接触	fdrq
搞好	fdrz
搞得	fdsb
披肝沥胆	fdsd
抽泣	fdsd
接济	fdsd
掏腰包	fdse
抗洪	fdsh
抽水	fdsi
搞活	fdsj
招待所	fdsj
接待	fdsl
招待	fdsl
护法	fdsl
搞清	fdsl
抗御	fdsl
挥毫泼墨	fdsq
抗衡	fdsr
敷衍	fdss
抽验	fdst
接驳	fdst
招徕	fdst
把酒	fdsu
接洽	fdsv
拉伸	fdtb
摔死	fdtd
搞到	fdtg
接到	fdtg
招致	fdtg
拉开	fdth
招供	fdth
拉丁	fdti
接任	fdtj
技高一筹	fdtk
摔伤	fdtl
抗体	fdtm
捶胸顿足	fdto
探亲假	fdtp
摔倒	fdtt
撞倒	fdtt
拉平	fdtv
招来	fdtx
护佑	fdtx
抽出	fdue
拉出	fdue
撤出	fdue
抛头露面	fduj
抗震	fduj
拉链	fdvc
拉美	fdve
接着	fdvf
搞错	fdvh
撤并	fdvh
拉关系	fdvj
打交道	fdvj
挤兑	fdvo
拉锯	fdvp
撤资	fdvr
拉钩	fdvs
契合	fdvt
撤销	fdvw
热胀冷缩	fdvw
抽逃	fdvw
拉锁	fdvw
撞针	fdvx
护送	fdvy
接送	fdvy
把关	fdvy
接缝	fdwa
摘编	fdwd
接线	fdwf
接纳	fdwn
招纳	fdwn
契约	fdws
拉脱维亚	fdwt
拉练	fdwt
把风	fdwx
抽风	fdwx
接续	fdwx
抗风	fdwx
接过	fdxd
掠过	fdxd
井然有序	fdxj
拉杂	fdxm
抽烟	fdxq
操之过急	fdxr
招数	fdxr
接龙	fdxt
持之有故	fdxx
抒发	fdya
无产者	fdyb
捧腹大笑	fdyk
拉套	fdyk
抒情	fdyl
挤占	fdyo
抗战	fdyo
招考	fdys
掠夺	fdyx
摘引	fdzs
招引	fdzs
招商引资	fdzv
据为己有	fdzx
搬弄是非	febe
搬弄是非	febn
捧腹	fedl
扫盲	fedl
撰文	fedx
扫帚	feen
排球	feex
扫把	fefd
扫描	fefh
摧折	fefj
挑三拣四	fefq
摧毁	fegi
扫墓	fehb
撰稿	fehd
扫黄	fehd
扫荡	fehs
报春花	feht
排序	fejd
排斥	fejj
排成	fejj
揣摩	fejm
据理力争	fejr
扫视	fejy
扫地	felc
排场	felz
捧场	felz
撰述	femd
揣想	femg
打印机	femw
撰写	fens
捧哏	feoe
无理取闹	fepn
推三阻四	fepq
排除	fepv
排队	fepv
扫除	fepv
指导思想	feqm
扫射	ferx
揣测	fesb
排行	fesf
排泄	fesh
扫清	fesl
进退两难	feta
排列	fetd
摧残	fetd
排山倒海	fets
扫平	fetv
扫雷	feuq
云山雾罩	feuq
揣着	fevf
扫兴	fewv
进退维谷	fewv
扶桑	ffaa
摇摇晃晃	ffbb
彗星	ffbj
接二连三	ffce
搏斗	ffdd
抚育	ffdg
挑拨离间	ffdn
指挥部	ffdo
扭亏为盈	ffdz
抚琴	ffee
抚弄	ffeh
无动于衷	fffd
打掩护	fffd
抚摸	fffh
扶持	fffl
捕捉	fffo
招摇撞骗	fffs
无拘无束	ffft
慧眼	ffge
指挥若定	ffhn
二把手	ffjf
扶手	ffjf
扶疏	ffjl
抚摩	ffjm
把持不定	ffjn
抚爱	ffjn
捉摸不定	ffjn
把持不住	ffjt
拟于不伦	ffjt
打抱不平	ffjt
按捺不住	ffjt
二进制	ffkn
提示符	ffkt
规规矩矩	ffll
运动场	fflz
指挥棒	ffme
抚顺	ffmj
扶梯	ffmv
拖拉机	ffmw
扶植	ffmx
拨云见日	ffnb
扎扎实实	ffnn
热热闹闹	ffnn
指挥官	ffnp
运动员	ffob
指挥员	ffob
打招呼	ffoj
指示器	ffoo
抚慰	ffpf
运动队	ffpv
扶助	ffqf
慧黠	ffqh
托拉斯	ffqv
投井下石	fftc
抑扬顿挫	fftf
扶正	fftl
进进出出	ffuu
扶贫	ffvd
抚养	ffve
运动会	ffvf
摇摇欲坠	ffvp
干干净净	ffvv
拉帮结派	ffws
拉帮结伙	ffwt
井井有条	ffxa
招摇过市	ffxd
振振有词	ffxi
抖擞精神	ffxj
报刊杂志	ffxl
扶摇直上	ffxl
打扑克	ffxo
指示灯	ffxt
酆都	ffyb
拥护者	ffyb
抚恤	ffyj
运动战	ffyo
捷报频传	ffyt
指指点点	ffyy
拍照	fgbd
捣碎	fgcd
运转	fgcf
动辄	fgcp
运输	fgcv
丰台区	fgcx
抬头	fgdd
动脉	fgdd
云端	fgde
动刀	fgdi
无能为力	fgdj
动产	fgdj
无的放矢	fgdl
抬高	fgdo
挨户	fgdp
魂灵	fgex
搜寻	fgex
运抵	fgfc
挨揍	fgfe
运动	fgfg
动摇	fgfj
损兵折将	fgfk
动武	fgfl
掺进	fgfn
运动员	fgfo
拍摄	fgfp
拒捕	fgft
挨打	fgft
拍打	fgft
搜捕	fgft
挨批	fgfu
拍击	fgfu
动能	fggd
干瞪眼	fgge
抬眼	fgge
魂魄	fggg
捣毁	fggi
捣鬼	fggw
云散	fghd
运营	fghn
动荡	fghs
动议	fgid
动工	fgii
动词	fgij
动物	fgjf
动手	fgjf
拍手	fgjf
抬升	fgjh
动力	fgji
挨近	fgjk
捣蛋	fgjl
云彩	fgjm
动向	fgjn
抬爱	fgjn
掺入	fgjn
动物园	fgjq
云豹	fgjs
招兵买马	fgjs
动感	fgjt
捣乱	fgjx
动乱	fgjx
搜刮	fgjx
拒不	fgjy
挨边	fgjz
运算	fgkg
动笔	fgkj
运气	fgkz
运载	fglc
动静	fgld
动土	fgli
拒收	fgli
运城	fglj
抬起	fgll
拭目以待	fgls
搜查	fgmb
抬杠	fgmi
拍板	fgmj
云雀	fgmj
云杉	fgms
云梯	fgmv
动机	fgmw
运用	fgnf
动用	fgnf
拍案	fgnr
动容	fgnv
挨家	fgnx
动员	fgob
动听	fgoj
挨骂	fgoo
攫取	fgpa
云层	fgpf
搜罗	fgqd
动因	fgqy
动怒	fgra
动身	fgri
搜身	fgri
未能免俗	fgrt
动漫	fgsb
运往	fgsd
运行	fgsf
云海	fgsl
运河	fgst
拍马	fgst
运到	fgtg
云集	fgti
搜集	fgti
动作	fgtl
运作	fgtl
挨整	fgto
掺假	fgtp
动画	fgtq
运货	fgtt
抬价	fgtv
拒付	fgtx
云天	fgty
云雾	fgua
云雨	fgui
动心	fgui
云霞	fgup
云霄	fguw
运单	fgvb
云锦	fgvg
动人	fgvi
挨次	fgvr
挨冻	fgvt
运销	fgvw
运送	fgvy
搜缴	fgwg
云朵	fgwm
拒绝	fgwr
抬举	fgwv
拍卖	fgxj
搜狐	fgxj
魂断	fgxl
云南省	fgxm
掺杂	fgxm
搜索	fgxn
云南	fgxn
排兵布阵	fgxp
动粗	fgxq
云烟	fgxq
动态	fgyd
动情	fgyl
投鼠忌器	fgzo
运费	fgzs
动弹	fgzs
招惹是非	fhbe
撒野	fhbl
撒旦	fhbt
披荆斩棘	fhct
撒腿	fhde
措施	fhdh
无稽之谈	fhdi
搭腔	fhdn
无私奉献	fhex
搭班	fhey
摸摸	fhfh
搭帮	fhfp
无私无畏	fhfq
撕毁	fhgi
描摹	fhhb
拈花惹草	fhhh
搭讪	fhie
撒谎	fhih
措词	fhij
摸底	fhjc
拱手	fhjf
撒手	fhjf
动荡不安	fhjn
措辞	fhjx
搭乘	fhjx
摆花架子	fhjz
撒气	fhkz
搭载	fhlc
抗菌素	fhlw
专利权	fhma
描述	fhmd
搭桥	fhmj
搭档	fhmw
描写	fhns
撒网	fhnx
专利号	fhot
捞取	fhpa
撒尿	fhps
拱卫	fhpt
按劳取酬	fhpu
描图	fhqa
摸黑	fhqh
拔苗助长	fhqk
搭界	fhqv
播种期	fhqv
撒娇	fhrj
专利法	fhsl
摸清	fhsl
撒泼	fhsy
拱形	fhth
无利可图	fhtq
搭伴	fhtv
云蒸霞蔚	fhuh
揪心	fhui
搭配	fhuz
捞钱	fhvf
撰稿人	fhvi
搭线	fhwf
描绘	fhwv
拱猪	fhxj
摸索	fhxn
投鞭断流	fhxs
搭救	fhxx
抱薪救火	fhxx
拓荒者	fhyb
远程教育	fhyd
打草惊蛇	fhyq
干旱	fibf
干果	fibm
二则	fibn
于是	fibt
丰碑	ficg
丰硕	ficj
无记名投票	fidc
丰腴	fidg
二月	fidi
丰产	fidj
干巴	fidl
干部	fido
无记名	fido
干脆	fidr
丰胸	fids
干预	fidt
干股	fidw
干群	fiej
二元	fifw
干扰	fifx
扛鼎	figk
丰台	figo
干的	figs
干草	fihb
干菜	fihj
干警	fihs
干花	fiht
二百	fijb
丰厚	fijb
二手	fijf
干瘦	fijg
丰盛	fijj
无功而返	fijj
无功受禄	fijj
无巧不成书	fijj
干瘪	fijj
丰裕	fijk
干系	fijw
二千	fijx
丰乳	fijz
干笑	fikj
二等	fikl
无言以对	fila
丰年	filc
丰收	fili
无论怎样	film
干柴	filt
干校	fimd
干杯	fimj
干枯	fimx
丰富	fint
批评家	finx
干咳	fiod
丰足	fiol
干吗	fios
丰田	fiqi
丰饶	firl
干饭	firl
拒谏饰非	firn
无论如何	firt
干鲜	firt
干好	firz
二奶	firz
干渴	fisb
干涩	fisd
干流	fisd
