双双	aaaa
告诉	jlij
选项	jlij
赞许	jlil
不堪设想	jlim
延误	jlio
告诫	jlit
造诣	jlit
生物	jljf
选手	jljf
不知所云	jljf
不知所措	jljf
疙瘩	jljh
压力	jlji
靠近	jljj
生成	jljj
先后	jljj
赞成	jljj
造成	jljj
靠近	jljk
先生	jljl
遥遥	jljl
生病	jljt
疾病	jljt
庄重	jljt
遥感	jljt
告辞	jljx
造福	jljy
生长	jlki
延长	jlki
压制	jlkn
顾此失彼	jlks
丢失	jlkv
告状	jlky
生气	jlkz
看上去	jllg
告知	jlly
造林	jlmm
疏松	jlmv
生机	jlmw
先机	jlmw
先辈	jlne
选用	jlnf
延安	jlnr
赞同	jlnt
选定	jlnt
告密	jlnu
赞叹	jloa
选中	jloi
告别	jloj
疾呼	jloj
痴呆	jlom
手舞足蹈	jloo
选取	jlpa
延迟	jlpn
赞助	jlqf
庄园	jlqf
延期	jlqv
先期	jlqv
告急	jlre
遥测	jlsb
先行	jlsf
生活	jlsj
选派	jlsj
生涯	jlsj
疏忽	jlss
先驱	jlst
延伸	jltb
生死	jltd
生殖	jltd
造型	jlth
先例	jltt
生化	jltt
造价	jltv
生平	jltv
庄严	jltw
近年来	jltx
先天	jlty
选出	jlue
痴心	jlui
先锋	jlva
生前	jlvd
先前	jlvd
赞美	jlve
生命力	jlvj
生命	jlvt
先决	jlvz
告终	jlwa
造纸	jlwc
生肖	jlwd
延缓	jlwj
压缩	jlwn
赞赏	jlwn
选举	jlwv
赞誉	jlwv
延续	jlwx
生存	jlxi
物以类聚	jlxp
蛋糕	jlxv
生态	jlyd
生怕	jlyg
痴情	jlyl
先声夺人	jlyv
庄子	jlzi
磨难	jmat
彩电	jmbl
采购	jmbs
彩票	jmcf
采矿	jmcj
自相矛盾	jmdj
入木三分	jmev
摩托车	jmfc
摩托	jmfj
摩擦	jmfn
磨损	jmfo
魔鬼	jmgw
采访	jmid
魔力	jmji
麻痹	jmjq
麻将	jmkd
彩妆	jmkr
床上	jmli
魔术	jmmd
麻木	jmmi
麻雀	jmmj
采样	jmmv
采用	jmnf
采取	jmpa
彩屏	jmpv
彩虹	jmqi
彩色	jmrd
魔法	jmsl
采集	jmti
彩信	jmti
磨灭	jmtx
麻醉	jmud
彩霞	jmup
床铺	jmvt
磨合	jmvt
采编	jmwd
魔幻	jmwj
采纳	jmwn
磨练	jmwt
彩绘	jmwv
原材料	jmxd
麻烦	jmxj
糜烂	jmxv
而又	jnai
而是	jnbt
受贿	jnbx
入主	jnde
入户	jndp
废寝忘食	jndv
入股	jndw
自定义	jndx
向外	jndy
奥迪	jndz
受理	jneb
而已	jnei
向导	jnex
爱护	jnfd
爱抚	jnff
奥运	jnfg
适用于	jnfi
应用于	jnfi
受损	jnfo
奥运会	jnfv
入睡	jngj
爱慕	jnhb
入世	jnhl
奥秘	jnhu
受苦	jnhx
而言	jnii
入库	jnjc
入手	jnjf
向后	jnjj
而成	jnjj
而后	jnjj
入选	jnjl
耐磨	jnjm
耐受	jnjn
受敌	jnjx
而不	jnjy
入境	jnld
而去	jnlg
向上	jnli
爱上	jnli
爱戴	jnlq
入场	jnlz
辽宁省	jnmj
受审	jnnb
而非	jnne
受害	jnnf
耐用	jnnf
入门	jnni
入网	jnnx
受灾	jnnx
司空见惯	jnny
入口	jnoi
受聘	jnpd
受阻	jnpq
爱国	jnqe
而且	jnqf
入围	jnqf
受罚	jnqi
痛定思痛	jnqj
不定期	jnqv
受累	jnqw
奥妙	jnrm
爱好	jnrz
向往	jnsd
受骗	jnst
向下	jntd
入住	jntd
入侵	jnte
受到	jntg
受伤	jntl
千军万马	jnts
入伍	jntw
向来	jntx
而来	jntx
向下	jnty
耐心	jnui
爱心	jnui
向前	jnvd
不完全	jnve
向着	jnvf
入会	jnvf
爱人	jnvi
而今	jnvj
受命	jnvt
受益	jnvv
入学	jnwn
入党	jnwn
受过	jnxd
而在	jnxi
向左	jnxi
耐烦	jnxj
入狱	jnxj
受精	jnxl
受害者	jnyb
爱惜	jnyh
爱情	jnyl
加盟	jobd
驾车	joci
不足为奇	jody
加之	jodz
加班	joey
手足无措	joff
后患无穷	jofn
加热	jofx
加工	joii
架设	joiw
自吹自擂	jojf
加压	jojl
加入	jojn
癌症	jojt
加重	jojt
加载	jolc
加以	jold
加上	joli
贺卡	joly
架构	joms
加紧	jona
加密	jonu
加剧	jopx
加固	joqx
加急	jore
加温	josb
加油	josd
自鸣得意	josd
亟待	josl
加深	josn
驾驶	jost
驾驭	jost
加倍	jotd
加速	joto
加价	jotv
加盖	jove
加拿大	jovy
加纳	jown
加大	joyi
历史性	joyj
加快	joyz
架子	jozi
加强	jozs
追寻	jpex
追捧	jpfe
敢于	jpfi
追捕	jpft
不屈不挠	jpjf
追加	jpjo
爱屋及乌	jpjs
追赶	jpll
追查	jpmb
追问	jpno
追究	jpnv
追踪	jpol
阜阳	jppb
追随	jppx
追回	jpqo
追溯	jpsv
不耻下问	jptn
追杀	jpxm
追求	jpxx
追逐	jpxz
追悼	jpyy
追忆	jpyz
面条	jqam
不畏艰险	jqap
面对	jqax
血腥	jqdb
面部	jqdo
面授	jqfj
厮打	jqft
面目	jqgi
面世	jqhl
面积	jqho
面试	jqit
粤语	jqiw
面谈	jqix
不期而遇	jqjb
面貌	jqjg
血压	jqjl
面向	jqjn
血管	jqkn
爵士	jqli
奥斯卡	jqly
面板	jqmj
面额	jqna
面临	jqnk
面容	jqnv
血肉	jqnv
面具	jqqe
自圆其说	jqqi
自欺欺人	jqqv
面色	jqrd
血液	jqsd
面包	jqse
血汗	jqsf
血清	jqsl
血型	jqth
不置可否	jqtj
面前	jqvd
不遗余力	jqvj
血统	jqwd
面纱	jqwm
面料	jqxd
厮杀	jqxm
面粉	jqxv
爱国者	jqyb
面子	jqzi
面孔	jqzl
了如指掌	jrfw
力争上游	jrls
爱尔兰	jrve
妥善	jrvf
妥当	jrwe
妥协	jrxj
爱好者	jryb
自行车	jsci
自治区	jscx
加油站	jsdy
所得税	jshv
我行我素	jsjl
不骄不躁	jsjo
驾驶员	jsob
感激涕零	jssu
毛泽东	jstm
重叠	jtaa
刁难	jtat
腐败	jtba
感冒	jtbg
重申	jtbi
重量	jtbt
重要	jtcr
重码	jtcs
重要性	jtcy
威胁	jtdj
威望	jtdl
重新	jtdm
病变	jtdm
感召	jtdo
厨房	jtdp
重启	jtdp
病房	jtdp
不可多得	jtds
病理	jteb
重建	jtef
重现	jten
不可理喻	jteo
重印	jtep
重担	jtfb
感动	jtfg
重振	jtfj
病逝	jtfj
威武	jtfl
不可能	jtgd
病菌	jthq
感言	jtii
广开言路	jtio
感谢	jtir
所作所为	jtjd
病痛	jtjd
秉承	jtje
瘌痢	jtjh
威力	jtji
不可否认	jtji
病了	jtji
重返	jtjj
病历	jtjj
适可而止	jtjl
百依百顺	jtjm
病床	jtjm
感受	jtjn
病症	jtjt
重重	jtjt
不可磨灭	jtjt
感应	jtjw
重视	jtjy
重庆	jtjy
厅长	jtki
司长	jtki
重装	jtkl
症状	jtky
重复	jtlb
还可以	jtld
病毒	jtlq
感想	jtmg
广东省	jtmj
广东省	jtmm
腐朽	jtmt
生死相依	jtmt
司机	jtmw
厉害	jtnf
重用	jtnf
感冒	jtnf
厨师	jtnt
息事宁人	jtnv
感叹	jtoa
病号	jtot
咸阳	jtpb
熏陶	jtps
病因	jtqy
病危	jtrj
腐蚀	jtrl
感触	jtrq
重温	jtsb
感激	jtsg
自来水	jtsi
司法	jtsl
威海	jtsl
司马	jtst
感染	jtsx
不仅仅	jtta
感到	jttg
重型	jtth
威信	jtti
重任	jttj
重伤	jttl
感伤	jttl
病假	jttp
病例	jttt
腐化	jttt
威严	jttw
重心	jtui
病人	jtvi
感人	jtvi
司令	jtvj
乱七八糟	jtvx
症结	jtwl
感觉	jtwn
重组	jtwq
威风	jtwx
病故	jtxo
垂直	jtxq
腐烂	jtxv
病态	jtyd
感慨	jtye
重大	jtyi
感性	jtyj
感情	jtyl
病情	jtyl
重点	jtyo
威慑	jtyp
感悟	jtyw
痴心妄想	judm
血雨腥风	judw
庇护	jufd
神出鬼没	jugs
痛心疾首	jujv
适配器	juoo
承前启后	jvdj
成人之美	jvdv
办理	jveb
座谈会	jviv
座谈	jvix
貌合神离	jvjd
疮疤	jvjd
毛遂自荐	jvjh
自命不凡	jvjw
千锤百炼	jvjx
千姿百态	jvjy
先人后己	jvjz
座椅	jvmy
办案	jvnr
办公室	jvnt
办好	jvrz
办法	jvsl
廉洁	jvsl
办事处	jvta
座位	jvtd
廉政	jvtl
办事	jvto
千差万别	jvto
乏善可陈	jvtp
廉价	jvtv
千钧一发	jvty
办公	jvvg
办公室	jvvn
不锈钢	jvvn
座次	jvvr
痊愈	jvvt
办学	jvwn
加拿大	jvyi
百分点	jvyo
应对	jwax
歪风邪气	jwck
被誉为	jwdj
应变	jwdm
不学无术	jwfm
应邀	jwgd
疫苗	jwhq
应该	jwid
应试	jwit
应承	jwje
应答	jwkv
近几年	jwlc
感兴趣	jwll
应用	jwnf
应聘	jwpd
应届	jwpd
应急	jwre
不绝如缕	jwrw
应得	jwsb
应征	jwst
系列	jwtd
千丝万缕	jwtw
应付	jwtx
应酬	jwuy
威风凛凛	jwvv
应从	jwvv
系统	jwwd
应当	jwwe
疯狂	jwxj
系数	jwxr
初学者	jwyb
疫情	jwyl
应考	jwys
敌对	jxax
千里	jxbl
番禺	jxbn
适量	jxbt
适时	jxbx
乘车	jxci
乖舛	jxdc
舌头	jxdd
释放	jxdh
翻新	jxdm
丢盔弃甲	jxdq
翻腾	jxdv
辞退	jxek
适于	jxfi
函授	jxfj
千元	jxfw
迁移	jxhd
番茄	jxhj
千秋	jxhx
翻译	jxia
适度	jxjh
癫痫	jxjn
不在乎	jxjv
适应	jxjw
翻番	jxjx
敌视	jxjy
翻版	jxkj
所在地	jxlc
辞去	jxlg
所有权	jxma
乘机	jxmw
乘客	jxna
敌军	jxnc
适用	jxnf
丑闻	jxnp
适宜	jxnq
翻案	jxnr
甜蜜	jxnu
翻唱	jxob
辞呈	jxoe
适中	jxoi
辞别	jxoj
辞职	jxpo
丑陋	jxpt
悉尼	jxpt
应有尽有	jxpx
不求甚解	jxqr
翻身	jxri
翻滚	jxsd
生龙活虎	jxsy
千真万确	jxtc
剩下	jxtd
千万	jxth
翻开	jxth
释疑	jxtl
丑恶	jxtw
剩下	jxty
辞典	jxuv
甜美	jxve
翻盖	jxve
敌人	jxvi
千金	jxvi
适合	jxvt
剩余	jxvt
乘坐	jxvv
适当	jxwe
千古绝唱	jxwo
豺狼	jxxj
庞杂	jxxm
千克	jxxo
垂直	jxxq
函数	jxxr
悉数	jxxr
庞大	jxyi
乱套	jxyk
神圣	jyal
不难	jyat
不对	jyax
不败	jyba
不明	jybd
视野	jybl
否则	jybn
不易	jybs
不是	jybt
还是	jybt
不时	jybx
不要	jycr
还要	jycr
社区	jycx
福音	jydb
不多	jydd
不忍	jydd
不良	jyde
废弃	jydg
不为	jydj
视为	jydj
不忘	jydl
不变	jydm
成都市	jydn
福州市	jydn
广州市	jydn
不高	jydo
不服	jydp
不予	jydt
社交	jydv
不然	jydy
不理	jyeb
福建	jyef
不已	jyei
社群	jyej
福建省	jyem
不灵	jyex
不动	jyfg
夭折	jyfj
还未	jyfm
不能	jygd
还能	jygd
不甘	jyhf
不利	jyhn
福利	jyhn
不菲	jyhn
不和	jyho
祥和	jyho
礼节	jyhp
神秘	jyhu
废旧	jyib
不该	jyid
庆功	jyij
神话	jyij
废话	jyij
不许	jyil
不让	jyil
否认	jyiv
社论	jyiv
不论	jyiv
不详	jyiv
不计	jyix
不顾	jyjc
不愿意	jyjd
百战百胜	jyjd
不乏	jyjd
习惯成自然	jyjd
礼物	jyjf
礼拜	jyjf
废物	jyjf
不愿	jyjg
还原	jyjg
礼貌	jyjg
祝愿	jyjg
不息	jyjg
视力	jyji
不了	jyji
不力	jyji
不成	jyjj
乘虚而入	jyjj
祖先	jyjl
不受	jyjn
祝贺	jyjo
百发百中	jyjo
庆贺	jyjo
不敢	jyjp
不妥	jyjr
丑态百出	jyju
不应	jyjw
还应	jyjw
不适	jyjx
庆祝	jyjy
祝福	jyjy
祈祷	jyjy
千奇百怪	jyjy
不及	jyjz
还将	jykd
祖籍	jyke
不算	jykg
还算	jykg
神算	jykg
社长	jyki
不等	jykl
不管	jykn
不符	jykt
不失	jykv
废气	jykz
神气	jykz
福气	jykz
不肯	jyld
不堪	jylh
废止	jyli
不止	jyli
不起	jyll
不堪	jylq
神志	jylu
不幸	jylv
庆幸	jylv
不知道	jylv
不知	jyly
不幸	jyly
庆幸	jyly
废墟	jyly
不想	jymg
不小	jymi
不少	jymj
不禁	jymm
不用	jynf
祸害	jynf
祖宗	jynf
百步穿杨	jynm
不宜	jynq
不安	jynr
神舟	jyns
不同	jynt
不定	jynt
否定	jynt
不容	jynv
不见	jynw
视察	jynx
视听	jyoj
不足	jyol
礼品	jyoo
不只	jyov
不限	jype
不尽	jypn
废除	jypv
不屑	jypw
祖国	jyqe
祖母	jyqs
视界	jyqv
社团	jyqx
不妨	jyrd
神色	jyrd
不解	jyrd
视角	jyri
不久	jyrn
不如	jyro
不免	jyro
不好	jyrz
还好	jyrz
不得	jysb
不行	jysf
不满	jysh
废水	jysi
不得不	jysj
不法	jysl
不清	jysl
还清	jysl
不够	jyso
不仅	jyta
不但	jytb
不停	jytd
礼仪	jytd
不住	jytd
神仙	jyte
憨态可掬	jytf
不到	jytg
不可能	jytg
自惭形秽	jyth
不一	jyti
不佳	jytl
不一样	jytm
不再	jytn
不可	jyto
神速	jyto
社保	jyto
不像	jytr
千虑一得	jyts
不便	jytt
厌倦	jytv
不平	jytv
不倦	jytv
厌恶	jytw
不值	jytx
不下	jyty
不出	jyue
歪曲	jyui
不比	jyui
不必	jyuj
还需	jyuj
不需	jyuj
还必须	jyus
庆典	jyuv
不配	jyuz
爱憎分明	jyvb
不单	jyvb
不分	jyvd
不会	jyvf
店铺	jyvf
还会	jyvf
社会	jyvf
不善	jyvf
不公	jyvg
不错	jyvh
社会上	jyvl
不曾	jyvq
不准	jyvt
不合	jyvt
店铺	jyvt
祖父	jyvx
否决	jyvz
不凡	jywd
不当	jywe
视线	jywf
还乡	jywj
礼堂	jywn
视觉	jywn
不觉	jywn
不绝	jywr
还给	jywv
歪风	jywx
神经	jywz
不过	jyxd
还有	jyxd
不料	jyxd
不在	jyxi
还在	jyxi
不在乎	jyxj
不断	jyxl
祈求	jyxx
广州市	jyyd
神态	jyyd
不怕	jyyg
不懂	jyyh
不惜	jyyh
不大	jyyi
视频	jyyj
神情	jyyl
视点	jyyo
不懈	jyyr
神奇	jyyt
不慎	jyyx
福州	jyyy
神州	jyyy
不快	jyyz
及时	jzbx
及早	jzbx
乳腺	jzdg
痉挛	jzdm
乳房	jzdp
及其	jzhe
百孔千疮	jzjj
自强不息	jzjj
麒麟	jzjz
边境	jzld
及格	jzma
边框	jzmc
辽宁省	jznm
辽阔	jzns
辽宁	jznt
边防	jzpd
边际	jzpf
边界	jzqv
及其	jzqv
痛改前非	jzvn
边缘	jzwl
边疆	jzzs
等量齐观	kbda
简明扼要	kbfc
笸箩	kckq
将对	kdax
将是	kdbt
将要	kdcr
奖章	kddb
篇章	kddb
将由	kddi
将就	kddo
将于	kdfi
奖项	kdij
将近	kdjj
将成	kdjj
将近	kdjk
将被	kdjk
奖励	kdjt
篱笆	kdkd
将士	kdli
将军	kdnc
篇幅	kdni
将帅	kdnn
奖品	kdoo
奖罚	kdqi
将其	kdqv
酱油	kdsd
将与	kdsi
奖惩	kdst
装腔作势	kdtf
将使	kdtt
将来	kdtx
将会	kdvf
奖金	kdvi
将领	kdvj
将从	kdvv
奖赏	kdwn
将有	kdxd
将在	kdxi
肆意	kedb
籍贯	keqx
第三者	keyb
肆虐	keyc
筹备	kfaq
筹码	kfcs
背井离乡	kfdw
筹建	kfef
筹措	kffh
筹办	kfjv
气势汹汹	kfss
筹集	kfti
筹资	kfvr
筹划	kfxn
肆无忌惮	kfzy
牌照	kgbd
算是	kgbt
笑眯眯	kggx
算计	kgix
笨鸟先飞	kgjz
算盘	kgns
算法	kgsl
算命	kgvt
牌子	kgzi
篡改	kgzl
长处	kiay
将功赎罪	kibq
牛市	kidn
长效	kidv
片刻	kidy
长辈	kien
长春	kiev
长进	kifn
长远	kifw
长寿	kifx
长期	kihe
牛皮	kija
长廊	kijd
长度	kijh
片段	kijk
片面	kijq
长篇	kikd
长城	kilj
长短	kily
牛棚	kimd
长相	kimg
竹林	kimm
笔记本	kimt
长辈	kine
长安	kinr
牛肉	kinv
长足	kiol
长跑	kiol
长虹	kiqi
长期	kiqv
长久	kirn
牛奶	kirz
长得	kisb
长江	kisi
长沙	kism
长征	kist
长假	kitp
牛仔	kitz
长途	kivt
长线	kiwf
片断	kixl
长发	kiya
长大	kiyi
长达	kiyz
片子	kizi
版主	kjde
笔迹	kjdm
制造商	kjdn
笔名	kjdo
笑脸	kjdv
简而言之	kjid
笑话	kjij
笔试	kjit
笔记	kjiz
版面	kjjq
牛皮癣	kjjr
笑声	kjld
版权	kjma
版本	kjmt
笑容	kjnv
版图	kjqa
笔墨	kjqh
版画	kjtq
笔画	kjtq
笔下	kjty
笑着	kjvf
制造业	kjwt
笔直	kjxq
笔者	kjyb
壮观	klan
装备	klaq
装运	klfg
等于	klfi
装扮	klfv
装蒜	klhf
装订	klit
等等	klkl
装载	kllc
长此以往	klls
装卸	kllx
装机	klmw
壮阔	klns
等同	klnt
装置	klqx
装饰	klrl
装潢	klsh
等待	klsl
壮烈	kltd
等到	kltg
装修	klti
等候	klti
壮丽	kltn
等你	kltr
装货	kltt
装配	kluz
等着	klvf
壮志凌云	klvf
等人	klvi
等级	klwj
壮举	klwv
装有	klxd
壮大	klyi
朱砂	kmcm
笨拙	kmfu
笨蛋	kmjl
笨重	kmjt
装模作样	kmtm
制备	knaq
简明	knbd
简易	knbs
管辖	kncn
简要	kncr
简章	kndb
等闲之辈	kndn
制服	kndp
制剂	kndx
管理	kneb
篮球	knex
制导	knex
制动	knfg
简报	knfp
简捷	knft
简称	knhr
制药	knhw
制订	knit
简讯	kniz
等闲视之	knjd
制度	knjh
制成	knjj
简历	knjj
制造	knjl
筛选	knjl
简装	knkl
管制	knkn
制裁	knld
制止	knli
简短	knly
简朴	knmy
简写	knns
制定	knnt
管家	knnx
制品	knoo
简陋	knpt
制图	knqa
简略	knqa
简洁	knsl
笑容可掬	kntf
制作	kntl
简体	kntm
简化	kntt
简便	kntt
简单	knvb
管道	knvj
简介	knvn
制冷	knvv
管线	knwf
制约	knws
简约	knws
简练	knwt
简直	knxq
筚路蓝缕	kohw
长吁短叹	kolo
管中窥豹	konj
簸箕	kqkq
气急败坏	krbl
背景	ktbd
背影	ktbd
北欧	ktcx
北京市	ktdd
背信弃义	ktdd
北方	ktdh
北京	ktdo
北部	ktdo
背离	ktdx
气吞山河	ktes
背诵	ktid
背后	ktjj
背面	ktjq
北极	ktmj
北路	ktol
符号	ktot
策略	ktqa
北国	ktqe
背负	ktrb
背包	ktse
北海	ktsl
北美	ktve
背着	ktvf
符合	ktvt
背叛	ktvx
北约	ktws
背光	ktww
策划	ktxn
北大	ktyi
失败	kvba
失明	kvbd
答题	kvbt
失望	kvdl
失恋	kvdm
签名	kvdo
失效	kvdv
答辩	kvdx
失灵	kvex
失控	kvfn
失眠	kvgp
失利	kvhn
失落	kvhs
失调	kvin
失误	kvio
签订	kvit
签证	kvit
背道而驰	kvjs
答应	kvjw
失策	kvkt
答复	kvlb
失地	kvlc
失去	kvlg
签收	kvli
箪食壶浆	kvlk
失实	kvnd
答案	kvnr
签字	kvnz
失踪	kvol
失职	kvpo
失聪	kvpv
签署	kvqy
失衡	kvsr
北冰洋	kvsv
签到	kvtg
失信	kvti
答疑	kvtl
失事	kvto
答卷	kvvy
失常	kvwn
失学	kvwn
签约	kvws
失业	kvwt
失火	kvxi
失真	kvxq
签发	kvya
奖学金	kwvi
笑逐颜开	kxdt
笼罩	kxqy
笼络	kxwa
笼统	kxwd
状元	kyfw
状况	kyvo
状态	kyyd
筷子	kyzi
第六	kzdv
第三	kzei
气球	kzex
第二	kzfi
气势	kzfx
气魄	kzgg
气节	kzhp
气功	kzij
气息	kzjg
气质	kzjj
气压	kzjl
气管	kzkn
氧气	kzkz
气氛	kzkz
气概	kzme
气味	kzof
氛围	kzqf
第四	kzqi
气象	kzro
气温	kzsb
气流	kzsd
气派	kzsj
第一	kzti
第七	kzti
气候	kzti
气体	kztm
氧化	kztt
第八	kzvi
第五	kzwi
第九	kzxi
第十	kzxi
气愤	kzyx
麦克	laxo
责备	lbaq
责难	lbat
复旦	lbbt
埋怨	lbdc
塌方	lbdh
坦率	lbdv
坦率	lbdw
坦然	lbdy
复印机	lbem
复印	lbep
坦白	lbgi
复苏	lbhj
埋藏	lbhk
坦荡	lbhs
埋葬	lbht
复议	lbid
坦言	lbii
坦诚	lbij
复习	lbji
责成	lbjj
复制	lbkn
复查	lbmb
复核	lbmd
复写	lbns
复员	lbob
复辟	lbpo
复活	lbsj
埋没	lbsw
责任	lbtj
责任制	lbtk
复仇	lbtx
埋伏	lbty
复出	lbue
责令	lbvj
复合	lbvt
责编	lbwd
复兴	lbwv
复杂	lbxm
坦克	lbxo
复发	lbya
地处	lcay
年轻人	lccv
地区	lccx
年轻	lccz
年头	lcdd
地主	lcde
地方	lcdh
年月	lcdi
年产	lcdj
地名	lcdo
地理	lceb
地球	lcex
年报	lcfp
地势	lcfx
年薪	lchd
地带	lchn
地利	lchn
地税	lchv
地皮	lcja
年底	lcjc
地毯	lcjf
地貌	lcjg
年度	lcjh
地质	lcjj
年历	lcjj
年初	lcjk
地段	lcjk
载入	lcjn
地面	lcjq
载重	lcjt
年长	lcki
年年	lclc
年青	lcld
地上	lcli
地表	lclk
地址	lcll
年均	lcls
地域	lclt
年龄	lclv
年龄	lclw
地块	lclz
地板	lcmj
年检	lcmv
年间	lcnb
年鉴	lcnk
地盘	lcns
年限	lcpe
地层	lcpf
地图	lcqa
年满	lcsh
地位	lctd
地下	lctd
地形	lcth
载体	lctm
年末	lctm
迤逦	lctn
年华	lctt
年代	lctv
年份	lctv
地下	lcty
地震	lcuj
地雷	lcuq
年会	lcvf
年轻人	lcvi
地道	lcvj
地铁	lcvk
年终	lcwa
年级	lcwj
地学	lcwn
年纪	lcwz
地支	lcxa
地狱	lcxj
地步	lcyi
地点	lcyo
声明	ldbd
靓照	ldbd
静电	ldbl
以西	ldci
声乐	ldcm
声音	lddb
静脉	lddd
培育	lddg
以为	lddj
声望	lddl
声名	lddo
以外	lddy
境外	lddy
青山	ldei
青春	ldev
声援	ldfj
声势	ldfx
青岛	ldge
青睐	ldgt
坟墓	ldhb
趋之若鹜	ldhd
以其	ldhe
青藏	ldhk
声称	ldhr
培训	ldim
声调	ldin
声讨	ldix
知名度	ldjh
喜新厌旧	ldji
以后	ldjj
以及	ldjz
以北	ldkt
青年	ldlc
境地	ldlc
静静	ldld
以上	ldli
静止	ldli
垃圾	ldlj
赤膊上阵	ldlp
以此	ldlt
声卡	ldly
青少年	ldml
培植	ldmx
裁军	ldnc
肯定	ldnt
裁定	ldnt
以内	ldnv
境内	ldnv
裁员	ldob
声响	ldoj
赤胆忠心	ldou
以防	ldpd
青蛙	ldql
境界	ldqv
以其	ldqv
声色	ldrd
靓女	ldri
以免	ldro
以往	ldsd
青海	ldsl
青海省	ldsm
以下	ldtd
以致	ldtg
以至	ldtg
以便	ldtt
以来	ldtx
以下	ldty
以前	ldvd
裁剪	ldvd
培养	ldve
裁减	ldvj
声道	ldvj
裁判	ldvx
裁决	ldvz
声誉	ldwv
以南	ldxn
青龙	ldxt
以求	ldxx
静态	ldyd
声张	ldzs
复印机	lemw
复印件	letk
责无旁贷	lfdt
地动山摇	lfef
走投无路	lffo
款项	lfij
款待	lfsl
声势浩大	lfsy
款式	lfti
却又	lgai
去处	lgay
却是	lgbt
去掉	lgfy
去世	lghl
却说	lgiv
去了	lgji
去向	lgjn
却不	lgjy
埃及	lgjz
去年	lglc
去除	lgpv
去过	lgxd
却有	lgxd
舞台	lhgo
赘述	lhmd
舞蹈	lhol
熬到	lhtg
收藏夹	lhtv
繁花似锦	lhtv
舞曲	lhui
舞会	lhvf
舞弊	lhvn
收条	liam
土星	libj
上映	libn
收购	libs
土匪	lice
上车	lici
土匪	licn
收音	lidb
上方	lidh
上月	lidi
上衣	lidk
收音机	lidm
上帝	lidn
上市	lidn
上部	lido
收效	lidv
上交	lidv
上山	liei
上岗	lien
收录	lies
上班	liey
上进	lifn
上报	lifp
收据	lifp
收拾	lifv
上扬	lifz
上台	ligo
士兵	ligv
收藏	lihk
收税	lihv
收获	lihx
上课	liib
上诉	liij
上调	liin
收买	lijd
止痛	lijd
收看	lijf
上手	lijf
上升	lijh
收成	lijj
上书	lijj
上床	lijm
收入	lijn
收受	lijn
上瘾	lijp
上面	lijq
上司	lijt
上乘	lijx
收视	lijy
上将	likd
上等	likl
上装	likl
士气	likz
收复	lilb
土地	lilc
上载	lilc
上年	lilc
土壤	lild
收款	lilf
上去	lilg
上午	lilx
上场	lilz
上述	limd
土木	limi
收割	linf
上门	lini
上周	linl
收盘	lins
上空	linv
上网	linx
上家	linx
收听	lioj
上路	liol
收取	lipa
上阵	lipc
上限	lipe
上层	lipf
收回	liqo
上界	liqv
上好	lirz
上旬	lisb
上游	lisd
上流	lisd
上行	lisf
收治	lisg
上海	lisl
上演	lisn
上马	list
上涨	lisz
上下	litd
止住	litd
上传	litf
收到	litg
上万	lith
收集	liti
上任	litj
收件	litk
土豆	lito
上来	litx
上天	lity
上下	lity
收银	live
收养	live
上次	livr
收益	livv
上当	liwe
上线	liwf
上缴	liwg
收缴	liwg
上级	liwj
上学	liwn
收缩	liwn
收支	lixa
收发	liya
收费	lizs
城里	ljbl
城区	ljcx
以不变应万变	ljdd
城市	ljdn
城建	ljef
坏了	ljji
坏蛋	ljjl
怎么办	ljjv
城管	ljkn
城墙	ljlx
以貌取人	ljpv
坏死	ljtd
坏事	ljto
城堡	ljto
坏人	ljvi
城镇	ljvx
城乡	ljwj
罄竹难书	lkaj
表明	lkbd
表彰	lkdb
喜笑颜开	lkdt
增长率	lkdw
表率	lkdw
表现	lken
表示	lkfm
表扬	lkfz
怎能	lkgd
表白	lkgi
怎么	lkjg
截长补短	lkjl
怎么样	lkjm
表面	lkjq
表格	lkma
表述	lkmd
怎样	lkmv
表妹	lkrf
表象	lkro
表演	lksn
表哥	lkto
表露	lkuo
表单	lkvb
表决	lkvz
表弟	lkvz
表态	lkyd
